panel,chooser,gross,phi,is_sharpe,oCAGR,oSharpe,oMaxDD,p4b_oos,p4a,pick
U56,C_ISSHARPE,0.75,1.0,1.1532388419929331,0.10144876453505125,1.3559540817123445,-0.11482428333345729,False,True,
U56,C_IS4b,,,,,,,,,
U56,C_ZERO (no fitting),1.0,1.0,1.1163962620501506,0.12968500385184667,1.3012568422566932,-0.1564111976077508,True,False,
U56,SHIPPED BOOK,0.75,0.0,1.1042710247053533,0.09455896847608769,1.2767122316543114,-0.12054941914043871,False,False,
B136,C_ISSHARPE,0.75,1.0,1.1383698715429231,0.08571951396765431,1.1908485314346706,-0.11647333102391699,False,True,
B136,C_IS4b,1.0,1.0,1.1028692552379749,0.10825080259206099,1.132740526494718,-0.15861593443292132,True,False,
B136,C_ZERO (no fitting),1.0,1.0,1.1028692552379749,0.10825080259206099,1.132740526494718,-0.15861593443292132,True,False,
B136,SHIPPED BOOK,0.75,0.0,1.092172960863223,0.0784728360555127,1.1016867720596069,-0.12241069123223403,False,False,
