pair,cell_mean,fold_mean,sign_agree
CH_ISSHARPE-CH_ISCAGR,0.0035381708823551943,0.021649081004661824,0.5277777777777778
CH_ISSHARPE-CH_ISDD,-0.024323141804490828,-0.05745493558338547,0.6527777777777778
CH_ISCAGR-CH_ISDD,-0.02786131268684602,-0.0791040165880473,0.6944444444444444
