panel,chooser,pick,pick_IS,pick_OOS,pick_OOS_CAGR,pick_OOS_MaxDD,anchor_OOS,nothing_OOS,d_vs_anchor,d_vs_nothing,cellmean_OOS,worst_OOS,best_OOS,rank_IS_OOS,spy_OOS,live_OOS,pick_keep4a,pick_keep4b,anchor_keep4b
U56,C_H,"('REAL', 252)",1.132155700171334,1.1968670347321877,0.17447054166912612,-0.21843527860630396,1.1831862943616596,1.1405217545636763,0.013680740370528133,0.05634528016851137,1.1571297230583526,1.10786771047321,1.1968670347321877,0.08571428571428572,0.8747033226162612,1.2780694840193234,False,False,True
U56,C_F,"('RAND', 1.0)",1.4462792852718898,1.2445405583440374,0.12470955994691169,-0.1690945973021073,1.1831862943616596,1.1405217545636763,0.061354263982377866,0.1040188037803611,1.1529563600706372,1.0962443078983986,1.2445405583440374,0.5428571428571428,0.8747033226162612,1.2780694840193234,False,True,True
U56,C_ALL,"('RAND', 1.0)",1.4462792852718898,1.2445405583440374,0.12470955994691169,-0.1690945973021073,1.1831862943616596,1.1405217545636763,0.061354263982377866,0.1040188037803611,1.155043041564495,1.0962443078983986,1.2445405583440374,0.3543859649122807,0.8747033226162612,1.2780694840193234,False,True,True
U56,C_ALLx,"('REAL', 252)",1.132155700171334,1.1968670347321877,0.17447054166912612,-0.21843527860630396,1.1831862943616596,1.1405217545636763,0.013680740370528133,0.05634528016851137,1.1469069036754456,1.0962443078983986,1.1968670347321877,0.1598173515981735,0.8747033226162612,1.2780694840193234,False,False,True
B135,C_H,"('REAL', 63)",1.2313543403376166,1.0023341092550495,0.16610264706157918,-0.28694818362899377,1.024015074035567,0.8733640955400438,-0.021680964780517398,0.12897001371500572,0.966006935710921,0.8733640955400438,1.047801028726617,0.48571428571428577,0.8769078511614361,1.1061149281164175,False,False,False
B135,C_F,"('RAND', 1.0)",1.2789951866078157,1.1369965675239424,0.09712143513999116,-0.1347123387094865,1.024015074035567,0.8733640955400438,0.1129814934883755,0.2636324719838986,0.9580380073877919,0.8733640955400438,1.1369965675239424,0.7714285714285715,0.8769078511614361,1.1061149281164175,False,False,False
B135,C_ALL,"('RAND', 1.0)",1.2789951866078157,1.1369965675239424,0.09712143513999116,-0.1347123387094865,1.024015074035567,0.8733640955400438,0.1129814934883755,0.2636324719838986,0.9620224715493566,0.8733640955400438,1.1369965675239424,0.7894736842105263,0.8769078511614361,1.1061149281164175,False,False,False
B135,C_ALLx,"('REAL', 63)",1.2313543403376166,1.0023341092550495,0.16610264706157918,-0.28694818362899377,1.024015074035567,0.8733640955400438,-0.021680964780517398,0.12897001371500572,0.946115735551667,0.8733640955400438,1.047801028726617,0.726027397260274,0.8769078511614361,1.1061149281164175,False,False,False
SMALL663,C_H,"('REAL', 252)",0.9836131774916315,0.667742920666616,0.11159184725299287,-0.37411836270629706,0.4534302580652866,0.4811671495544731,0.21431266260132942,0.1865757711121429,0.5114310071463528,0.4354051882765051,0.667742920666616,0.08571428571428572,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,C_F,"('RAND', 0.8)",0.689437405865374,0.5337409492432242,0.08884586872378875,-0.35105327984039414,0.4534302580652866,0.4811671495544731,0.08031069117793765,0.052573799688751144,0.5354655737595865,0.41668515450577415,0.6412081980384228,-0.37142857142857144,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,C_ALL,"('REAL', 252)",0.9836131774916315,0.667742920666616,0.11159184725299287,-0.37411836270629706,0.4534302580652866,0.4811671495544731,0.21431266260132942,0.1865757711121429,0.5234482904529697,0.41668515450577415,0.667742920666616,-0.14385964912280702,0.8768941923019906,0.6517830906127121,False,False,False
SMALL663,C_ALLx,"('REAL', 252)",0.9836131774916315,0.667742920666616,0.11159184725299287,-0.37411836270629706,0.4534302580652866,0.4811671495544731,0.21431266260132942,0.1865757711121429,0.5251337878617398,0.41668515450577415,0.667742920666616,-0.1232876712328767,0.8768941923019906,0.6517830906127121,False,False,False
