panel,family,con,level,cad,CAGR_0,Sharpe_0,oSharpe_0,f4b_0,CAGR_10,Sharpe_10,oSharpe_10,f4b_10,CAGR_25,Sharpe_25,oSharpe_25,f4b_25,CAGR_50,Sharpe_50,oSharpe_50,f4b_50
B136,MA-THRESH,DEGROSS,-0.25,Q,0.13513898274721492,1.1732714164576148,1.1410294255150348,DD,0.13479446776827442,1.1706052207749706,1.1384051662705015,DD,0.134277831967331,1.1666011747583434,1.13446471882402,DD,0.13341713666095156,1.1599152337310783,1.127886608982766,DD
B136,MA-THRESH,RESPREAD,0.2,Q,0.2539228493786949,1.2601855640234882,1.087153094308982,DD,0.24898701131244638,1.2397996241770315,1.0664525071109843,DD,0.24160989818298328,1.2089827788696998,1.0352116608404198,DD,0.22938553927610816,1.1570444961369384,0.9826952552040632,DD
B136,QUANTILE,DEGROSS,0.9,Q,0.12669907790298396,1.1519657485984502,1.1332441402682278,DD,0.12614490101168618,1.147438859988017,1.1284481246686338,DD,0.12531401308348356,1.1406372334790438,1.1212421258598677,DD,0.12393020589415982,1.129271674079901,1.1092008927128785,DD
B136,QUANTILE,RESPREAD,0.9,Q,0.14047091597991446,1.1502901403585575,1.130903565176962,DD,0.13985398451162467,1.1458031242453595,1.1261503071799828,DD,0.13892904936588524,1.1390615162539093,1.1190086772497867,DD,0.13738872240367606,1.1277965313706801,1.1070753268835238,DD
SMALL439,MA-THRESH,DEGROSS,-0.4,Q,0.08417775542641337,0.6412455663162242,0.5915847380963447,"H1,H2,OOS,DD,CAGR",0.08355893765469546,0.6372238025347893,0.5874263980687731,"H1,H2,OOS,DD,CAGR",0.08263119540760355,0.631185876760034,0.5811837726678006,"H1,H2,OOS,DD,CAGR",0.08108624949914378,0.6211090182757529,0.5707662246523758,"H1,H2,OOS,DD,CAGR"
SMALL439,MA-THRESH,RESPREAD,0.3,M,0.2185750404897273,1.0663376118034371,1.1414221215140383,DD,0.20863583726120072,1.0263797481904382,1.1041600612175628,DD,0.1938652990466576,0.9661992594161496,1.048017204915908,"H1,DD",0.1696123346555909,0.8653876095496721,0.9538912249836418,"H1,DD"
SMALL439,QUANTILE,DEGROSS,0.8,Q,0.07665596164943755,0.6619775262309803,0.628631923893951,"H1,H2,OOS,DD,CAGR",0.07582510012801102,0.6557025508781101,0.62247468874787,"H1,H2,OOS,DD,CAGR",0.07457970232640254,0.6462780384043068,0.6132282623046746,"H1,H2,OOS,DD,CAGR",0.07250642309852395,0.6305399506457389,0.5977908039891244,"H1,H2,OOS,DD,CAGR"
SMALL439,QUANTILE,RESPREAD,0.8,Q,0.0934371854149263,0.657279697131741,0.6229836717488156,"H1,H2,OOS,DD,CAGR",0.09239360368868632,0.6510788505001367,0.6169033768661532,"H1,H2,OOS,DD,CAGR",0.0908296211863735,0.641765921686011,0.6077727374019194,"H1,H2,OOS,DD,CAGR",0.08822668768338371,0.6262147912808662,0.5925292051751008,"H1,H2,OOS,DD,CAGR"
U56,MA-THRESH,DEGROSS,0.3,Q,0.012480688742174006,0.7877621119621393,0.5758941707788847,"H2,OOS,CAGR",0.0123254870261158,0.7780969382722495,0.5655439867477885,"H2,OOS,CAGR",0.012092709707493876,0.7635432917409734,0.5499742860569672,"H2,OOS,CAGR",0.011704814852794954,0.7391480253216627,0.5239168286093254,"H2,OOS,CAGR"
U56,MA-THRESH,RESPREAD,0.2,Q,0.291202038399464,1.1699625667580011,0.9490235822576158,DD,0.2865534518734518,1.1550536134152039,0.9325993975963027,DD,0.27960319218693463,1.1325690328880582,0.9078582560995357,DD,0.2680795800500386,1.0947948706882706,0.8663736986408876,"OOS,DD"
U56,QUANTILE,DEGROSS,0.5,M,0.07882299384686187,1.2591398541636805,1.241477709663362,CAGR,0.07710525848013994,1.23349025038398,1.216805981845462,CAGR,0.07453329472410841,1.1948672055432297,1.179658098013953,CAGR,0.07025903326502703,1.1301381848876073,1.117405000284346,CAGR
U56,QUANTILE,RESPREAD,0.5,M,0.1582584497878805,1.2610980137550698,1.2405950060207465,-,0.15466689605354178,1.2358655565489407,1.2163948203489579,-,0.1492984440727727,1.1978725205654825,1.1799589809117925,-,0.14040115618442273,1.134203279080583,1.1189035106068124,-
