panel,book,bps,k,gross,CAGR,Sharpe,MaxDD,H1,H2,dSharpe,dCAGR
U56,EWALL,10,0.25,0.18770181344638837,0.03276434325579469,1.1197287664438875,-0.0600670122746485,1.1894302032284074,1.0641316373191807,-0.001951083928228181,-0.09959338514139437
U56,EWALL,10,0.375,0.2815144096068671,0.04924453161544151,1.1201350415682587,-0.0891417951843948,1.1901938161603773,1.0642853782528514,-0.0015448088038569896,-0.08311319678174756
U56,EWALL,10,0.5,0.3753026384537963,0.0657814923458746,1.1205097906481434,-0.11758849979081398,1.1909341378975404,1.0644032035300937,-0.0011700597239723276,-0.06657623605131446
U56,EWALL,10,0.625,0.469067380865311,0.08236852292740005,1.1208530252484015,-0.14541545904074593,1.1916517150143404,1.0644847937677393,-0.0008268251237142366,-0.04998920546978902
U56,EWALL,10,0.75,0.5628095191082954,0.0989985980861181,1.1211637798532348,-0.17263084875931856,1.1923432839034562,1.0645313127580136,-0.0005160705188809178,-0.03335913031107096
U56,EWALL,10,0.875,0.6565299372882976,0.11566427874252483,1.1214402112389237,-0.19924240764689172,1.1930055108553865,1.064542317477695,-0.00023963913319202668,-0.01669344965466424
U56,EWALL,10,1.0,0.7502295218137323,0.13235772839718907,1.1216798503721157,-0.22525886731411904,1.1936367528161023,1.064514766752984,0.0,0.0
U56,RULESV2,10,0.25,0.13327444807225083,0.02137673476135027,1.2020448832922952,-0.03081933846032736,1.229211780041759,1.1809987719178237,-9.521395595091242e-05,-0.0649405154277698
U56,RULESV2,10,0.375,0.19989030023623203,0.03212008104516251,1.2021040562900103,-0.0460588260434589,1.229524694474717,1.1808498377515084,-3.604095823583897e-05,-0.05419716914395756
U56,RULESV2,10,0.5,0.26649224254960063,0.042897828094654145,1.2021459779244565,-0.06118472149191534,1.2298232668555606,1.180681485392297,5.880676210434643e-06,-0.04341942209446592
U56,RULESV2,10,0.625,0.3330805287212612,0.05370826239098547,1.202171190796554,-0.07619690939544155,1.2301076815349485,1.1804945963118934,3.1093548307881136e-05,-0.03260898779813459
U56,RULESV2,10,0.75,0.3996554126320963,0.06454956661239564,1.2021789099895153,-0.09109524575499772,1.2303770460830101,1.1802885042438296,3.881274126915635e-05,-0.021767683576724428
U56,RULESV2,10,0.875,0.4662171483718931,0.07541989696770024,1.2021690780257093,-0.10587949016688802,1.2306296879948493,1.1800646055824167,2.898077746316119e-05,-0.010897353221419825
U56,RULESV2,10,1.0,0.5327659902770177,0.08631725018912006,1.202140097248246,-0.12054946142590728,1.2308642154162701,1.1798211368254472,0.0,0.0
U56,MA200dg,10,0.25,0.13315660507486404,0.020282472211128777,1.167548999793651,-0.030778963407384285,1.184631981023043,1.1546706309103092,-0.00015561510181183458,-0.06146743674612032
U56,MA200dg,10,0.375,0.19971487986894637,0.03046662359107244,1.167615930914612,-0.04598048211041128,1.1849280122198813,1.1545414695150003,-8.868398085093432e-05,-0.051283285366176656
U56,MA200dg,10,0.5,0.2662601174759658,0.04067722557572351,1.1676667558620286,-0.06105701932017382,1.185210261214038,1.1543943533162662,-3.7859033434228806e-05,-0.04107268338152559
U56,MA200dg,10,0.625,0.3327925540885165,0.05091261760163346,1.1677015468269887,-0.07600875041445265,1.1854788503557163,1.1542293145227833,-3.0680684741657416e-06,-0.030837291355615637
U56,MA200dg,10,0.75,0.3993124261037361,0.061171063418623106,1.1677197212371342,-0.0908359109447392,1.1857328896909864,1.1540460512369155,1.5106341671344836e-05,-0.02057884553862599
U56,MA200dg,10,0.875,0.46581997015362114,0.07145077987778503,1.1677209738970755,-0.10553854551562192,1.1859706970351611,1.15384551956194,1.6359001612675783e-05,-0.010299129079464064
U56,MA200dg,10,1.0,0.5323154231359639,0.0817499089572491,1.1677046148954628,-0.12011679578621448,1.1861914001961913,1.1536271963139677,0.0,0.0
U56,BAND6dg,10,0.25,0.1274062747087305,0.020643940096861213,1.1396411446148424,-0.034535732358093374,1.1861346743587333,1.1024292154032276,7.453701630355525e-05,-0.06250952486153771
U56,BAND6dg,10,0.375,0.1910887396854854,0.03100659818659879,1.1396731581594095,-0.05159045317753397,1.1864894432037136,1.102210705870007,0.00010655056087061077,-0.05214686677180014
U56,BAND6dg,10,0.5,0.25475776683617124,0.041394012621472465,1.1396879396546575,-0.0685028825450944,1.1868300267562883,1.1019732614309052,0.00012133205611863929,-0.04175945233692646
U56,BAND6dg,10,0.625,0.31841361437715776,0.0518043489479636,1.1396852219815743,-0.08527280995842035,1.1871569849193928,1.1017159305781,0.00011861438303539806,-0.03134911601043533
U56,BAND6dg,10,0.75,0.38205654090047503,0.062235686461646234,1.1396643013193068,-0.1019000629729433,1.1874683622507254,1.101439165959642,9.769372076795513e-05,-0.020917778496752693
U56,BAND6dg,10,0.875,0.44568680542381156,0.07268609760817335,1.1396253308853372,-0.11838433861622333,1.1877639114559144,1.1011435286111735,5.87232867983456e-05,-0.010467367350225576
U56,BAND6dg,10,1.0,0.5093046674420885,0.08315346495839893,1.139566607598539,-0.13472540930022414,1.1880412707823995,1.1008279180480856,0.0,0.0
U56,ABSdg,10,0.25,0.1377951830373971,0.021538693286063504,1.0878720964189337,-0.03848796079576333,1.1665433287075204,1.025277006589523,0.00015920547959802356,-0.0650476541384939
U56,ABSdg,10,0.375,0.2066689978370697,0.032340970217092035,1.0878949864397056,-0.05737153461721278,1.1668184935927393,1.025135837787672,0.00018209550036996092,-0.05424537720746536
U56,ABSdg,10,0.5,0.27552737872308575,0.043162100116844515,1.0878982961327917,-0.07601681728177567,1.1670777423109238,1.0249735066085208,0.00018540519345600082,-0.04342424730771288
U56,ABSdg,10,0.625,0.34437063949983826,0.05399969644135272,1.0878820004863634,-0.09442529763930096,1.1673203120001778,1.0247907034560653,0.00016910954702775705,-0.03258665098320468
U56,ABSdg,10,0.75,0.4131990947637085,0.06485130619666801,1.0878459838089367,-0.11259847528169131,1.1675455215818775,1.0245878939467894,0.00013309286960105915,-0.021735041227889385
U56,ABSdg,10,0.875,0.4820130599796743,0.07571440767558602,1.087789981355513,-0.13053776805843476,1.1677531280813385,1.0243648866128199,7.709041617731671e-05,-0.010871939748971382
