panel,K,tiebreak,n_distinct,modal_share,pick,mean_OOS_Sharpe,mean_IS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,modal_OOS_CAGR,modal_OOS_Sharpe,modal_OOS_MaxDD,modal_CAGR,modal_Sharpe,modal_MaxDD,modal_H1,modal_H2,KEEP_4a,KEEP_4b,fail4b,keep4b_share,spread_OOS,DN_OOS_Sharpe,DN_OOS_CAGR,DN_OOS_MaxDD,d_vs_donothing,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,LIVE_OOS_Sharpe,LIVE_OOS_CAGR
U56,10,T_FIRST,1,1.0,N=5/M,0.9143004039834073,1.5743405598078906,0.19991393373789856,-0.28727941869469265,0.19991393373789856,0.9143004039834073,-0.28727941869469253,0.24481320875828594,1.1633553627120952,-0.28727941869469265,1.5216652565913464,0.915935895446196,False,False,DD,0.0,0.0,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.26260712746552617,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_LAST,1,1.0,N=40/W,1.249933600883328,1.0675166759014079,0.11926155650032548,-0.15277363813405787,0.11926155650032544,1.249933600883328,-0.15277363813405787,0.10569821400442292,1.1708168733811442,-0.15277363813405764,1.2055222009070488,1.1482464070183414,False,False,CAGR,0.0,0.0,1.1769075314489335,0.1576093833822998,-0.190892879822814,0.07302606943439449,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_RANDOM,10,0.2,N=40/M,1.1509140487994267,1.1883413797003977,0.1651723809651306,-0.20728027114681172,0.12494492551106995,1.2682211482716217,-0.15146558390448572,0.11528031853886334,1.2147387362447937,-0.15146558390448617,1.268995427160881,1.1714709712225464,False,True,-,0.4,0.3539207442882144,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.02599348264950674,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_CH_Z,7,0.35,N=15/W,1.1424420206678767,1.1730038755329453,0.17416034050177182,-0.21123433410196935,0.1771182119912531,1.1869632192785269,-0.1969242725683531,0.16055050713895014,1.1695416068437865,-0.19692427256835332,1.2402304793886267,1.1288869819668503,False,True,-,0.65,0.33563319689992066,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.03446551078105675,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_ISSHARPE,1,1.0,N=5/M,0.9143004039834073,1.5743405598078906,0.19991393373789856,-0.28727941869469265,0.19991393373789856,0.9143004039834073,-0.28727941869469253,0.24481320875828594,1.1633553627120952,-0.28727941869469265,1.5216652565913464,0.915935895446196,False,False,DD,0.0,0.0,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.26260712746552617,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_IS4B,2,0.9,N=30/M,1.2239961864991802,1.182030024352149,0.14788510923436166,-0.17909289881811347,0.14463698670581815,1.2281109606348084,-0.1771116350680868,0.13497607878623596,1.2077263229514923,-0.1771116350680867,1.2824119304036965,1.1522422118234632,False,True,-,1.0,0.04114774135628152,1.1769075314489335,0.1576093833822998,-0.190892879822814,0.04708865505024673,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_NULLGAP,1,1.0,N=5/W,1.0518622698535158,1.327259574954661,0.23395064540028992,-0.2845403696314449,0.23395064540028998,1.0518622698535158,-0.2845403696314448,0.23413205274277216,1.1470590157315002,-0.2845403696314448,1.3211262251666225,1.0432305673552171,False,False,DD,0.0,0.0,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.12504526159541762,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,T_HOLD,2,0.75,N=40/M,1.2636492614245483,1.126862849551707,0.1235240832583838,-0.15179259746187873,0.12494492551106995,1.2682211482716217,-0.15146558390448572,0.11528031853886334,1.2147387362447937,-0.15146558390448617,1.268995427160881,1.1714709712225464,False,True,-,0.75,0.018287547388293746,1.1769075314489335,0.1576093833822998,-0.190892879822814,0.0867417299756148,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,10,B_POINT,1,1.0,N=5/M,0.9143004039834073,1.5743405598078906,0.19991393373789856,-0.28727941869469265,0.19991393373789856,0.9143004039834073,-0.28727941869469253,0.24481320875828594,1.1633553627120952,-0.28727941869469265,1.5216652565913464,0.915935895446196,False,False,DD,0.0,0.0,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.26260712746552617,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
U56,25,T_FIRST,2,0.95,N=5/M,0.9194036489747278,1.5604391428494568,0.19864719144748857,-0.2849699526818319,0.19991393373789856,0.9143004039834073,-0.28727941869469253,0.24481320875828594,1.1633553627120952,-0.28727941869469265,1.5216652565913464,0.915935895446196,False,False,DD,0.0,0.10206489982640887,1.1769075314489335,0.1576093833822998,-0.190892879822814,-0.25750388247420564,0.8747033226162612,0.1527838188994346,-0.3371726770846233,1.2780694840193234,0.09466489117832899
