panel,claimset,q,cost,delay,z,adopted,moved,n_clear,IS_margin,bar,OOS_S,OOS_CAGR,OOS_DD,frozen_OOS_S,d_oos,Sharpe,CAGR,MaxDD,H1,H2,pass4a,pass4b,fail4b
U56,HOLD,0.8,25.0,1,0.8416211822956144,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,HOLD,0.9,25.0,1,1.2815516851619244,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,HOLD,0.95,25.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,HOLD,0.99,25.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,ALL,0.5,25.0,1,0.0,N=40,True,8,0.047618639766192405,0.0,1.0918829301884663,0.1098471910698473,-0.18316826861083735,1.1512224424887765,-0.059339512300310204,1.1039658816825535,0.10415821201210651,-0.18316826861083813,1.2328283354651233,1.0136991269114737,False,False,CAGR
U56,ALL,0.8,25.0,1,0.8416211822956144,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,ALL,0.9,25.0,1,1.2815516851619244,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,ALL,0.95,25.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,ALL,0.99,25.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.1512224424887765,0.13369988369314245,-0.15592436194343973,1.1512224424887765,0.0,1.119429022969265,0.12200094618653012,-0.15592436194344006,1.1782874737168847,1.0810024907869356,False,True,-
U56,N,0.5,50.0,1,0.0,N=40,True,4,0.050010779225073465,0.0,1.0429302672969465,0.10447138092320896,-0.18385622285150238,1.0988795613184468,-0.055949294021500284,1.053009242878975,0.09893351255828442,-0.18385622285150205,1.1779076712972356,0.9653780356594057,False,False,CAGR
U56,N,0.8,50.0,1,0.8416211822956144,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,N,0.9,50.0,1,1.2815516851619244,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,N,0.95,50.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,N,0.99,50.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,GROSS,0.5,50.0,1,0.0,G=1.00,True,3,0.001619800308821917,0.0,1.1016787689988676,0.2124913410638689,-0.2517558426487424,1.0988795613184468,0.0027992076804208565,1.0677526789887697,0.19278505640016919,-0.2517558426487423,1.1231508796024816,1.0318977661645083,False,False,DD
U56,GROSS,0.8,50.0,1,0.8416211822956144,G=0.85,True,2,0.001547370318275787,0.001109168890666192,1.1010364685201175,0.18048546305210778,-0.21706383821831676,1.0988795613184468,0.0021569072016707214,1.0673554050696592,0.16392564301223578,-0.21706383821831643,1.1230141406130885,1.031222148936234,False,False,DD
U56,GROSS,0.9,50.0,1,1.2815516851619244,G=0.75,True,1,0.0011220867591985595,0.0010033431946282285,1.1003319859675023,0.1590837413859867,-0.19351324617376375,1.0988795613184468,0.0014524246490554837,1.0667729682476534,0.14458764767018217,-0.19351324617376386,1.1225497115328453,1.0304989760355607,False,True,-
U56,GROSS,0.95,50.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,GROSS,0.99,50.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,HOLD,0.5,50.0,1,0.0,H=252,True,1,0.04050271667614269,0.0,1.1358400767659276,0.1311595122410103,-0.17859456419416575,1.0988795613184468,0.0369605154474808,1.103854998565922,0.11972295858276993,-0.17859456419416586,1.155793797282176,1.0716914237141786,False,True,-
U56,HOLD,0.8,50.0,1,0.8416211822956144,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,HOLD,0.9,50.0,1,1.2815516851619244,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,HOLD,0.95,50.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,HOLD,0.99,50.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,ALL,0.5,50.0,1,0.0,N=40,True,8,0.050010779225073465,0.0,1.0429302672969465,0.10447138092320896,-0.18385622285150238,1.0988795613184468,-0.055949294021500284,1.053009242878975,0.09893351255828442,-0.18385622285150205,1.1779076712972356,0.9653780356594057,False,False,CAGR
U56,ALL,0.8,50.0,1,0.8416211822956144,G=0.85,True,2,0.001547370318275787,0.001109168890666192,1.1010364685201175,0.18048546305210778,-0.21706383821831676,1.0988795613184468,0.0021569072016707214,1.0673554050696592,0.16392564301223578,-0.21706383821831643,1.1230141406130885,1.031222148936234,False,False,DD
U56,ALL,0.9,50.0,1,1.2815516851619244,G=0.75,True,1,0.0011220867591985595,0.0010033431946282285,1.1003319859675023,0.1590837413859867,-0.19351324617376375,1.0988795613184468,0.0014524246490554837,1.0667729682476534,0.14458764767018217,-0.19351324617376386,1.1225497115328453,1.0304989760355607,False,True,-
U56,ALL,0.95,50.0,1,1.644853552985789,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,ALL,0.99,50.0,1,2.3263478580747905,INC,False,0,0.0,0.0,1.0988795613184468,0.12696524312043866,-0.15723913207102458,1.0988795613184468,0.0,1.0654674226698937,0.1155131530004454,-0.1572391320710248,1.121376528465867,1.0290189676768617,False,True,-
U56,N,0.5,10.0,2,0.0,N=40,True,3,0.06515152306024308,0.0,1.097235915152301,0.11139800726180948,-0.18210647529761537,1.1571066790074849,-0.05987076385518386,1.1206681643964882,0.10656965197412882,-0.18210647529761537,1.268788023892988,1.0165844031356315,False,True,-
U56,N,0.8,10.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,N,0.9,10.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,N,0.95,10.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,N,0.99,10.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,GROSS,0.5,10.0,2,0.0,G=0.85,True,3,0.000272337419638502,0.0,1.1576071503263858,0.1937530037778541,-0.2355034369215393,1.1571066790074849,0.0005004713189009635,1.1297401334943085,0.17658689936339345,-0.2355034369215392,1.2033773062884165,1.0811060760366435,False,False,DD
U56,GROSS,0.8,10.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,GROSS,0.9,10.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,GROSS,0.95,10.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,GROSS,0.99,10.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,HOLD,0.5,10.0,2,0.0,H=252,True,1,0.0032963009500299734,0.0,1.2283651248100576,0.14374618602098632,-0.17793546883700095,1.1571066790074849,0.07125844580257268,1.1724190471364333,0.1281539203803359,-0.1779354688370005,1.1960276956340816,1.1649926267301,False,True,-
U56,HOLD,0.8,10.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,HOLD,0.9,10.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,HOLD,0.95,10.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,HOLD,0.99,10.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,ALL,0.5,10.0,2,0.0,N=40,True,7,0.06515152306024308,0.0,1.097235915152301,0.11139800726180948,-0.18210647529761537,1.1571066790074849,-0.05987076385518386,1.1206681643964882,0.10656965197412882,-0.18210647529761537,1.268788023892988,1.0165844031356315,False,True,-
U56,ALL,0.8,10.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,ALL,0.9,10.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,ALL,0.95,10.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,ALL,0.99,10.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1571066790074849,0.1361462406785141,-0.17046271661385903,1.1571066790074849,0.0,1.129356402311172,0.12427093740540274,-0.17046271661385892,1.2029733798737898,1.080588967110844,False,True,-
U56,N,0.5,25.0,2,0.0,N=40,True,3,0.06712495325909962,0.0,1.068409669929531,0.10817225112194606,-0.18252177820128224,1.1266066447115728,-0.05819697478204189,1.0906899625020585,0.10344369747489224,-0.18252177820128246,1.2365368680518207,0.9880766757987113,False,False,CAGR
U56,N,0.8,25.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,N,0.9,25.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,N,0.95,25.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,N,0.99,25.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,GROSS,0.5,25.0,2,0.0,G=0.85,True,3,0.0006873414649757326,0.0,1.1274854193092103,0.18782027469674167,-0.2356587972632701,1.1266066447115728,0.0008787745976375216,1.0983544029652723,0.17088146057884002,-0.2356587972632701,1.1697329238660235,1.0512154337565423,False,False,DD
U56,GROSS,0.8,25.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,GROSS,0.9,25.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,GROSS,0.95,25.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,GROSS,0.99,25.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,HOLD,0.5,25.0,2,0.0,H=252,True,1,0.01240072488819477,0.0,1.205688025939234,0.14078334324786557,-0.17818268606647503,1.1266066447115728,0.07908138122766117,1.1489575305451551,0.12530470399688243,-0.17818268606647514,1.170416947219178,1.1430634079925022,False,True,-
U56,HOLD,0.8,25.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,HOLD,0.9,25.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,HOLD,0.95,25.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,HOLD,0.99,25.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,ALL,0.5,25.0,2,0.0,N=40,True,7,0.06712495325909962,0.0,1.068409669929531,0.10817225112194606,-0.18252177820128224,1.1266066447115728,-0.05819697478204189,1.0906899625020585,0.10344369747489224,-0.18252177820128246,1.2365368680518207,0.9880766757987113,False,False,CAGR
U56,ALL,0.8,25.0,2,0.8416211822956144,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,ALL,0.9,25.0,2,1.2815516851619244,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,ALL,0.95,25.0,2,1.644853552985789,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,ALL,0.99,25.0,2,2.3263478580747905,INC,False,0,0.0,0.0,1.1266066447115728,0.13211168840909693,-0.1705952727316613,1.1266066447115728,0.0,1.0975767510445127,0.12037473288687517,-0.17059527273166109,1.1689251310031805,1.0503130466343242,False,True,-
U56,N,0.5,50.0,2,0.0,N=40,True,3,0.070471499224257,0.0,1.0203075760340554,0.10281603318912413,-0.1832135946252662,1.0756427081945672,-0.05533513216051178,1.0406578440467034,0.098252680515442,-0.18321359462526576,1.1826853050586439,0.9405134377934913,False,False,CAGR
