deleted_year,b_age_uni,b_turn_uni,b_age_joint,b_turn_joint
2008,-0.5362709218534858,1.698960471721995,0.013496150957288178,1.7033165260972791
2009,-0.5362709218534842,1.698960471721994,0.01349615095728951,1.7033165260972787
2010,-0.5362709218534852,1.6989604717219948,0.013496150957288844,1.7033165260972793
2011,-0.536270921853485,1.6989604717219935,0.013496150957288622,1.7033165260972774
2012,-0.536270921853487,1.6989604717219926,0.01349615095728618,1.7033165260972767
2013,-0.5362709218534866,1.698960471721987,0.013496150957284403,1.70331652609727
2014,-0.5362709218534835,1.6989604717219915,0.01349615095728951,1.703316526097276
2015,-0.5362709218534868,1.6989604717219957,0.013496150957287067,1.7033165260972798
2016,-0.5362709218534905,1.6989604717219964,0.013496150957283737,1.7033165260972796
2017,-0.5232279825828583,1.7325037553892473,0.04014140118816245,1.7454599031701312
2018,-0.6097861667025986,1.7539260071565226,-0.0487642986823722,1.7381867095371282
2019,-0.7796535990291242,2.27241378683987,-0.05157613034943331,2.25576693478702
2020,0.0763292119693341,1.9435515862392014,0.785461237150388,2.1970691905942212
2021,-0.49293386013573226,1.6987100206400265,0.06178266088020612,1.7186511602357277
2022,-0.5464982006183403,1.6332063681589015,-0.02161146394765434,1.6262309932995491
2023,-0.5270662342775125,1.6811466959317631,0.017353006761688494,1.6867475995722028
2024,-0.5430903104749408,1.6918584918776962,0.00332491125912715,1.692931649275208
2025,-0.5526288021961719,1.6585936878858873,-0.019308022384846746,1.652361778087769
2026,-0.5445866857518342,1.6887190126935807,0.0005233771668704534,1.688887939330878
