panel,n,bps,kind,set_,f,draw,assets,turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,fail4a,fail4b
u56,10,10.0,control,R20,0.0,-1,-,12.835322156987147,0.16852866858508975,1.077254150709839,-0.24091744947430582,1.1806590299181456,1.0129113392010916,1.1430423332531736,0.15784926006008915,-0.15264338432385038,0.1774159608732273,1.0442432489520044,-0.2409174494743057,DD,DD
u56,10,25.0,control,R20,0.0,-1,-,12.835322156987147,0.146259248860241,0.9538449846259414,-0.24207777084199966,1.0393839744461797,0.9015132915812502,1.003043968071686,0.13595823131733087,-0.16546566458552348,0.15483044412488955,0.9305864184715728,-0.24207777084199966,DD,DD
u56,10,10.0,cash,CASH,0.1,-1,cash,11.561998279002239,0.15163902356860737,1.0767795688093755,-0.21885429493164976,1.1802196579540718,1.012380742519274,1.1427291625374314,0.1419032267950029,-0.13806888478552848,0.15973594255706325,1.0436476791595395,-0.21885429493164976,DD,DD
u56,10,25.0,cash,CASH,0.1,-1,cash,11.561998279002239,0.13184903014917815,0.9532419484456197,-0.2199265943931915,1.0388274382266953,0.9008466715690701,1.0026082444038769,0.12243858484028847,-0.1495728471616511,0.13967436030478275,0.9298587738912837,-0.21992659439319162,DD,DD
u56,10,10.0,cash,CASH,0.2,-1,cash,10.289298547820334,0.13473403142524432,1.0762792499466145,-0.19635550635647803,1.1797534188090162,1.011826798053218,1.1423891079866804,0.1259763680816104,-0.12334148840115433,0.14201254171981703,1.0430280762213104,-0.19635550635647803,DD,-
u56,10,25.0,cash,CASH,0.2,-1,cash,10.289298547820334,0.11736358109035017,0.9525796360864348,-0.19733607185214397,1.0382074938322483,0.9001246569849423,1.0021090499618452,0.10888136019727579,-0.133532223306018,0.12441235055471478,0.9290750033701207,-0.19733607185214352,DD,-
u56,10,10.0,cash,CASH,0.5,-1,cash,6.4641542414294,0.08401794694951903,1.0746238163813326,-0.12618549851065197,1.1782001870588783,1.0100193891376719,1.14121735752061,0.07837587780999478,-0.07824058572511472,0.08869627136081326,1.0410184726952876,-0.12618549851065275,-,CAGR
u56,10,25.0,cash,CASH,0.5,-1,cash,6.4641542414294,0.07356126785190109,0.9502374318028344,-0.12685412078354696,1.0359838136058446,0.8976143318008165,1.000254842387675,0.0680655948611657,-0.08453747100290632,0.07811784457469129,0.9263718467214604,-0.1268541207835472,-,CAGR
u56,10,10.0,real,S3,0.1,-1,TLT+GLD+UUP,12.726363740013731,0.15892557373347227,1.0967638586618944,-0.2149365191422692,1.190385129925438,1.0381161508165222,1.1558639673623952,0.14841736021461593,-0.13118535531618625,0.16766981969129469,1.0671925178968544,-0.2149365191422694,DD,DD
u56,10,25.0,real,S3,0.1,-1,TLT+GLD+UUP,12.726363740013731,0.1370242324377664,0.9642526897056025,-0.2161045729376615,1.038647007436087,0.9188577811544815,1.0057338084301564,0.12679009281772036,-0.14031833328993704,0.14553989151798463,0.9452268279969559,-0.2161045729376615,DD,DD
u56,10,10.0,real,S3,0.2,-1,TLT+GLD+UUP,12.245059755081686,0.14737023127536486,1.115466525915793,-0.1897721254239546,1.212484545092076,1.0520221311965068,1.182046084893383,0.13935658202845347,-0.10653382339426831,0.1540259014704044,1.0795748697568408,-0.1897721254239546,DD,-
u56,10,25.0,real,S3,0.2,-1,TLT+GLD+UUP,12.245059755081686,0.12649835084595518,0.9752653686660844,-0.19097098485082753,1.051004723583446,0.9269608071134037,1.022203321757439,0.11842506325291646,-0.1151077819440498,0.1332046768387145,0.951468687416349,-0.19097098485082742,DD,-
u56,10,10.0,real,S3,0.5,-1,TLT+GLD+UUP,10.843469678760096,0.10955665011099214,1.1664865037556016,-0.1269980652460252,1.2582408283641193,1.0974888720973202,1.2469902695633799,0.10825872805274694,-0.07406836478860834,0.1106289007468213,1.1137937478208915,-0.1269980652460252,-,-
u56,10,25.0,real,S3,0.5,-1,TLT+GLD+UUP,10.843469678760096,0.09166019561427197,0.9911236239638554,-0.12822217695049953,1.0539777487539357,0.9451153602608966,1.0448784701009728,0.08934781256396418,-0.07533261506121014,0.09357217848373511,0.9567750200035924,-0.12822217695050042,-,CAGR
