cash,gross,bps,CAGR,Sharpe,MaxDD,H1,H2,h1,h2,dd,cagr,cagr_margin_pp,dd_margin_pp,KEEP4b,KEEP4a
ZERO,0.5,10,0.09705009593650638,1.1995175537063982,-0.13402054969644672,1.2124976896414519,1.1958881446625476,True,True,True,False,-0.8861622824411469,6.828305655432764,False,False
ZERO,0.5,25,0.09229199969625457,1.1453333084637294,-0.13466712466304975,1.1544507091378153,1.144624824437477,True,True,True,False,-1.3619719064663278,6.763648158772462,False,False
ZERO,0.55,10,0.10695130689636745,1.2000940184539861,-0.14653179774837877,1.213206613621218,1.1963421893114055,True,True,True,True,0.1039588135449604,5.577180850239561,True,False
ZERO,0.55,25,0.10167848076269759,1.145992828615859,-0.14723173368631493,1.1552461481826077,1.1451604513996763,True,True,True,False,-0.4233237998220257,5.5071872564459445,False,False
ZERO,0.6,10,0.11688587067125344,1.2006646989746317,-0.15889008537937455,1.2139095093481536,1.1967910018426464,True,True,True,True,1.09741519103356,4.341352087139983,True,False
ZERO,0.6,25,0.11109061832090839,1.1466417239173503,-0.15964150111470565,1.1560311859853767,1.145685532397207,True,True,True,True,0.5178899559990541,4.266210513606872,True,False
ZERO,0.65,10,0.12685314102420486,1.201229374315731,-0.1710975291441459,1.2146052626633443,1.1972351300443473,True,True,True,True,2.0941422263287017,3.1206077106628483,True,False
ZERO,0.65,25,0.12052755853084562,1.1472793384808702,-0.1718985838170075,1.1568029432656075,1.1462013159717765,True,True,True,True,1.4615839769927779,3.040502243376686,True,False
ZERO,0.7,10,0.13685251594224979,1.201788453915461,-0.18315638875053664,1.215295916203821,1.1976735977486932,True,True,True,True,3.094079718133194,1.9147217500237734,True,False
ZERO,0.7,25,0.12998857195637847,1.147906585670182,-0.18400555385028294,1.1575664764501479,1.1467051980962961,True,True,True,True,2.407685319546063,1.8298052400491427,True,False
ZERO,0.75,10,0.1468833373149223,1.2023418433512643,-0.1950686222873138,1.215980050135614,1.198107450876122,True,True,True,True,4.097161855400447,0.7234983963460562,True,False
ZERO,0.75,25,0.13947280402444484,1.1485231239624527,-0.19596428522572484,1.158318135333411,1.1471996733324406,True,True,True,True,3.3561085263526995,0.6339321025049527,True,False
ZERO,0.8,10,0.15694469687494994,1.2028880002599958,-0.20683628339019478,1.2166562562961178,1.1985350231464997,True,True,False,True,5.10329781140321,-0.45326771394204046,False,False
ZERO,0.8,25,0.1489787932647535,1.149124956275409,-0.2077769455555386,1.1590543006150837,1.1476803937071716,True,True,False,True,4.306707450383565,-0.5473339304764235,False,False
ZERO,0.85,10,0.16703601307760252,1.203427876056631,-0.2184612271604096,1.2173264321030686,1.1989564581938894,True,True,False,True,6.112429431668468,-1.615762090963524,False,False
ZERO,0.85,25,0.15850590516548335,1.1497143700605421,-0.21944525961545402,1.1597796793864734,1.1481475775320862,True,True,False,True,5.259418640456551,-1.7141653364679654,False,False
ZERO,0.9,10,0.17715651673967225,1.203961206077772,-0.2299453832067493,1.2179905101102109,1.199371335891575,True,True,False,True,7.124479797875441,-2.7641776955974917,False,False
ZERO,0.9,25,0.16805305371185297,1.1502905879759955,-0.2309711907491937,1.1604940145892373,1.1486000267987544,True,True,False,True,6.214133495093513,-2.866758449841933,False,False
ZERO,0.95,10,0.18730531451390342,1.20448720911789,-0.2412906466013074,1.218646079091066,1.1997802640847435,True,True,False,True,8.139359575298558,-3.898704035053302,False,False
ZERO,0.95,25,0.1776188599091153,1.150851534722123,-0.24235666708935955,1.1611911628178126,1.1490391217801321,True,True,False,True,7.170714114819746,-4.0053060838585175,False,False
ZERO,1.0,10,0.19748173349830345,1.205006534542863,-0.2524990345821868,1.2192939273735255,1.2001837731342224,True,True,False,True,9.15700147373856,-5.019542833141244,False,False
ZERO,1.0,25,0.1872025070782175,1.1513987267062733,-0.253603972176921,1.1618730356728209,1.149466035394465,True,True,False,True,8.129078831729966,-5.130036592614662,False,False
FLAT150,0.5,10,0.10555403376393269,1.2965679605244251,-0.13351121411034594,1.3185504187219825,1.2859086441077048,True,True,True,False,-0.03576849969851581,6.879239214042842,False,False
FLAT150,0.5,25,0.10076191269894275,1.2424197220228637,-0.13415814660519054,1.2605330794872658,1.234684049975727,True,True,True,False,-0.5149806061975098,6.814545964558382,False,False
FLAT150,0.55,10,0.11473958417258134,1.2802075864005302,-0.14607560115606966,1.3007219723147063,1.2706759930317575,True,True,True,True,0.8827865411663499,5.622800509470471,True,False
FLAT150,0.55,25,0.10943245581834216,1.2261363782157066,-0.1467758890511024,1.2427865252375405,1.2195262294769629,True,True,True,True,0.35207370574243113,5.552771719967198,True,False
