panel,cadence,G,is_incumbent,mean_gross,turnover_yr,cost_drag_bp_yr,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,isCAGR,isSharpe,isMaxDD,keep4a,keep4b_full,keep4b_oos,keep4b_full_and_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR
U56,D,0.25,False,0.25,1.441020986358161,14.41020986358161,0.04951012890317297,1.0604508025296617,-0.08064978392438116,1.138615431049968,1.0154914419221792,0.055079237468822706,1.0873311120079774,-0.08064978392438094,0.04277634181753687,1.0332143598993488,-0.04440897355917617,False,False,False,False,True,True,True,False,True,True,True,False
U56,D,0.375,False,0.375,2.114307903596071,21.143079035960714,0.07434795599347055,1.0611277177301097,-0.11967494743064111,1.1393210988137406,1.0161557629382338,0.08275875457132198,1.0879866612922546,-0.11967494743064111,0.06420638476900375,1.0339309946111384,-0.06633252971336656,False,False,False,False,True,True,True,False,True,True,True,False
U56,D,0.5,False,0.5,2.7663102684671723,27.663102684671724,0.09919644462579913,1.0616947144641535,-0.1578042271616703,1.1399126016597532,1.0167118863362614,0.11047656103319059,1.0885339451606946,-0.15780422716167009,0.0856313948642442,1.0345339586001787,-0.08805911612425255,False,False,True,False,True,True,True,False,True,True,True,True
U56,D,0.625,False,0.625,3.4061992963447842,34.06199296344785,0.12401862079828874,1.0621392265689094,-0.19502039295604512,1.1403766800861077,1.0171475999082364,0.1381871506693777,1.0889613506657048,-0.195020392956045,0.10702373755307049,1.0350091219757562,-0.10958291549602661,False,True,True,True,True,True,True,True,True,True,True,True
U56,D,0.75,False,0.75,4.045075943301524,40.45075943301524,0.1487736758098437,1.0624430997379368,-0.2313086525758664,1.1406883345055783,1.0174497767563064,0.1658411367064847,1.089255069047997,-0.2313086525758663,0.12835188601790337,1.0353316619318105,-0.13089763371143814,False,False,False,False,True,True,False,True,True,True,False,True
U56,D,0.875,False,0.875,4.695586691117494,46.95586691117495,0.1734172003740524,1.0625883767123334,-0.26665807820890297,1.1408243531915778,1.0176044359225034,0.1933855581044639,1.0894019915695226,-0.26665807820890297,0.14958058732866486,1.035476313444255,-0.15200222415850273,False,False,False,False,True,True,False,True,True,True,False,True
U56,D,1.0,False,1.0,5.372157287921459,53.72157287921459,0.19790080367079343,1.06255731796923,-0.3010642624876676,1.1407623259216593,1.0175968158988693,0.22076288337761474,1.0893880031341039,-0.3010642624876678,0.17067121674638086,1.0354195503845234,-0.1729026729730978,False,False,False,False,True,True,False,True,True,True,False,True
U56,W,0.25,False,0.25,1.0017491360312685,10.017491360312686,0.052098129656039216,1.1517519511333931,-0.06691438174995668,1.2050963752132846,1.117980691873707,0.05690218920767398,1.1832896540800386,-0.06691438174995656,0.04628464545572819,1.1144588189484972,-0.04745235631414191,False,False,False,False,True,True,True,False,True,True,True,False
U56,W,0.375,False,0.375,1.4804268892015446,14.804268892015447,0.07840171635455784,1.1523219823913384,-0.09914376187228724,1.2055901026769589,1.1186554873551176,0.08571170137739381,1.1839757685571308,-0.09914376187228668,0.06957729740258678,1.1148805647200144,-0.07083452853969796,False,False,False,False,True,True,True,False,True,True,True,False
U56,W,0.5,False,0.5,1.948709226341512,19.487092263415125,0.10484265276869476,1.152835225648363,-0.1305676939013397,1.2060251053911162,1.119277703472977,0.11472384271987357,1.1846064433331238,-0.13056769390133982,0.09294269573511471,1.1152444042902867,-0.0939778366016033,False,False,True,False,True,True,True,False,True,True,True,True
