panel,gross,family,level,w,depth,cadence,arm,on_share,rate_inst,g_eff,gap,n_switch,switch_per_yr,switch_tax,timing,drag,resid,tax_share,dSharpe_0,cstar
U56,0.75,ABS,0.3,0,0.25,D,ABS L0.30 w0 d0.25 D g0.75,0.07002927268633191,0.07002927268633191,0.7368695113713127,0.01750731817158302,58.0,3.291150641747354,0.0024487727989191627,-0.0008156302002290082,0.001633142598690157,2.6020852139652106e-18,1.4994237495753109,0.026778194157559332,47.44025465652868
U56,0.75,ABS,0.3,0,0.25,W,ABS L0.30 w0 d0.25 W g0.75,0.07363206485025896,0.07002927268633191,0.7361939878405764,0.018408016212564715,28.0,1.588831344291826,0.0011821661787885611,-0.0007869568288514615,0.0003952093499370937,-5.854691731421724e-18,2.9912404121429033,0.026034623248649247,145.60134027718874
U56,0.75,ABS,0.3,0,0.5,D,ABS L0.30 w0 d0.50 D g0.75,0.07002927268633191,0.07002927268633191,0.7237390227426256,0.03501463634316593,58.0,3.291150641747354,0.004897545597838325,-0.0016308084082657728,0.003266737189572551,-1.734723475976807e-18,1.4992162863518153,0.04438772173776462,40.944945734175064
U56,0.75,ABS,0.3,0,0.5,W,ABS L0.30 w0 d0.50 W g0.75,0.07363206485025896,0.07002927268633191,0.7223879756811529,0.03681603242512943,28.0,1.588831344291826,0.0023643323575771222,-0.0015734699694211277,0.0007908623881559967,2.168404344971009e-18,2.989562271496922,0.04446169999076077,148.01672336731286
U56,0.75,ABS,0.3,0,1.0,D,ABS L0.30 w0 d1.00 D g0.75,0.07002927268633191,0.07002927268633191,0.6974780454852512,0.07002927268633186,58.0,3.291150641747354,0.00979509119567665,-0.003259882519719478,0.006535208675957173,0.0,1.4988184282029866,0.044399425483977684,23.633168488153444
U56,0.75,ABS,0.3,0,1.0,W,ABS L0.30 w0 d1.00 W g0.75,0.07363206485025896,0.07002927268633191,0.6947759513623057,0.07363206485025897,28.0,1.588831344291826,0.0047286647151542445,-0.0031449957447546757,0.0015836689703995696,8.673617379884035e-19,2.9858921299450434,0.05299251968466767,inf
U56,0.75,ABS,0.4,0,0.25,D,ABS L0.40 w0 d0.25 D g0.75,0.12339563161450123,0.12339563161450123,0.7268633190722811,0.030848907903625267,110.0,6.241837424003602,0.004644224273812204,-0.0013244543348804629,0.003319769938931731,-1.0408340855860843e-17,1.398959674689587,0.0352474399124747,32.84756438565495
U56,0.75,ABS,0.4,0,0.25,W,ABS L0.40 w0 d0.25 W g0.75,0.12384598063499212,0.12339563161450123,0.726778878630939,0.03096149515874802,46.0,2.610222922765143,0.001942130150866922,-0.0013208892505999596,0.0006212409002669533,-9.107298248878237e-18,3.126211023827262,0.017015943733769134,64.21225867990898
U56,0.75,ABS,0.4,0,0.5,D,ABS L0.40 w0 d0.50 D g0.75,0.12339563161450123,0.12339563161450123,0.703726638144562,0.061697815807250644,110.0,6.241837424003602,0.009288448547624409,-0.0026476065608905842,0.006640841986733821,-3.469446951953614e-18,1.3986853724542188,0.056973439723069896,26.79926701144808
U56,0.75,ABS,0.4,0,0.5,W,ABS L0.40 w0 d0.50 W g0.75,0.12384598063499212,0.12339563161450123,0.703557757261878,0.06192299031749604,46.0,2.610222922765143,0.003884260301733844,-0.0026404251615812814,0.0012438351401525619,-8.673617379884035e-19,3.1228095881399707,0.02171506771986831,48.37862492890821
