panel,family,form,side,q,w,depth,cadence,gross,rate,gbar,gate_turnover,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b,Sharpe_0bps,Sharpe_10bps,Sharpe_25bps,CAGR_0bps,CAGR_10bps,CAGR_25bps,MaxDD_0bps,MaxDD_10bps,MaxDD_25bps
U56,CORR-LO,GATE,LO,0.07,252,0.25,D,0.75,0.10643564356435643,0.9733910891089109,2.2965796579657964,0.10185315662779582,1.0454963915248983,-0.15844264747951087,1.0830395591076403,1.0149384820448002,0.9842836504088108,0.10934198329573652,1.0938951004804576,-0.15844264747951098,1.2434021157995332,0.9389848124391657,False,False,False,True,1.0631683150602569,1.0454963915248983,1.018924191889433,0.1037516948702486,0.10185315662779582,0.09901080556387387,-0.15844264747951087,-0.15844264747951087,-0.15844264747951087
U56,CORR-LO,GATE,LO,0.07,252,0.25,D,1.0,0.10643564356435643,0.9733910891089109,2.2965796579657964,0.13579363228022756,1.0455972853601445,-0.20841177877563244,1.0833319695184709,1.0149388760353883,0.9846065097574945,0.14601274634315042,1.0938032496529368,-0.20841177877563222,1.2416604992187734,0.9403054471169863,False,False,False,False,1.0632512113199593,1.0455972853601445,1.0190521780182826,0.13840331860734123,0.13579363228022756,0.1318890982983687,-0.20841177877563255,-0.20841177877563244,-0.20841177877563222
U56,CORR-LO,GATE,LO,0.07,252,0.25,W,0.75,0.10598559855985598,0.973503600360036,1.1908190819081907,0.10210209833529715,1.04646483039613,-0.15844264747951065,1.0906502420960085,1.010183109538912,0.9932815483380545,0.1089788603523183,1.0885258553699184,-0.15844264747951076,1.2594382545456118,0.9120332034932118,False,False,False,True,1.0556576023128843,1.04646483039613,1.032643159811631,0.10308675527366162,0.10210209833529715,0.10062641508530712,-0.15844264747951042,-0.15844264747951065,-0.15844264747951053
U56,CORR-LO,GATE,LO,0.07,252,0.25,W,1.0,0.10598559855985598,0.973503600360036,1.1908190819081907,0.13612361502641113,1.0465559024094993,-0.20841177877563222,1.0909358055560145,1.0101792236267522,0.9935973870591638,0.14549728647399807,1.0884268494845806,-0.20841177877563222,1.2576785748604289,0.9132955888781581,False,False,False,False,1.0557397335963714,1.0465559024094993,1.0327477006743884,0.13747719134289538,0.13612361502641113,0.13409563692857907,-0.20841177877563233,-0.20841177877563222,-0.20841177877563233
U56,CORR-LO,GATE,LO,0.07,252,0.5,D,0.75,0.10643564356435643,0.9467821782178217,4.593159315931593,0.09957668590834379,1.0355808524311192,-0.1584426474795111,1.0824905159945297,0.9968010123405374,0.9899300759719691,0.10565753231852226,1.0717369776314272,-0.15844264747951065,1.208209904345114,0.9288646386369036,False,False,False,False,1.071354488077714,1.0355808524311192,0.9816659565767617,0.103369162859968,0.09957668590834379,0.09390974959149512,-0.15844264747951065,-0.1584426474795111,-0.15844264747951053
U56,CORR-LO,GATE,LO,0.07,252,0.5,D,1.0,0.10643564356435643,0.9467821782178217,4.593159315931593,0.13271999214459074,1.0356466191429545,-0.20841177877563222,1.082795591504472,0.9967327232646165,0.9902758414819742,0.14098841535217566,1.071573360954663,-0.20841177877563222,1.2064660098841826,0.9301019841373498,False,False,False,False,1.0713827123793622,1.0356466191429545,0.9817884337148084,0.13793117084465023,0.13271999214459074,0.12494309530354908,-0.20841177877563244,-0.20841177877563222,-0.20841177877563222
U56,CORR-LO,GATE,LO,0.07,252,0.5,W,0.75,0.10598559855985598,0.947007200720072,2.3816381638163815,0.10007778121699729,1.037947197685715,-0.15844264747951076,1.0979710260616045,0.9879014201081369,1.0082760895468734,0.10494024872683694,1.0615646290966503,-0.15844264747951076,1.2406403387582643,0.8751163583289107,False,False,False,False,1.0565309846965096,1.037947197685715,1.0099411623687706,0.10204429500659096,0.10007778121699729,0.0971332098028832,-0.15844264747951087,-0.15844264747951076,-0.15844264747951076
U56,CORR-LO,GATE,LO,0.07,252,0.5,W,1.0,0.10598559855985598,0.947007200720072,2.3816381638163815,0.13338584679833865,1.037984477274928,-0.20841177877563233,1.098249416873958,0.9878194427964898,1.0085963567033596,0.13997404746200526,1.0613810362066112,-0.2084117787756321,1.2388567632589558,0.8762311883431521,False,False,False,False,1.0565500229157185,1.037984477274928,1.010006044441332,0.1360879703170912,0.13338584679833865,0.12934218451655144,-0.20841177877563222,-0.20841177877563233,-0.20841177877563255
U56,CORR-LO,GATE,LO,0.07,252,1.0,D,0.75,0.10643564356435643,0.8935643564356436,9.186318631863186,0.09488801114485845,1.0000793945266613,-0.15844264747951087,1.0642244157595113,0.9460107705302248,0.986323477463641,0.09817332131694068,1.0112100100898802,-0.15844264747951065,1.128230452873063,0.8876816569655698,False,False,False,False,1.0723350604320485,1.0000793945266613,0.8907497093380483,0.10245362853399675,0.09488801114485845,0.08362632343567244,-0.15844264747951065,-0.15844264747951087,-0.15844264747951076
U56,CORR-LO,GATE,LO,0.07,252,1.0,D,1.0,0.10643564356435643,0.8935643564356436,9.186318631863186,0.12632351995762536,1.0001141063463987,-0.20841177877563233,1.064577257383054,0.9458550745407525,0.9867352568447132,0.1307274918650454,1.01095799361017,-0.20841177877563244,1.1265436575575916,0.8887464582177953,False,False,False,False,1.0722921992205385,1.0001141063463987,0.890902270361714,0.13671080610403763,0.12632351995762536,0.110901158429624,-0.20841177877563244,-0.20841177877563233,-0.20841177877563233
