window,arm,outcome,strata,b_none,t_none,b_partial,t_partial,b_logx,t_logx,b_loglog,t_loglog,is_claim,survive_partial,defined_partial,survive_logx,defined_logx,survive_loglog,defined_loglog,FAM2,FAM3,FAM5
full,EWall,Sharpe,3,-0.0433415513343856,-3.820655433149388,0.01311658240302517,1.1072819871761939,0.2097364441773073,1.2313685731728676,,,True,False,True,False,True,False,False,RET,RATIO,Sharpe
full,EWall,Sharpe,5,-0.001139923582756228,-0.11238219550472009,0.030572906128633642,3.0868170778508546,0.5272374141394126,3.1190863169729317,,,False,False,True,False,True,False,False,RET,RATIO,Sharpe
full,EWall,Sharpe,7,0.016354866938633906,1.7152834652041176,0.04002700485277637,4.443669069511398,0.762515151912537,4.501696327845682,,,False,False,True,False,True,False,False,RET,RATIO,Sharpe
full,EWall,Sharpe,21,0.025169738991741523,2.872612412113238,0.04095275689412924,4.84195953649751,0.8275438602748737,4.8696544146153125,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,EWall,CAGR,3,-0.003811742318811605,-2.3650888228639273,0.0029947131625592503,1.6869548480208247,0.04485180156452266,1.749620570945149,,,True,False,True,False,True,False,False,RET,LEVEL,CAGR
full,EWall,CAGR,5,0.0014258401205453164,0.9728550092209021,0.00499514588796325,3.2925995147978866,0.08464298244526383,3.2702946942495252,,,False,False,True,False,True,False,False,RET,LEVEL,CAGR
full,EWall,CAGR,7,0.004012647155778573,2.963090152492956,0.006522721546088328,4.784818329826795,0.12184555602851849,4.7515380155023035,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,EWall,CAGR,21,0.005183999659089627,4.1839029168000215,0.006592730580647514,5.201930051395757,0.13069909020753856,5.138132325321517,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,EWall,MaxDD,3,-0.021838120736968985,-4.647251693818324,0.008198562861923737,1.9440483675659261,0.12417850153088472,2.0465686615529024,-0.3120035730618267,-1.4755933223321698,True,False,True,False,True,False,True,DD,DD,MaxDD
full,EWall,MaxDD,5,-0.015631915181669967,-3.3533306759418946,0.0049569959651757645,1.3142322359445964,0.09338582608613422,1.447422372386666,-0.2309864815638143,-1.0303911975355444,True,False,True,False,True,False,True,DD,DD,MaxDD
full,EWall,MaxDD,7,-0.012236388164059864,-2.6553025433213024,0.003995218533875619,1.1046510155867508,0.09434785425556225,1.3758004795309031,-0.207580237887095,-0.873918778718521,True,False,True,False,True,False,True,DD,DD,MaxDD
full,EWall,MaxDD,21,-0.008379192515796014,-2.0144584121830125,0.0031890641426889493,0.9376881633151967,0.08097793428060357,1.1857139515465556,-0.16358405795654063,-0.6778777998350445,True,False,True,False,True,False,True,DD,DD,MaxDD
full,EWall,DDnorm,3,-0.0632866408379548,-2.204166106053437,0.04969712190872497,1.5451048758554444,0.7033700998374022,1.5417859296588805,-0.31200357306182624,-1.4755933223321673,True,False,True,False,True,False,True,DD,DD,DDnorm
full,EWall,DDnorm,5,-0.052271044420576535,-1.8182627716087187,0.03036099148317778,1.0561743726750203,0.5434005043463157,1.1238131864061542,-0.2309864815638149,-1.030391197535547,False,False,True,False,True,False,True,DD,DD,DDnorm
full,EWall,DDnorm,7,-0.044384667490420214,-1.5531537150921026,0.02204531619350983,0.8015959084120395,0.49159030612354115,0.958935462433084,-0.207580237887095,-0.8739187787185209,False,False,True,False,True,False,True,DD,DD,DDnorm
full,EWall,DDnorm,21,-0.03158499202600296,-1.1708261882118978,0.01645116752245661,0.6302887307957049,0.39952381480232213,0.7686616959578585,-0.1635840579565413,-0.6778777998350473,False,False,True,False,True,False,True,DD,DD,DDnorm
full,EWall,CAGRnorm,3,-0.047991852999313044,-3.915048537271948,0.013780670271312918,1.0820759237017368,0.22312992266919257,1.2190273041249953,,,True,False,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,EWall,CAGRnorm,5,-0.0019846378135839763,-0.1813230640572635,0.032825069153364625,3.0882832105231377,0.5689235471557217,3.1370935198051044,,,False,False,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,EWall,CAGRnorm,7,0.016968371015463116,1.6470861535846213,0.043079802326901034,4.455258412981628,0.8248184945294905,4.538566529929861,,,False,False,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,EWall,CAGRnorm,21,0.026593763105742005,2.813725674580004,0.0441190496610213,4.865506790230921,0.8959379041495794,4.920188268118753,,,True,True,True,True,True,False,False,RET,LEVEL,CAGRnorm
full,top10,Sharpe,3,-0.03067453246688841,-2.4941592636597676,-0.03394123375778099,-2.129086349633145,-0.38313997097805486,-1.6582714859977534,,,True,True,True,False,True,False,False,RET,RATIO,Sharpe
full,top10,Sharpe,5,0.011521155331883295,1.0409665190845934,0.017195761750381844,1.23573524986481,0.36223184286833116,1.5252984790644684,,,False,False,True,False,True,False,False,RET,RATIO,Sharpe
full,top10,Sharpe,7,0.03278457524228512,3.2007244582785983,0.043561887796227355,3.3489532644214375,0.8526417507428092,3.487673313528235,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,top10,Sharpe,21,0.03625238451730217,3.9014318834259045,0.046861566206182086,3.8768114816512513,0.9551953244172545,3.90243283021154,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,top10,CAGR,3,-0.0025135802998695706,-1.3185008677867835,-0.005503408670380042,-2.2513812614522637,-0.06074800345200079,-1.7149788981566112,,,False,False,True,False,True,False,False,RET,LEVEL,CAGR
full,top10,CAGR,5,0.0036908471757354446,2.164105183170093,0.002238958517382163,1.0466866509407287,0.05121173954516464,1.4050002164021445,,,True,False,True,False,True,False,False,RET,LEVEL,CAGR
full,top10,CAGR,7,0.007043751141857934,4.491749742861787,0.006345363479937453,3.172220844757886,0.1274277382224472,3.3991203387798286,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,top10,CAGR,21,0.007555382853959827,5.350446891933744,0.006938646307174667,3.7591440712163986,0.14455163013377953,3.879329496577991,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,top10,MaxDD,3,-0.010806025534378648,-2.910828713248463,-0.0011982643300699185,-0.25677289951636784,0.009212582913319445,0.1366525165118761,-0.12272884660136579,-0.5304465752856786,True,False,True,False,True,False,True,DD,DD,MaxDD
full,top10,MaxDD,5,-0.006212942990428842,-1.709317153338335,0.0021323160708655404,0.4793635830299143,0.053240154676005354,0.6989004898159694,-0.29054414321484323,-1.102244323982132,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top10,MaxDD,7,-0.003089284873225882,-0.8655104024105447,0.005792197049482129,1.3109865108125491,0.11853693280138972,1.4223782555503892,-0.4942799470730054,-1.7105248725694298,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top10,MaxDD,21,0.0008799001354343499,0.27311470542124866,0.009456654447866768,2.3153507699356166,0.1930283283788502,2.3301586516347674,-0.7604572047745035,-2.5963049276667287,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top10,DDnorm,3,-0.025773222542091436,-1.0281507616557344,-0.00496080959120096,-0.15309825110406855,0.09761596342335413,0.2089757747756768,-0.1227288466013659,-0.5304465752856792,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top10,DDnorm,5,0.002136412305814947,0.08670400672666623,0.018144572642178645,0.5861749119547234,0.41312739160384715,0.7805432263702627,-0.29054414321484356,-1.1022443239821333,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top10,DDnorm,7,0.0239095455900708,0.989858882397461,0.0431219229363583,1.4025388515710495,0.8579853977949621,1.481090514028067,-0.494279947073006,-1.7105248725694322,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top10,DDnorm,21,0.04968749992301429,2.2630631915772255,0.06796055384570736,2.3731606394979243,1.3696933395965682,2.3595120345253133,-0.760457204774503,-2.596304927666727,True,True,True,True,True,False,True,DD,DD,DDnorm
full,top10,CAGRnorm,3,-0.033355181301300885,-2.531529209890958,-0.03669626914071599,-2.148566391210177,-0.41473457583138196,-1.6752973195324772,,,True,True,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,top10,CAGRnorm,5,0.011857982602777687,0.9993546603185148,0.01811702325248032,1.2144901428482646,0.3850034245816051,1.5123168249600178,,,False,False,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,top10,CAGRnorm,7,0.034779074160369704,3.1665594881984678,0.046589056967234456,3.3410422912533884,0.9165003000072527,3.498180491705958,,,True,True,True,True,True,False,False,RET,LEVEL,CAGRnorm
full,top10,CAGRnorm,21,0.038278023508412015,3.84032510144841,0.04991060074697331,3.850277618067717,1.0234010429079086,3.9007808083021827,,,True,True,True,True,True,False,False,RET,LEVEL,CAGRnorm
full,top20,Sharpe,3,-0.04688909320961286,-4.041960040601036,-0.04934770706126919,-4.394017639211386,-0.636232272675171,-3.9241077280631855,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,top20,Sharpe,5,-0.0024935210391310086,-0.24548883843968702,-0.006147483386811323,-0.6058885725943394,-0.05965163206256996,-0.3485854212352042,,,False,False,True,False,True,False,False,RET,RATIO,Sharpe
full,top20,Sharpe,7,0.024452440479792587,2.782522390971545,0.024696050035749456,2.661745473863547,0.4762442251049231,2.7839584268903947,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,top20,Sharpe,21,0.03057285175548994,3.8057639867673316,0.031133510865453518,3.550577291471653,0.6224375557802495,3.5881674534926193,,,True,True,True,True,True,False,False,RET,RATIO,Sharpe
full,top20,CAGR,3,-0.0045189605248244094,-3.406262618486827,-0.0049606353346931375,-4.102592197246435,-0.06298581945798878,-3.6032603510743177,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,top20,CAGR,5,0.0005716396521671052,0.49645634197201627,-0.00024446057878855544,-0.22340589191328325,0.002381577768772479,0.12889713344971257,,,False,False,True,False,True,False,False,RET,LEVEL,CAGR
full,top20,CAGR,7,0.0037658518170848644,3.8380679635004866,0.002908188841579763,2.869066744332384,0.059127302334304785,3.1669880738687994,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,top20,CAGR,21,0.004549759863622447,5.123628189973382,0.0036296452549069696,3.8118423858957655,0.0765280681718225,4.074457507647671,,,True,True,True,True,True,False,False,RET,LEVEL,CAGR
full,top20,MaxDD,3,-0.006054915795371543,-2.4728785206045987,-0.005914803078472256,-2.4101737130013214,-0.06815496614562877,-1.92923492668614,0.23417688778839912,1.4073474858538613,True,True,True,False,True,False,True,DD,DD,MaxDD
full,top20,MaxDD,5,-0.0040162605363980265,-1.6926005645549036,-0.0037118370818233,-1.5439930981947154,-0.05075163342565962,-1.2484828068342997,0.14346478413320907,0.7488731745979358,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top20,MaxDD,7,-0.0008639961238504024,-0.3745627601105145,0.00081085459623227,0.33794724798377246,0.02153764648402791,0.486201278411169,-0.19074852543647802,-0.9085597148290034,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top20,MaxDD,21,0.0007549198500733011,0.368534159175341,0.0025802001980879423,1.1691388979884993,0.053118087263913344,1.2162848246719973,-0.33261304654824675,-1.5743361404835554,False,False,True,False,True,False,True,DD,DD,MaxDD
full,top20,DDnorm,3,-0.060849820528281,-2.4331516020668955,-0.06439253967678552,-2.604397264129718,-0.7478082438579101,-2.1031426369275077,0.23417688778839907,1.4073474858538606,True,True,True,True,True,False,True,DD,DD,DDnorm
full,top20,DDnorm,5,-0.03252526547351552,-1.3406253281116007,-0.041737626746790955,-1.725475732070996,-0.5746362197659228,-1.406185799541577,0.1434647841332089,0.7488731745979347,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top20,DDnorm,7,0.012349313272194015,0.5408544259289088,0.005366091371102719,0.22317449620464494,0.16422544933651284,0.36992582313286665,-0.1907485254364785,-0.9085597148290055,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top20,DDnorm,21,0.03165060361136357,1.556105751645129,0.022316871157854343,1.0086012324412332,0.45677338903132736,1.0432314507563385,-0.332613046548247,-1.5743361404835567,False,False,True,False,True,False,True,DD,DD,DDnorm
full,top20,CAGRnorm,3,-0.04893704936243881,-4.010208807713535,-0.051464512982834984,-4.348667171042886,-0.6634729507994082,-3.883313630077619,,,True,True,True,True,True,False,False,RET,LEVEL,CAGRnorm
full,top20,CAGRnorm,5,-0.0021562568488075317,-0.2017101200598622,-0.005826848746815326,-0.5448824467734757,-0.051006989836802075,-0.28278810444175545,,,False,False,True,False,True,False,False,RET,LEVEL,CAGRnorm
full,top20,CAGRnorm,7,0.02604745491945878,2.8080860717063905,0.026611397410850796,2.7175079904173023,0.5162424557158684,2.8602713176831127,,,True,True,True,True,True,False,False,RET,LEVEL,CAGRnorm
