panel,cost_bps,chooser,N,H,turnover,IS_Sharpe,IS_MaxDD,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD,O_S,O_DD,O_CAGR,pass4b_oos,pass4b_full,pass4a
U56,0.0,C_ISSHARPE,12,21,7.18963666565319,1.2513807356356477,-0.13813846416624787,0.16661730425806742,0.18448908624296667,1.1919168483146523,-0.19452621384953872,0.17638599273472355,1.2130693383330884,-0.19452621384953905,1.3010636625713743,1.150457522093266,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217389,1.3007859478672303,-0.12029819641900064,True,True,True,True,True,False
U56,0.0,C_ISDD,40,21,4.776939317745314,1.1011047129903304,-0.10439726791564186,0.11424255954447582,0.1356830972384082,1.1718881284670857,-0.1920621254764887,0.12595168093313003,1.1403600037205635,-0.19206212547648838,1.2103261746191907,1.0879655231616125,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217389,1.3007859478672303,-0.12029819641900064,True,True,True,True,True,False
U56,0.0,C_ISCAGR,5,63,4.695650270626428,1.2222647688040331,-0.19183086556067486,0.2081849162872118,0.1861600472099454,0.9238830862873151,-0.26256982221011826,0.19605452437944004,1.0358186432686403,-0.26256982221011804,1.2474246772741415,0.8893030476692952,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217389,1.3007859478672303,-0.12029819641900064,True,False,True,False,False,False
U56,5.0,C_ISSHARPE,12,21,7.18963666565319,1.225042686509174,-0.13872222313889737,0.1626270981618836,0.18007881503861722,1.1672800859005095,-0.19465091742621132,0.1721668371940286,1.1877960786625663,-0.19465091742621143,1.2743368552320877,1.1261849108528952,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09552747794149341,1.2885105913670136,-0.12042384868781641,True,True,True,True,True,False
U56,5.0,C_ISDD,40,21,4.776939317745314,1.078706647819726,-0.10570800562143345,0.11168099629919648,0.13289315725932904,1.1502665239536756,-0.19238205657731855,0.1232658118480141,1.1184335289181593,-0.19238205657731866,1.1883621560633786,1.065937311833287,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09552747794149341,1.2885105913670136,-0.12042384868781641,True,True,True,True,True,False
U56,5.0,C_ISCAGR,5,63,4.695650270626428,1.2095129134768816,-0.19284297143478635,0.20562267407464763,0.18316983429402467,0.911846279519399,-0.26260806258670477,0.1932554590213038,1.02358262697102,-0.26260806258670455,1.2345270727957032,0.8773773275341954,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09552747794149341,1.2885105913670136,-0.12042384868781641,True,False,True,False,False,False
U56,10.0,C_ISSHARPE,12,21,7.18963666565319,1.1986748385142443,-0.1393056914695101,0.15865003520315746,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,True,True,False
U56,10.0,C_ISDD,40,21,4.776939317745314,1.0562941225367344,-0.10750407997088052,0.10912510388586472,0.1301097934463944,1.128628653827253,-0.19270190494905026,0.1205860992327008,1.0964915603414134,-0.1927019049490506,1.1663822447712568,1.0438940436256359,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,True,True,False
U56,10.0,C_ISCAGR,5,63,4.695650270626428,1.1967236175851375,-0.19385426881155832,0.2030648352001574,0.18018573430424678,0.8997819838538258,-0.2626463015129019,0.19046169527761125,1.0113156184927041,-0.2626463015129019,1.2215893273556029,0.8654260010394765,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,False,True,False,False,False
U56,15.0,C_ISSHARPE,5,63,4.695650270626428,1.1838980485830666,-0.1948647580498093,0.20051139361110648,0.17720773730208128,0.887691176390444,-0.26268453898874455,0.1876732251535571,0.9990186538296073,-0.26268453898874466,1.2086126573824363,0.8534500114417913,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09357000472683685,1.2639437248695082,-0.12067513005877684,True,False,True,False,False,False
U56,15.0,C_ISDD,40,21,4.776939317745314,1.0338682535437083,-0.10929676846226566,0.10657487021290812,0.1273329909052212,1.106975629684633,-0.19302167060390107,0.11791252951399711,1.0745352114880806,-0.19302167060390096,1.1443875179951064,1.0218368630907018,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09357000472683685,1.2639437248695082,-0.12067513005877684,True,True,True,True,True,False
U56,15.0,C_ISCAGR,5,63,4.695650270626428,1.1838980485830666,-0.1948647580498093,0.20051139361110648,0.17720773730208128,0.887691176390444,-0.26268453898874455,0.1876732251535571,0.9990186538296073,-0.26268453898874466,1.2086126573824363,0.8534500114417913,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09357000472683685,1.2639437248695082,-0.12067513005877684,True,False,True,False,False,False
U56,20.0,C_ISSHARPE,5,63,4.695650270626428,1.1710373838188313,-0.19587443950824257,0.19796234326152073,0.17423583336175508,0.8755748412188298,-0.2627227750142693,0.18489004066390757,0.9866927769482478,-0.2627227750142691,1.1955982904648725,0.84145030829224,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0925925373454275,1.251652533193796,-0.12080075916114585,True,False,True,False,False,False
U56,20.0,C_ISDD,40,21,4.776939317745314,1.0114301586141818,-0.11108607707913232,0.10403028321358931,0.12456273477386914,1.0853085648197114,-0.19334135355408566,0.11524508914750942,1.05256559741507,-0.19334135355408522,1.1223790545468593,0.9997669163045982,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0925925373454275,1.251652533193796,-0.12080075916114585,True,True,True,True,True,False
U56,20.0,C_ISCAGR,5,63,4.695650270626428,1.1710373838188313,-0.19587443950824257,0.19796234326152073,0.17423583336175508,0.8755748412188298,-0.2627227750142693,0.18489004066390757,0.9866927769482478,-0.2627227750142691,1.1955982904648725,0.84145030829224,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0925925373454275,1.251652533193796,-0.12080075916114585,True,False,True,False,False,False
U56,25.0,C_ISSHARPE,5,63,4.695650270626428,1.1581428099942117,-0.19688331354544675,0.195417678112086,0.17127001257024688,0.8634339690181175,-0.26276100958951043,0.18211213383299407,0.9743390393427357,-0.26276100958951043,1.182547464771077,0.829427847060157,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643645,-0.1209263805415891,False,False,True,False,False,False
U56,25.0,C_ISDD,40,21,4.776939317745314,0.9889809566149977,-0.11287201179513318,0.1014913308459564,0.12179901022277595,1.063628573937993,-0.19366095381181803,0.11258376461758512,1.0305838344560077,-0.1936609538118178,1.1003579345342205,0.9776853505704823,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643645,-0.1209263805415891,True,True,True,True,True,False
U56,25.0,C_ISCAGR,5,63,4.695650270626428,1.1581428099942117,-0.19688331354544675,0.195417678112086,0.17127001257024688,0.8634339690181175,-0.26276100958951043,0.18211213383299407,0.9743390393427357,-0.26276100958951043,1.182547464771077,0.829427847060157,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643645,-0.1209263805415891,False,False,True,False,False,False
U56,30.0,C_ISSHARPE,5,63,4.695650270626428,1.1452155226174128,-0.1978913805198934,0.192877392130135,0.1683102650272683,0.8512695566521219,-0.2627992427145046,0.1793394966947024,0.9619584995863166,-0.2627992427145045,1.1694614284598854,0.8173835887528055,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0906401374951602,1.2270554302013044,-0.1210519942002205,False,False,True,False,False,False
U56,30.0,C_ISDD,40,21,4.776939317745314,0.9665217672282779,-0.1146545785740285,0.09895800109279418,0.11904180245468532,1.0419367728708266,-0.19398047138931385,0.10992854243725336,1.0085910399385727,-0.1939804713893133,1.0783252390965583,0.9555933141213274,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0906401374951602,1.2270554302013044,-0.1210519942002205,True,True,True,True,True,False
U56,30.0,C_ISCAGR,5,63,4.695650270626428,1.1452155226174128,-0.1978913805198934,0.192877392130135,0.1683102650272683,0.8512695566521219,-0.2627992427145046,0.1793394966947024,0.9619584995863166,-0.2627992427145045,1.1694614284598854,0.8173835887528055,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.0906401374951602,1.2270554302013044,-0.1210519942002205,False,False,True,False,False,False
U56,40.0,C_ISSHARPE,5,63,4.695650270626428,1.1192676299453428,-0.19990509471383477,0.18780993357123155,0.16240895014934775,0.8268741273437654,-0.26287570461389353,0.17380999967923816,0.9371212805841784,-0.2628757046138933,1.1431887629885777,0.793233550323296,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.08869111281594111,1.2024397659697814,-0.1213031983524927,False,False,True,False,False,False
