q,gross,n,oCAGR,oSharpe,oMaxDD,CAGR,Sharpe,MaxDD,p4b_SPY,p4b_MATCH,p4b_OWN,beats_v2_oos,beats_spy_oos,v2_oSharpe,spy_oSharpe,spy_CAGR,spy_MaxDD
0.25,1.0,20,0.09630209544817767,0.9779251219069864,-0.15694203232169757,0.09224199916225038,0.9577909421770663,-0.15740893692154598,7,0,0,2,16,1.1177872524291583,0.8820239235972316,0.14130109527377144,-0.33715953307393
0.5,1.0,20,0.0795613601061517,0.8012185914314383,-0.16617665751263044,0.07722120064039653,0.7933162141096932,-0.16731214687722132,0,0,0,0,4,1.1177872524291583,0.8820239235972316,0.14130109527377144,-0.33715953307393
0.75,1.0,20,0.05747360647663781,0.589069068892348,-0.19496099862544947,0.05718952690746537,0.5934527966880705,-0.20236094717696992,0,0,0,0,1,1.1177872524291583,0.8820239235972316,0.14130109527377144,-0.33715953307393
