panel,book,gross,lookback,p,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,CAP2,0.75,20,0.0,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.2287390131430878,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,CAP2,0.75,20,0.0,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,CAP2,0.75,20,0.0,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489967,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.275468963789105,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,20,0.0,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,CAP2,0.75,20,0.5,0.0,0.10452329469235444,1.2790975800281963,-0.1294689391343522,0.8073233270559881,1.2926904002043849,1.2712185403020306,1.1701175090920728,1.084422265480168,0.11523512324949947,1.3641425863227032,-0.12946893913435242,False,False,True,True,True,True,False
U56,CAP2,0.75,20,0.5,10.0,0.10035096214760153,1.231691505060533,-0.12996630315664237,0.7721306193240963,1.2442188772660971,1.224599557274027,1.1212401027490266,1.0002108505223737,0.11100697890851885,1.3178415810559352,-0.12996630315664237,False,False,True,True,True,True,False
U56,CAP2,0.75,20,0.5,25.0,0.0941209478864764,1.1604658992995598,-0.13071213396929016,0.7200628207063732,1.1713841185215175,1.154563025268454,1.047815553142993,0.8765678306876966,0.10469375983292206,1.2482690703378891,-0.13071213396928993,False,False,True,True,True,True,False
U56,CAP2,0.75,20,0.5,50.0,0.0838131049319899,1.0415301776572092,-0.13195461145234433,0.6351661681960935,1.0497459305772674,1.0376250016163053,0.9252476236832414,0.6887040479948655,0.09424859935431762,1.1320685847968357,-0.13195461145234433,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.0,0.0,0.08878809107256891,1.2735174045824993,-0.10128758274396021,0.876594037168523,1.2839195169023294,1.2662999931399415,1.1547609776349217,1.0624652175958182,0.09733022750540621,1.368018215587488,-0.10128758274395988,True,False,True,True,True,True,False
U56,CAP2,0.75,20,1.0,10.0,0.08435316285655325,1.213774772353343,-0.10183574699462483,0.8283256650634245,1.2237433150601134,1.2068476840540834,1.0950001549481543,0.9668054641661616,0.09279566941213657,1.3082845841058113,-0.10183574699462472,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.0,25.0,0.07773362037324794,1.1240246315771967,-0.10329079784372264,0.7525706258059667,1.1333259506310314,1.1175470173180195,1.005235769193241,0.8364621997859097,0.08602794760675292,1.2185392065275962,-0.10329079784372253,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.0,50.0,0.06678808980452589,0.9742145206682472,-0.10588586571991243,0.6307554776120229,0.9823676045693892,0.9685161931140726,0.8554445902912153,0.6428980484636367,0.07483879485142664,1.0687076564673617,-0.10588586571991265,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.5,0.0,0.07428036528490067,1.2704500605639566,-0.07446105895231114,0.9975733132196496,1.2953891776436235,1.2479959787031911,1.158557673530443,1.1223513303915233,0.08026836267748094,1.3613615331114493,-0.07446105895231159,True,False,True,True,True,True,False
U56,CAP2,0.75,20,1.5,10.0,0.0696885883234668,1.1959330213538044,-0.0787902203905495,0.8844827185154771,1.2211107572032498,1.1731989132038105,1.085351820611113,1.003572141152482,0.07556495039860711,1.285793645271331,-0.07879022039054784,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.5,25.0,0.06283672667769769,1.083975562257252,-0.08535817110607125,0.73615362025052,1.1094970639461599,1.0608340270065528,0.9753946651902545,0.8437323017333453,0.06854722580153916,1.1722333191725987,-0.08535817110607102,False,False,True,True,True,True,False
U56,CAP2,0.75,20,1.5,50.0,0.05151179052751753,0.8971279087531686,-0.09620340308225805,0.5354466565332697,0.9231903712338148,0.8733359494581326,0.7919696349524153,0.6171753699129481,0.05695004910697632,0.9826436025464136,-0.09620340308225805,False,False,False,True,True,True,False
U56,CAP2,0.75,60,0.0,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,1.2287390131430878,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,False,True,True,True,True,True,True
U56,CAP2,0.75,60,0.0,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,False,True,True,True,True,True,True
U56,CAP2,0.75,60,0.0,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489967,1.1880255426552884,1.124749529084998,0.9835023596828143,0.12183969460699817,1.275468963789105,-0.14875179387181792,False,True,True,True,True,True,True
U56,CAP2,0.75,60,0.0,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,False,False,True,True,True,True,False
U56,CAP2,0.75,60,0.5,0.0,0.10376544696590662,1.26874697016188,-0.13406562068079542,0.7739899792279168,1.274952441290739,1.2679393237625538,1.153123662192007,1.0714012245728244,0.11521802924202262,1.3585803581546252,-0.1340656206807952,False,False,True,True,True,True,False
U56,CAP2,0.75,60,0.5,10.0,0.10013967209476937,1.2275664514221962,-0.13454940287786354,0.7442595058238244,1.2329426523764893,1.2273329679097034,1.11019692742273,0.992703590632734,0.11156279401385438,1.3187060205589018,-0.13454940287786366,False,False,True,True,True,True,False
U56,CAP2,0.75,60,0.5,25.0,0.09472236576366666,1.1656834661250777,-0.13527489556474726,0.7002213187318947,1.1698075816631839,1.1663174174247994,1.0457023630863154,0.877978433145493,0.10610143985937204,1.2587782246015795,-0.13527489556474692,False,False,True,True,True,True,False
U56,CAP2,0.75,60,0.5,50.0,0.08575018551746072,1.0623145693511153,-0.13648356844609577,0.6282821184538986,1.064337261523924,1.0644054292625016,0.9380123325930098,0.7102335751286047,0.09705622534932745,1.1586496153406145,-0.13648356844609544,False,False,True,True,True,True,False
U56,CAP2,0.75,60,1.0,0.0,0.08715403883000539,1.2451373861861659,-0.11383143804980145,0.765641200033644,1.2541235499043588,1.2403282380277967,1.1267306462229962,1.0573530391319688,0.09625572005862004,1.3382460033263437,-0.11383143804980111,True,False,True,True,True,True,False
U56,CAP2,0.75,60,1.0,10.0,0.08381573349570393,1.2003104884621498,-0.11435522715655866,0.73294186527176,1.2089258486447785,1.195714366132997,1.0809737625504803,0.9757579891030909,0.09287039173098721,1.2941326488730567,-0.11435522715655866,False,False,True,True,True,True,False
U56,CAP2,0.75,60,1.0,25.0,0.0788267063526189,1.1329557217229222,-0.11514067990363663,0.68461213203353,1.1410068519439078,1.1286855301939678,1.0122358824434914,0.8640839380036498,0.08781121849269002,1.2278406711487817,-0.11514067990363719,False,False,True,True,True,True,False
U56,CAP2,0.75,60,1.0,50.0,0.07056057843792063,1.0204752734186222,-0.11644915208359807,0.6059346691272226,1.0275703132179124,1.0167609477959292,0.8974904790727689,0.6990629245028706,0.07942920932510877,1.1171051924415318,-0.1164491520835984,False,False,True,True,True,True,False
U56,CAP2,0.75,60,1.5,0.0,0.07210718567359842,1.2300949743898013,-0.09226940861774646,0.7814852913203761,1.2585561068012534,1.2064258677817525,1.1231674237007356,1.1051265254899927,0.07865813196144877,1.3150081050199374,-0.09226940861774635,True,False,True,True,True,True,False
U56,CAP2,0.75,60,1.5,10.0,0.06908037230218977,1.181060783873891,-0.09283032323274598,0.7441574034918539,1.2099804172678363,1.1568772534983738,1.0744228867807506,1.0149100383668723,0.07554645392134662,1.2657452883671854,-0.09283032323274598,False,False,True,True,True,True,False
U56,CAP2,0.75,60,1.5,25.0,0.06455556667562679,1.1073859792266847,-0.09367140416394226,0.689170481128292,1.1369934082220792,1.0824309758617354,1.0012075919123438,0.8920432215399012,0.0708951484704079,1.191708659956282,-0.09367140416394204,False,False,True,True,True,True,False
