uni,book,scaler,n,cost,pick,n_elig,ctl_OOS_CAGR,ctl_OOS_Sharpe,ctl_OOS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_rate,OOS_rate,OOS_dMaxDD,spearman_IS_OOS,n_both,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_CAGR,v1_OOS_Sharpe
universe.json(56),TOP10,OFF,10,10.0,band3-dg,8,0.1774159608732273,1.0442432489520044,-0.2409174494743055,0.16929271945877544,1.0195514135946309,-0.23141692183774099,0.13880541330794482,0.8550305546386809,0.9500527636564504,-0.6121212121212121,10.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP10,OFF,10,25.0,band3-dg,6,0.15483044412488955,0.9305864184715728,-0.24207777084199955,0.14729544978649245,0.9059656535665211,-0.23268069913406653,0.11614509389272071,0.801844933463267,0.9397071707933025,-0.4666666666666666,9.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP20,OFF,20,10.0,ddctl-8/.5/recover,2,0.16638958865609776,1.1676752607259366,-0.22210408719864583,0.11916531684602782,1.0513995671478398,-0.16561879723114092,2.114821497577796,0.8360454879002536,5.648528996750491,-0.5,7.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP20,OFF,20,25.0,ddctl-8/.5/recover,2,0.15087237124064035,1.0721876011978528,-0.22340270136729112,0.10248478192926624,0.9253098353893306,-0.16679038072120722,1.8334742867399463,0.8547183503370704,5.66123206460839,-0.11666666666666665,9.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP3,OFF,3,10.0,g200-dg,10,0.25344365795822466,0.9662120706673085,-0.34495020802748455,0.2543239155317154,0.9689990292870246,-0.3449502080274848,-0.2578482276059539,,-2.220446049250313e-14,-0.9047619047619048,8.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP3,OFF,3,25.0,g200-dg,8,0.22071444555710085,0.8692990293047361,-0.35401304533986,0.22167506916898305,0.8723928484076753,-0.3601526504437097,-0.2785701653298875,,-0.6139605103849699,-0.7857142857142859,7.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP40,OFF,40,10.0,ebud-0.10,12,0.1420936822507437,1.1503321563698075,-0.21562651640970665,0.1420874254078841,1.150778488093924,-0.21586375771585053,-0.07122017142038368,,-0.023724130614388717,0.5104895104895105,12.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP40,OFF,40,25.0,ebud-0.10,12,0.13418662012755034,1.0934765013560466,-0.21649504883309345,0.13419211790799923,1.0939615215637053,-0.21670119019973277,-0.06798661960520568,,-0.020614136663932303,0.5454545454545455,12.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP5,OFF,5,10.0,stop15,5,0.2367487417576113,1.0611445199173895,-0.28454186458370456,0.20976078870181958,0.9973649269492633,-0.3155662909811493,0.49700360758433904,,-3.1024426397444738,-0.3714285714285715,6.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
universe.json(56),TOP5,OFF,5,25.0,stop15,5,0.20843415839027846,0.9578019231473406,-0.2847131759570156,0.17719054809132362,0.8698585126997255,-0.31880950228563276,0.6208560490966432,,-3.4096326328617144,0.08571428571428573,6.0,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,0.09534722887472857,0.747063834691694
