selector,n,mean_OOS_Sharpe,mean_OOS_CAGR,mean_OOS_MaxDD,mean_full_Sharpe,n4a,n4b,gate_class
SEL_ALLPICKS,24,0.8403061916687325,0.13128187815825695,-0.2571656870852619,0.9108726321603114,0,3,NO_GATE
SEL_REACH_obsfree,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,OBS_L_FREE
SEL_MARGIN_obsfree,24,0.8488167834799766,0.12618616674441907,-0.24004125066240176,0.9112549494460201,0,6,OBS_L_FREE
SEL_GAPRATIO_obsfree,24,0.8507997864774824,0.1281216679161716,-0.24343134487012363,0.9119721798692267,0,5,OBS_L_FREE
SEL_RESOLVED_L1,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_GAPEXCEEDS_L1,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L1,24,0.8181593979940791,0.11899081658633104,-0.24482697755684524,0.8816962788476013,0,6,BAR_L_KEYED
SEL_RESOLVED_L2,24,0.8271374507950539,0.12048614310231569,-0.24496814293834004,0.8843442304988964,0,8,BAR_L_KEYED
SEL_GAPEXCEEDS_L2,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L2,24,0.8287592507518863,0.12116177797413125,-0.24452432618634057,0.8901725053157802,0,7,BAR_L_KEYED
SEL_RESOLVED_L5,24,0.8271374507950539,0.12048614310231569,-0.24496814293834004,0.8843442304988964,0,8,BAR_L_KEYED
SEL_GAPEXCEEDS_L5,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L5,24,0.8253308537680218,0.1233895109875947,-0.2549134609490502,0.887552342719168,0,8,BAR_L_KEYED
SEL_RESOLVED_L10,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L10,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L10,24,0.8211836760250774,0.11855011425986028,-0.24492600877938608,0.8831097601021044,0,8,BAR_L_KEYED
SEL_RESOLVED_L21,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L21,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L21,24,0.8361048606442121,0.12251773594453123,-0.24387505627762104,0.8962280387854359,0,5,BAR_L_KEYED
SEL_RESOLVED_L42,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L42,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L42,24,0.8425689868449507,0.12918612104551377,-0.24952095276675368,0.8997829360973918,0,6,BAR_L_KEYED
SEL_RESOLVED_L63,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L63,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L63,24,0.8476696591437419,0.12977704446095867,-0.24726576064754835,0.9031356419495502,0,7,BAR_L_KEYED
SEL_RESOLVED_L126,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L126,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L126,24,0.8440190204053137,0.12603628858839735,-0.245423552952998,0.89946351763226,0,8,BAR_L_KEYED
SEL_RESOLVED_L252,24,0.827275842661428,0.12229994374226083,-0.24760349364665069,0.8844837084296295,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L252,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L252,24,0.8360683230506499,0.12301552108517573,-0.24863610969578023,0.8943048452345357,0,3,BAR_L_KEYED
SEL_RESOLVED_L504,24,0.8321174813354939,0.12345940573165763,-0.2461753867149599,0.889807652896743,0,7,BAR_L_KEYED
SEL_GAPEXCEEDS_L504,24,0.82677225429474,0.11909530492823617,-0.24209986995429955,0.8840817038442941,0,8,BAR_L_KEYED
SEL_PCTRANK_L504,24,0.82199530809494,0.11968368396872481,-0.24812703819689944,0.8830986217091147,0,4,BAR_L_KEYED
SEL_RESOLVED_L1008,24,0.8307111592194394,0.12245364468862623,-0.24606285165925537,0.8927270059396847,0,6,BAR_L_KEYED
