panel,chooser,arm,pick,moved,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_rank,keep4b_oos,keep4a_oos,full_CAGR,full_Sharpe,full_MaxDD,keep4b_full,H1,H2,d_vs_unmoved_Sharpe,d_vs_unmoved_CAGR,d_vs_unmoved_MaxDD,oos_4b_offsets,oos_4b_costs
U56,C1 argmax IS Sharpe,NOSLV,c0.08_g1.000,False,0.11997159724582018,1.1625197276472643,-0.1905060740936313,25.0,True,False,0.11368747780890187,1.144464965461653,-0.19050607409363107,True,1.2384086127263643,1.0675787970221096,0.0,0.0,0.0,10111,1111
U56,C1 argmax IS Sharpe,phi0.00,c0.08_g0.500,True,0.07121540614097643,1.3576051143520296,-0.08924437073146296,8.0,False,True,0.06513833058458629,1.3083544343278528,-0.08924437073146285,False,1.361856412290864,1.271936587467557,0.14978211105079398,-0.05409686846692496,0.09934864822298206,00000,0000
U56,C1 argmax IS Sharpe,phi0.25,c0.08_g0.625,True,0.10767470291893999,1.2099112634174696,-0.1565405988098687,22.0,True,False,0.10126048106231145,1.1906374474554795,-0.15654059880986837,False,1.267066580563705,1.1333947658284382,0.009328488994869932,-0.03330500411983284,0.04461654179132746,10111,1100
U56,C1 argmax IS Sharpe,phi0.50,c0.08_g1.000,False,0.15625086992197135,1.168713882232091,-0.23646196969202637,8.0,False,False,0.1481816259206168,1.1573124363968585,-0.23646196969202626,False,1.2393310946627394,1.0946526597486985,0.0,0.0,0.0,00000,0000
U56,C1 argmax IS Sharpe,phi0.75,c0.08_g1.000,False,0.17113077194412218,1.1291117749703865,-0.27089862661993425,4.0,False,False,0.1631117649094258,1.121003090888087,-0.27089862661993436,False,1.1975435162630779,1.062830825809942,0.0,0.0,0.0,00000,0000
U56,C1 argmax IS Sharpe,phi1.00,c0.08_g1.000,False,0.18560056227113986,1.0896266825856182,-0.3044808690441392,3.0,False,False,0.1776785839583641,1.0833888594977985,-0.3044808690441394,False,1.1536646833645134,1.0300346992817562,0.0,0.0,0.0,00000,0000
U56,C2 argmax IS Sharpe among IS-4b passers,NOSLV,c0.08_g1.000,False,0.11997159724582018,1.1625197276472643,-0.1905060740936313,25.0,True,False,0.11368747780890187,1.144464965461653,-0.19050607409363107,True,1.2384086127263643,1.0675787970221096,0.0,0.0,0.0,10111,1111
U56,C2 argmax IS Sharpe among IS-4b passers,phi0.00,c0.08_g1.000,False,0.1253122746079014,1.2078230033012356,-0.18859301895444502,25.0,True,False,0.11727590843333524,1.1782067980008284,-0.18859301895444525,True,1.2571632630335854,1.1152895021411826,0.0,0.0,0.0,11111,1111
U56,C2 argmax IS Sharpe among IS-4b passers,phi0.25,c0.08_g0.875,True,0.12987428281416435,1.2042758722936548,-0.18643083836429108,24.0,True,False,0.12235427258029241,1.186082595299258,-0.1864308383642912,True,1.2681540292029065,1.1230628735874084,0.0036930978710552065,-0.011105424224608473,0.014726302236905076,10111,1111
U56,C2 argmax IS Sharpe among IS-4b passers,phi0.50,c0.08_g1.000,False,0.15625086992197135,1.168713882232091,-0.23646196969202637,8.0,False,False,0.1481816259206168,1.1573124363968585,-0.23646196969202626,False,1.2393310946627394,1.0946526597486985,0.0,0.0,0.0,00000,0000
U56,C2 argmax IS Sharpe among IS-4b passers,phi0.75,,,,,,,,,,,,,,,,,,,
U56,C2 argmax IS Sharpe among IS-4b passers,phi1.00,,,,,,,,,,,,,,,,,,,
B136,C1 argmax IS Sharpe,NOSLV,c0.08_g1.000,False,0.1097976270130907,1.0920752045528086,-0.19499212250678055,20.0,True,False,0.11350226150508602,1.1149780193350731,-0.19499212250678055,True,1.2734985493436068,0.9625227236383072,0.0,0.0,0.0,10110,1110
B136,C1 argmax IS Sharpe,phi0.00,c0.08_g0.500,True,0.06602089042133019,1.2911812955148105,-0.0917356603540701,4.0,False,True,0.06488264022134005,1.2761426953239332,-0.09173566035407099,False,1.3907826481867485,1.1707917301283737,0.15809914386160928,-0.04842860606311605,0.10151915687121493,00000,0000
B136,C1 argmax IS Sharpe,phi0.25,c0.08_g0.750,True,0.11014750248663296,1.139915504586457,-0.17337853016254523,12.0,True,False,0.11055795282927394,1.1520178758109048,-0.17337853016254534,True,1.2813067159362845,1.0350929150860928,0.014263431797110426,-0.019150472890383075,0.033453746112462546,11111,1110
B136,C1 argmax IS Sharpe,phi0.50,c0.08_g1.000,False,0.14372919095556602,1.0952506701386273,-0.24176758306458568,1.0,False,False,0.1453733143567304,1.1158416108279252,-0.24176758306458557,False,1.2485902603396197,0.9970185006520156,0.0,0.0,0.0,00000,0000
B136,C1 argmax IS Sharpe,phi0.75,c0.08_g1.000,False,0.15774054497208523,1.058043616699318,-0.2789713133104703,1.0,False,False,0.15918780371231223,1.078612369805282,-0.2789713133104704,False,1.2004598960545105,0.9716376307262222,0.0,0.0,0.0,00000,0000
B136,C1 argmax IS Sharpe,phi1.00,c0.08_g1.000,False,0.17131185263448723,1.0212775232157916,-0.31517821726407613,1.0,False,False,0.17260077725813883,1.040620103000082,-0.31517821726407613,False,1.1512063933099912,0.9448050852528824,0.0,0.0,0.0,00000,0000
B136,C2 argmax IS Sharpe among IS-4b passers,NOSLV,c0.08_g1.000,False,0.1097976270130907,1.0920752045528086,-0.19499212250678055,20.0,True,False,0.11350226150508602,1.1149780193350731,-0.19499212250678055,True,1.2734985493436068,0.9625227236383072,0.0,0.0,0.0,10110,1110
B136,C2 argmax IS Sharpe among IS-4b passers,phi0.00,c0.08_g0.875,True,0.10240274361470036,1.1580598561992959,-0.1684492134878498,19.0,False,False,0.10369408095401966,1.1643826437496687,-0.1684492134878497,False,1.3037178078176925,1.031681787458582,0.024977704546094603,-0.01204675286974588,0.024805603737435233,00000,0000
B136,C2 argmax IS Sharpe among IS-4b passers,phi0.25,c0.08_g0.750,True,0.11014750248663296,1.139915504586457,-0.17337853016254523,12.0,True,False,0.11055795282927394,1.1520178758109048,-0.17337853016254534,True,1.2813067159362845,1.0350929150860928,0.014263431797110426,-0.019150472890383075,0.033453746112462546,11111,1110
B136,C2 argmax IS Sharpe among IS-4b passers,phi0.50,c0.08_g0.875,True,0.13662047728897297,1.0877430305559792,-0.2332001314794775,4.0,False,False,0.13764573322938634,1.1061539896605777,-0.2332001314794776,False,1.23277961443949,0.9937100448519037,-0.007507639582648107,-0.007108713666593047,0.008567451585108188,00000,0000
B136,C2 argmax IS Sharpe among IS-4b passers,phi0.75,,,,,,,,,,,,,,,,,,,
B136,C2 argmax IS Sharpe among IS-4b passers,phi1.00,,,,,,,,,,,,,,,,,,,
