family,cad,window,n,mean_resid0,sd_resid0,max_abs_resid0,min_resid0,max_resid0,n_pos,mean_c_bar,mean_c_sd
MA-THRESH,D,FULL,9,-0.09035250103784559,0.20612702530208687,0.4800358230864443,-0.4800358230864443,0.158155201581045,4,0.5085978474561291,0.12258867689778695
MA-THRESH,D,IS,9,0.04419385551573334,0.20363270509429682,0.3630046680290766,-0.18024434705712356,0.3630046680290766,5,0.530556073830296,0.11772084934890364
MA-THRESH,D,OOS,9,-0.16628816045741107,0.2721216736989258,0.712670579641661,-0.712670579641661,0.10115398642256501,2,0.4950364757398467,0.12120575785202344
MA-THRESH,W,FULL,9,-0.2163716470825026,0.18307932927504925,0.5175787177948088,-0.5175787177948088,0.030104077320604716,1,0.5090711118851696,0.12296512266541655
MA-THRESH,W,IS,9,0.030969519061605253,0.13452709067517302,0.2170378129628503,-0.14469915131858357,0.2170378129628503,5,0.5316286016610804,0.11821099180571595
MA-THRESH,W,OOS,9,-0.36721943605926033,0.22272466723278153,0.7504251263132478,-0.7504251263132478,-0.05596746391593932,0,0.4951396358804747,0.12142208881908127
MA-THRESH,M,FULL,9,-0.24155045023518015,0.19169787516115344,0.5265387986609804,-0.5265387986609804,0.044272524952983616,2,0.5110357090914077,0.11883610650313672
MA-THRESH,M,IS,9,0.1137659786280418,0.2678382197161856,0.43831574209576285,-0.41389452023541473,0.43831574209576285,6,0.5350706097775155,0.11503089733384018
MA-THRESH,M,OOS,9,-0.45074753497984,0.3259687855575501,0.8484933839899567,-0.8484933839899567,0.07790344409741579,1,0.49619178605253705,0.11661389067490606
MA-THRESH,Q,FULL,9,-0.6871451294249967,0.3233316529216782,1.1598037625590862,-1.1598037625590862,-0.3184623759055807,0,0.5106295778455616,0.12966380097576088
MA-THRESH,Q,IS,9,-0.20499833848083415,0.27892000363094405,0.599577731134171,-0.599577731134171,0.1569098018570747,3,0.5383258455518275,0.1243702792303233
MA-THRESH,Q,OOS,9,-0.9572865018707812,0.3943299545056865,1.4718972218012105,-1.4718972218012105,-0.35525519932420124,0,0.49352439935262926,0.12807411442813862
MA-THRESH,A,FULL,9,-0.10776096273352989,0.0711601449036886,0.2204880132780529,-0.2204880132780529,-0.010786235079351947,0,0.534714885999986,0.1365377662197812
MA-THRESH,A,IS,9,-0.5987661707705801,0.3946306825673797,1.2675193627275094,-1.2675193627275094,0.011420211296475635,1,0.5424024763577006,0.1259781185950558
MA-THRESH,A,OOS,9,0.18118282410454334,0.1634532367070035,0.4317059067254103,-0.02529560241386619,0.4317059067254103,7,0.5299670403103115,0.1408405189883367
QUANTILE-M,D,FULL,9,-0.0006086878873948641,0.0027262088450224205,0.0034183353275096806,-0.0034183353275096806,0.003057613864942965,4,0.5100620459085603,0.0009239131791911723
QUANTILE-M,D,IS,9,0.00053427898742717,0.00656521830772732,0.01125968916244613,-0.01125968916244613,0.009235479426816795,5,0.5103604730307608,0.0010501153937594193
QUANTILE-M,D,OOS,9,-0.0006588486912040281,0.002324854092353671,0.003260116581693673,-0.0030600399070657147,0.003260116581693673,3,0.5098777377105566,0.0007680830922264456
QUANTILE-M,W,FULL,9,-0.009388957579354281,0.007523290265433738,0.018941210340073233,-0.018941210340073233,0.0019707249516054404,2,0.5101505110784045,0.0025291962640521396
QUANTILE-M,W,IS,9,-0.015447713617149757,0.012271072787115223,0.03049682787703567,-0.03049682787703567,0.005294552582846279,1,0.5103654193725653,0.0022989178475058634
QUANTILE-M,W,OOS,9,-0.00528926982756111,0.006612622628164677,0.01353913276547214,-0.01353913276547214,0.0026552234886345616,3,0.510017783998705,0.0026441454669928846
QUANTILE-M,M,FULL,9,-0.039046289842032164,0.019742690794649787,0.06356594668448512,-0.06356594668448512,-0.005711803272623328,0,0.5105092395927311,0.005795092306264275
QUANTILE-M,M,IS,9,-0.05883685556147267,0.029477010515561425,0.09209761726802768,-0.09209761726802768,-0.011329405522353397,0,0.5105010473018207,0.004767129110773914
QUANTILE-M,M,OOS,9,-0.02679662561862184,0.01425473632179162,0.04597700544897165,-0.04597700544897165,-0.002252702502936188,0,0.5105142991408181,0.006344075152869095
QUANTILE-M,Q,FULL,9,0.01135573193311353,0.0042569985271911056,0.016978577481951973,0.005698235464013379,0.016978577481951973,9,0.5122435095837407,0.009744273028688228
QUANTILE-M,Q,IS,9,-0.023706913741058006,0.015859893767500376,0.04598883535793519,-0.04598883535793519,0.001004294117223914,1,0.5113001735451754,0.00770961934799454
QUANTILE-M,Q,OOS,9,0.03159061020657629,0.009851164598956493,0.05061108073602938,0.021110866809603834,0.05061108073602938,9,0.5128261126799267,0.010760087979480042
QUANTILE-M,A,FULL,9,-0.12393730131010401,0.04757078038384067,0.17891074359723813,-0.17891074359723813,-0.034693349611303326,0,0.5163737078412302,0.01581252402138198
QUANTILE-M,A,IS,9,-0.050814585067447834,0.02373232104052647,0.0740291954997696,-0.0740291954997696,-0.010441706221286928,0,0.5181516048727671,0.013776117261907321
QUANTILE-M,A,OOS,9,-0.1700118102505957,0.06433898509763991,0.24502936804329245,-0.24502936804329245,-0.04990350384381781,0,0.5152756809738911,0.016839083372844055
