panel,bps,G,arm,m,matched,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,v2_OOS_Sharpe,v2_OOS_MaxDD,oos4b_sharpe,oos4b_dd,oos4b_cagr,oos4a
U56,10.0,0.4,static,0.4,True,0.07325883080694728,1.1358393190782663,-0.12506925413023273,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.4,band3,0.5682324158634982,True,0.07195205052041764,1.2854928953615787,-0.0920024877497313,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,True
U56,10.0,0.4,g200,0.5688287811930032,True,0.0688203730409922,1.2632131526574666,-0.09183232601339852,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.4,abs12,0.5587814647343604,True,0.06984470174765267,1.1306354237529848,-0.1118820603698839,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.4,vol60,0.4137051214372868,True,0.06661102973100208,1.186438419705504,-0.09508020573634834,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.4,v1gate,0.579612636134957,True,0.06402486504925586,1.2520877867863818,-0.0847038871686604,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.4,ddctl8,0.426304734091264,True,0.0678256748892736,1.1308159930561439,-0.10751807668435431,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.5,static,0.5,True,0.09174844195786602,1.135864516982627,-0.1545548500798236,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.5,band3,0.7103572532715138,True,0.09023080856493526,1.2851706225230823,-0.11436010223961457,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,True
U56,10.0,0.5,g200,0.711096013093271,True,0.08627164609827065,1.2629402538874115,-0.11408221878551228,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
U56,10.0,0.5,abs12,0.698549960716745,True,0.08745817997043814,1.1302661866928583,-0.13855569062940531,0.8820107671822842,0.15450717694493266,-0.33717235283398284,1.285072363206482,-0.12054942313126815,True,True,False,False
