panel,N,band,draws,full_mean,full_sd,full_min,full_max,full_share_pos,oos_mean,oos_sd,oos_share_pos,full_dMaxDD_mean,oos_dMaxDD_mean,gross,names_held
U56,20,0.0,24,0.014209779795921617,0.05800384700946529,-0.1421483005793367,0.10548300178348713,0.5416666666666666,0.0798898533575453,0.063047879808666,0.9166666666666666,0.04348244152789377,0.04177517201105469,0.5325342083333333,13.81
U56,36,0.0,24,0.028233933544691534,0.039740826477008474,-0.0586687505722121,0.10090866600072568,0.75,0.10101453725621394,0.04722244362975177,0.9583333333333334,0.041627189169972344,0.040275464258383124,0.5320109166666667,24.706541666666666
U56,56,0.0,1,0.04867305394092236,0.0,0.04867305394092236,0.04867305394092236,1.0,0.12838763014293164,0.0,1.0,0.04372675919458069,0.04227719090487769,0.532313,38.448
B136,20,0.0,24,-0.07344863966219262,0.08752639974660918,-0.2084461936786377,0.1487630152505034,0.2916666666666667,-0.026041028801668396,0.09444859817673797,0.4166666666666667,0.058684067581028815,0.06021464179265848,0.5311257083333333,13.551583333333333
B136,36,0.0,24,-0.0536595095321877,0.04905230950002559,-0.1316663147470809,0.04071026744668704,0.125,-0.009370330414725708,0.07031763652358423,0.375,0.05838667177225207,0.05981663177616172,0.5324667916666667,24.798375000000004
B136,56,0.0,24,-0.046433126101067757,0.047243351823600004,-0.12236698722293982,0.0384141501053461,0.16666666666666666,-0.0024598096341312595,0.058763848354974245,0.5416666666666666,0.056028531363270094,0.05786018554027563,0.5319866666666667,38.436749999999996
B136,100,0.0,24,-0.03424294334424832,0.020001994452196213,-0.07550506589212569,-0.004099917204249959,0.0,0.01343371591359721,0.024897199795693315,0.75,0.05902749580103355,0.06061476940582736,0.532065625,68.40870833333334
B136,136,0.0,1,-0.028609479339443578,0.0,-0.028609479339443578,-0.028609479339443578,0.0,0.02162415661128514,0.0,1.0,0.05895628523869967,0.06034983957011575,0.531933,93.178
SMALL,20,0.0,24,-0.10138226006890415,0.11304913127871452,-0.2727590791845297,0.1382601463372285,0.20833333333333334,-0.10875840440035249,0.16092866771206438,0.25,0.026517786003688246,0.049618715204450235,0.4133677499999999,8.6215
SMALL,36,0.0,24,-0.16762080804696974,0.08939382964990683,-0.34952794758470396,0.030872471258484024,0.041666666666666664,-0.14230678203960825,0.11119740774841276,0.125,0.044298174369749754,0.06411693447199249,0.4095347916666667,15.248125000000002
SMALL,56,0.0,24,-0.12205553729399983,0.0630036729792436,-0.2499472448109733,-0.020988807020641875,0.0,-0.1036638753241958,0.06631105716918947,0.0,0.062190700990514956,0.0802983195801936,0.4080631666666667,24.46370833333333
SMALL,100,0.0,24,-0.10120053801675093,0.06191748585826722,-0.2156605876159,0.07289085686593966,0.08333333333333333,-0.06153960015873288,0.07436509093247035,0.125,0.06173477193721356,0.08108061216208268,0.4135784583333333,43.52654166666667
SMALL,136,0.0,24,-0.10060295298140243,0.04164283767071968,-0.19833937897743908,-0.023373748082268886,0.0,-0.07364637347834348,0.07165815975459666,0.125,0.06358523783942226,0.08386987572964626,0.40772350000000007,58.438958333333325
SMALL,300,0.0,24,-0.1033186746244742,0.0328965047794025,-0.1715129015347735,-0.025657115458438073,0.0,-0.07952339741679082,0.03799892585092931,0.0,0.06619844489598514,0.0849970772369193,0.41196391666666665,130.162
SMALL,665,0.0,1,-0.10197563540911514,0.0,-0.10197563540911514,-0.10197563540911514,0.0,-0.07585787753870765,0.0,0.0,0.06704475963395451,0.08559261148056563,0.410538,286.568
