gate,value,passed
G1 fast runner == engine.backtest (U56 N=20 H=126 @ 10 bps),1.3877787807814457e-17,True
G1b gross_rescaler(1.0) == nrun (U56),1.3877787807814457e-17,True
G2 CROSS-RUN 936/1071/1082/1098's committed U56 W/H126 N=20 triple,3.1831294189377246e-07,True
G3 CROSS-RUN SPY OOS triple,0.00017024209187355144,True
G5 live RULES v2 MaxDD == committed -12.05%,4.949323437114517e-05,True
G7 determinism of 1082/1098's seed recipe,0.0,True
G_XRUN U56: 1082/1098's nine committed EDGE figures reproduce,0.004798116953994125,True
G_FILT dropped names with max_1d_move >= 1.0 (52 flagged in small_meta.csv),52.0,True
G1 fast runner == engine.backtest (SMALL_F10 N=20 H=126 @ 10 bps),2.0816681711721685e-17,True
G1b gross_rescaler(1.0) == nrun (SMALL_F10),1.3877787807814457e-17,True
G_SPY SPY is not investable on the small panel,0.0,True
