panel,family,rung,cell,cost_bps,block,window,dMaxDD,se_dd,t_dd,dSharpe,se_sh,t_sh,lo,hi
U56,MAXVOL,0.45,MAXVOL 0.45,0.0,65,FULL,0.05379531958521455,0.022954205363378322,2.343593199311568,0.020968469387526723,0.058536475599488845,0.3582120237472894,0.016026973727870913,0.09449789650957191
U56,MAXVOL,0.45,MAXVOL 0.45,0.0,65,OOS,0.05522945852082051,0.021570529026238267,2.5604127953301337,0.0946281408351064,0.07639601030920733,1.2386529146234972,0.01878441082050096,0.0938338106417007
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,21,FULL,0.05376087617806535,0.025085582094223374,2.143098612427464,0.007670589031376851,0.06890695844313639,0.11131806140749628,0.0156452000300001,0.1075735626552552
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,21,OOS,0.05519542728759874,0.026539175595275306,2.0797717355404597,0.08086223735840625,0.09745760536156425,0.8297170555177323,0.01797465255800734,0.11264879443073307
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,65,FULL,0.05376087617806535,0.02326462894685592,2.310841763299682,0.007670589031376851,0.0587086745915865,0.13065512183230446,0.01557627962174481,0.09501014461643197
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,65,OOS,0.05519542728759874,0.02166081799541052,2.5481691088163667,0.08086223735840625,0.07673087025321489,1.0538423074253906,0.018982535476616574,0.09235231340620215
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,126,FULL,0.05376087617806535,0.02187990691891867,2.457088888782269,0.007670589031376851,0.053178956950415274,0.14424105832931255,0.0161777170871077,0.0877856236743847
U56,MAXVOL,0.45,MAXVOL 0.45,10.0,126,OOS,0.05519542728759874,0.02128612012441966,2.5930243259445844,0.08086223735840625,0.07658703986996958,1.0558214222105353,0.022560404127997452,0.08606577874853939
U56,MAXVOL,0.45,MAXVOL 0.45,25.0,65,FULL,0.053709214510732184,0.02376561587224593,2.2599546672575452,-0.012298602544184467,0.05899906395776533,-0.20845419773080573,0.013937412922013828,0.09578077432462574
U56,MAXVOL,0.45,MAXVOL 0.45,25.0,65,OOS,0.05514438360210894,0.021819371085987804,2.5273131560387707,0.06018207308707124,0.07727035128237175,0.7788507763753497,0.018992845341040544,0.09185638223139142
