uni,conv,K,d,D,arm,bps,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,held,gross,turn,p4a,p4b,fails
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,HI,10,0.10380868682818822,0.9239562664728972,-0.13630076279189574,1.1322971670540474,0.7650891416147922,0.10319904869923868,0.8617990977113517,-0.13630076279189562,6.965975664713835,0.5224481748535377,15.110743468376246,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,HI,25,0.07906945129396892,0.7245584818836265,-0.16142413603263628,0.918733338103712,0.5750177827112531,0.07775769202379124,0.6713359883746044,-0.16142413603263583,6.965975664713835,0.5224481748535377,15.110743468376246,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,LO,10,0.14788222369001502,1.0729968916584078,-0.18447522490900448,1.380931490085533,0.8307283473647338,0.1330320780394203,0.9190328573104167,-0.1844752249090038,6.965975664713835,0.5224481748535377,14.092416578805537,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,LO,25,0.12387993751760296,0.918975433470962,-0.19280876018534487,1.2162832817521927,0.683933994390831,0.1089528935161117,0.7736322596096477,-0.19280876018534576,6.965975664713835,0.5224481748535377,14.092416578805537,True,False,"H2,OOS"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,CTRL,10,0.18572459399777808,0.9948780217968382,-0.23154272582318947,1.2578464146454684,0.7953823476589679,0.16812823504420615,0.8601988179941547,-0.23154272582318924,6.9907616043262735,0.7490101718921005,15.577384778136958,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.3,3,CTRL,25,0.15834860905110926,0.8713402802278738,-0.241289930541411,1.122180216750322,0.6802774303445867,0.14110825667439397,0.7460105736329811,-0.24128993054141135,6.9907616043262735,0.7490101718921005,15.577384778136958,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,HI,10,0.056332384665929824,0.7336496412681164,-0.11587848307613202,0.9871855009343183,0.5346688302567952,0.05283902555353315,0.6494283664936049,-0.09936619160869642,4.966876971608833,0.37251577287066245,13.225996671968627,False,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,HI,25,0.03557850693118758,0.4818574585131053,-0.12629921928573085,0.7186371359396019,0.29408091139784875,0.03142552234388862,0.406809275500616,-0.12629921928572918,4.966876971608833,0.37251577287066245,13.225996671968627,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,LO,10,0.11773717784944204,1.0809638290240413,-0.13305584490041455,1.2034820208154466,0.9872223805758165,0.11816487983581037,1.0218483731525372,-0.13305584490041555,4.966876971608833,0.37251577287066245,12.2548964044782,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,LO,25,0.09738231542323228,0.9111868216860342,-0.14088256667635457,1.0293389879279244,0.8198378045961358,0.09691453267684835,0.8560020978204848,-0.1408825666763558,4.966876971608833,0.37251577287066245,12.2548964044782,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,CTRL,10,0.2060592452601886,1.0102487015994543,-0.2639830143323896,1.2942627412760186,0.7860004599930037,0.17823541801967901,0.8486288373450248,-0.2639830143323897,4.999098693105002,0.7498648039657504,16.49227519013818,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,10,0.5,5,CTRL,25,0.176622698743494,0.8908465982322129,-0.2760468858166406,1.1708853913015005,0.6690674005859607,0.14803414477277954,0.7319490679328133,-0.27604688581664016,4.999098693105002,0.7498648039657504,16.49227519013818,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.0,0,HI,10,0.13911210364655346,0.9701012765003136,-0.2104451557285003,1.1180969408257178,0.8522017570807734,0.1415677622189675,0.9375665252371415,-0.2104451557285003,19.782334384858043,0.7418375394321766,12.391443030799058,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.0,0,HI,25,0.11813480680720523,0.8417656518240116,-0.21137454925837118,0.981305946811504,0.7301368029404138,0.12030111201582083,0.8150676120101835,-0.21137454925837096,19.782334384858043,0.7418375394321766,12.391443030799058,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,HI,10,0.1155176243695979,0.9328512323876245,-0.18375884176000412,1.1059587111171438,0.7935104579931032,0.11511579343325562,0.8846761328102561,-0.18375884176000412,17.782334384858043,0.6668375394321765,13.358137598813407,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,HI,25,0.0933843970234629,0.772929503416805,-0.18500007983974154,0.9335332287453935,0.6429775702948991,0.0928129726854039,0.732668432663224,-0.18500007983974154,17.782334384858043,0.6668375394321765,13.358137598813407,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,LO,10,0.1255490429456121,0.932158140710146,-0.19333479021084254,1.0721565879602624,0.8210537683425174,0.12805507503026803,0.9017463072069204,-0.19333479021084254,17.782334384858043,0.6668375394321765,13.16082424360899,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,LO,25,0.10354589423507754,0.7876907772814752,-0.1943849350596406,0.9166092625345121,0.684913654464868,0.10586624321035187,0.7647567287454566,-0.1943849350596406,17.782334384858043,0.6668375394321765,13.16082424360899,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,CTRL,10,0.14355415904133118,0.9739840284294745,-0.2113960617534998,1.1300622586168836,0.8515954482913969,0.14547356278154244,0.9352614980599859,-0.2113960617534998,17.82852636322668,0.7428552651344448,12.71777761455763,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.1,2,CTRL,25,0.12194958682078494,0.8459552248167705,-0.21232346296211702,0.9916629414050674,0.7312426750385755,0.12369997749633121,0.8141638526381788,-0.21232346296211702,17.82852636322668,0.7428552651344448,12.71777761455763,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,HI,10,0.09223163133584023,0.8644661285463257,-0.16701731690154376,0.9826356838046609,0.7711722097792186,0.09777171723903133,0.8655578648154068,-0.1670173169015432,15.782559711581793,0.5918459891843171,13.343468493184721,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,HI,25,0.07058276362738347,0.6801773556823005,-0.1681823540536862,0.7867711818455785,0.5953149461124765,0.0756133073077665,0.6885392963581078,-0.1681823540536863,15.782559711581793,0.5918459891843171,13.343468493184721,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,LO,10,0.115392262355835,0.9228656944290612,-0.18182157419314438,1.1106851828205098,0.7716623942616352,0.11339524186248995,0.8631702033756734,-0.18182157419314393,15.782559711581793,0.5918459891843171,12.850395393813711,True,False,"H2,OOS"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,LO,25,0.09409733436023537,0.7708768983382427,-0.18260125133304517,0.9452034452459258,0.6299300761274128,0.09222263925383434,0.7207037998759316,-0.1826012513330455,15.782559711581793,0.5918459891843171,12.850395393813711,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,CTRL,10,0.15253848846326012,0.9962726064727797,-0.21216798325645914,1.1762211900571293,0.856645565931337,0.15097761988453318,0.9342980005428345,-0.21216798325645936,15.868859846777827,0.7438528053177107,13.039479681078214,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.2,4,CTRL,25,0.13021615234874306,0.8694370004504808,-0.21331896282320273,1.0397209163196481,0.7367526901494806,0.12818714138379828,0.8128814513304079,-0.21331896282320273,15.868859846777827,0.7438528053177107,13.039479681078214,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,HI,10,0.07352229709449554,0.813198698688397,-0.14748481572157002,0.9850509425628128,0.6734327587074539,0.07353571542824211,0.7740448781068413,-0.14748481572157024,13.786390265885535,0.5169896349707075,13.050231952456283,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,HI,25,0.05270637521776811,0.6009548059691541,-0.15569128858547732,0.7602780344677456,0.47035390864442994,0.05220459722570858,0.56845016970604,-0.15569128858547554,13.786390265885535,0.5169896349707075,13.050231952456283,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,LO,10,0.10761959254653153,0.936875920304371,-0.15484275978139528,1.138573232549083,0.775387387568801,0.10529197777237398,0.870595140429616,-0.1548427597813955,13.786390265885535,0.5169896349707075,12.363533609663717,True,False,"H2,OOS"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,LO,25,0.08726693966458621,0.7770922486663083,-0.1582096346507913,0.9665716230126045,0.6246855270723899,0.08480353093929804,0.7191155617003866,-0.15820963465079108,13.786390265885535,0.5169896349707075,12.363533609663717,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,CTRL,10,0.16261984567857946,1.0211532191960924,-0.21410875740499657,1.2064438491320302,0.8768827952997763,0.16046919436379747,0.9556958903879664,-0.21410875740499657,13.906940063091483,0.7450146462370437,13.41746933297354,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.3,6,CTRL,25,0.1394580701952437,0.8952781418372268,-0.2154080927542027,1.0735567673504802,0.7558297472730324,0.1364593292302878,0.8332051432215051,-0.2154080927542027,13.906940063091483,0.7450146462370437,13.41746933297354,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,HI,10,0.044039190173651654,0.7158599295352404,-0.10316988378492697,0.7817959080524088,0.665808878340373,0.04878330687943877,0.7475441153669228,-0.10316988378492731,9.816358720144208,0.36811345200540785,11.586559179033081,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,HI,25,0.02604539847496734,0.4390957932872178,-0.11218456903422358,0.4932251813071432,0.39689613394435896,0.02992176653616596,0.474772984714271,-0.11218456903422147,9.816358720144208,0.36811345200540785,11.586559179033081,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,LO,10,0.0858308940566117,0.9566529226655345,-0.12361934014967024,1.1683080199553724,0.7862937334176948,0.08168232072736559,0.8634825617807975,-0.12361934014966991,9.816358720144208,0.36811345200540785,10.39886017857052,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,LO,25,0.06902570069223413,0.783663741960643,-0.12925794745586205,0.9829237037096172,0.6224497040463806,0.06477440340967311,0.699609566493638,-0.12925794745586217,9.816358720144208,0.36811345200540785,10.39886017857052,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,CTRL,10,0.18769647591368654,1.0802991078283397,-0.2143594031749423,1.2818772865672852,0.9269612304766873,0.18462204679805705,1.003009387291322,-0.2143594031749425,9.965975664713834,0.7474481748535375,14.597874795224621,False,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,20,0.5,10,CTRL,25,0.1619863000295345,0.953850739709485,-0.2245692287282005,1.148346056974737,0.8050773619349647,0.15828352148225866,0.8822211917684762,-0.2245692287282005,9.965975664713834,0.7474481748535375,14.597874795224621,False,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.0,0,HI,10,0.13041713098484475,1.0035715098740574,-0.2017059335017366,1.1594181749039596,0.8747945656419591,0.13154525943724815,0.9705948727687386,-0.20170593350173682,29.461694456962597,0.7365423614240652,10.887344785782323,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.0,0,HI,25,0.11211007259303996,0.8784742006411624,-0.20312288293326475,1.0229882084182766,0.7588498121397671,0.11389248600719415,0.8556070356732389,-0.20312288293326475,29.461694456962597,0.7365423614240652,10.887344785782323,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,HI,10,0.10701667989136698,0.9591090664535626,-0.17821437518765582,1.1124327849158107,0.8310581598096203,0.10864589711477346,0.9347580445685757,-0.1782143751876557,26.461694456962597,0.6615423614240652,11.691393840653697,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,HI,25,0.08777205338681715,0.8030707975759077,-0.17985647950018846,0.9432728317741891,0.6856534268277272,0.0899190257509015,0.7897334872400064,-0.17985647950018868,26.461694456962597,0.6615423614240652,11.691393840653697,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,LO,10,0.1196238030564496,0.9781263542029158,-0.18448598643199743,1.1187042199189847,0.8618004779850583,0.12158538983736644,0.9528489438290982,-0.18448598643199754,26.461694456962597,0.6615423614240652,11.706628246335036,True,True,-
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,LO,25,0.10013760110625758,0.835531882403677,-0.18580767528565167,0.9638436903402876,0.7291330114447955,0.10258008836784072,0.8202640395237623,-0.18580767528565179,26.461694456962597,0.6615423614240652,11.706628246335036,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,CTRL,10,0.13428294035369914,1.0062816690874208,-0.20231267725988866,1.1572955152234947,0.8824147495326039,0.1365592324696565,0.9790231361535351,-0.20231267725988833,26.57954033348355,0.7383205648189876,11.220127448246776,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.1,3,CTRL,25,0.11535745393420549,0.880765095957197,-0.2036886381374351,1.020793775637856,0.7656809551205942,0.11802569828702048,0.862142407177296,-0.20368863813743499,26.57954033348355,0.7383205648189876,11.220127448246776,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,HI,10,0.08370908843239278,0.8791596836301785,-0.15930866110094177,1.0334767672124958,0.7485863533638445,0.08453080803666446,0.8550066292766033,-0.15930866110094166,23.465750337990087,0.5866437584497523,11.807195774751762,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,HI,25,0.06468306338988783,0.6957312598454675,-0.16072931101093213,0.8345173021892569,0.5779203711125579,0.06600432868381767,0.6837451169472843,-0.1607293110109318,23.465750337990087,0.5866437584497523,11.807195774751762,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,LO,10,0.11027796802776257,0.9741205940037374,-0.16862384206553827,1.1481775320236944,0.829305461396897,0.1081454142679934,0.9181431524184394,-0.16862384206553827,23.465750337990087,0.5866437584497523,11.769618340723493,True,False,H2
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,LO,25,0.09084889349850589,0.8190337283705144,-0.16990254161567986,0.983480584756694,0.6817806409307303,0.0887932979492132,0.7704926536823552,-0.16990254161568008,23.465750337990087,0.5866437584497523,11.769618340723493,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,CTRL,10,0.13248086970654294,0.9689035818850937,-0.209375939989613,1.101978983017796,0.8613691247454699,0.1360562726785295,0.9483846826658143,-0.20937593998961268,23.676881478143308,0.7399025461919784,11.625656019541767,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.2,6,CTRL,25,0.11290501781203899,0.8425994311978644,-0.21060558319204759,0.9650959253273145,0.7433725290966486,0.11672066095223887,0.8303228004659602,-0.21060558319204759,23.676881478143308,0.7399025461919784,11.625656019541767,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,HI,10,0.06986336059996101,0.8636594884931668,-0.14029372340698065,1.0058789821933576,0.7420288105463687,0.0706302553916538,0.8448287215909617,-0.14029372340698076,20.486029743127535,0.5121507435781886,11.51289374949511,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,HI,25,0.05154421664865261,0.6528091102792976,-0.141663378802228,0.7792872686291886,0.544213005588762,0.052697541492650934,0.6458078560281736,-0.14166337880222835,20.486029743127535,0.5121507435781886,11.51289374949511,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,LO,10,0.10003124301050481,0.9687043124432579,-0.15508335496378356,1.1754575321622753,0.7965625661890448,0.09605393894533543,0.8938806537820932,-0.15508335496378356,20.486029743127535,0.5121507435781886,11.403537042893442,True,False,"H2,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,LO,25,0.08137662790474298,0.803998772508961,-0.1563113559193261,1.0007701377352334,0.6396136972139311,0.07741478336786578,0.736635832136256,-0.15631135591932577,20.486029743127535,0.5121507435781886,11.403537042893442,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,CTRL,10,0.1375193702786317,0.9709938689586836,-0.21090377418844874,1.1152679408539246,0.8550742491230987,0.13884031767560168,0.9340008993654619,-0.21090377418844874,20.758449752140603,0.7413732054335929,12.13008752941443,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.3,9,CTRL,25,0.11701183381058611,0.8438379010816526,-0.2118805088246979,0.979069473526384,0.7347997744216234,0.11824963981953363,0.8133699231857829,-0.21188050882469767,20.758449752140603,0.7413732054335929,12.13008752941443,True,False,"H2,OOS,DD"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,HI,10,0.042711091716757466,0.784949974112027,-0.09490680906218152,0.8656990137240186,0.7180865795974507,0.04548870857188514,0.8028822088122876,-0.09490680906218174,14.573456511942316,0.36433641279855794,10.4355722634536,True,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,HI,25,0.026513753294724163,0.5008185854475573,-0.10482037991836113,0.5562462988947428,0.4546993465462877,0.029572668819169312,0.5354044217299353,-0.1048203799183619,14.573456511942316,0.36433641279855794,10.4355722634536,False,False,"H1,H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,LO,10,0.07740296320104356,0.9573667199952572,-0.11307606954595706,1.1794798762279144,0.7778363138892853,0.07408029024393858,0.8707711478345678,-0.11307606954595728,14.573456511942316,0.36433641279855794,9.685553387058583,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,LO,25,0.061863236023050217,0.7783341062253967,-0.11804436049455802,0.9862034938213577,0.6095215299283157,0.05854622576958746,0.7016949066790241,-0.11804436049455702,14.573456511942316,0.36433641279855794,9.685553387058583,True,False,"H2,OOS,CAGR"
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,CTRL,10,0.1544820172540451,0.9937701901732483,-0.21186280417719183,1.175872781926498,0.8529026188667718,0.1526814441764286,0.9302733696781468,-0.21186280417719172,14.888237945020279,0.7444118972510141,13.227439391094876,True,False,DD
"universe_broad.json (136, PRIMARY)",LITERAL,30,0.5,15,CTRL,25,0.13180212223108034,0.867112734273366,-0.2130822067379724,1.0396675973671308,0.7330777057540614,0.1293752161121311,0.8083080962155499,-0.21308220673797273,14.888237945020279,0.7444118972510141,13.227439391094876,False,False,"H2,OOS,DD"
universe.json (56),MATCHED,10,0.0,0,HI,10,0.15357790929139958,1.0428001867460925,-0.20550187861318037,1.0247460494019591,1.0672625183053182,0.17441530194918387,1.093747719518939,-0.20550187861318014,9.894321766561514,0.75,12.560378979438948,False,False,DD
universe.json (56),MATCHED,10,0.0,0,HI,25,0.13204711732315633,0.914679374094894,-0.20680501776196714,0.8841765605966139,0.9480531232865119,0.15270828730017505,0.9758078726275534,-0.20680501776196702,9.894321766561514,0.75,12.560378979438948,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.1,1,HI,10,0.14332975027593942,1.0168016949300593,-0.19896812413238107,0.9187009377574891,1.1062043882111525,0.17675469442791725,1.1497798449339265,-0.19896812413238063,8.894321766561514,0.75,15.205405513743518,False,False,H1
universe.json (56),MATCHED,10,0.1,1,HI,25,0.11754294243390984,0.8551871366992663,-0.2006400499554608,0.7401822199380593,0.9570271424809192,0.15060973415421874,1.0011847307217514,-0.20064004995546092,8.894321766561514,0.75,15.205405513743518,False,False,H1
universe.json (56),MATCHED,10,0.1,1,LO,10,0.15808827968087336,1.021789665715495,-0.20384685954579984,1.0160992495685988,1.0353259407390851,0.17776145547730327,1.064992656849081,-0.20384685954579984,8.894321766561514,0.75,14.644962276187362,False,False,DD
universe.json (56),MATCHED,10,0.1,1,LO,25,0.13292857844773676,0.8802786904113797,-0.20600700693833784,0.8657847677941221,0.8997854474033768,0.15168014955532283,0.9305179905736497,-0.20600700693833773,8.894321766561514,0.75,14.644962276187362,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.1,1,CTRL,10,0.157357368980787,1.0351440931150342,-0.21088695408633118,1.0024841821938284,1.0714245299632255,0.18220783476396862,1.102630985583014,-0.21088695408633118,8.929698062190175,0.75,12.805176770188494,False,False,DD
universe.json (56),MATCHED,10,0.1,1,CTRL,25,0.13534074804905072,0.9088555072352035,-0.21230209929681643,0.8625861940530168,0.9550363419536941,0.1599973186389929,0.9867227847805626,-0.21230209929681676,8.929698062190175,0.75,12.805176770188494,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.2,2,HI,10,0.11987552366357157,0.901511894346847,-0.2059651864249118,0.8902884385805978,0.9179563912337826,0.14426892058555607,1.0032249634341996,-0.20596518642491146,7.894321766561514,0.75,17.156993991778894,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.2,2,HI,25,0.09141738897128793,0.7115772050436061,-0.20758090494334314,0.682897133181547,0.7409263608431782,0.1153917236849773,0.826457739481461,-0.20758090494334314,7.894321766561514,0.75,17.156993991778894,False,False,"H1,H2,OOS,DD,CAGR"
universe.json (56),MATCHED,10,0.2,2,LO,10,0.1675147479890562,1.0269583272263103,-0.20941252381023412,1.0290643630211893,1.0346007857679462,0.1860629949590049,1.0564545581778682,-0.20941252381023479,7.894321766561514,0.75,15.853685641163628,False,False,DD
universe.json (56),MATCHED,10,0.2,2,LO,25,0.140078434847837,0.8815477331651939,-0.21640178307547886,0.8758274231340533,0.8942352425962874,0.15757832216982748,0.9182645959341331,-0.2164017830754792,7.894321766561514,0.75,15.853685641163628,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.2,2,CTRL,10,0.16637819558613587,1.0473151313716234,-0.21252544181419442,0.9893318667776602,1.1048736582985104,0.19729229042525387,1.1331445620423894,-0.21252544181419442,7.958314556106354,0.75,13.309109472123986,False,False,DD
universe.json (56),MATCHED,10,0.2,2,CTRL,25,0.14332537600786122,0.9215066870103058,-0.21342640066010898,0.8518949766658426,0.9871174090078344,0.17356847079696758,1.0165003626386189,-0.21342640066010887,7.958314556106354,0.75,13.309109472123986,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.3,3,HI,10,0.11071997939324274,0.8613765498904272,-0.2083729910333767,0.8397984752488229,0.8865905636140698,0.1302406614203444,0.939479875525791,-0.2083729910333768,6.894321766561514,0.7498310049571879,18.944474113624352,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.3,3,HI,25,0.07959447484877491,0.6456794496430978,-0.21020728085486462,0.6033311920423859,0.6860244245048468,0.09897487641376768,0.7400298411372505,-0.21020728085486495,6.894321766561514,0.7498310049571879,18.944474113624352,False,False,"H1,H2,OOS,DD,CAGR"
universe.json (56),MATCHED,10,0.3,3,LO,10,0.17844273084842044,1.0328828825949943,-0.2140950942139206,1.0209962713942955,1.05150349500024,0.1975750275742436,1.0611307542933612,-0.21409509421392048,6.894321766561514,0.7498310049571879,17.548522382131278,False,False,DD
universe.json (56),MATCHED,10,0.3,3,LO,25,0.14782858834250612,0.8809091733669139,-0.21570025667578563,0.8598195485368383,0.9057540162853681,0.16576238529474407,0.9164726343352573,-0.21570025667578696,6.894321766561514,0.7498310049571879,17.548522382131278,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.3,3,CTRL,10,0.16991702277380227,1.02646938118135,-0.214502555426745,0.9518721679357327,1.0971799860028095,0.20064542692404141,1.1052177429047207,-0.214502555426745,6.978368634520054,0.75,13.95552621936635,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.3,3,CTRL,25,0.14569197031191816,0.9006505616495324,-0.2155241920253601,0.8135960359291924,0.98010101867162,0.17580060142946152,0.9890139272240253,-0.21552419202536022,6.978368634520054,0.75,13.95552621936635,False,False,"H1,DD"
universe.json (56),MATCHED,10,0.5,5,HI,10,0.1042941696657631,0.8489893803078314,-0.19557025833781172,0.7411881825461571,0.9447491528435442,0.13308989703861807,0.9941618790977936,-0.1955702583378115,4.8963497070752595,0.7445921586300135,23.80873395861355,False,False,"H1,CAGR"
universe.json (56),MATCHED,10,0.5,5,HI,25,0.06553033551515441,0.5651151453334601,-0.21984641548956707,0.428913835221068,0.6814067409212522,0.09323642502277929,0.727913853949564,-0.21984641548956674,4.8963497070752595,0.7445921586300135,23.80873395861355,False,False,"H1,H2,OOS,DD,CAGR"
universe.json (56),MATCHED,10,0.5,5,LO,10,0.16525056976183183,0.8787790027199021,-0.2976772459912612,0.9708114384961974,0.8052014588886247,0.1602636589570039,0.8192377211417379,-0.2976772459912609,4.8963497070752595,0.7445921586300135,20.950989483126236,False,False,"H2,OOS,DD"
universe.json (56),MATCHED,10,0.5,5,LO,25,0.12917793421156842,0.71776742844172,-0.33275978656404914,0.8072097809664908,0.645424102550221,0.1230436140497182,0.6621059413993202,-0.3327597865640488,4.8963497070752595,0.7445921586300135,20.950989483126236,False,False,"H1,H2,OOS,DD"
universe.json (56),MATCHED,10,0.5,5,CTRL,10,0.19895119825257002,1.061751747040453,-0.24127086241029982,1.0368603499585332,1.0938352440773094,0.22453932550888656,1.0913821898255478,-0.2412708624102995,4.997972059486255,0.75,15.152862496908936,False,False,DD
universe.json (56),MATCHED,10,0.5,5,CTRL,25,0.17200999098166414,0.9402483860748073,-0.24648035869629292,0.9070258418697851,0.9775819463241513,0.19584040376193745,0.9752102453891615,-0.24648035869629314,4.997972059486255,0.75,15.152862496908936,False,False,"H1,DD"
universe.json (56),MATCHED,20,0.0,0,HI,10,0.12270841825772183,1.0271715663049852,-0.18766679991310098,1.1334573736802367,0.9480753365476243,0.1291248617541223,1.016356298830615,-0.18766679991310142,19.16336187471834,0.75,10.403110906437652,False,True,-
universe.json (56),MATCHED,20,0.0,0,HI,25,0.10532717263564129,0.8965517899689721,-0.18943251224249236,0.9952113800702923,0.8226364296732352,0.1113064629402647,0.8914205602368171,-0.18943251224249247,19.16336187471834,0.75,10.403110906437652,False,False,"H2,CAGR"
universe.json (56),MATCHED,20,0.1,2,HI,10,0.10576066821615093,0.9536123322182293,-0.18420680578084203,1.081535049568163,0.8544360468774438,0.11307857972999735,0.9612314386910216,-0.1842068057808418,17.16336187471834,0.75,12.54380725147501,False,False,CAGR
universe.json (56),MATCHED,20,0.1,2,HI,25,0.08514747987651794,0.7851777094248256,-0.20032907097748598,0.9067407117287852,0.6900111730355294,0.09161577097860274,0.7969181993189977,-0.20032907097748665,17.16336187471834,0.75,12.54380725147501,False,False,"H1,H2,OOS,CAGR"
universe.json (56),MATCHED,20,0.1,2,LO,10,0.1272029983314289,0.9906695629099886,-0.19576107474878557,1.1079375282109054,0.9038520483034167,0.13230091560959711,0.9686665293056346,-0.19576107474878535,17.16336187471834,0.75,12.341974010392043,False,True,-
