panel,cadence,chooser,book,c_window,c_5leg,close_leg_5,oos_CAGR,oos_Sharpe,oos_MaxDD,spy_oos_S,live_oos_S,CAGR,Sharpe,MaxDD,H1,H2,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos
B136,M,IS_SHARPE,MOM/20/1.0,0.0,0.0,L4_DD,0.212858448514734,1.0218027872016253,-0.33675172386421526,0.8736721309012504,1.1016867720596069,0.2209011472633009,1.1096562277644797,-0.33675172386421526,1.3341990495513736,0.935502413467969,False,False,False,False,False
B136,M,IS_LEGS,MOM/20/0.75,0.0,0.0,L4_DD,0.15892392460209437,1.0171499118739928,-0.2610525610883292,0.8736721309012504,1.1016867720596069,0.16432765610475863,1.1051657663134113,-0.26105256108832897,1.3291819893212284,0.9303199112360657,False,False,False,False,False
B136,M,IS_DD,LOWVOL/5/0.5,0.0,0.0,L2_H2|L3_OOS|L5_CAGR,0.012600876200389521,0.4163921005814731,-0.09641517297423075,0.8736721309012504,1.1016867720596069,0.019617155412190668,0.6852069184424694,-0.09641517297423141,1.1376025166856156,0.3370679538738523,False,False,False,False,False
B136,W,IS_SHARPE,MADIST/5/1.0,0.0,0.0,L4_DD,0.26635058657281685,1.0052710941237388,-0.30380599083168214,0.8736721309012504,1.1016867720596069,0.287923569502319,1.1012694149949438,-0.3167448918622332,1.2751249840018974,0.9509608659426066,False,False,False,False,False
B136,W,IS_LEGS,MADIST/10/0.5,9.814453125,7.6171875,L2_H2,0.09447832090713915,0.8666939693691122,-0.11408378396908159,0.8736721309012504,1.1016867720596069,0.10566154313126086,0.9923368598686086,-0.11408378396908236,1.2138081235214497,0.7998904736508576,False,False,False,False,False
B136,W,IS_DD,LOWVOL/5/0.5,0.0,0.0,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.006818588958958927,0.24352928298968174,-0.0937125255012442,0.8736721309012504,1.1016867720596069,0.010931342492526808,0.4001534589076849,-0.09371252550124409,0.5997359713910104,0.23835767801928054,False,False,False,False,False
U56,M,IS_SHARPE,MOM/5/1.0,0.0,0.0,L4_DD,0.21337555538082653,0.8553139625510429,-0.3460670057986599,0.8750760816641813,1.2767122316543114,0.25275839852779125,1.025017112279958,-0.34606700579866,1.2431725958810018,0.8556606200033143,False,False,False,False,False
U56,M,IS_LEGS,MOM/5/0.5,44.873046875,0.9765625,L3_OOS,0.10889288040624034,0.8393076500635148,-0.19108238305667613,0.8750760816641813,1.2767122316543114,0.1260432249444874,1.0130341430172234,-0.19108238305667613,1.2349769639534143,0.8406239876057076,False,False,False,False,False
U56,M,IS_DD,LOWVOL/5/0.5,0.0,0.0,L2_H2|L3_OOS|L5_CAGR,0.01387061022143743,0.4697472194664541,-0.08820756391312112,0.8750760816641813,1.2767122316543114,0.01982207050647311,0.7052023337225404,-0.08820756391312057,1.1299003563725372,0.36849397590490257,False,False,False,False,False
U56,W,IS_SHARPE,BAND0.08/1.0,0.0,0.0,L4_DD,0.18795757758104403,1.1762604891333832,-0.25650518242888787,0.8750760816641813,1.2767122316543114,0.17611629819487118,1.173186773423204,-0.2565051824288873,1.2660312460343295,1.1106097865578333,False,False,False,False,False
U56,W,IS_LEGS,BAND0.08/0.75,62.890625,62.890625,L4_DD,0.140436254260067,1.1769326309300505,-0.19700518098651942,0.8750760816641813,1.2767122316543114,0.13158799841428181,1.1733973363763484,-0.1970051809865193,1.2654597395538951,1.1112557830566892,True,True,True,False,False
U56,W,IS_DD,LOWVOL/20/0.5,0.0,0.0,L5_CAGR,0.04038916741857612,0.8259861334927705,-0.08602234657659968,0.8750760816641813,1.2767122316543114,0.044472177775807475,0.9069562485518472,-0.08602234657660024,1.1059726699709138,0.7239273308180264,False,False,False,False,False
