threshold,dv_only_days,dv_only_share_above,volsh_only_days,volsh_only_share_below,rho_log,ip_over_px_median,px_cut_agreement
14.357501794687717,83624,1.0,83592,1.0,0.9959955788669171,0.9984082688818506,0.977841229046501
