panel,series,cost_bps,CAGR,Sharpe,MaxDD
U56,SPY,,0.15450717694493266,0.8820107671822842,-0.33717235283398284
U56,RULES v1,0.0,0.10442384778230118,0.9780477105237233,-0.135943942404961
U56,RULES v1,10.0,0.07730300522922962,0.747063834691694,-0.1382779615448081
U56,RULES v1,25.0,0.037834702288707334,0.3992003076949502,-0.14177187688535975
SMALL,SPY,,0.15450717694493266,0.8820107671822842,-0.33717235283398284
SMALL,RULES v1,0.0,0.09792326013572539,0.7090195589449608,-0.2929797122159079
SMALL,RULES v1,10.0,0.06352093691071925,0.49230650885687877,-0.36124391639860465
SMALL,RULES v1,25.0,0.013883319212295575,0.1673350910209125,-0.4542759136476483
