group,n,winrate,auc_on_share,rho_on_share,auc_gap,rho_gap,auc_depth,rho_depth,auc_rate_inst,rho_rate_inst,auc_g_eff,rho_g_eff
ABS,108,0.48148148148148145,0.33104395604395603,-0.4034753314077202,0.18543956043956045,-0.6278208973030937,0.25274725274725274,-0.45323704728495373,0.3434065934065934,-0.389028091405827,0.7101648351648352,0.45848695304238474
QEXP,108,0.5740740740740741,0.9481065918653576,0.7040762189051684,0.8681626928471248,0.6079212857928357,0.39901823281907434,-0.057606177854956635,0.9460028050490884,0.7048007698249847,0.3159186535764376,-0.3000193103224956
QROLL,432,0.9629629629629629,0.5234375,0.2960264671168882,0.24879807692307693,0.36854006640296894,0.15384615384615385,0.2042167320435493,0.5216346153846154,0.3085403810437391,0.6256009615384616,-0.1803140556094372
POOLED,648,0.8179012345679012,0.5591941157659098,0.2042953664110456,0.47585545251039335,0.21702946432705458,0.34803325871442276,0.06575653831143609,0.5604413175567636,0.21236056127460912,0.537432043492165,-0.07901486932421141
