panel,family,con,level,cad,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,ctrl_OOS_S,v2m_OOS_S,beats_v2,beats_v2m,beats_spy,beats_ctrl,pass4a,pass4b,f4b
B136,MA-THRESH,DEGROSS,-0.25,Q,1.2156044088420448,0.13580129917386707,1.1384051662705015,-0.24163593668050243,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1283035038832874,1.12060446918127,False,True,True,True,False,False,DD
B136,MA-THRESH,RESPREAD,0.2,Q,1.4584969655039113,0.21106474661139196,1.0664525071109843,-0.2952507655794452,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1283035038832874,1.12060446918127,False,False,True,False,False,False,DD
B136,QUANTILE,DEGROSS,0.9,Q,1.1707637493305465,0.12496337696997828,1.1284481246686338,-0.22334553438842186,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1283035038832874,1.12060446918127,False,True,True,True,False,False,DD
B136,QUANTILE,RESPREAD,0.9,Q,1.170016089073704,0.13852930233666005,1.1261503071799828,-0.24650540532220688,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820239235972316,0.1545044425578177,-0.3371595330739301,1.1283035038832874,1.12060446918127,False,True,True,False,False,False,DD
SMALL439,MA-THRESH,DEGROSS,-0.4,Q,0.7368408498827737,0.07975352536349556,0.5874263980687731,-0.3246766886644833,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820106885412021,0.15450723909089636,-0.33717256775620263,0.6467213771466885,0.5664863714962136,False,True,False,False,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,MA-THRESH,RESPREAD,0.3,M,0.8874006931164304,0.24022985785064388,1.1041600612175628,-0.3077804460589927,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820106885412021,0.15450723909089636,-0.33717256775620263,0.623487716376168,0.5664863714962136,False,True,True,True,False,False,DD
SMALL439,QUANTILE,DEGROSS,0.8,Q,0.7288904889119845,0.07585537286673993,0.62247468874787,-0.28164619150257,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820106885412021,0.15450723909089636,-0.33717256775620263,0.6467213771466885,0.5664863714962136,False,True,False,False,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,QUANTILE,RESPREAD,0.8,Q,0.7262496219569461,0.09186693152643799,0.6169033768661532,-0.35072630041994146,1.2937560067718177,0.09563930926652886,-0.1189656784685903,0.8820106885412021,0.15450723909089636,-0.33717256775620263,0.6467213771466885,0.5664863714962136,False,True,False,False,False,False,"H1,H2,OOS,DD,CAGR"
U56,MA-THRESH,DEGROSS,0.3,Q,1.2402240869502081,0.010419867115684323,0.5655439867477885,-0.03380058509596817,1.2834365112057167,0.09477776188225273,-0.1189656784685903,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.161363786909302,1.2834365112057167,False,False,False,False,False,False,"H2,OOS,CAGR"
U56,MA-THRESH,RESPREAD,0.2,Q,1.4087617749438115,0.21198336025018794,0.9325993975963027,-0.32510636115067626,1.2834365112057167,0.09477776188225273,-0.1189656784685903,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.161363786909302,1.2834365112057167,False,False,True,False,False,False,DD
U56,QUANTILE,DEGROSS,0.5,M,1.2604964298408,0.07980738539876797,1.216805981845462,-0.10323053237023794,1.2834365112057167,0.09477776188225273,-0.1189656784685903,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.148844223055158,1.2834365112057167,False,False,True,True,False,False,CAGR
U56,QUANTILE,RESPREAD,0.5,M,1.2665498788630485,0.15950305839199985,1.2163948203489579,-0.1980354091219657,1.2834365112057167,0.09477776188225273,-0.1189656784685903,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.148844223055158,1.2834365112057167,False,False,True,True,False,True,-
