panel,tape,T_trade,cost,family,chooser,pick_cell,pick_t,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind
B136,FULL,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,FULL,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,FULL,W,10,DRIFT,C_ISDD,h=0.12,0.08,0.11388391168360434,1.281787112977263,-0.10130875470913758,False,True,False,True,True,L5_CAGR
B136,FULL,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.14080346271577637,1.1887901361731255,-0.17932117809093662,True,True,True,False,False,none
B136,FULL,W,25,CAL,C_ISSHARPE,R=M,0.2,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD
B136,FULL,W,25,CAL,C_ISCALMAR,R=M,0.2,0.16000021982809276,1.0575896659999244,-0.3005055444260577,False,False,False,False,False,L4_DD
B136,FULL,W,25,CAL,C_ISDD,R=W,0.08,0.10375830528059637,1.182247775838397,-0.10920420585529289,False,False,False,True,True,L5_CAGR
B136,FULL,W,25,CAL,C_ISLEGS,R=M,0.1,0.12622152484417004,1.153108153299964,-0.20337195867706515,False,False,False,False,False,L4_DD
B136,FULL,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,FULL,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,FULL,W,25,DRIFT,C_ISDD,h=0.12,0.08,0.1082348101402133,1.2230498440122561,-0.10389212898880917,False,True,False,True,True,L5_CAGR
B136,FULL,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.13863723133703454,1.1722091112839261,-0.17985605910556923,True,True,True,False,False,none
B136,FULL,W,50,CAL,C_ISSHARPE,R=M,0.2,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD
B136,FULL,W,50,CAL,C_ISCALMAR,R=M,0.2,0.15513364677260366,1.0295604383060026,-0.3010280681000247,False,False,False,False,False,L4_DD
B136,FULL,W,50,CAL,C_ISDD,R=W,0.08,0.09395400564137502,1.0783339433310144,-0.11077380100543766,False,False,False,False,True,L5_CAGR
B136,FULL,W,50,CAL,C_ISLEGS,R=M,0.1,0.1190893491828624,1.0940989511289108,-0.20451449904863672,False,False,False,False,False,L4_DD
B136,FULL,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
B136,FULL,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
B136,FULL,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.09888054335493979,1.124908530368997,-0.1082204939002801,False,False,False,False,True,L5_CAGR
B136,FULL,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.1350352512326407,1.1445420388458838,-0.18146047104808405,True,True,True,False,False,none
SMALL665,CRASH_PT,M,0,CAL,C_ISSHARPE,R=M,0.12,0.0789095931931676,0.6661927845987898,-0.22575911511379732,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,0,CAL,C_ISCALMAR,R=M,0.12,0.0789095931931676,0.6661927845987898,-0.22575911511379732,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,0,CAL,C_ISDD,R=M,0.08,0.04911788214220514,0.5859865519020397,-0.18847076418321473,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,0,CAL,C_ISLEGS,R=M,0.2,0.13298887365135648,0.7946011141058117,-0.278050658712119,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11539043810576821,0.7232675232937786,-0.2682757097584265,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11539043810576821,0.7232675232937786,-0.2682757097584265,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,0,DRIFT,C_ISDD,h=0.05,0.08,0.05212361911809493,0.6364951374635403,-0.16123674653756992,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.11539043810576821,0.7232675232937786,-0.2682757097584265,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,10,CAL,C_ISSHARPE,R=M,0.12,0.07679272026894868,0.6506539870379088,-0.22803565187034436,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,10,CAL,C_ISCALMAR,R=M,0.12,0.07679272026894868,0.6506539870379088,-0.22803565187034436,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,10,CAL,C_ISDD,R=M,0.08,0.047394410845402524,0.5675180127340406,-0.1908660184287353,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,10,CAL,C_ISLEGS,R=M,0.2,0.13112286508700333,0.7852917843592893,-0.2790168416898743,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11333713034009052,0.7125408646696115,-0.27097967277360646,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11333713034009052,0.7125408646696115,-0.27097967277360646,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,10,DRIFT,C_ISDD,h=0.05,0.08,0.04892466347145641,0.6010186047318612,-0.16470700365797375,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.11333713034009052,0.7125408646696115,-0.27097967277360646,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,CAL,C_ISSHARPE,R=M,0.2,0.12832887464173792,0.7713111190187607,-0.28046402951293614,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,CAL,C_ISCALMAR,R=M,0.2,0.12832887464173792,0.7713111190187607,-0.28046402951293614,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,CAL,C_ISDD,R=M,0.08,0.044813866091406585,0.5397582849923842,-0.1944471381239261,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,25,CAL,C_ISLEGS,R=M,0.2,0.12832887464173792,0.7713111190187607,-0.28046402951293614,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11026370194236068,0.6964371454339241,-0.2750175988884168,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11026370194236068,0.6964371454339241,-0.2750175988884168,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,25,DRIFT,C_ISDD,h=0.05,0.08,0.04414390761053966,0.5477418055899028,-0.169885941399893,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,25,DRIFT,C_ISLEGS,h=0.16,0.2,0.11026370194236068,0.6964371454339241,-0.2750175988884168,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,50,CAL,C_ISSHARPE,R=M,0.2,0.12368558884379222,0.7479680663468533,-0.2828704539692334,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,50,CAL,C_ISCALMAR,R=M,0.2,0.12368558884379222,0.7479680663468533,-0.2828704539692334,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,50,CAL,C_ISDD,R=M,0.08,0.04052536451562916,0.4933589711230463,-0.2003844270176307,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,50,CAL,C_ISLEGS,R=M,0.2,0.12368558884379222,0.7479680663468533,-0.2828704539692334,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10515869798692368,0.6695632870526189,-0.2816997001039201,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,50,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10515869798692368,0.6695632870526189,-0.2816997001039201,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,50,DRIFT,C_ISDD,h=0.16,0.08,0.04699995002473334,0.5605178138419662,-0.17738466691572552,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,M,50,DRIFT,C_ISLEGS,h=0.16,0.2,0.10515869798692368,0.6695632870526189,-0.2816997001039201,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,0,CAL,C_ISSHARPE,R=M,0.12,0.08343576735638925,0.6944944826118732,-0.2248175122275573,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,0,CAL,C_ISCALMAR,R=M,0.12,0.08343576735638925,0.6944944826118732,-0.2248175122275573,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,0,CAL,C_ISDD,R=M,0.08,0.052386908934584975,0.6160039098291672,-0.18968793344558277,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,0,CAL,C_ISLEGS,R=M,0.2,0.13847503071697598,0.8178462822867851,-0.2719391477052272,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11971093678908629,0.7443348195659694,-0.26336048758350894,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11971093678908629,0.7443348195659694,-0.26336048758350894,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,0,DRIFT,C_ISDD,h=0.05,0.08,0.05276545930085086,0.6446320992951597,-0.1555458475752809,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.11971093678908629,0.7443348195659694,-0.26336048758350894,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,10,CAL,C_ISSHARPE,R=M,0.12,0.08011595053956633,0.6703509284805176,-0.22866773127302475,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,10,CAL,C_ISCALMAR,R=M,0.2,0.13522286154159002,0.8017420511697833,-0.2738007703760801,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,10,CAL,C_ISDD,R=M,0.08,0.04974852232329896,0.5879936061897626,-0.19299957674976964,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,10,CAL,C_ISLEGS,R=M,0.2,0.13522286154159002,0.8017420511697833,-0.2738007703760801,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11657582218918816,0.7279969150416292,-0.2674156224779435,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11657582218918816,0.7279969150416292,-0.2674156224779435,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,10,DRIFT,C_ISDD,h=0.05,0.08,0.049042862483185345,0.6032386825666756,-0.15997501316897855,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.11657582218918816,0.7279969150416292,-0.2674156224779435,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,CAL,C_ISSHARPE,R=M,0.2,0.1303612592899417,0.7775724005657184,-0.27658464592834187,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,CAL,C_ISCALMAR,R=M,0.2,0.1303612592899417,0.7775724005657184,-0.27658464592834187,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,CAL,C_ISDD,R=M,0.08,0.045802663617970474,0.5459203452655722,-0.19794323611512632,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,25,CAL,C_ISLEGS,R=M,0.2,0.1303612592899417,0.7775724005657184,-0.27658464592834187,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.11188904353898166,0.7034801360594313,-0.2734572006772048,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.11188904353898166,0.7034801360594313,-0.2734572006772048,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,25,DRIFT,C_ISDD,h=0.05,0.08,0.04348307924417738,0.5410933598153297,-0.16657572839271684,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,25,DRIFT,C_ISLEGS,h=0.16,0.2,0.11188904353898166,0.7034801360594313,-0.2734572006772048,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,50,CAL,C_ISSHARPE,R=M,0.2,0.12230279884012285,0.7372583187752324,-0.28621783350528485,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,50,CAL,C_ISCALMAR,R=M,0.2,0.12230279884012285,0.7372583187752324,-0.28621783350528485,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,50,CAL,C_ISDD,R=M,0.08,0.039257372021781256,0.4756721450183163,-0.20611956757511063,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,50,CAL,C_ISLEGS,R=M,0.2,0.12230279884012285,0.7372583187752324,-0.28621783350528485,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_PT,W,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10411994324301466,0.6625956622579976,-0.2834178041763393,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,50,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10411994324301466,0.6625956622579976,-0.2834178041763393,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.03817991519472064,0.4695421593206435,-0.1824456410191989,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_PT,W,50,DRIFT,C_ISLEGS,h=0.16,0.2,0.10411994324301466,0.6625956622579976,-0.2834178041763393,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,0,CAL,C_ISSHARPE,R=M,0.12,0.070971732867525,0.6100148744832893,-0.22575911511379765,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,0,CAL,C_ISCALMAR,R=M,0.12,0.070971732867525,0.6100148744832893,-0.22575911511379765,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,0,CAL,C_ISDD,R=M,0.08,0.044211716312031024,0.5343570093617518,-0.18847076418321473,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,0,CAL,C_ISLEGS,R=M,0.2,0.1172791874801753,0.7233937299851416,-0.27805065871211865,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10816528906399081,0.6852502769975429,-0.2682757097584252,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10816528906399081,0.6852502769975429,-0.2682757097584252,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,0,DRIFT,C_ISDD,h=0.05,0.08,0.049144462152421964,0.6024907990093062,-0.16123674653756992,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.10816528906399081,0.6852502769975429,-0.2682757097584252,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,10,CAL,C_ISSHARPE,R=M,0.12,0.06888911846629076,0.5945428270749971,-0.2280356518703447,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,10,CAL,C_ISCALMAR,R=M,0.12,0.06888911846629076,0.5945428270749971,-0.2280356518703447,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,10,CAL,C_ISDD,R=M,0.08,0.04250264722263086,0.5159019288530539,-0.1908660184287353,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,10,CAL,C_ISLEGS,R=M,0.2,0.11550378523392069,0.7143047352005298,-0.27901684168987406,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10610920690266212,0.6744413001154238,-0.270979672773607,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10610920690266212,0.6744413001154238,-0.270979672773607,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,10,DRIFT,C_ISDD,h=0.05,0.08,0.0459330530398081,0.5668300501102557,-0.1647070036579742,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.10610920690266212,0.6744413001154238,-0.270979672773607,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,CAL,C_ISSHARPE,R=M,0.2,0.11284535007370455,0.7006563749342908,-0.28046402951293703,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,CAL,C_ISCALMAR,R=M,0.2,0.11284535007370455,0.7006563749342908,-0.28046402951293703,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,CAL,C_ISDD,R=M,0.08,0.03994364897793656,0.48816453592262177,-0.1944471381239261,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,25,CAL,C_ISLEGS,R=M,0.2,0.11284535007370455,0.7006563749342908,-0.28046402951293703,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10303168054838552,0.658214332417087,-0.2750175988884177,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10303168054838552,0.658214332417087,-0.2750175988884177,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,25,DRIFT,C_ISDD,h=0.05,0.08,0.041133807964596425,0.5132780106452761,-0.16988594139989155,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,25,DRIFT,C_ISLEGS,h=0.16,0.2,0.10303168054838552,0.658214332417087,-0.2750175988884177,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,CAL,C_ISSHARPE,R=M,0.2,0.10842704773668,0.6778715961092902,-0.2828704539692336,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,CAL,C_ISCALMAR,R=M,0.2,0.10842704773668,0.6778715961092902,-0.2828704539692336,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,CAL,C_ISDD,R=M,0.08,0.035690907194584565,0.4418081362530331,-0.2003844270176307,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,50,CAL,C_ISLEGS,R=M,0.2,0.10842704773668,0.6778715961092902,-0.2828704539692336,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.0979200155162292,0.6311357081398044,-0.28169970010391865,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,DRIFT,C_ISCALMAR,h=0.16,0.2,0.0979200155162292,0.6311357081398044,-0.28169970010391865,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,M,50,DRIFT,C_ISDD,h=0.16,0.08,0.04330427412670668,0.5208611417688706,-0.1773846669157253,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,M,50,DRIFT,C_ISLEGS,h=0.16,0.2,0.0979200155162292,0.6311357081398044,-0.28169970010391865,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,0,CAL,C_ISSHARPE,R=M,0.12,0.0726112528729026,0.6213034392368181,-0.2248175122275573,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,0,CAL,C_ISCALMAR,R=M,0.12,0.0726112528729026,0.6213034392368181,-0.2248175122275573,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,0,CAL,C_ISDD,R=M,0.08,0.04528163900308013,0.54488725783771,-0.18968793344558277,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,0,CAL,C_ISLEGS,R=M,0.2,0.11982140611032754,0.7354453929846526,-0.2719391477052264,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,0,DRIFT,C_ISSHARPE,h=0.16,0.2,0.1110294200312878,0.6992648444906944,-0.2633604875835094,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,0,DRIFT,C_ISCALMAR,h=0.16,0.2,0.1110294200312878,0.6992648444906944,-0.2633604875835094,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,0,DRIFT,C_ISDD,h=0.05,0.08,0.04945554052282364,0.606614394727246,-0.15554584757528045,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.1110294200312878,0.6992648444906944,-0.2633604875835094,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,10,CAL,C_ISSHARPE,R=M,0.12,0.06935132006367262,0.5970827543640524,-0.22866773127302586,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,10,CAL,C_ISCALMAR,R=M,0.2,0.11669623792124995,0.719439230991398,-0.27380077037608064,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,10,CAL,C_ISDD,R=M,0.08,0.04267337601256349,0.5167237539121289,-0.19299957674976964,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,10,CAL,C_ISLEGS,R=M,0.2,0.11669623792124995,0.719439230991398,-0.27380077037608064,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10790015053794733,0.6828230557346223,-0.2674156224779459,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10790015053794733,0.6828230557346223,-0.2674156224779459,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,10,DRIFT,C_ISDD,h=0.05,0.08,0.04571981576806872,0.5650300412124436,-0.15997501316897744,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.10790015053794733,0.6828230557346223,-0.2674156224779459,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,CAL,C_ISSHARPE,R=M,0.2,0.1120242026012177,0.6954177903287568,-0.276584645928342,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,CAL,C_ISCALMAR,R=M,0.2,0.1120242026012177,0.6954177903287568,-0.276584645928342,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,CAL,C_ISDD,R=M,0.08,0.038772519727824584,0.47442228388256424,-0.19794323611512632,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR
SMALL665,CRASH_WIDE,W,25,CAL,C_ISLEGS,R=M,0.2,0.1120242026012177,0.6954177903287568,-0.276584645928342,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10322220537343374,0.6581509684433231,-0.27345720067720525,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10322220537343374,0.6581509684433231,-0.27345720067720525,False,False,False,False,False,L2_H2|L3_OOS|L4_DD
SMALL665,CRASH_WIDE,W,25,DRIFT,C_ISDD,h=0.05,0.08,0.040140590132377696,0.5026004253438902,-0.1665757283927145,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR
