panel,gross,family,cost_bps,arm,pick,is_pick_sharpe,oos_oracle,pick_is_oracle,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_gross
U56,0.75,MA,10,SPY,150,1.0148439485486282,200,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,0.75,MA,25,ISARGMAX-RAW,150,0.9664905762937938,200,False,0.07323817153177736,1.1192808299634567,-0.10489786808539958,0.5093004351562344
U56,0.75,MA,25,ISARGMAX-PAIRDIAL,150,0.9664905762937938,200,False,0.07323817153177736,1.1192808299634567,-0.10489786808539958,0.5093004351562344
U56,0.75,MA,25,ISARGMAX-MATCHED,150,0.9664905762937938,200,False,0.08291995433604393,1.2336432698023243,-0.10809360941228807,0.5132942481530309
U56,0.75,MA,25,ADOPTED,150,0.9664905762937938,200,False,0.0841794471361903,1.2336278659855235,-0.10967028668468748,0.5209893498947487
U56,0.75,MA,25,NOTHING(RULESv2),150,0.9664905762937938,200,False,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.5368545644365049
U56,0.75,MA,25,EWALL,150,0.9664905762937938,200,False,0.13671236509806106,1.125049412500613,-0.22547618177756779,0.7502665171004191
U56,0.75,MA,25,SPY,150,0.9664905762937938,200,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,0.75,VOLCAP,10,ISARGMAX-RAW,inf,1.1042578346946679,inf,True,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.5368545644365049
U56,0.75,VOLCAP,10,ISARGMAX-PAIRDIAL,inf,1.1042578346946679,inf,True,0.09355355391981202,1.2851195037061136,-0.11838194734444618,0.5269151580657836
U56,0.75,VOLCAP,10,ISARGMAX-MATCHED,inf,1.1042578346946679,inf,True,0.08734590784327478,1.2768625494721884,-0.10924639417631066,0.5209893498947487
U56,0.75,VOLCAP,10,ADOPTED,inf,1.1042578346946679,inf,True,0.08734590784327478,1.2768625494721884,-0.10924639417631066,0.5209893498947487
U56,0.75,VOLCAP,10,NOTHING(RULESv2),inf,1.1042578346946679,inf,True,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.5368545644365049
U56,0.75,VOLCAP,10,EWALL,inf,1.1042578346946679,inf,True,0.13817415675493705,1.1357457661990906,-0.22525890947548444,0.7502665171004191
U56,0.75,VOLCAP,10,SPY,inf,1.1042578346946679,inf,True,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,0.75,VOLCAP,25,ISARGMAX-RAW,inf,1.0656893217788863,inf,True,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.5368545644365049
U56,0.75,VOLCAP,25,ISARGMAX-PAIRDIAL,inf,1.0656893217788863,inf,True,0.09067747984308672,1.2482738694340993,-0.11875285463910179,0.5269151580657836
U56,0.75,VOLCAP,25,ISARGMAX-MATCHED,inf,1.0656893217788863,inf,True,0.0841794471361903,1.2336278659855235,-0.10967028668468748,0.5209893498947487
U56,0.75,VOLCAP,25,ADOPTED,inf,1.0656893217788863,inf,True,0.0841794471361903,1.2336278659855235,-0.10967028668468748,0.5209893498947487
U56,0.75,VOLCAP,25,NOTHING(RULESv2),inf,1.0656893217788863,inf,True,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.5368545644365049
U56,0.75,VOLCAP,25,EWALL,inf,1.0656893217788863,inf,True,0.13671236509806106,1.125049412500613,-0.22547618177756779,0.7502665171004191
U56,0.75,VOLCAP,25,SPY,inf,1.0656893217788863,inf,True,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,0.75,CADENCE,10,ISARGMAX-RAW,M,1.0202479858578226,D,False,0.08984907879487092,1.2425690576851696,-0.1346778711501191,0.521197102154324
U56,0.75,CADENCE,10,ISARGMAX-PAIRDIAL,M,1.0202479858578226,D,False,0.08978393498676707,1.2425669648770357,-0.13458745395729266,0.5208277221092775
U56,0.75,CADENCE,10,ISARGMAX-MATCHED,M,1.0202479858578226,D,False,0.08734590784327478,1.2768625494721884,-0.10924639417631066,0.5209893498947487
U56,0.75,CADENCE,10,ADOPTED,M,1.0202479858578226,D,False,0.08734590784327478,1.2768625494721884,-0.10924639417631066,0.5209893498947487
U56,0.75,CADENCE,10,NOTHING(RULESv2),M,1.0202479858578226,D,False,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.5368545644365049
U56,0.75,CADENCE,10,EWALL,M,1.0202479858578226,D,False,0.13817415675493705,1.1357457661990906,-0.22525890947548444,0.7502665171004191
U56,0.75,CADENCE,10,SPY,M,1.0202479858578226,D,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,0.75,CADENCE,25,ISARGMAX-RAW,M,0.991825179182088,D,False,0.08758769788456866,1.213635622935406,-0.1349881905355943,0.521197102154324
U56,0.75,CADENCE,25,ISARGMAX-PAIRDIAL,M,0.991825179182088,D,False,0.08752427595505186,1.2136332064187603,-0.13489758537601138,0.5208277221092775
U56,0.75,CADENCE,25,ISARGMAX-MATCHED,M,0.991825179182088,D,False,0.0841794471361903,1.2336278659855235,-0.10967028668468748,0.5209893498947487
U56,0.75,CADENCE,25,ADOPTED,M,0.991825179182088,D,False,0.0841794471361903,1.2336278659855235,-0.10967028668468748,0.5209893498947487
U56,0.75,CADENCE,25,NOTHING(RULESv2),M,0.991825179182088,D,False,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.5368545644365049
U56,0.75,CADENCE,25,EWALL,M,0.991825179182088,D,False,0.13671236509806106,1.125049412500613,-0.22547618177756779,0.7502665171004191
U56,0.75,CADENCE,25,SPY,M,0.991825179182088,D,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,BAND,10,ISARGMAX-RAW,0.1,1.0600903739308813,0.03,False,0.1093433656983196,1.1713497280917489,-0.14809972484240397,0.6543910219543555
U56,1.0,BAND,10,ISARGMAX-PAIRDIAL,0.1,1.0600903739308813,0.03,False,0.10897164784140267,1.1713599116513966,-0.14762033354205706,0.6521910811727556
U56,1.0,BAND,10,ISARGMAX-MATCHED,0.1,1.0600903739308813,0.03,False,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,BAND,10,ADOPTED,0.1,1.0600903739308813,0.03,False,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,BAND,10,NOTHING(RULESv2),0.1,1.0600903739308813,0.03,False,0.1277802093489815,1.2843753698428795,-0.15910992922046197,0.7155941284121958
U56,1.0,BAND,10,EWALL,0.1,1.0600903739308813,0.03,False,0.1847475372703109,1.1353160287711217,-0.29179000341006256,1.0
U56,1.0,BAND,10,SPY,0.1,1.0600903739308813,0.03,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,BAND,25,ISARGMAX-RAW,0.1,1.0360949874505196,0.03,False,0.10654378564189093,1.1438785078882996,-0.14834501663886646,0.6543910219543555
U56,1.0,BAND,25,ISARGMAX-PAIRDIAL,0.1,1.0360949874505196,0.03,False,0.10618217290530119,1.143886070552481,-0.14786502522408518,0.6521910811727556
U56,1.0,BAND,25,ISARGMAX-MATCHED,0.1,1.0360949874505196,0.03,False,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,BAND,25,ADOPTED,0.1,1.0360949874505196,0.03,False,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,BAND,25,NOTHING(RULESv2),0.1,1.0360949874505196,0.03,False,0.12377402254866632,1.2477460410371628,-0.15958973197389015,0.7155941284121958
U56,1.0,BAND,25,EWALL,0.1,1.0360949874505196,0.03,False,0.18273997872988024,1.124746719733084,-0.2920302228438909,1.0
U56,1.0,BAND,25,SPY,0.1,1.0360949874505196,0.03,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,MA,10,ISARGMAX-RAW,150,1.0154344361269414,200,False,0.1027716263756111,1.1708191344664174,-0.13785987028689461,0.6789134568961416
U56,1.0,MA,10,ISARGMAX-PAIRDIAL,150,1.0154344361269414,200,False,0.1027716263756111,1.1708191344664174,-0.13785987028689461,0.6789134568961416
U56,1.0,MA,10,ISARGMAX-MATCHED,150,1.0154344361269414,200,False,0.11522616606672109,1.2761700060533656,-0.14227164254398839,0.6842180377217573
U56,1.0,MA,10,ADOPTED,150,1.0154344361269414,200,False,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,MA,10,NOTHING(RULESv2),150,1.0154344361269414,200,False,0.1277802093489815,1.2843753698428795,-0.15910992922046197,0.7155941284121958
U56,1.0,MA,10,EWALL,150,1.0154344361269414,200,False,0.1847475372703109,1.1353160287711217,-0.29179000341006256,1.0
U56,1.0,MA,10,SPY,150,1.0154344361269414,200,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,MA,25,ISARGMAX-RAW,150,0.9673301113990651,200,False,0.09779516761793783,1.1188728918596296,-0.13858034797582086,0.6789134568961416
U56,1.0,MA,25,ISARGMAX-PAIRDIAL,150,0.9673301113990651,200,False,0.09779516761793783,1.1188728918596296,-0.13858034797582086,0.6789134568961416
U56,1.0,MA,25,ISARGMAX-MATCHED,150,0.9673301113990651,200,False,0.11098127363651633,1.2331493599689503,-0.14280886827839667,0.6842180377217573
U56,1.0,MA,25,ADOPTED,150,0.9673301113990651,200,False,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,MA,25,NOTHING(RULESv2),150,0.9673301113990651,200,False,0.12377402254866632,1.2477460410371628,-0.15958973197389015,0.7155941284121958
U56,1.0,MA,25,EWALL,150,0.9673301113990651,200,False,0.18273997872988024,1.124746719733084,-0.2920302228438909,1.0
U56,1.0,MA,25,SPY,150,0.9673301113990651,200,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,VOLCAP,10,ISARGMAX-RAW,inf,1.1047296640434487,inf,True,0.1277802093489815,1.2843753698428795,-0.15910992922046197,0.7155941284121958
U56,1.0,VOLCAP,10,ISARGMAX-PAIRDIAL,inf,1.1047296640434487,inf,True,0.1253706029746975,1.2844335954100123,-0.15628382657477702,0.7023685322205204
U56,1.0,VOLCAP,10,ISARGMAX-MATCHED,inf,1.1047296640434487,inf,True,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,VOLCAP,10,ADOPTED,inf,1.1047296640434487,inf,True,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,VOLCAP,10,NOTHING(RULESv2),inf,1.1047296640434487,inf,True,0.1277802093489815,1.2843753698428795,-0.15910992922046197,0.7155941284121958
U56,1.0,VOLCAP,10,EWALL,inf,1.1047296640434487,inf,True,0.1847475372703109,1.1353160287711217,-0.29179000341006256,1.0
U56,1.0,VOLCAP,10,SPY,inf,1.1047296640434487,inf,True,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,VOLCAP,25,ISARGMAX-RAW,inf,1.0663993271724395,inf,True,0.12377402254866632,1.2477460410371628,-0.15958973197389015,0.7155941284121958
U56,1.0,VOLCAP,25,ISARGMAX-PAIRDIAL,inf,1.0663993271724395,inf,True,0.12144618418267883,1.2477966775057738,-0.15675620806762447,0.7023685322205204
U56,1.0,VOLCAP,25,ISARGMAX-MATCHED,inf,1.0663993271724395,inf,True,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,VOLCAP,25,ADOPTED,inf,1.0663993271724395,inf,True,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,VOLCAP,25,NOTHING(RULESv2),inf,1.0663993271724395,inf,True,0.12377402254866632,1.2477460410371628,-0.15958973197389015,0.7155941284121958
U56,1.0,VOLCAP,25,EWALL,inf,1.0663993271724395,inf,True,0.18273997872988024,1.124746719733084,-0.2920302228438909,1.0
U56,1.0,VOLCAP,25,SPY,inf,1.0663993271724395,inf,True,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,CADENCE,10,ISARGMAX-RAW,M,1.022773884238217,D,False,0.1205021797214123,1.243502061330935,-0.176177012699696,0.6937883499436645
U56,1.0,CADENCE,10,ISARGMAX-PAIRDIAL,M,1.022773884238217,D,False,0.1205021797214123,1.243502061330935,-0.176177012699696,0.6937883499436645
U56,1.0,CADENCE,10,ISARGMAX-MATCHED,M,1.022773884238217,D,False,0.11697275443136435,1.2761224790772066,-0.14431333776909183,0.6944039643041705
U56,1.0,CADENCE,10,ADOPTED,M,1.022773884238217,D,False,0.11698357539279791,1.2761221830662852,-0.14432597729143337,0.6944670573732269
U56,1.0,CADENCE,10,NOTHING(RULESv2),M,1.022773884238217,D,False,0.1277802093489815,1.2843753698428795,-0.15910992922046197,0.7155941284121958
U56,1.0,CADENCE,10,EWALL,M,1.022773884238217,D,False,0.1847475372703109,1.1353160287711217,-0.29179000341006256,1.0
U56,1.0,CADENCE,10,SPY,M,1.022773884238217,D,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
U56,1.0,CADENCE,25,ISARGMAX-RAW,M,0.994472027750479,D,False,0.11741215555380968,1.2146721144878048,-0.17657124574976168,0.6937883499436645
U56,1.0,CADENCE,25,ISARGMAX-PAIRDIAL,M,0.994472027750479,D,False,0.11741215555380968,1.2146721144878048,-0.17657124574976168,0.6937883499436645
U56,1.0,CADENCE,25,ISARGMAX-MATCHED,M,0.994472027750479,D,False,0.11265865404963193,1.233109762601759,-0.14485735939962374,0.6944039643041705
U56,1.0,CADENCE,25,ADOPTED,M,0.994472027750479,D,False,0.11266904556774349,1.23310951366021,-0.14487004092801092,0.6944670573732269
U56,1.0,CADENCE,25,NOTHING(RULESv2),M,0.994472027750479,D,False,0.12377402254866632,1.2477460410371628,-0.15958973197389015,0.7155941284121958
U56,1.0,CADENCE,25,EWALL,M,0.994472027750479,D,False,0.18273997872988024,1.124746719733084,-0.2920302228438909,1.0
U56,1.0,CADENCE,25,SPY,M,0.994472027750479,D,False,0.15450717694493354,0.8820109845896832,-0.33717289200673795,1.0
B136,0.75,BAND,10,ISARGMAX-RAW,0.1,1.1140299204672999,0.01,False,0.07676502458880452,1.0617943903265195,-0.14034880888095147,0.5107014457894374
B136,0.75,BAND,10,ISARGMAX-PAIRDIAL,0.1,1.1140299204672999,0.01,False,0.07482980561348795,1.061896118521818,-0.13694205469825527,0.49786062851198176
B136,0.75,BAND,10,ISARGMAX-MATCHED,0.1,1.1140299204672999,0.01,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,BAND,10,ADOPTED,0.1,1.1140299204672999,0.01,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,BAND,10,NOTHING(RULESv2),0.1,1.1140299204672999,0.01,False,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.5283837028248269
B136,0.75,BAND,10,EWALL,0.1,1.1140299204672999,0.01,False,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502241812204655
B136,0.75,BAND,10,SPY,0.1,1.1140299204672999,0.01,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,BAND,25,ISARGMAX-RAW,0.1,1.09150801711957,0.1,True,0.07458578083369294,1.0335624424981247,-0.14056322913478192,0.5107014457894374
B136,0.75,BAND,25,ISARGMAX-PAIRDIAL,0.1,1.09150801711957,0.1,True,0.07270712643900046,1.0336339597473798,-0.13715266980062768,0.49786062851198176
B136,0.75,BAND,25,ISARGMAX-MATCHED,0.1,1.09150801711957,0.1,True,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,BAND,25,ADOPTED,0.1,1.09150801711957,0.1,True,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,BAND,25,NOTHING(RULESv2),0.1,1.09150801711957,0.1,True,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.5283837028248269
B136,0.75,BAND,25,EWALL,0.1,1.09150801711957,0.1,True,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502241812204655
B136,0.75,BAND,25,SPY,0.1,1.09150801711957,0.1,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,MA,10,ISARGMAX-RAW,150,1.077500016958489,200,False,0.06601234416683455,1.0118500785228717,-0.11271894873719823,0.5022956481813434
B136,0.75,MA,10,ISARGMAX-PAIRDIAL,150,1.077500016958489,200,False,0.06601234416683455,1.0118500785228717,-0.11271894873719823,0.5022956481813434
B136,0.75,MA,10,ISARGMAX-MATCHED,150,1.077500016958489,200,False,0.07182237370342825,1.0802936098189864,-0.11451239167884053,0.5058034423606635
B136,0.75,MA,10,ADOPTED,150,1.077500016958489,200,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,MA,10,NOTHING(RULESv2),150,1.077500016958489,200,False,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.5283837028248269
B136,0.75,MA,10,EWALL,150,1.077500016958489,200,False,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502241812204655
B136,0.75,MA,10,SPY,150,1.077500016958489,200,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,MA,25,ISARGMAX-RAW,150,1.029993045701628,300,False,0.062007376275371895,0.9542569228334109,-0.11335277870398008,0.5022956481813434
B136,0.75,MA,25,ISARGMAX-PAIRDIAL,150,1.029993045701628,300,False,0.062007376275371895,0.9542569228334109,-0.11335277870398008,0.5022956481813434
B136,0.75,MA,25,ISARGMAX-MATCHED,150,1.029993045701628,300,False,0.0683394163905453,1.0311719737732372,-0.11497223827079806,0.5058034423606635
B136,0.75,MA,25,ADOPTED,150,1.029993045701628,300,False,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,MA,25,NOTHING(RULESv2),150,1.029993045701628,300,False,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.5283837028248269
B136,0.75,MA,25,EWALL,150,1.029993045701628,300,False,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502241812204655
B136,0.75,MA,25,SPY,150,1.029993045701628,300,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,VOLCAP,10,ISARGMAX-RAW,1.5,1.0923658454557374,inf,False,0.07974344260624622,1.1174797954990308,-0.12240793860208021,0.5283278321349073
B136,0.75,VOLCAP,10,ISARGMAX-PAIRDIAL,1.5,1.0923658454557374,inf,False,0.078628457234025,1.1175221597303067,-0.12075471352830058,0.520979262228626
B136,0.75,VOLCAP,10,ISARGMAX-MATCHED,1.5,1.0923658454557374,inf,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,VOLCAP,10,ADOPTED,1.5,1.0923658454557374,inf,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,VOLCAP,10,NOTHING(RULESv2),1.5,1.0923658454557374,inf,False,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.5283837028248269
B136,0.75,VOLCAP,10,EWALL,1.5,1.0923658454557374,inf,False,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502241812204655
B136,0.75,VOLCAP,10,SPY,1.5,1.0923658454557374,inf,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,VOLCAP,25,ISARGMAX-RAW,1.5,1.0535279288453314,inf,False,0.07634476717801597,1.0729888191603467,-0.12284879701089035,0.5283278321349073
B136,0.75,VOLCAP,25,ISARGMAX-PAIRDIAL,1.5,1.0535279288453314,inf,False,0.07527948163702636,1.0730163468171254,-0.12119030797907904,0.520979262228626
B136,0.75,VOLCAP,25,ISARGMAX-MATCHED,1.5,1.0535279288453314,inf,False,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,VOLCAP,25,ADOPTED,1.5,1.0535279288453314,inf,False,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,VOLCAP,25,NOTHING(RULESv2),1.5,1.0535279288453314,inf,False,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.5283837028248269
B136,0.75,VOLCAP,25,EWALL,1.5,1.0535279288453314,inf,False,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502241812204655
B136,0.75,VOLCAP,25,SPY,1.5,1.0535279288453314,inf,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,CADENCE,10,ISARGMAX-RAW,M,1.0618583588397041,D,False,0.07953769076949979,1.090380507616836,-0.15355522747414063,0.5166235919597094
B136,0.75,CADENCE,10,ISARGMAX-PAIRDIAL,M,1.0618583588397041,D,False,0.07953769076949979,1.090380507616836,-0.15355522747414063,0.5166235919597094
B136,0.75,CADENCE,10,ISARGMAX-MATCHED,M,1.0618583588397041,D,False,0.0733835620706742,1.080220878794386,-0.11692685908982203,0.5167744016323859
B136,0.75,CADENCE,10,ADOPTED,M,1.0618583588397041,D,False,0.0734016220506799,1.080220034800582,-0.1169547725010518,0.5169013147178058
B136,0.75,CADENCE,10,NOTHING(RULESv2),M,1.0618583588397041,D,False,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.5283837028248269
B136,0.75,CADENCE,10,EWALL,M,1.0618583588397041,D,False,0.13933574083806333,1.1022031339130582,-0.2537106610635026,0.7502241812204655
B136,0.75,CADENCE,10,SPY,M,1.0618583588397041,D,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,0.75,CADENCE,25,ISARGMAX-RAW,M,1.0341733954888364,M,True,0.07701779791154406,1.058330242982651,-0.15390489420673503,0.5166235919597094
B136,0.75,CADENCE,25,ISARGMAX-PAIRDIAL,M,1.0341733954888364,M,True,0.07701779791154406,1.058330242982651,-0.15390489420673503,0.5166235919597094
B136,0.75,CADENCE,25,ISARGMAX-MATCHED,M,1.0341733954888364,M,True,0.06982145168276155,1.03112253531367,-0.11739538640383418,0.5167744016323859
B136,0.75,CADENCE,25,ADOPTED,M,1.0341733954888364,M,True,0.06983859492803979,1.0311219578139155,-0.11742339992485074,0.5169013147178058
B136,0.75,CADENCE,25,NOTHING(RULESv2),M,1.0341733954888364,M,True,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.5283837028248269
B136,0.75,CADENCE,25,EWALL,M,1.0341733954888364,M,True,0.13778891144087635,1.0913501695849346,-0.25391347869315706,0.7502241812204655
B136,0.75,CADENCE,25,SPY,M,1.0341733954888364,M,True,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,1.0,BAND,10,ISARGMAX-RAW,0.1,1.115026325375173,0.01,False,0.10239578104860825,1.0603608286314699,-0.18487968508237207,0.6808017118869347
B136,1.0,BAND,10,ISARGMAX-PAIRDIAL,0.1,1.115026325375173,0.01,False,0.09981954207068511,1.0605126049228004,-0.18045213608759458,0.6636971358624059
B136,1.0,BAND,10,ISARGMAX-MATCHED,0.1,1.115026325375173,0.01,False,0.0978948841107612,1.0790013680027384,-0.15445825226178633,0.6890810130127734
B136,1.0,BAND,10,ADOPTED,0.1,1.115026325375173,0.01,False,0.0978948841107612,1.0790013680027384,-0.15445825226178633,0.6890810130127734
B136,1.0,BAND,10,NOTHING(RULESv2),0.1,1.115026325375173,0.01,False,0.10658557013582604,1.1174115114630112,-0.1615773477730451,0.7043744001737702
B136,1.0,BAND,10,EWALL,0.1,1.115026325375173,0.01,False,0.1859250895188882,1.100579361004539,-0.32721478414341376,1.0
B136,1.0,BAND,10,SPY,0.1,1.115026325375173,0.01,False,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.0
B136,1.0,BAND,25,ISARGMAX-RAW,0.1,1.0928290102126341,0.1,True,0.09945028868204786,1.0324434413851853,-0.1851391079597462,0.6808017118869347
B136,1.0,BAND,25,ISARGMAX-PAIRDIAL,0.1,1.0928290102126341,0.1,True,0.0969527760097122,1.032571325748004,-0.1807073578336138,0.6636971358624059
B136,1.0,BAND,25,ISARGMAX-MATCHED,0.1,1.0928290102126341,0.1,True,0.09306097351910636,1.0301754646396823,-0.15505799222752015,0.6890810130127734
B136,1.0,BAND,25,ADOPTED,0.1,1.0928290102126341,0.1,True,0.09306097351910636,1.0301754646396823,-0.15505799222752015,0.6890810130127734
B136,1.0,BAND,25,NOTHING(RULESv2),0.1,1.0928290102126341,0.1,True,0.10196602593399073,1.0731857152180366,-0.16213977549982772,0.7043744001737702
B136,1.0,BAND,25,EWALL,0.1,1.0928290102126341,0.1,True,0.18380555262326337,1.0898873739634305,-0.32744194874295707,1.0
