panel,gate,bps,pick,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ladder_OOS,ladder_OOS_CAGR,ladder_OOS_MaxDD,anchor_c,anchor_OOS,oos_best_c,oos_best_OOS,regret,vs_ladder
U56,False,0,1.0,1.0975677704909355,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.5,1.0555090167138736,0.0,1.16559189681939,0.20291675175107426,0.0
U56,False,10,1.0,1.0975677704909355,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.5,1.0382205420094712,0.25,1.1036647606963323,0.1409896156280167,0.0
U56,False,25,1.0,1.0975677704909355,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.9626751450683156,0.21341160114605318,-0.3511873264206906,0.5,1.0122764738440984,0.25,1.0483901517155203,0.08571500664720466,0.0
U56,True,0,0.25,0.7406205498219988,1.2238696573497125,0.10008520940946397,-0.13053977382571724,0.9581667762233811,0.15057771170178724,-0.25625778547521416,0.5,1.1905863500981169,0.25,1.2238696573497125,0.0,0.26570288112633145
U56,True,10,0.4,0.6850328115745822,1.1727106972797667,0.11612971511499892,-0.15589825194163942,0.9571895716775523,0.15586482709106209,-0.2650713297096905,0.5,1.1634239398315755,0.25,1.178266826926137,0.0055561296463702,0.21552112560221448
U56,True,25,0.8,0.6191818211003811,1.1116540940022581,0.1659447286759339,-0.2206568530152131,0.9570621997753328,0.17033164840555548,-0.28791642220664126,0.5,1.122582395907862,0.5,1.122582395907862,0.010928301905603899,0.15459189422692532
B136,False,0,1.0,1.0973999780468462,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.5,1.0556966982686575,0.0,1.1665304916168493,0.2038349170120458,0.0
B136,False,10,1.0,1.0973999780468462,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.5,1.0384071628486586,0.25,1.1040803343614465,0.141384759756643,0.0
B136,False,25,1.0,1.0973999780468462,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.9626955746048035,0.21341476815801164,-0.3512012432804261,0.5,1.0124615111297313,0.25,1.0487972892410677,0.08610171463626426,0.0
B136,True,0,0.25,0.7396698004440325,1.2243976527629836,0.1001100677979041,-0.13050323276059117,0.9581833208344082,0.1505544575116673,-0.25621967170500637,0.5,1.1908442354057867,0.25,1.2243976527629836,0.0,0.26621433192857547
B136,True,10,0.4,0.6845116767425438,1.1730514985743783,0.1161493038494168,-0.1558680350674123,0.9572062212883619,0.1558466379081216,-0.26504117530828164,0.5,1.1636762718487579,0.25,1.1787815293172996,0.005730030742921333,0.21584527728601643
B136,True,25,0.8,0.619050233903298,1.1117327388370284,0.16594955999110805,-0.22064125218460118,0.9570803969462499,0.17032702727072824,-0.2879190454178434,0.5,1.1228264515156787,0.4,1.1228468070395443,0.011114068202515925,0.15465234189077848
