panel,cadence,chooser,book,gross,IS_Sharpe,IS_pct,IS_pass4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,OOS_pass4b,OOS_pass4a,kind
U56,W,C_IS4B,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,ROT
U56,W,C_ISSHARPE,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,ROT
U56,W,C_ISPCT,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,ROT
U56,M,C_IS4B,TOP5,0.5,1.2769317256578516,,True,0.10456748124466153,0.8141342436803186,-0.19108238464740146,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,ROT
U56,M,C_ISSHARPE,TOP5,1.0,1.282691859651509,99.0,False,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,ROT
U56,M,C_ISPCT,TOP5,0.75,1.2798988951942742,100.0,False,0.15528350227622734,0.8226106484111861,-0.27242453376223486,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,ROT
U56,Q,C_IS4B,TOP10,0.5,1.1513764198226546,,True,0.09359620909160049,0.8456005413155426,-0.1680340566526537,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,ROT
U56,Q,C_ISSHARPE,TOP5,1.0,1.3039655962935717,95.5,False,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,ROT
U56,Q,C_ISPCT,TOP5,0.75,1.3006308861099647,98.0,False,0.09227702618639988,0.5343157636444822,-0.29381257949538286,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,False,False,False,ROT
B136,W,C_IS4B,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,ROT
B136,W,C_ISSHARPE,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,ROT
B136,W,C_ISPCT,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,ROT
B136,M,C_IS4B,TOP20,0.75,1.233933066690385,99.5,True,0.15548074428192016,1.0002065660795347,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,ROT
B136,M,C_ISSHARPE,TOP20,1.0,1.238972983211927,100.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,ROT
B136,M,C_ISPCT,TOP20,1.0,1.238972983211927,100.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,ROT
B136,Q,C_IS4B,TOP5,0.5,1.4283882387245455,,True,0.1184854641409483,0.8219864127004447,-0.1993317858865833,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,True,False,False,ROT
B136,Q,C_ISSHARPE,TOP5,1.0,1.4342007765335758,100.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,ROT
B136,Q,C_ISPCT,TOP5,1.0,1.4342007765335758,100.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,ROT
SMALL663,W,C_IS4B,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,ROT
SMALL663,W,C_ISSHARPE,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,ROT
SMALL663,W,C_ISPCT,BAND03,1.0,0.8616474391412295,100.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,ROT
SMALL663,M,C_IS4B,BAND03,1.0,0.9950846134154057,79.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,ROT
SMALL663,M,C_ISSHARPE,BAND03,1.0,0.9950846134154057,79.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,ROT
