panel,cadence,chooser,book,gross,IS_Sharpe,IS_pct,IS_pass4b,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,OOS_pass4b,OOS_pass4a,kind
SMALL663,M,C_ISPCT,EWELIG,0.75,0.9056318530440114,100.0,False,0.04764719750030255,0.40829176991927,-0.3864510519203487,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,ROT
SMALL663,Q,C_IS4B,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,ROT
SMALL663,Q,C_ISSHARPE,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,ROT
SMALL663,Q,C_ISPCT,EWELIG,0.75,0.8716095839510862,100.0,False,0.04615141803497114,0.3953450226642345,-0.35540231471277783,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,ROT
U56,W,C_IS4B,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,MID
U56,W,C_ISSHARPE,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,MID
U56,W,C_ISPCT,BAND03,1.0,1.1047430247335037,100.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,MID
U56,M,C_IS4B,TOP5,0.5,1.2769317256578516,,True,0.10456748124466153,0.8141342436803186,-0.19108238464740146,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,MID
U56,M,C_ISSHARPE,TOP5,1.0,1.282691859651509,97.5,False,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,MID
U56,M,C_ISPCT,TOP5,1.0,1.282691859651509,97.5,False,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,MID
U56,Q,C_IS4B,TOP10,0.5,1.1513764198226546,,True,0.09359620909160049,0.8456005413155426,-0.1680340566526537,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,MID
U56,Q,C_ISSHARPE,TOP5,1.0,1.3039655962935717,93.5,False,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,MID
U56,Q,C_ISPCT,TOP5,0.75,1.3006308861099647,96.5,False,0.09227702618639988,0.5343157636444822,-0.29381257949538286,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,False,False,False,MID
B136,W,C_IS4B,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,MID
B136,W,C_ISSHARPE,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,MID
B136,W,C_ISPCT,BAND03,1.0,1.0927413254606884,100.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,MID
B136,M,C_IS4B,TOP20,0.75,1.233933066690385,98.5,True,0.15548074428192016,1.0002065660795347,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,MID
B136,M,C_ISSHARPE,TOP20,1.0,1.238972983211927,99.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,MID
B136,M,C_ISPCT,TOP20,1.0,1.238972983211927,99.0,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,MID
B136,Q,C_IS4B,TOP5,0.5,1.4283882387245455,,True,0.1184854641409483,0.8219864127004447,-0.1993317858865833,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,True,False,False,MID
B136,Q,C_ISSHARPE,TOP5,1.0,1.4342007765335758,99.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,MID
B136,Q,C_ISPCT,TOP10,0.75,1.3681471988468368,99.5,False,0.14135772498500287,0.7929245552032385,-0.2861259748354531,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,MID
SMALL663,W,C_IS4B,BAND03,1.0,0.8616474391412295,80.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,MID
SMALL663,W,C_ISSHARPE,BAND03,1.0,0.8616474391412295,80.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,MID
SMALL663,W,C_ISPCT,TOP10,0.75,0.5758672582278017,84.5,False,0.06859874709675706,0.425947773585512,-0.30483100226467374,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,MID
SMALL663,M,C_IS4B,BAND03,1.0,0.9950846134154057,69.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,MID
SMALL663,M,C_ISSHARPE,BAND03,1.0,0.9950846134154057,69.0,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,MID
SMALL663,M,C_ISPCT,EWELIG,0.75,0.9056318530440114,82.5,False,0.04764719750030255,0.40829176991927,-0.3864510519203487,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,MID
SMALL663,Q,C_IS4B,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,MID
SMALL663,Q,C_ISSHARPE,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,MID
SMALL663,Q,C_ISPCT,EWELIG,0.75,0.8716095839510862,56.00000000000001,False,0.04615141803497114,0.3953450226642345,-0.35540231471277783,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,MID
U56,W,C_IS4B,BAND03,1.0,1.1047430247335037,84.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,FIX
U56,W,C_ISSHARPE,BAND03,1.0,1.1047430247335037,84.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,FIX
U56,W,C_ISPCT,BAND03,1.0,1.1047430247335037,84.0,False,0.1266852163572325,1.2755286548566704,-0.15910997512978242,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,True,True,True,True,True,False,FIX
U56,M,C_IS4B,TOP5,0.5,1.2769317256578516,,True,0.10456748124466153,0.8141342436803186,-0.19108238464740146,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,FIX
U56,M,C_ISSHARPE,TOP5,1.0,1.282691859651509,93.0,False,0.2045409844219146,0.8310364741047207,-0.34606700062524387,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,FIX
U56,M,C_ISPCT,TOP5,0.75,1.2798988951942742,94.5,False,0.15528350227622734,0.8226106484111861,-0.27242453376223486,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,FIX
U56,Q,C_IS4B,TOP10,0.5,1.1513764198226546,,True,0.09359620909160049,0.8456005413155426,-0.1680340566526537,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,True,False,False,False,FIX
U56,Q,C_ISSHARPE,TOP5,1.0,1.3039655962935717,100.0,False,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,FIX
U56,Q,C_ISPCT,TOP5,1.0,1.3039655962935717,100.0,False,0.11806444743968791,0.5452756000615002,-0.3847875725918466,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271624,1.2762297973468626,-0.12054949323437059,True,False,False,False,True,False,False,FIX
B136,W,C_IS4B,BAND03,1.0,1.0927413254606884,12.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,FIX
B136,W,C_ISSHARPE,BAND03,1.0,1.0927413254606884,12.0,True,0.1052418687479828,1.1048029424254948,-0.16157983013208965,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,True,False,False,False,FIX
B136,W,C_ISPCT,TOP5,0.75,0.9965822157518779,47.0,False,0.15464805648870827,0.7896215169293144,-0.23360402627654597,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,FIX
B136,M,C_IS4B,TOP20,0.75,1.233933066690385,8.5,True,0.15548074428192016,1.0002065660795347,-0.26105256108832897,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,FIX
B136,M,C_ISSHARPE,TOP20,1.0,1.238972983211927,6.5,False,0.20808598369273268,1.0049127553375177,-0.33675172386421537,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,FIX
B136,M,C_ISPCT,TOP5,0.75,1.1869181623065899,73.5,False,0.2611292650565973,1.1407148968936673,-0.31250710871244747,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,True,True,False,True,False,False,FIX
B136,Q,C_IS4B,TOP5,0.5,1.4283882387245455,,True,0.1184854641409483,0.8219864127004447,-0.1993317858865833,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,True,True,False,False,FIX
B136,Q,C_ISSHARPE,TOP5,1.0,1.4342007765335758,98.0,False,0.23234027369728372,0.8526107971291793,-0.36611212470561405,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,FIX
B136,Q,C_ISPCT,TOP5,0.75,1.4315009968253127,100.0,False,0.17605813389690383,0.8377139069642102,-0.28627132368997743,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.1058878697278782,-0.12240985403190019,True,False,False,False,True,False,False,FIX
SMALL663,W,C_IS4B,BAND03,1.0,0.8616474391412295,0.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,FIX
SMALL663,W,C_ISSHARPE,BAND03,1.0,0.8616474391412295,0.0,False,0.04917529456107328,0.5597606946736629,-0.1819059106694071,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,True,False,False,False,FIX
SMALL663,W,C_ISPCT,TOP10,0.75,0.5758672582278017,16.5,False,0.06859874709675706,0.425947773585512,-0.30483100226467374,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,FIX
SMALL663,M,C_IS4B,BAND03,1.0,0.9950846134154057,37.5,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,FIX
SMALL663,M,C_ISSHARPE,BAND03,1.0,0.9950846134154057,37.5,True,0.05428771776202623,0.5949577673970079,-0.21938476996989054,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,False,False,False,False,FIX
SMALL663,M,C_ISPCT,EWELIG,1.0,0.9082767144341907,90.0,False,0.05954569410175381,0.40577428336619553,-0.49354394593551876,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,FIX
SMALL663,Q,C_IS4B,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,FIX
SMALL663,Q,C_ISSHARPE,BAND03,0.5,0.9162600323122163,,False,0.02413356821526369,0.47652625792251757,-0.16237260138911092,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,True,False,False,True,False,False,False,FIX
SMALL663,Q,C_ISPCT,EWELIG,0.75,0.8716095839510862,82.0,False,0.04615141803497114,0.3953450226642345,-0.35540231471277783,0.1533169996349668,0.8767142096853177,-0.3371725677562022,0.03752405306780848,0.5600309393103651,-0.13891550852292334,False,False,False,False,False,False,False,FIX
