panel,window,floor,n_clear,best_gross,best_holds,best_CAGR,best_margin_pp
U56,FULL,0.10597142790038894,13,0.85,5,0.2553899374210227,14.941850952063373
U56,IS,0.10471157250205347,10,0.85,5,0.24852734562666035,14.381577312460687
U56,OOS,0.10700876349880425,14,0.85,5,0.2610606356791436,15.405187218033936
B136,FULL,0.10586020506004694,13,0.85,5,0.24414153656825288,13.828133150820593
B136,IS,0.10471833401393035,14,0.85,5,0.2373807629543101,13.266242894037974
B136,OOS,0.106800269687641,13,0.85,5,0.24972793454205844,14.292766485441744
