panel,family,thr,depth,bps,kind,dSharpe,turnover,pass4b
BROAD136,DDCTL,0.06,0.5,25,real,-0.10741588211757513,13.108421228917555,0.0
BROAD136,DDCTL,0.06,1.0,10,null,-0.13719294132914323,13.048381175325858,0.0
BROAD136,DDCTL,0.06,1.0,10,real,-0.2870224957498334,12.644673393594477,0.0
BROAD136,DDCTL,0.06,1.0,25,null,-0.14843538203545972,13.048381175325858,0.0
BROAD136,DDCTL,0.06,1.0,25,real,-0.3041450599773823,12.644673393594477,0.0
BROAD136,DDCTL,0.1,0.5,10,null,-0.01603820428842152,13.782887846886194,0.1
BROAD136,DDCTL,0.1,0.5,10,real,-0.04646262524064515,13.73889477952684,0.0
BROAD136,DDCTL,0.1,0.5,25,null,-0.021092590806162097,13.782887846886194,0.0
BROAD136,DDCTL,0.1,0.5,25,real,-0.05481672247684055,13.73889477952684,0.0
BROAD136,DDCTL,0.1,1.0,10,null,-0.047856804982014035,13.933332764164325,0.1
BROAD136,DDCTL,0.1,1.0,10,real,-0.1256313969835895,13.864234131217112,0.0
BROAD136,DDCTL,0.1,1.0,25,null,-0.05587618986453476,13.933332764164325,0.0
BROAD136,DDCTL,0.1,1.0,25,real,-0.13806015554428575,13.864234131217112,0.0
BROAD136,DDCTL,0.15,0.5,10,null,-0.004250276634024841,13.655345815648843,0.0
BROAD136,DDCTL,0.15,0.5,10,real,-0.004932242111463037,13.648999188403003,0.0
BROAD136,DDCTL,0.15,0.5,25,null,-0.004911159056803999,13.655345815648843,0.0
BROAD136,DDCTL,0.15,0.5,25,real,-0.00543269024432691,13.648999188403003,0.0
BROAD136,DDCTL,0.15,1.0,10,null,-0.011345765276145564,13.65874620474693,0.05
BROAD136,DDCTL,0.15,1.0,10,real,-0.012292332395303918,13.648423063512988,0.0
BROAD136,DDCTL,0.15,1.0,25,null,-0.012271429348578184,13.65874620474693,0.0
BROAD136,DDCTL,0.15,1.0,25,real,-0.012943236447483852,13.648423063512988,0.0
BROAD136,SLEEVE,100.0,0.5,10,null,-0.01748338705064519,14.835583863253651,0.2
BROAD136,SLEEVE,100.0,0.5,10,real,0.0016821634289365672,15.046244541351824,0.0
BROAD136,SLEEVE,100.0,0.5,25,null,-0.04499726368808486,14.835583863253651,0.0
BROAD136,SLEEVE,100.0,0.5,25,real,-0.036754935342486195,15.046244541351824,0.0
BROAD136,SLEEVE,100.0,1.0,10,null,-0.11130238421499503,16.035254665783214,0.0
BROAD136,SLEEVE,100.0,1.0,10,real,-0.12238852273433365,16.510040975027767,0.0
BROAD136,SLEEVE,100.0,1.0,25,null,-0.1554672114402678,16.035254665783214,0.0
BROAD136,SLEEVE,100.0,1.0,25,real,-0.18157197300724182,16.510040975027767,0.0
BROAD136,SLEEVE,200.0,0.5,10,null,-0.011523144323829943,14.407736576505176,0.25
BROAD136,SLEEVE,200.0,0.5,10,real,0.019045496149649566,14.46573773342457,1.0
BROAD136,SLEEVE,200.0,0.5,25,null,-0.030872916021002512,14.407736576505176,0.0
BROAD136,SLEEVE,200.0,0.5,25,real,-0.006605048769284916,14.46573773342457,0.0
BROAD136,SLEEVE,200.0,1.0,10,null,-0.08208042309139403,15.171271095698852,0.1
BROAD136,SLEEVE,200.0,1.0,10,real,-0.05800258127148383,15.319879036407857,0.0
BROAD136,SLEEVE,200.0,1.0,25,null,-0.11205146482638435,15.171271095698852,0.0
BROAD136,SLEEVE,200.0,1.0,25,real,-0.09471645427597575,15.319879036407857,0.0
BROAD136,SLEEVE,300.0,0.5,10,null,-0.012385386760073131,14.08313593735775,0.2
BROAD136,SLEEVE,300.0,0.5,10,real,-0.011487749489025534,14.030815225373159,0.0
BROAD136,SLEEVE,300.0,0.5,25,null,-0.024884415895976886,14.08313593735775,0.0
BROAD136,SLEEVE,300.0,0.5,25,real,-0.024999108618356858,14.030815225373159,0.0
BROAD136,SLEEVE,300.0,1.0,10,null,-0.06711462145608427,14.515216989068984,0.15
BROAD136,SLEEVE,300.0,1.0,10,real,-0.08145656027678216,14.434401011689046,0.0
BROAD136,SLEEVE,300.0,1.0,25,null,-0.08576421071767046,14.515216989068984,0.0
BROAD136,SLEEVE,300.0,1.0,25,real,-0.0995992857694954,14.434401011689046,0.0
SMALL439,BUDGET,0.1,half,10,null,0.0427890980504868,13.851710628269004,0.0
SMALL439,BUDGET,0.1,half,10,real,0.04214087965251262,13.344626148494017,0.0
SMALL439,BUDGET,0.1,half,25,null,0.09876626104336782,13.851710628269004,0.0
SMALL439,BUDGET,0.1,half,25,real,0.10266685305748618,13.344626148494017,0.0
SMALL439,BUDGET,0.1,skip,10,null,-0.020005144253875094,2.151091181686042,0.0
SMALL439,BUDGET,0.1,skip,10,real,-0.018162807411138182,0.6855489387517952,0.0
SMALL439,BUDGET,0.1,skip,25,null,0.14297705134405478,2.151091181686042,0.0
SMALL439,BUDGET,0.1,skip,25,real,0.15630113828628617,0.6855489387517952,0.0
SMALL439,BUDGET,0.2,half,10,null,0.03961660519825442,14.368610583995963,0.0
SMALL439,BUDGET,0.2,half,10,real,0.04246740346756933,13.694869183372655,0.0
SMALL439,BUDGET,0.2,half,25,null,0.09109530433323049,14.368610583995963,0.0
SMALL439,BUDGET,0.2,half,25,real,0.09993013327979838,13.694869183372655,0.0
SMALL439,BUDGET,0.2,skip,10,null,0.017162616505364364,4.965340920957026,0.0
SMALL439,BUDGET,0.2,skip,10,real,-0.17812125473639617,3.4246353300250685,0.0
SMALL439,BUDGET,0.2,skip,25,null,0.1568227737583213,4.965340920957026,0.0
SMALL439,BUDGET,0.2,skip,25,real,-0.02781517857570437,3.4246353300250685,0.0
SMALL439,BUDGET,0.3,half,10,null,0.033372938359334706,16.901864781599947,0.0
SMALL439,BUDGET,0.3,half,10,real,0.01537997354482562,15.81872717943685,0.0
SMALL439,BUDGET,0.3,half,25,null,0.06269889617847528,16.901864781599947,0.0
SMALL439,BUDGET,0.3,half,25,real,0.055324236100125546,15.81872717943685,0.0
SMALL439,BUDGET,0.3,skip,10,null,0.03072400584816255,12.72200072003992,0.0
SMALL439,BUDGET,0.3,skip,10,real,-0.11719459692244094,10.570623067000636,0.0
SMALL439,BUDGET,0.3,skip,25,null,0.10049720927546195,12.72200072003992,0.0
SMALL439,BUDGET,0.3,skip,25,real,-0.02509589764514597,10.570623067000636,0.0
SMALL439,DDCTL,0.06,0.5,10,null,-0.011483599605959868,17.49944107729672,0.0
SMALL439,DDCTL,0.06,0.5,10,real,-0.19825180494563538,17.175826841394453,0.0
SMALL439,DDCTL,0.06,0.5,25,null,-0.01877235615284034,17.49944107729672,0.0
SMALL439,DDCTL,0.06,0.5,25,real,-0.2087749714376404,17.175826841394453,0.0
SMALL439,DDCTL,0.06,1.0,10,null,-0.08666867580815088,14.86854202757399,0.0
SMALL439,DDCTL,0.06,1.0,10,real,-0.5161892320330382,14.259534421491527,0.0
SMALL439,DDCTL,0.06,1.0,25,null,-0.0789610959569635,14.86854202757399,0.0
SMALL439,DDCTL,0.06,1.0,25,real,-0.5109672599071771,14.259534421491527,0.0
SMALL439,DDCTL,0.1,0.5,10,null,-0.006966936008713542,19.209294505902776,0.0
SMALL439,DDCTL,0.1,0.5,10,real,-0.17477775857047118,19.054477650246408,0.0
SMALL439,DDCTL,0.1,0.5,25,null,-0.013087062570403851,19.209294505902776,0.0
SMALL439,DDCTL,0.1,0.5,25,real,-0.1817160182669316,19.054477650246408,0.0
SMALL439,DDCTL,0.1,1.0,10,null,-0.04132451892168122,18.27668698401671,0.0
SMALL439,DDCTL,0.1,1.0,10,real,-0.39365838223853383,17.99048454935311,0.0
SMALL439,DDCTL,0.1,1.0,25,null,-0.04405847813018608,18.27668698401671,0.0
SMALL439,DDCTL,0.1,1.0,25,real,-0.396660211206827,17.99048454935311,0.0
SMALL439,DDCTL,0.15,0.5,10,null,0.0021784689923175977,20.204095973549812,0.0
SMALL439,DDCTL,0.15,0.5,10,real,-0.0886350893747968,20.155645823607678,0.0
SMALL439,DDCTL,0.15,0.5,25,null,-0.0009132884393875607,20.204095973549812,0.0
SMALL439,DDCTL,0.15,0.5,25,real,-0.09293251308480308,20.155645823607678,0.0
SMALL439,DDCTL,0.15,1.0,10,null,-0.001126169500795246,20.226767622600548,0.0
SMALL439,DDCTL,0.15,1.0,10,real,-0.18699672825259728,20.13775830065011,0.0
SMALL439,DDCTL,0.15,1.0,25,null,-0.005529547760617375,20.226767622600548,0.0
SMALL439,DDCTL,0.15,1.0,25,real,-0.1927655295843876,20.13775830065011,0.0
SMALL439,SLEEVE,100.0,0.5,10,null,0.010916064260791452,20.968332172995737,0.0
SMALL439,SLEEVE,100.0,0.5,10,real,-0.005432129865990787,21.073928449976723,0.0
SMALL439,SLEEVE,100.0,0.5,25,null,-0.01234855748352245,20.968332172995737,0.0
SMALL439,SLEEVE,100.0,0.5,25,real,-0.03531128253173085,21.073928449976723,0.0
SMALL439,SLEEVE,100.0,1.0,10,null,-0.010436304106845127,21.77591114425153,0.0
SMALL439,SLEEVE,100.0,1.0,10,real,-0.05811176174523658,22.03469747339416,0.0
SMALL439,SLEEVE,100.0,1.0,25,null,-0.045271999147494205,21.77591114425153,0.0
SMALL439,SLEEVE,100.0,1.0,25,real,-0.10143409378025522,22.03469747339416,0.0
SMALL439,SLEEVE,200.0,0.5,10,null,0.012774222992616463,20.590171721607327,0.0
SMALL439,SLEEVE,200.0,0.5,10,real,0.03176324074206771,20.535080603825843,0.0
SMALL439,SLEEVE,200.0,0.5,25,null,-0.0016898469688867725,20.590171721607327,0.0
SMALL439,SLEEVE,200.0,0.5,25,real,0.012017522711614936,20.535080603825843,0.0
SMALL439,SLEEVE,200.0,1.0,10,null,0.003673165706668505,20.997290011200008,0.0
SMALL439,SLEEVE,200.0,1.0,10,real,0.028609391451461463,20.90524167463771,0.0
SMALL439,SLEEVE,200.0,1.0,25,null,-0.017072485447192663,20.997290011200008,0.0
SMALL439,SLEEVE,200.0,1.0,25,real,0.002754196034459755,20.90524167463771,0.0
SMALL439,SLEEVE,300.0,0.5,10,null,0.010609604251830496,20.254139757177477,0.0
SMALL439,SLEEVE,300.0,0.5,10,real,0.020991040299639108,20.170689151726947,0.0
SMALL439,SLEEVE,300.0,0.5,25,null,0.0015283082366115252,20.254139757177477,0.0
SMALL439,SLEEVE,300.0,0.5,25,real,0.010335277509950447,20.170689151726947,0.0
SMALL439,SLEEVE,300.0,1.0,10,null,0.003546902351179257,20.31098279124244,0.0
SMALL439,SLEEVE,300.0,1.0,10,real,0.01748671575689914,20.16561109545734,0.0
SMALL439,SLEEVE,300.0,1.0,25,null,-0.007845084106042706,20.31098279124244,0.0
SMALL439,SLEEVE,300.0,1.0,25,real,0.005723609852982758,20.16561109545734,0.0
U56,BUDGET,0.1,half,10,null,0.01128232896305199,7.221734042028049,1.0
U56,BUDGET,0.1,half,10,real,-0.008649234602647216,6.653534314793178,1.0
U56,BUDGET,0.1,half,25,null,0.04127764996690876,7.221734042028049,1.0
U56,BUDGET,0.1,half,25,real,0.02913181752410532,6.653534314793178,1.0
U56,BUDGET,0.1,skip,10,null,-0.008150434777049293,4.318267469639085,0.25
U56,BUDGET,0.1,skip,10,real,-0.2017488302736843,3.3117022514353938,0.0
U56,BUDGET,0.1,skip,25,null,0.06272719729673018,4.318267469639085,0.2
U56,BUDGET,0.1,skip,25,real,-0.11799718073862575,3.3117022514353938,0.0
U56,BUDGET,0.2,half,10,null,0.0020874202522813802,8.431739273479995,1.0
U56,BUDGET,0.2,half,10,real,-0.02214163080675413,7.8552200207372564,1.0
U56,BUDGET,0.2,half,25,null,0.015814678409481014,8.431739273479995,1.0
U56,BUDGET,0.2,half,25,real,0.00023803676874500912,7.8552200207372564,1.0
U56,BUDGET,0.2,skip,10,null,-0.004970685599831682,7.249487330801264,0.8
U56,BUDGET,0.2,skip,10,real,-0.11224973023563145,6.219136454377764,0.0
U56,BUDGET,0.2,skip,25,null,0.02560385371595874,7.249487330801264,0.7
U56,BUDGET,0.2,skip,25,real,-0.06442239189433563,6.219136454377764,0.0
U56,BUDGET,0.3,half,10,null,-0.00320644719681028,9.301857475401302,1.0
U56,BUDGET,0.3,half,10,real,-0.025481537822968692,9.151148642962601,1.0
U56,BUDGET,0.3,half,25,null,-0.0011963798011630166,9.301857475401302,1.0
U56,BUDGET,0.3,half,25,real,-0.020064016270251228,9.151148642962601,0.0
U56,BUDGET,0.3,skip,10,null,-0.007565591230940605,9.138496218874767,0.8
U56,BUDGET,0.3,skip,10,real,-0.05815202472750203,8.85856784911396,0.0
U56,BUDGET,0.3,skip,25,null,-0.003132335979146278,9.138496218874767,0.75
U56,BUDGET,0.3,skip,25,real,-0.04639979646619563,8.85856784911396,0.0
U56,DDCTL,0.06,0.5,10,null,-0.04758998121995658,9.44575458984742,0.8
U56,DDCTL,0.06,0.5,10,real,-0.05574099708906699,9.271881912861812,1.0
U56,DDCTL,0.06,0.5,25,null,-0.05676024642279145,9.44575458984742,0.05
U56,DDCTL,0.06,0.5,25,real,-0.0653216760264198,9.271881912861812,0.0
U56,DDCTL,0.06,1.0,10,null,-0.15307053955606653,9.465491596118788,0.1
U56,DDCTL,0.06,1.0,10,real,-0.18992666280044845,9.155899190070212,0.0
U56,DDCTL,0.06,1.0,25,null,-0.1661682911615765,9.465491596118788,0.0
U56,DDCTL,0.06,1.0,25,real,-0.20274486082607035,9.155899190070212,0.0
U56,DDCTL,0.1,0.5,10,null,-0.012834169760803881,9.632833035825637,1.0
U56,DDCTL,0.1,0.5,10,real,-0.049690157250178,9.55934757987574,1.0
U56,DDCTL,0.1,0.5,25,null,-0.017161449453048767,9.632833035825637,0.3
U56,DDCTL,0.1,0.5,25,real,-0.05271578182424996,9.55934757987574,0.0
U56,DDCTL,0.1,1.0,10,null,-0.03727017500374267,9.827889886719973,1.0
U56,DDCTL,0.1,1.0,10,real,-0.10902072531201268,9.691330552448832,1.0
U56,DDCTL,0.1,1.0,25,null,-0.04490831863206536,9.827889886719973,0.2
U56,DDCTL,0.1,1.0,25,real,-0.11437098031030923,9.691330552448832,0.0
U56,DDCTL,0.15,0.5,10,null,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,0.5,10,real,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,0.5,25,null,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,0.5,25,real,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,1.0,10,null,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,1.0,10,real,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,1.0,25,null,0.0,9.451966076017927,1.0
U56,DDCTL,0.15,1.0,25,real,0.0,9.451966076017927,1.0
U56,SLEEVE,100.0,0.5,10,null,-0.03217472458927936,11.000433647348576,0.9
U56,SLEEVE,100.0,0.5,10,real,-0.009631759146085273,11.079734173904672,1.0
U56,SLEEVE,100.0,0.5,25,null,-0.06489009113278617,11.000433647348576,0.0
U56,SLEEVE,100.0,0.5,25,real,-0.044268417192131926,11.079734173904672,0.0
U56,SLEEVE,100.0,1.0,10,null,-0.15384502592662253,12.622743106793777,0.2
U56,SLEEVE,100.0,1.0,10,real,-0.1288683962969196,12.843372810780462,0.0
U56,SLEEVE,100.0,1.0,25,null,-0.21119962846642518,12.622743106793777,0.0
U56,SLEEVE,100.0,1.0,25,real,-0.18795997319200375,12.843372810780462,0.0
U56,SLEEVE,200.0,0.5,10,null,-0.022397064468206884,10.497434950296093,1.0
U56,SLEEVE,200.0,0.5,10,real,0.017063253233432274,10.465535584469377,1.0
U56,SLEEVE,200.0,0.5,25,null,-0.045149071144953964,10.497434950296093,0.15
U56,SLEEVE,200.0,0.5,25,real,-0.003938946173780655,10.465535584469377,0.0
U56,SLEEVE,200.0,1.0,10,null,-0.11259805150336204,11.59897800852703,0.25
U56,SLEEVE,200.0,1.0,10,real,-0.04116902463299987,11.584503868806209,1.0
U56,SLEEVE,200.0,1.0,25,null,-0.15175386126275273,11.59897800852703,0.05
U56,SLEEVE,200.0,1.0,25,real,-0.07586440162617702,11.584503868806209,0.0
U56,SLEEVE,300.0,0.5,10,null,-0.019040033916238708,10.109287709399023,1.0
U56,SLEEVE,300.0,0.5,10,real,-0.008619299327082164,10.03951473269364,1.0
U56,SLEEVE,300.0,0.5,25,null,-0.03393261590593495,10.109287709399023,0.1
U56,SLEEVE,300.0,0.5,25,real,-0.020470196984602174,10.03951473269364,0.0
U56,SLEEVE,300.0,1.0,10,null,-0.08677531123774007,10.79855958981896,0.4
U56,SLEEVE,300.0,1.0,10,real,-0.0636850877405335,10.683617742407662,1.0
U56,SLEEVE,300.0,1.0,25,null,-0.11186952807369818,10.79855958981896,0.0
U56,SLEEVE,300.0,1.0,25,real,-0.08281003266319786,10.683617742407662,0.0
