panel,book,cadence,bookset,CANON_OOS_MaxDD,FPORT_OOS_MaxDD,REAL_DDC_pp,NULL_DDC_pp,null_ndraw,GAP_pp
U56,EWELIG,W,REC5,-0.15874706658130866,-0.15755836471247042,0.11887018688382378,1.442057968610841,100,-1.3231877817270172
U56,EWELIG,M,REC5,-0.1701240003603841,-0.17634925264877477,-0.6225252288390659,0.7258499721008144,100,-1.3483752009398802
U56,EWELIG,Q,REC5,-0.2220595606403195,-0.201424124250017,2.063543639030252,-0.03262319344294884,100,2.096166832473201
U56,BAND03,W,REC5,-0.12054949323437081,-0.11372071477894219,0.6828778455428619,0.12792357932896736,100,0.5549542662138945
U56,BAND03,M,REC5,-0.14381683197937534,-0.15685525423409408,-1.303842225471874,-0.6278869156757877,100,-0.6759553097960863
U56,BAND03,Q,REC5,-0.1990158754159994,-0.18407596885484412,1.4939906561155292,0.8899045808299366,100,0.6040860752855925
U56,TOP20,W,REC5,-0.183083519022036,-0.16338893574809166,1.9694583273944355,2.0939626637686115,100,-0.12450433637417602
U56,TOP20,M,REC5,-0.19506866657348376,-0.20054490726202034,-0.5476240688536582,-0.6473140922552689,100,0.0996900234016107
U56,TOP20,Q,REC5,-0.2712234865349641,-0.24235541653573867,2.886806999922542,2.2659461631863276,100,0.6208608367362145
U56,TOP10,W,REC5,-0.17538208761120821,-0.18069060304284523,-0.5308515431637018,2.9026517477187013,100,-3.433503290882403
U56,TOP10,M,REC5,-0.23215158924479462,-0.2144156774587317,1.773591178606293,-0.03550867419273851,100,1.8090998527990316
U56,TOP10,Q,REC5,-0.24461287519528285,-0.24014484682641557,0.4468028368867283,1.926215854857369,100,-1.4794130179706406
U56,TOP40,W,REC5,-0.13972409306766698,-0.12136484831159411,1.8359244756072868,1.6902722184241048,100,0.14565225718318198
U56,TOP40,M,REC5,-0.13773265920280164,-0.17391511164130002,-3.618245243849838,-3.4136937712055895,100,-0.20455147264424856
U56,TOP40,Q,REC5,-0.2626003531076434,-0.22158373122962005,4.101662187802335,2.2069839888231915,100,1.8946781989791432
U56,TOP5,W,WIDE4,-0.2157983253945257,-0.20894230799519808,0.6856017399327619,4.207683213393593,40,-3.522081473460831
U56,TOP5,M,WIDE4,-0.27242453376223497,-0.21709744122275776,5.53270925394772,3.1962208382263935,40,2.336488415721327
U56,TOP5,Q,WIDE4,-0.29381257949538275,-0.24743822303354301,4.637435646183974,5.290917957815084,40,-0.6534823116311097
U56,TOP30,W,WIDE4,-0.16562322955622377,-0.14411191737949225,2.1511312176731523,2.053331590855217,40,0.09779962681793508
U56,TOP30,M,WIDE4,-0.16336541421888306,-0.18983215858788804,-2.646674436900498,-2.6762952484226723,40,0.02962081152217433
U56,TOP30,Q,WIDE4,-0.270173781440754,-0.23461099197725954,3.556278946349445,1.7599940185426044,40,1.7962849278068405
U56,TOP60,W,WIDE4,-0.10003779095369414,-0.08616244016250652,1.3875350791187624,1.3875350791187624,40,0.0
U56,TOP60,M,WIDE4,-0.09958774855756558,-0.12793557438726788,-2.83478258297023,-2.83478258297023,40,0.0
U56,TOP60,Q,WIDE4,-0.1903379042577188,-0.16521500183436477,2.512290242335402,2.512290242335402,40,0.0
U56,BAND06,W,WIDE4,-0.13472544315147283,-0.13432666911379743,0.0398774037675409,-0.21648916718908784,40,0.25636657095662874
U56,BAND06,M,WIDE4,-0.17397458493951412,-0.16991932374755847,0.405526119195565,0.679752231931019,40,-0.27422611273545394
U56,BAND06,Q,WIDE4,-0.20015623041033037,-0.18619559239786831,1.3960638012462057,0.7929175171726643,40,0.6031462840735413
B136,EWELIG,W,REC5,-0.1768808521297457,-0.17265270618685602,0.42281459428896717,0.7036836099563848,60,-0.2808690156674176
B136,EWELIG,M,REC5,-0.21662223241008782,-0.20963603295412836,0.6986199455959463,0.5464516781571727,60,0.15216826743877365
B136,EWELIG,Q,REC5,-0.24436024823827207,-0.23099891196467504,1.3361336273597035,-0.08480409250450072,60,1.4209377198642041
B136,BAND03,W,REC5,-0.12240985403190019,-0.11428185768247223,0.8127996349427957,0.426936227099578,60,0.3858634078432177
B136,BAND03,M,REC5,-0.15687661157282995,-0.1711395995173347,-1.4262987944504757,-1.1197141986423076,60,-0.3065845958081681
B136,BAND03,Q,REC5,-0.21842850303993344,-0.2030320750612562,1.539642797867724,1.1517571813783989,60,0.3878856164893252
B136,TOP20,W,REC5,-0.2005239339604492,-0.1989927584950434,0.15311754654058207,0.852227293512206,60,-0.699109746971624
B136,TOP20,M,REC5,-0.2610525610883291,-0.2384720256148103,2.2580535473518792,0.7176251999874594,60,1.5404283473644198
B136,TOP20,Q,REC5,-0.27066003473973965,-0.26026923518537604,1.0390799554363617,1.2497954587040812,60,-0.21071550326771948
B136,TOP10,W,REC5,-0.2144576382341874,-0.2109049805522749,0.35526576819124855,2.6937570401209143,60,-2.3384912719296658
B136,TOP10,M,REC5,-0.278411730958104,-0.24654195582899596,3.1869775129108047,1.1875009081826509,60,1.9994766047281538
B136,TOP10,Q,REC5,-0.2861259748354531,-0.2669822308120495,1.9143744023403575,1.6363315122436994,60,0.27804289009665806
B136,TOP40,W,REC5,-0.19113622335983527,-0.17677994913979422,1.4356274220041043,1.565488014221497,60,-0.12986059221739277
B136,TOP40,M,REC5,-0.23727394575310634,-0.22888969672425963,0.8384249028846713,0.9321245056518546,60,-0.09369960276718325
B136,TOP40,Q,REC5,-0.2815956599245789,-0.26117092296151967,2.0424736963059242,1.3076280214189189,60,0.7348456748870054
B136,TOP5,W,WIDE4,-0.23360402627654586,-0.23086164812514542,0.27423781514004375,5.662057495228129,40,-5.387819680088085
B136,TOP5,M,WIDE4,-0.31250710871244725,-0.25587125178860404,5.663585692384321,1.1416303522804538,40,4.521955340103867
B136,TOP5,Q,WIDE4,-0.28627132368997754,-0.2730341364191905,1.3237187270787043,2.8627956778901065,40,-1.5390769508114022
B136,TOP30,W,WIDE4,-0.20296854671322273,-0.18850915577282512,1.445939094039761,1.352783590420814,40,0.09315550361894687
B136,TOP30,M,WIDE4,-0.2514592398623362,-0.23376767115743646,1.769156870489974,0.5147033970691328,40,1.2544534734208412
B136,TOP30,Q,WIDE4,-0.27779644445134244,-0.26187629041205407,1.592015403928837,1.079019096423467,40,0.5129963075053701
B136,TOP60,W,WIDE4,-0.19014278879854163,-0.1644702833684919,2.567250543004973,2.603300385459595,40,-0.03604984245462184
B136,TOP60,M,WIDE4,-0.19393938861401738,-0.21734881514323956,-2.3409426529222177,-2.2798520694461812,40,-0.061090583476036464
B136,TOP60,Q,WIDE4,-0.27293116020738517,-0.24954115781941466,2.339000238797051,1.5917364931572697,40,0.7472637456397813
B136,BAND06,W,WIDE4,-0.1368925858239768,-0.13388044677405608,0.30121390499207035,0.059760853082324594,40,0.24145305190974575
B136,BAND06,M,WIDE4,-0.18835977814939264,-0.18653844240556405,0.18213357438285893,0.5452423196256939,40,-0.363108745242835
B136,BAND06,Q,WIDE4,-0.22612973398250125,-0.21006570160342375,1.6064032379077497,0.9964261168881661,40,0.6099771210195837
