source,cell,dial_a,dial_b,pts_a,pts_b,w_pts_a,w_pts_b,w_frac_a,w_frac_b,w_units_a,w_units_b,sign_PTS,sign_FRAC,sign_UNITS,same_density
409-window-cell,broad|TOP20|10.0|x2,K,gross,11.0,37.0,0.0,2.0,0.0,0.05405405405405406,0.0,0.025000000000000022,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,K,n,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|x2,K,vol,11.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,0.10000000000000009,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,band,f,9.0,25.0,0.0,8.0,0.0,0.32,0.0,0.17500000000000002,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,band,gross,9.0,37.0,0.0,2.0,0.0,0.05405405405405406,0.0,0.025000000000000022,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,band,n,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,broad|TOP20|10.0|x2,band,vol,9.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,0.10000000000000009,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,f,gross,25.0,37.0,8.0,2.0,0.32,0.05405405405405406,0.17500000000000002,0.025000000000000022,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x2,f,n,25.0,9.0,8.0,0.0,0.32,0.0,0.17500000000000002,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x2,f,vol,25.0,13.0,8.0,2.0,0.32,0.15384615384615385,0.17500000000000002,0.10000000000000009,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x2,gross,n,37.0,9.0,2.0,0.0,0.05405405405405406,0.0,0.025000000000000022,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x2,gross,vol,37.0,13.0,2.0,2.0,0.05405405405405406,0.15384615384615385,0.025000000000000022,0.10000000000000009,0,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x2,n,vol,9.0,13.0,0.0,2.0,0.0,0.15384615384615385,0.0,0.10000000000000009,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|x4,K,f,21.0,49.0,0.0,17.0,0.0,0.3469387755102041,0.0,0.2125,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,K,gross,21.0,73.0,0.0,3.0,0.0,0.0410958904109589,0.0,0.025000000000000022,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,K,n,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|x4,K,vol,21.0,25.0,0.0,5.0,0.0,0.2,0.0,0.20000000000000018,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,band,f,17.0,49.0,0.0,17.0,0.0,0.3469387755102041,0.0,0.2125,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,band,gross,17.0,73.0,0.0,3.0,0.0,0.0410958904109589,0.0,0.025000000000000022,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,band,n,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|10.0|x4,band,vol,17.0,25.0,0.0,5.0,0.0,0.2,0.0,0.20000000000000018,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,f,gross,49.0,73.0,17.0,3.0,0.3469387755102041,0.0410958904109589,0.2125,0.025000000000000022,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x4,f,n,49.0,15.0,17.0,0.0,0.3469387755102041,0.0,0.2125,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x4,f,vol,49.0,25.0,17.0,5.0,0.3469387755102041,0.2,0.2125,0.20000000000000018,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x4,gross,n,73.0,15.0,3.0,0.0,0.0410958904109589,0.0,0.025000000000000022,0.0,1,1,1.0,0
409-window-cell,broad|TOP20|10.0|x4,gross,vol,73.0,25.0,3.0,5.0,0.0410958904109589,0.2,0.025000000000000022,0.20000000000000018,-1,-1,-1.0,0
409-window-cell,broad|TOP20|10.0|x4,n,vol,15.0,25.0,0.0,5.0,0.0,0.2,0.0,0.20000000000000018,-1,-1,-1.0,0
409-window-cell,broad|TOP20|25.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,K,f,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,K,n,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,K,vol,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,band,f,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,band,n,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,broad|TOP20|25.0|PUB,band,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,f,gross,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,f,n,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,f,vol,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,gross,vol,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|PUB,n,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,K,f,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,K,gross,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,K,n,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,K,vol,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,band,f,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,band,gross,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,band,n,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,broad|TOP20|25.0|x2,band,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,f,gross,25.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,f,n,25.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,f,vol,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,gross,n,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,gross,vol,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x2,n,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,K,f,21.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,K,gross,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,K,n,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,K,vol,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,band,f,17.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,band,gross,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,band,n,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,band,vol,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,f,gross,49.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,f,n,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,f,vol,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,gross,n,73.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,gross,vol,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,broad|TOP20|25.0|x4,n,vol,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,K,vol,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,band,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|PUB,gross,vol,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,K,gross,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,K,vol,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,band,gross,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,band,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x2,gross,vol,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,K,gross,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,K,vol,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,band,gross,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,band,vol,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|10.0|x4,gross,vol,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,K,vol,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,band,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|PUB,gross,vol,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,K,gross,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,K,vol,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,band,gross,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,band,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x2,gross,vol,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,K,gross,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,K,vol,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,band,gross,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,band,vol,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|EWall|25.0|x4,gross,vol,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,K,n,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,K,vol,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,band,n,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,small|TOP20|10.0|PUB,band,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,gross,vol,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|PUB,n,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,K,gross,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,K,n,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,K,vol,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,band,gross,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,band,n,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,small|TOP20|10.0|x2,band,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,gross,n,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,gross,vol,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x2,n,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,K,gross,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,K,n,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,K,vol,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,band,gross,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,band,n,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,band,vol,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,gross,n,73.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,gross,vol,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|10.0|x4,n,vol,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,K,n,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,K,vol,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,band,n,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,small|TOP20|25.0|PUB,band,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,gross,vol,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|PUB,n,vol,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,K,gross,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,K,n,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,K,vol,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,band,gross,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,band,n,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
409-window-cell,small|TOP20|25.0|x2,band,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,gross,n,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,gross,vol,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x2,n,vol,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,K,gross,21.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,K,n,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,K,vol,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,band,gross,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,band,n,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,band,vol,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,gross,n,73.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,gross,vol,73.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,small|TOP20|25.0|x4,n,vol,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,u56|EWall|10.0|PUB,K,band,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,u56|EWall|10.0|PUB,K,f,6.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.19999999999999998,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|PUB,K,gross,6.0,19.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0,-1,-1,0.0,0
409-window-cell,u56|EWall|10.0|PUB,K,vol,6.0,7.0,0.0,3.0,0.0,0.42857142857142855,0.0,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|PUB,band,f,5.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.19999999999999998,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|PUB,band,gross,5.0,19.0,0.0,1.0,0.0,0.05263157894736842,0.0,0.0,-1,-1,0.0,0
409-window-cell,u56|EWall|10.0|PUB,band,vol,5.0,7.0,0.0,3.0,0.0,0.42857142857142855,0.0,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|PUB,f,gross,13.0,19.0,5.0,1.0,0.38461538461538464,0.05263157894736842,0.19999999999999998,0.0,1,1,1.0,0
409-window-cell,u56|EWall|10.0|PUB,f,vol,13.0,7.0,5.0,3.0,0.38461538461538464,0.42857142857142855,0.19999999999999998,0.30000000000000004,1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|PUB,gross,vol,19.0,7.0,1.0,3.0,0.05263157894736842,0.42857142857142855,0.0,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,K,band,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,u56|EWall|10.0|x2,K,f,11.0,25.0,0.0,9.0,0.0,0.36,0.0,0.19999999999999998,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,K,gross,11.0,37.0,0.0,3.0,0.0,0.08108108108108109,0.0,0.050000000000000044,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,K,vol,11.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,band,f,9.0,25.0,0.0,9.0,0.0,0.36,0.0,0.19999999999999998,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,band,gross,9.0,37.0,0.0,3.0,0.0,0.08108108108108109,0.0,0.050000000000000044,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,band,vol,9.0,13.0,0.0,5.0,0.0,0.38461538461538464,0.0,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,f,gross,25.0,37.0,9.0,3.0,0.36,0.08108108108108109,0.19999999999999998,0.050000000000000044,1,1,1.0,0
409-window-cell,u56|EWall|10.0|x2,f,vol,25.0,13.0,9.0,5.0,0.36,0.38461538461538464,0.19999999999999998,0.30000000000000004,1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x2,gross,vol,37.0,13.0,3.0,5.0,0.08108108108108109,0.38461538461538464,0.050000000000000044,0.30000000000000004,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x4,K,band,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
409-window-cell,u56|EWall|10.0|x4,K,f,21.0,49.0,0.0,18.0,0.0,0.3673469387755102,0.0,0.2125,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x4,K,gross,21.0,73.0,0.0,7.0,0.0,0.0958904109589041,0.0,0.07499999999999996,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x4,K,vol,21.0,25.0,0.0,10.0,0.0,0.4,0.0,0.3500000000000001,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x4,band,f,17.0,49.0,0.0,18.0,0.0,0.3673469387755102,0.0,0.2125,-1,-1,-1.0,0
409-window-cell,u56|EWall|10.0|x4,band,gross,17.0,73.0,0.0,7.0,0.0,0.0958904109589041,0.0,0.07499999999999996,-1,-1,-1.0,0
