kind,dial,arm,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_margin,oos4b_pass,n,book,point,spy_OOS_Sharpe,v1_OOS_Sharpe
mean_over_books,GROSS,CONST,0.09962258675151794,0.9638473221129039,-0.17183773599126123,-0.1614750416695876,11,53,,,,
mean_over_books,GROSS,SEL-SHARPE,0.13004661621337915,0.9632676539083957,-0.22250625554724443,-0.2290483363183027,5,53,,,,
mean_over_books,GROSS,SEL-4B,0.1081510073473933,0.9633161214130416,-0.1860540604041978,-0.12305006429455671,10,53,,,,
mean_over_books,GROSS,RANDOM,0.07634280637035769,0.9641528902224624,-0.13232168646407974,-0.39346151241142757,5,53,,,,
mean_over_books,GROSS,ORACLE,0.06624346397292863,0.965289711673376,-0.1111794701363996,-0.5719302041036264,3,53,,,,
mean_over_books,N,CONST,0.09962258675151794,0.9638473221129039,-0.17183773599126123,-0.1614750416695876,11,53,,,,
mean_over_books,N,SEL-SHARPE,0.10835085474882071,0.942318803349015,-0.183648901900438,-0.1726459914218458,8,53,,,,
mean_over_books,N,SEL-4B,0.1081930780549763,0.9680694111080255,-0.18261755245126177,-0.10159664243758,13,53,,,,
mean_over_books,N,RANDOM,0.09652994398314947,0.9226580704359301,-0.17304238572914404,-0.2607446101586768,8,53,,,,
mean_over_books,N,ORACLE,0.0986699704652124,1.053841986796908,-0.15546348122242454,-0.12947972314079692,15,53,,,,
mean_over_books,BAND,CONST,0.09962258675151794,0.9638473221129039,-0.17183773599126123,-0.1614750416695876,11,53,,,,
mean_over_books,BAND,SEL-SHARPE,0.1029001900717996,0.9723739871659048,-0.17715575302046357,-0.1341749808561613,10,53,,,,
mean_over_books,BAND,SEL-4B,0.10259546847593455,0.9697866645010029,-0.17856230444245005,-0.13408579593534048,9,53,,,,
mean_over_books,BAND,RANDOM,0.10086738044163748,0.958881472597223,-0.17524855101794343,-0.15047877468886056,9,53,,,,
mean_over_books,BAND,ORACLE,0.10434288970830567,0.9963440848928956,-0.17269777525300042,-0.12006961015418866,11,53,,,,
mean_over_books,CADENCE,CONST,0.09962258675151794,0.9638473221129039,-0.17183773599126123,-0.1614750416695876,11,53,,,,
mean_over_books,CADENCE,SEL-SHARPE,0.11551194344960056,1.0280376929461363,-0.20002084241392143,-0.208731273935261,6,53,,,,
mean_over_books,CADENCE,SEL-4B,0.11304212716826814,1.0097481895600187,-0.20029588778514812,-0.17707087423204407,10,53,,,,
mean_over_books,CADENCE,RANDOM,0.10248623072498653,0.9322991919947892,-0.19980795168583107,-0.2362437453192381,6,53,,,,
mean_over_books,CADENCE,ORACLE,0.11719171549330652,1.059495489457732,-0.18691674994545485,-0.17309146277847762,8,53,,,,
mean_over_books,SLEEVE,CONST,0.09962258675151794,0.9638473221129039,-0.17183773599126123,-0.1614750416695876,11,53,,,,
mean_over_books,SLEEVE,SEL-SHARPE,0.08818809330334748,1.1439741368495062,-0.12560757972541592,-0.19191874050592958,7,53,,,,
mean_over_books,SLEEVE,SEL-4B,0.09653174670794001,0.9921877432821281,-0.16062507453877833,-0.13775024648182527,18,53,,,,
mean_over_books,SLEEVE,RANDOM,0.09361962913288974,1.063802792126134,-0.14559994083761718,-0.1571143182985941,14,53,,,,
mean_over_books,SLEEVE,ORACLE,0.08818809330334748,1.1439741368495062,-0.12560757972541592,-0.19191874050592958,7,53,,,,
benchmark,-,SPY/U56,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,0,0,,,,
benchmark,-,RULESv1/U56,0.07730300522922962,0.747063834691694,-0.1382779615448081,,0,0,,,,
benchmark,-,SPY/B136,0.1545044425578177,0.8820239235972316,-0.3371595330739301,,0,0,,,,
benchmark,-,RULESv1/B136,0.05941502665859644,0.5762505378038234,-0.2119126361153264,,0,0,,,,
benchmark,-,SPY/SMALL,0.15450717694493266,0.8820107671822842,-0.33717235283398284,,0,0,,,,
benchmark,-,RULESv1/SMALL,0.1931168821403053,0.6046128159097157,-0.3500898251599208,,0,0,,,,
S1_pick,GROSS,CONST,0.09408600331251615,0.8077159140698605,-0.17781206143556305,-0.16988085859013918,0,1,B136k80d13,0.75,0.8820239235972316,0.5762505378038234
S1_pick,GROSS,SEL-SHARPE,0.12369396311995962,0.8066625137967164,-0.23404759805754727,-0.1703573457228654,0,1,B136k80d13,1.0,0.8820239235972316,0.5762505378038234
S1_pick,GROSS,SEL-4B,0.07583442211514235,0.8082109869245283,-0.1433269385621493,-0.2988234710767152,0,1,B136k80d13,0.6,0.8820239235972316,0.5762505378038234
S1_pick,GROSS,RANDOM,0.06348791672227971,0.8084917450504843,-0.12003138608870978,-0.4129811260603012,0,1,B136k80d13,0.5,0.8820239235972316,0.5762505378038234
S1_pick,GROSS,ORACLE,0.02570727056695654,0.8091480400703832,-0.04871096453230339,-0.762306690794561,0,1,B136k80d13,0.2,0.8820239235972316,0.5762505378038234
S1_pick,N,CONST,0.09408600331251615,0.8077159140698605,-0.17781206143556305,-0.16988085859013918,0,1,B136k80d13,20,0.8820239235972316,0.5762505378038234
S1_pick,N,SEL-SHARPE,0.09408600331251615,0.8077159140698605,-0.17781206143556305,-0.16988085859013918,0,1,B136k80d13,20,0.8820239235972316,0.5762505378038234
S1_pick,N,SEL-4B,0.13085232510742584,1.2162742283113341,-0.15349488624870034,0.20988037570929946,1,1,B136k20d00,15,0.8820239235972316,0.5762505378038234
S1_pick,N,RANDOM,0.14753104529920247,0.9536997529898864,-0.21051321010748314,-0.04062117710373437,0,1,B136k80d08,10,0.8820239235972316,0.5762505378038234
S1_pick,N,ORACLE,0.13085232510742584,1.2162742283113341,-0.15349488624870034,0.20988037570929946,1,1,B136k20d00,15,0.8820239235972316,0.5762505378038234
