panel,gross,m,seed,turnover_yr,acting_reb,mean_stale_w,CAGR,Sharpe,MaxDD,OOS_Sharpe,legs,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,0.75,1,0,3.0639334154477185,668,0.021017243181509583,0.11695989821457409,1.2708649244640418,-0.15345766517089454,1.3581790808804877,11111,False,True,True,True,True,True,True
U56,0.75,1,1,3.164864760923124,668,0.020888395019230392,0.11170104384797086,1.1947480330375413,-0.17723362009911836,1.2557360991903683,11111,False,True,True,True,True,True,True
U56,0.75,1,2,3.1096474532733405,668,0.0224533566020854,0.11503818131071886,1.237503729844556,-0.14851767484540612,1.3279116280555427,11111,False,True,True,True,True,True,True
U56,0.75,1,3,3.0954932842954888,668,0.020046835698199622,0.11827403377211687,1.2537881456458415,-0.18457886095407172,1.3050809968216512,11111,False,True,True,True,True,True,True
U56,0.75,1,4,3.0913635781151374,668,0.02207068281090309,0.11636827473098244,1.264361166260069,-0.14851767484540612,1.3026221134029394,11111,False,True,True,True,True,True,True
U56,0.75,1,5,3.1047271769327986,668,0.022473043189879315,0.11363800706334404,1.21178612022308,-0.16463343266618768,1.2900905394408786,11111,False,True,True,True,True,True,True
U56,0.75,1,6,3.068992138451485,668,0.02319350747521252,0.11720825030150128,1.2684235801323596,-0.14809080759214654,1.334302415188076,11111,False,True,True,True,True,True,True
U56,0.75,1,7,3.0579965741746253,668,0.023381781514612145,0.11829893963299165,1.276800057568718,-0.14818213988437678,1.3448971958881035,11111,False,True,True,True,True,True,True
U56,0.75,2,0,2.7758932731612824,469,0.03182188861439223,0.11831798596849685,1.255953107033333,-0.16499552976203924,1.3125770604941447,11111,False,True,True,True,True,True,True
U56,0.75,2,1,2.721436197830128,469,0.031998432482916214,0.12037770802943304,1.2732267606836574,-0.1653824409019985,1.351931182076782,11111,False,True,True,True,True,True,True
U56,0.75,2,2,2.664876702487483,469,0.03485404626914639,0.11914152576012338,1.2267549726405997,-0.1769868545427925,1.3204658440333634,11111,False,True,True,True,True,True,True
U56,0.75,2,3,2.73858326964176,469,0.039252146179593515,0.11487217740413458,1.1967298278669534,-0.20261305435115462,1.2313810563492014,11101,False,False,True,True,True,False,True
U56,0.75,2,4,2.7744708645848006,469,0.03096178309082539,0.11685274710946603,1.2091133848435331,-0.2021311776228505,1.2239950365870533,11111,False,True,True,True,True,True,True
U56,0.75,2,5,2.810626489768148,469,0.03354099330705943,0.11432682762208146,1.2349154854901168,-0.14915593152351703,1.2527285313872925,11111,False,True,True,True,True,True,True
U56,0.75,2,6,2.755801966437637,469,0.04009147210997072,0.11459687024764498,1.1671808086175754,-0.20042119928139823,1.2041497460696398,11111,False,True,True,True,True,True,True
U56,0.75,2,7,2.829370055193595,469,0.03383738526536958,0.11928002198915943,1.2477593158455877,-0.17729485069672668,1.3090347052544218,11111,False,True,True,True,True,True,True
U56,0.75,3,0,2.4471128905148154,348,0.04580070604351473,0.11871761685639015,1.2226199958140083,-0.18082791784934094,1.2676874732922496,11111,False,True,True,True,True,True,True
