book,panel,pick_g,memo_g,same,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS,base_OOS_CAGR,spy_OOS,spy_OOS_CAGR,beats_base,beats_spy,keep4b_pick,memo_OOS,memo_OOS_CAGR,memo_OOS_MaxDD
K1,U56,0.8,0.75,False,0.9765557139537213,0.15426318218059265,1.130810622699239,-0.19459530117076762,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,True,1.130695636629719,0.14453566398302664,-0.18308341446270193
K2,U56,0.5,0.75,False,0.9579006291724388,0.10143365565935136,1.2424437816622342,-0.1168491127078326,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,False,1.2423560865910148,0.15325542937453096,-0.1724498100003985
K3,U56,0.9,0.75,False,0.9907439752974752,0.16721206135558897,1.29507589609177,-0.1476987681120343,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,True,True,True,1.2950278909504238,0.1387683835310196,-0.12373929288434582
K4,U56,1.0,1.0,True,1.1358894526372816,0.1271661697680342,1.2750100585310369,-0.15485495397691995,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,True,1.2750100585310369,0.1271661697680342,-0.15485495397691995
K5,U56,1.0,1.0,True,1.1047437219516025,0.12778020192494255,1.2843749349270628,-0.15910990262743996,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,True,1.2843749349270628,0.12778020192494255,-0.15910990262743996
K6,U56,1.0,0.75,False,1.176973841538467,0.20354786011064108,1.2657297791483482,-0.2529557479147546,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,False,1.2662360408243254,0.15155987706592944,-0.1941937303482717
K7,B136,0.2,0.375,False,1.2911439804018336,0.04288782419513981,1.3866328769289376,-0.08065859370813688,1.1185194523434903,0.07983563828811135,0.8820244198368288,0.1545044425578177,True,True,False,1.2017455232997278,0.06468436349513751,-0.11133286588851188
K8,U56,1.0,1.0,True,1.0248424351272498,0.16136142040337864,1.4004088640543766,-0.12719753492220232,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,True,True,True,1.4004088640543766,0.16136142040337864,-0.12719753492220232
LIVE,U56,1.0,0.75,False,1.1047437219516025,0.12778020192494255,1.2843749349270628,-0.15910990262743996,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,True,True,1.285084214786162,0.09534814633523103,-0.12054943679771168
V1,U56,1.0,0.75,False,0.5592886207374319,0.10117533371006493,0.744809459626116,-0.1824481849955616,1.285084214786162,0.09534814633523103,0.8820107985559464,0.15450717694493377,False,False,False,0.7470613855131953,0.07730277111270012,-0.13827818499624467
