panel,book,arm,tier,kind,cost,CAGR,Sharpe,MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO,gross,p4b,f4b,p4a
u56,V1u,control,-,ctl,10.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,control,-,ctl,25.0,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,g200-dg,T1_gate,gate,10.0,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.07082486653664155,0.710019199890369,-0.14051673107873808,22.85023808049835,0.7256651420904467,False,"H1,H2,OOS,CAGR",False
u56,V1u,g200-dg,T1_gate,gate,25.0,0.0257464205805642,0.30595951515995706,-0.17839510985144624,0.01727628382679991,0.23087259803835172,-0.1546846392797484,0.03278946239010616,0.3620266797770612,-0.17839510985144758,22.85023808049835,0.7256651420904467,False,"H1,H2,OOS,CAGR",False
u56,V1u,g200-rw,T1_gate,gate,10.0,0.06636733955682628,0.6798954117666615,-0.13827796154480831,0.04925613582932131,0.5534299312214817,-0.13101770077431318,0.08069826783516665,0.7741172142433231,-0.13827796154480798,23.62078377846554,0.7500306958886649,False,"H1,H2,OOS,CAGR",False
u56,V1u,g200-rw,T1_gate,gate,25.0,0.029236516755337227,0.33280815223151716,-0.15629933763153747,0.015154355024209254,0.20560330044696404,-0.15629933763153747,0.04100477946672165,0.4264805827911139,-0.14177187688535975,23.62078377846554,0.7500306958886649,False,"H1,H2,OOS,CAGR",False
u56,V1u,band3-dg,T1_gate,gate,10.0,0.062122395259848195,0.656496494714766,-0.14551358300164574,0.05019385916852559,0.5734271307565257,-0.13085395776429964,0.07206835543124734,0.7193257647884539,-0.1455135830016454,22.787689388814783,0.7328635251331524,False,"H1,H2,OOS,CAGR",False
u56,V1u,band3-dg,T1_gate,gate,25.0,0.02642497485632278,0.3120935543557641,-0.17975876163256654,0.01699792817858925,0.22767713557128538,-0.1503504716556583,0.03427039091076023,0.37499504495159813,-0.17975876163256566,22.787689388814783,0.7328635251331524,False,"H1,H2,OOS,CAGR",False
u56,V1u,band3-rw,T1_gate,gate,10.0,0.06553776027593372,0.676568440572967,-0.1362139229241568,0.04754023812741992,0.5433249907327191,-0.1304379725668554,0.08062280320732595,0.774887069713669,-0.13621392292415668,22.955990574429613,0.7498925109129211,False,"H1,H2,OOS,CAGR",False
u56,V1u,band3-rw,T1_gate,gate,25.0,0.029464852333476843,0.3367902483899083,-0.14956446140605062,0.014249092014985587,0.19791862035120955,-0.14956446140605062,0.04219337560867964,0.4378039357886696,-0.1410745957419568,22.955990574429613,0.7498925109129211,False,"H1,H2,OOS,CAGR",False
u56,V1u,abs12-dg,T1_gate,gate,10.0,0.0615358545387823,0.6568909235648656,-0.13621392292415646,0.04614460864521974,0.5388417263027288,-0.13412650837374251,0.07440782599996476,0.7450062488279505,-0.1362139229241568,22.303267396158162,0.7109711839242498,False,"H1,H2,OOS,CAGR",False
u56,V1u,abs12-dg,T1_gate,gate,25.0,0.026606014311714388,0.3162296642306198,-0.16288657057652012,0.014185958784998398,0.1996487883085612,-0.15313311581338584,0.03697009543115359,0.4021914824024414,-0.16288657057651956,22.303267396158162,0.7109711839242498,False,"H1,H2,OOS,CAGR",False
u56,V1u,abs12-rw,T1_gate,gate,10.0,0.06416194783581197,0.6610589089882151,-0.14598353397334585,0.04822869858921708,0.5429100111738232,-0.14598353397334585,0.07749304992217221,0.7494214357057343,-0.14559327024567947,23.00066333923166,0.7498962551217799,False,"H1,H2,OOS,CAGR",False
u56,V1u,abs12-rw,T1_gate,gate,25.0,0.028065919354677726,0.32229712590543447,-0.1685027658588738,0.015286322859140888,0.2069758956361316,-0.16553963872050514,0.03873330018332122,0.40756707615176524,-0.1685027658588728,23.00066333923166,0.7498962551217799,False,"H1,H2,OOS,CAGR",False
u56,V1u,vol60-dg,T1_gate,gate,10.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,vol60-dg,T1_gate,gate,25.0,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,vol60-rw,T1_gate,gate,10.0,0.06297377249874825,0.6628051083845784,-0.15672092223908318,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.07167644913632909,0.7135835570891119,-0.15672092223908363,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,vol60-rw,T1_gate,gate,25.0,0.026556024035808035,0.3126738813902359,-0.19948029385501065,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032674555494910607,0.3592038657013107,-0.19948029385500987,23.235629037526,0.749893462556593,False,"H1,H2,OOS,CAGR",False
u56,V1u,v1gate-dg,T1_gate,gate,10.0,0.061519793807876866,0.6521603817962626,-0.14051673107873974,0.05035257708979257,0.575876828966793,-0.13611749021424646,0.07082486653664155,0.710019199890369,-0.14051673107873808,22.85023808049835,0.7256651420904467,False,"H1,H2,OOS,CAGR",False
u56,V1u,v1gate-dg,T1_gate,gate,25.0,0.0257464205805642,0.30595951515995706,-0.17839510985144624,0.01727628382679991,0.23087259803835172,-0.1546846392797484,0.03278946239010616,0.3620266797770612,-0.17839510985144758,22.85023808049835,0.7256651420904467,False,"H1,H2,OOS,CAGR",False
u56,V1u,v1gate-rw,T1_gate,gate,10.0,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.04925613582932131,0.5534299312214817,-0.13101770077431318,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495210220604044,False,"H1,H2,OOS,CAGR",False
u56,V1u,v1gate-rw,T1_gate,gate,25.0,0.02751817304906079,0.3169259386690001,-0.15629933763153747,0.015154355024209254,0.20560330044696404,-0.15629933763153747,0.037834702288707334,0.39920030769495,-0.14177187688535975,23.58532168462946,0.7495210220604044,False,"H1,H2,OOS,CAGR",False
u56,V1u,stop15,T4_stop,stop,10.0,0.06284059264454922,0.6616358516684776,-0.1619640125683378,0.05252287623428464,0.5961099815679317,-0.13035468667421723,0.0714313855444102,0.711556444238919,-0.16196401256833803,23.250672565144527,0.749644386202702,False,"H1,H2,OOS,CAGR",False
u56,V1u,stop15,T4_stop,stop,25.0,0.02640446910154326,0.31123227296791717,-0.20445162067255562,0.019190398794172614,0.25045220562899934,-0.15024600372225128,0.032396298546274016,0.35670865981619776,-0.2044516206725564,23.250672565144527,0.749644386202702,False,"H1,H2,OOS,DD,CAGR",False
