panel,arm,cost,resolution,chooser,IS_empty,IS_lo,IS_hi,g_pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,pass4b,pass4a,turn_yr,leg_L1_H1,leg_L2_H2,leg_L3_OOS,leg_L4_DDcap,leg_L5_CAGRfloor
U56,CAND10,0.0,STEP01,IS_SHARPE,False,0.63,0.77,0.77,0.17007332334133252,1.0862877045163983,-0.1791597002310894,1.136546895014708,1.038428482251189,True,False,15.438611208059054,True,True,True,True,True
U56,CAND10,0.0,EXACT,IS_MID,False,0.6263153495788574,0.7740676054229735,0.7001914775009155,0.15459888052043635,1.0858397131294577,-0.1636658263261549,1.1358055007485186,1.038293996540101,True,False,14.047769427853273,True,True,True,True,True
U56,CAND10,0.0,EXACT,IS_SHARPE,False,0.6263153495788574,0.7740676054229735,0.774068,0.1709747832088757,1.086313764459552,-0.18005798373457527,1.1365900254176262,1.0384362664342144,True,False,15.519671728170016,True,True,True,True,True
U56,CAND10,10.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND10,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND10,10.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND10,10.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND10,10.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND10,10.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND10,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND05,0.0,RECORD8,IS_MID,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,RECORD8,IS_SHARPE,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,STEP25,IS_MID,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,STEP25,IS_SHARPE,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,STEP10,IS_MID,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,STEP10,IS_SHARPE,False,0.5,0.5,0.5,0.13473339096319004,1.0502721063078908,-0.14100776731807674,1.171999448517924,0.946289176128465,True,False,12.608451687827726,True,True,True,True,True
U56,CAND05,0.0,STEP05,IS_MID,False,0.5,0.55,0.525,0.14148516502311725,1.0506283416294018,-0.14762168668572706,1.1725986360035454,0.946412085674444,True,False,13.234229739942514,True,True,True,True,True
U56,CAND05,0.0,STEP05,IS_SHARPE,False,0.5,0.55,0.55,0.14823497787625484,1.0509843065613957,-0.15419539030271834,1.1731971582537084,0.9465348165252949,True,False,13.859784382836683,True,True,True,True,True
U56,CAND05,0.0,STEP01,IS_MID,False,0.49,0.56,0.525,0.14148516502311725,1.0506283416294018,-0.14762168668572706,1.1725986360035454,0.946412085674444,True,False,13.234229739942514,True,True,True,True,True
U56,CAND05,0.0,STEP01,IS_SHARPE,False,0.49,0.56,0.56,0.15093424626735774,1.051126618349408,-0.1568136520170168,1.173436383738753,0.9465838586661658,True,False,14.10993684254036,True,True,True,True,True
U56,CAND05,0.0,EXACT,IS_MID,False,0.48409947395324704,0.562407004760742,0.5232532393569945,0.14101347386820495,1.05060346018086,-0.14716087821204127,1.1725567922828906,0.9464035037302639,True,False,13.19051343576066,True,True,True,True,True
U56,CAND05,0.0,EXACT,IS_SHARPE,False,0.48409947395324704,0.562407004760742,0.562407,0.15158389838644593,1.0511608665479661,-0.1574429124512846,1.1734939498144408,0.9465956588173081,True,False,14.170142311459408,True,True,True,True,True
U56,CAND05,10.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND05,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND05,10.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND05,10.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND05,10.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND05,10.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,CAND05,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,CAND20_NOCAP,0.0,RECORD8,IS_MID,False,0.6,0.85,0.725,0.16282353139672257,1.1880232571135487,-0.2058660001706497,1.307273795972928,1.0657674682939209,False,False,9.934139192755932,True,True,True,False,True
U56,CAND20_NOCAP,0.0,RECORD8,IS_SHARPE,False,0.6,0.85,0.6,0.13438178995127648,1.1879760969997766,-0.17259782411593283,1.3080476461241146,1.064988616664205,True,False,8.238183374098837,True,True,True,True,True
U56,CAND20_NOCAP,0.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.16852396108025558,1.1880316972390175,-0.21241135940613864,1.3071173420443765,1.065922570939485,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,0.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.16852396108025558,1.1880316972390175,-0.21241135940613864,1.3071173420443765,1.065922570939485,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,0.0,STEP10,IS_MID,False,0.6,0.8,0.7,0.15712682972280279,1.188014486260009,-0.1992846830976801,1.3074296892193258,1.0656121416420612,True,False,9.594952493738107,True,True,True,True,True
U56,CAND20_NOCAP,0.0,STEP10,IS_SHARPE,False,0.6,0.8,0.6,0.13438178995127648,1.1879760969997766,-0.17259782411593283,1.3080476461241146,1.064988616664205,True,False,8.238183374098837,True,True,True,True,True
U56,CAND20_NOCAP,0.0,STEP05,IS_MID,False,0.6,0.85,0.725,0.16282353139672257,1.1880232571135487,-0.2058660001706497,1.307273795972928,1.0657674682939209,False,False,9.934139192755932,True,True,True,False,True
U56,CAND20_NOCAP,0.0,STEP05,IS_SHARPE,False,0.6,0.85,0.6,0.13438178995127648,1.1879760969997766,-0.17259782411593283,1.3080476461241146,1.064988616664205,True,False,8.238183374098837,True,True,True,True,True
U56,CAND20_NOCAP,0.0,STEP01,IS_MID,False,0.57,0.88,0.725,0.16282353139672257,1.1880232571135487,-0.2058660001706497,1.307273795972928,1.0657674682939209,False,False,9.934139192755932,True,True,True,False,True
U56,CAND20_NOCAP,0.0,STEP01,IS_SHARPE,False,0.57,0.88,0.57,0.1275727351525131,1.1879635490813316,-0.16447830114712847,1.3082312775919052,1.0648008739802215,True,False,7.830864999936386,True,True,True,True,True
U56,CAND20_NOCAP,0.0,EXACT,IS_MID,False,0.5679025554656981,0.889140990661621,0.7285217730636595,0.16362633580689256,1.1880244660973422,-0.20679022457177731,1.3072517900827454,1.0657893313271145,False,False,9.981930053749345,True,True,True,False,True
U56,CAND20_NOCAP,0.0,EXACT,IS_SHARPE,False,0.5679025554656981,0.889140990661621,0.567903,0.12709705243338631,1.1879626541881168,-0.16390877872476728,1.3082440830780964,1.064787739042804,True,False,7.8023839112244575,True,True,True,True,True
U56,CAND20_NOCAP,10.0,RECORD8,IS_MID,False,0.75,0.75,0.75,0.15658600572366477,1.11425213884774,-0.21368324892151735,1.238214514240267,0.98712195752486,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,10.0,RECORD8,IS_SHARPE,False,0.75,0.75,0.75,0.15658600572366477,1.11425213884774,-0.21368324892151735,1.238214514240267,0.98712195752486,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.15658600572366477,1.11425213884774,-0.21368324892151735,1.238214514240267,0.98712195752486,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.15658600572366477,1.11425213884774,-0.21368324892151735,1.238214514240267,0.98712195752486,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP10,IS_MID,False,0.7,0.8,0.75,0.15658600572366477,1.11425213884774,-0.21368324892151735,1.238214514240267,0.98712195752486,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP10,IS_SHARPE,False,0.7,0.8,0.8,0.1670885539187843,1.114324236807731,-0.2267344476810984,1.2379695480568411,0.9874719509251574,False,False,10.952384350610318,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP05,IS_MID,False,0.65,0.8,0.7250000000000001,0.15133407088122963,1.1142123554796204,-0.20710316361428605,1.2383320899619343,0.9869442113549973,False,False,9.934139192755936,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP05,IS_SHARPE,False,0.65,0.8,0.8,0.1670885539187843,1.114324236807731,-0.2267344476810984,1.2379695480568411,0.9874719509251574,False,False,10.952384350610318,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP01,IS_MID,False,0.62,0.83,0.725,0.1513340708812294,1.1142123554796204,-0.20710316361428593,1.2383320899619341,0.9869442113549973,False,False,9.934139192755932,True,True,True,False,True
U56,CAND20_NOCAP,10.0,STEP01,IS_SHARPE,False,0.62,0.83,0.81,0.1691887156497558,1.114337502243822,-0.22932730809820412,1.2379191474620397,0.987540981777703,False,False,11.088242763866226,True,True,True,False,True
U56,CAND20_NOCAP,10.0,EXACT,IS_MID,False,0.6191809043884278,0.8382966474761964,0.7287387759323121,0.15211951520911637,1.1142184657221965,-0.2080895383768535,1.2383146959461966,0.9869709336145451,False,False,9.98487479579105,True,True,True,False,True
U56,CAND20_NOCAP,10.0,EXACT,IS_SHARPE,False,0.6191809043884278,0.8382966474761964,0.812003,0.16960936035812302,1.1143401158672976,-0.22984596329081342,1.237908989232551,0.9875547823423994,False,False,11.115457962326234,True,True,True,False,True
U56,CAND20_NOCAP,25.0,RECORD8,IS_MID,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,RECORD8,IS_SHARPE,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP25,IS_MID,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP25,IS_SHARPE,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,CAND20_NOCAP,25.0,STEP05,IS_MID,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP05,IS_SHARPE,False,0.75,0.75,0.75,0.1389014771299697,1.0033684598212684,-0.21558841782445792,1.1347053387376649,0.8686428531236687,False,False,10.27343163886858,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP01,IS_MID,False,0.72,0.77,0.745,0.13798299609600906,1.003351572904901,-0.2142649883948684,1.1347177513557127,0.8686009119331994,False,False,10.205564436716436,True,True,True,False,True
U56,CAND20_NOCAP,25.0,STEP01,IS_SHARPE,False,0.72,0.77,0.77,0.14257320415889274,1.0034339324638648,-0.22086729833654273,1.1346526476836618,0.8688094680721566,False,False,10.544937112816385,True,True,True,False,True
U56,CAND20_NOCAP,25.0,EXACT,IS_MID,False,0.7171948184967041,0.771650117324829,0.7444224679107665,0.13787689088721766,1.003349603896279,-0.21411202812051355,1.1347191629062923,0.8685960525549191,False,False,10.197725859353168,True,True,True,False,True
U56,CAND20_NOCAP,25.0,EXACT,IS_SHARPE,False,0.7171948184967041,0.771650117324829,0.77165,0.14287595708194512,1.0034391582084161,-0.22130174702461225,1.1346480734339528,0.8688230858258719,False,False,10.567340793923323,True,True,True,False,True
U56,EWELIG,0.0,RECORD8,IS_MID,False,0.85,0.85,0.85,0.1381642603351656,1.1871244229508089,-0.17777888388431284,1.337484979564031,1.0333976270733332,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,0.0,RECORD8,IS_SHARPE,False,0.85,0.85,0.85,0.1381642603351656,1.1871244229508089,-0.17777888388431284,1.337484979564031,1.0333976270733332,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,0.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,0.0,STEP10,IS_MID,False,0.8,0.9,0.8500000000000001,0.1381642603351656,1.1871244229508087,-0.17777888388431284,1.337484979564031,1.0333976270733334,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,0.0,STEP10,IS_SHARPE,False,0.8,0.9,0.8,0.12993416457444473,1.1872763962213206,-0.16776498426966746,1.3379723057784372,1.033269402447574,True,False,8.905705711770198,True,True,True,True,True
U56,EWELIG,0.0,STEP05,IS_MID,False,0.8,0.9,0.8500000000000001,0.1381642603351656,1.1871244229508087,-0.17777888388431284,1.337484979564031,1.0333976270733334,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,0.0,STEP05,IS_SHARPE,False,0.8,0.9,0.8,0.12993416457444473,1.1872763962213206,-0.16776498426966746,1.3379723057784372,1.033269402447574,True,False,8.905705711770198,True,True,True,True,True
U56,EWELIG,0.0,STEP01,IS_MID,False,0.78,0.94,0.86,0.13981135054841665,1.187093810005198,-0.17977497022622324,1.3373870799728789,1.0334232158849157,True,False,9.55507206268247,True,True,True,True,True
U56,EWELIG,0.0,STEP01,IS_SHARPE,False,0.78,0.94,0.78,0.12664473297045298,1.1873366780733587,-0.16374381425967977,1.3381662267099026,1.033217982268572,True,False,8.688735862103837,True,True,True,True,True
U56,EWELIG,0.0,EXACT,IS_MID,False,0.7718405189514159,0.9481372179260253,0.8599888684387207,0.13980951688780197,1.1870938441227539,-0.17977274951141775,1.337387189031139,1.0334231874110087,True,False,9.554951803906404,True,True,True,True,True
U56,EWELIG,0.0,EXACT,IS_SHARPE,False,0.7718405189514159,0.9481372179260253,0.771841,0.12530325427121647,1.187361187077061,-0.16210081753844463,1.3382451717000636,1.033196984114717,True,False,8.600148821157855,True,True,True,True,True
U56,EWELIG,10.0,RECORD8,IS_MID,False,0.85,0.85,0.85,0.12746529353681058,1.1045272470773,-0.1789415552313347,1.2681366909854292,0.937378379313044,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,10.0,RECORD8,IS_SHARPE,False,0.85,0.85,0.85,0.12746529353681058,1.1045272470773,-0.1789415552313347,1.2681366909854292,0.937378379313044,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,10.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,10.0,STEP05,IS_MID,False,0.85,0.85,0.85,0.12746529353681058,1.1045272470773,-0.1789415552313347,1.2681366909854292,0.937378379313044,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,10.0,STEP05,IS_SHARPE,False,0.85,0.85,0.85,0.12746529353681058,1.1045272470773,-0.1789415552313347,1.2681366909854292,0.937378379313044,True,False,9.447007341429224,True,True,True,True,True
U56,EWELIG,10.0,STEP01,IS_MID,False,0.85,0.89,0.87,0.13048466223707367,1.1045270474400015,-0.18295292437791355,1.2679986826604728,0.9374911165072136,True,False,9.663075867549784,True,True,True,True,True
U56,EWELIG,10.0,STEP01,IS_SHARPE,False,0.85,0.89,0.89,0.13350429191421065,1.104526277333122,-0.18695510658333203,1.2678597391112367,0.9376035617730364,True,False,9.878897818533583,True,True,True,True,True
U56,EWELIG,10.0,EXACT,IS_MID,False,0.8456805038452148,0.8910749811401366,0.8683777424926757,0.1302397422571442,1.1045270853348466,-0.18262789302756555,1.268009911658258,0.9374819838909882,True,False,9.645559099391045,True,True,True,True,True
U56,EWELIG,10.0,EXACT,IS_SHARPE,False,0.8456805038452148,0.8910749811401366,0.891075,0.13366660373442052,1.1045262216629095,-0.1871699636601043,1.2678522450012508,0.9376096006127458,True,False,9.89049109150623,True,True,True,True,True
U56,EWELIG,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,EWELIG,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,0.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,10.0,EXACT,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
U56,SPYBH,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
B136,BAND03,0.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10560481772835173,1.134386875552062,-0.1573326287616349,1.3008933741488606,0.9406267071354995,False,False,2.720190939265042,True,True,True,True,False
B136,BAND03,0.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP05,IS_MID,False,0.95,1.0,0.975,0.10560481772835173,1.134386875552062,-0.1573326287616349,1.3008933741488606,0.9406267071354995,False,False,2.720190939265042,True,True,True,True,False
B136,BAND03,0.0,STEP05,IS_SHARPE,False,0.95,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,STEP01,IS_MID,False,0.95,1.0,0.975,0.10560481772835173,1.134386875552062,-0.1573326287616349,1.3008933741488606,0.9406267071354995,False,False,2.720190939265042,True,True,True,True,False
B136,BAND03,0.0,STEP01,IS_SHARPE,False,0.95,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,0.0,EXACT,IS_MID,False,0.9448527183532716,1.0,0.9724263591766358,0.1053245373333822,1.1343999375975817,-0.15693354068098697,1.3009192288562719,0.9406243449094747,False,False,2.7130977512742582,True,True,True,True,False
B136,BAND03,0.0,EXACT,IS_SHARPE,False,0.9448527183532716,1.0,1.0,0.10832759969189798,1.134259824155233,-0.16120480834500972,1.3006419248179288,0.9406496633233268,True,False,2.7891319970730426,True,True,True,True,True
B136,BAND03,10.0,RECORD8,IS_MID,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,RECORD8,IS_SHARPE,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP10,IS_MID,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP10,IS_SHARPE,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP05,IS_MID,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP05,IS_SHARPE,False,1.0,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,STEP01,IS_MID,False,0.97,1.0,0.985,0.10365833766677479,1.1048723242089193,-0.1592527367231502,1.2767429995112398,0.9037354397059767,False,False,2.7477581597988237,True,True,True,True,False
B136,BAND03,10.0,STEP01,IS_SHARPE,False,0.97,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,10.0,EXACT,IS_MID,False,0.9689790592193603,1.0,0.9844895296096802,0.10360444704143212,1.1048746756937406,-0.15917349055836938,1.2767478739103082,0.903734780345549,False,False,2.7463506340330603,True,True,True,True,False
B136,BAND03,10.0,EXACT,IS_SHARPE,False,0.9689790592193603,1.0,1.0,0.1052418687479828,1.1048029424254948,-0.16157983013208965,1.2765994327720478,0.9037545918842925,False,False,2.7891319970730426,True,True,True,True,False
B136,BAND03,25.0,RECORD8,-,True,,,,,,,,,,,,,,,,
B136,BAND03,25.0,STEP25,-,True,,,,,,,,,,,,,,,,
B136,BAND03,25.0,STEP10,-,True,,,,,,,,,,,,,,,,
B136,BAND03,25.0,STEP05,-,True,,,,,,,,,,,,,,,,
B136,BAND03,25.0,STEP01,-,True,,,,,,,,,,,,,,,,
B136,BAND03,25.0,EXACT,-,True,,,,,,,,,,,,,,,,
B136,BAND08,0.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10956886444144098,1.1149772170420347,-0.1901718806946484,1.2326009823443482,0.9841477785180814,True,False,1.6876417265405692,True,True,True,True,True
B136,BAND08,0.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,STEP25,IS_MID,False,1.0,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,STEP25,IS_SHARPE,False,1.0,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,STEP10,IS_MID,False,0.9,1.0,0.95,0.10674391753468604,1.115138027587857,-0.18553455583565948,1.232879875157014,0.9841466557596895,False,False,1.6456139923337638,True,True,True,True,False
B136,BAND08,0.0,STEP10,IS_SHARPE,False,0.9,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,STEP05,IS_MID,False,0.9,1.0,0.95,0.10674391753468604,1.115138027587857,-0.18553455583565948,1.232879875157014,0.9841466557596895,False,False,1.6456139923337638,True,True,True,True,False
B136,BAND08,0.0,STEP05,IS_SHARPE,False,0.9,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,STEP01,IS_MID,False,0.88,1.0,0.94,0.10561403633985345,1.1152021682097353,-0.18367608688677506,1.232991143336327,0.9841462096491526,False,False,1.6288168937531182,True,True,True,True,False
B136,BAND08,0.0,STEP01,IS_SHARPE,False,0.88,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,0.0,EXACT,IS_MID,False,0.8763845062255857,1.0,0.9381922531127929,0.10540978869651596,1.1152137520434138,-0.18333990695182212,1.2330112402206497,0.9841461291868958,False,False,1.6257812170883894,True,True,True,True,False
B136,BAND08,0.0,EXACT,IS_SHARPE,False,0.8763845062255857,1.0,1.0,0.11239412843433483,1.1148157479311143,-0.19479656207670992,1.2323210541349165,0.9841489118970392,True,False,1.72974589812109,True,True,True,True,True
B136,BAND08,10.0,RECORD8,IS_MID,False,0.95,1.0,0.975,0.10769766776286493,1.0975822356939215,-0.19036343786570487,1.217928505238828,0.9627710768228889,True,False,1.6876417265405692,True,True,True,True,True
B136,BAND08,10.0,RECORD8,IS_SHARPE,False,0.95,1.0,1.0,0.11047139028283737,1.0974353329692363,-0.19499148724221482,1.2176638022213346,0.9627844805980778,True,False,1.72974589812109,True,True,True,True,True
