panel,arm,n,seed,bps,redraws_yr,CAGR,Sharpe,MaxDD,Vol,H1,H2,OOS_Sharpe,turn_yr,sat_share,v4a,fail4b,v4b
U56,EWall,,,0,,0.11314831389325475,1.1321362346444486,-0.15769540293383966,0.09904343933520983,1.1502926877747832,1.1189906484817445,1.194763825348269,8.208759352934159,,False,-,True
U56,EWall,,,1,,0.11223516193643635,1.123835450056862,-0.1578005946533233,0.0990445625596479,1.1421192338734893,1.1105518090268316,1.186486147820464,8.208759352934159,,False,-,True
U56,EWall,,,2,,0.11132273114693003,1.1155323007122897,-0.15790578033607128,0.09904591246175849,1.1339436119964643,1.1021104491611546,1.1782058136840519,8.208759352934159,,False,-,True
U56,EWall,,,5,,0.10858976030034562,1.0906092364214441,-0.1582213011640995,0.09905132213366719,1.1094042865078424,1.0767718409775635,1.1533494464847185,8.208759352934159,,False,-,True
U56,EWall,,,10,,0.1040491811310249,1.0490288480160836,-0.15874704847794507,0.0990648706361151,1.06846717048947,1.0344959688835331,1.111874408264675,8.208759352934159,,False,CAGR,False
U56,EWall,,,25,,0.09053460892350085,0.9240392019815247,-0.16113530298864642,0.099139482282156,0.9454322816460432,0.9074005873143067,0.9871576088117031,8.208759352934159,,False,"H1,CAGR",False
U56,v1,,,0,,0.0899230928204462,0.8948880940589614,-0.13594394240496122,0.10206878834166895,0.8773917061188327,0.9148968978097718,0.9780477105237235,23.58532168462946,,True,"H1,CAGR",False
U56,v1,,,1,,0.0873575372436659,0.8718759879304894,-0.1361775151470117,0.10205764641452063,0.8538084384112026,0.8922405777676129,0.9550113598398497,23.58532168462946,,True,"H1,CAGR",False
U56,v1,,,2,,0.08479786089113128,0.8488486389298534,-0.13641104991932895,0.10204773283758083,0.8302082199059446,0.8695702194201441,0.9319591140598477,23.58532168462946,,True,"H1,CAGR",False
U56,v1,,,5,,0.0771539762159712,0.7796833873389952,-0.13711142644765795,0.10202536556686034,0.7593152111393263,0.8014824074848006,0.8627148928624649,23.58532168462946,,True,"H1,H2,OOS,CAGR",False
U56,v1,,,10,,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.10201267848492176,0.6409087934305884,0.6877921123353656,0.747063834691694,23.58532168462946,,False,"H1,H2,OOS,CAGR",False
U56,v1,,,25,,0.02751817304906079,0.3169259386690001,-0.15629933763153747,0.10215900720017951,0.2848945732875525,0.3460135787879513,0.39920030769495,23.58532168462946,,False,"H1,H2,OOS,CAGR",False
U56,FWD,20.0,,0,,0.14034814475179003,1.1550935984443078,-0.1822003619415382,0.11997454777908138,1.164554484570374,1.1544363444434362,1.218588771085467,10.996244092602641,0.15487179487179487,False,-,True
U56,FWD,20.0,,1,,0.13909577806020956,1.145948540908053,-0.1822886997115155,0.11997240957928712,1.1549279246777464,1.14564101237722,1.2098096189361192,10.996244092602641,0.15487179487179487,False,-,True
U56,FWD,20.0,,2,,0.13784475084048275,1.136801040860483,-0.18237703186635534,0.11997049474384237,1.1452985436642198,1.136843489552646,1.2010281145664963,10.996244092602641,0.15487179487179487,False,-,True
U56,FWD,20.0,,5,,0.13409969206995132,1.1093443946361055,-0.1826419946416039,0.11996609052432392,1.1163940501571228,1.1104382393891217,1.1746699494938844,10.996244092602641,0.15487179487179487,False,-,True
