arm,cell,beta,q,k,draw,panel_vol,breadth_IS,breadth_full
REPRO,BSTK-LO,,,40,0,0.19664224198672706,0.7936698717948717,0.7395476772616136
REPRO,BSTK-LO,,,40,1,0.19807957622360015,0.7958333333333334,0.7361552567237164
REPRO,BSTK-LO,,,40,2,0.19665295040818345,0.7798076923076923,0.73380195599022
REPRO,BSTK-LO,,,40,3,0.19321959136270855,0.7916666666666666,0.7388141809290953
REPRO,BSTK-LO,,,40,4,0.1981271029783092,0.7852564102564102,0.7341992665036675
REPRO,BSTK-LO,,,40,5,0.19672378926605133,0.8022435897435898,0.7422066014669927
REPRO,BSTK-LO,,,40,6,0.19362255884685642,0.7898237179487179,0.737622249388753
REPRO,BSTK-LO,,,40,7,0.19255400682900758,0.7913461538461538,0.7347493887530562
REPRO,BSTK-HI,,,20,0,0.33782136730965817,0.6431089743589744,0.646882640586797
REPRO,BSTK-HI,,,20,1,0.3296492320064202,0.6801282051282052,0.6811735941320294
REPRO,BSTK-HI,,,20,2,0.35025480973582174,0.6887820512820513,0.663080684596577
REPRO,BSTK-HI,,,20,3,0.32659815420962995,0.6644230769230769,0.6740220048899755
REPRO,BSTK-HI,,,20,4,0.34548791328319883,0.6767628205128204,0.6744498777506112
REPRO,BSTK-HI,,,20,5,0.31544214524046227,0.7160256410256409,0.7081907090464548
REPRO,BSTK-HI,,,20,6,0.3164004925633998,0.69375,0.6699877750611247
REPRO,BSTK-HI,,,20,7,0.35342332310594743,0.6439102564102563,0.6492053789731052
REPRO,BSTK-HI,,,30,0,0.32076263231232677,0.7011752136752136,0.6994702526487367
REPRO,BSTK-HI,,,30,1,0.3225478812701421,0.6935897435897436,0.6786063569682151
REPRO,BSTK-HI,,,30,2,0.31051160014916374,0.6909188034188033,0.6810105949470253
REPRO,BSTK-HI,,,30,3,0.3278265290071888,0.6841880341880341,0.6788916055419723
REPRO,BSTK-HI,,,30,4,0.32660288758096123,0.6682692307692306,0.6642624286878566
REPRO,BSTK-HI,,,30,5,0.30572421682275547,0.7009615384615383,0.699837000814996
REPRO,BSTK-HI,,,30,6,0.3124777099619508,0.6969017094017093,0.682722086389568
REPRO,BSTK-HI,,,30,7,0.33586777694887715,0.6813034188034186,0.6767726161369193
REPRO,BSTK-HI,,,40,0,0.3201853031013162,0.6974358974358974,0.6916870415647922
REPRO,BSTK-HI,,,40,1,0.3279809826518467,0.6867788461538462,0.6808068459657701
REPRO,BSTK-HI,,,40,2,0.3248086304250095,0.6947916666666666,0.6828850855745722
REPRO,BSTK-HI,,,40,3,0.3152183267344517,0.7020833333333334,0.6908007334963325
REPRO,BSTK-HI,,,40,4,0.32719827130007584,0.6866987179487178,0.6772616136919315
REPRO,BSTK-HI,,,40,5,0.31762724063324205,0.6899839743589744,0.683221271393643
REPRO,BSTK-HI,,,40,6,0.3217994588536591,0.6901442307692307,0.6838325183374083
REPRO,BSTK-HI,,,40,7,0.3114361062026861,0.7014423076923076,0.6919926650366748
CROSS,SMALL-LO,,,20,0,0.3059418771241062,0.6634615384615385,0.5986552567237163
CROSS,SMALL-LO,,,20,1,0.28927570490151183,0.7099358974358976,0.6238997555012225
CROSS,SMALL-LO,,,20,2,0.29914765665743304,0.6649038461538461,0.5808068459657701
CROSS,SMALL-LO,,,20,3,0.2841990725315171,0.6886217948717949,0.5881418092909535
CROSS,SMALL-LO,,,20,4,0.27922245851008237,0.7241987179487179,0.6161369193154035
CROSS,SMALL-LO,,,20,5,0.2959405624071615,0.683974358974359,0.5795232273838631
CROSS,SMALL-LO,,,20,6,0.2982376624413987,0.6935897435897436,0.6153422982885085
CROSS,SMALL-LO,,,20,7,0.2908656607712733,0.6621794871794873,0.5874694376528117
CROSS,SMALL-LO,,,20,8,0.26663634056692753,0.6939102564102565,0.6080073349633252
CROSS,SMALL-LO,,,20,9,0.3000258944665788,0.6735576923076922,0.588080684596577
CROSS,SMALL-LO,,,20,10,0.2886723434799905,0.7024038461538462,0.600122249388753
CROSS,SMALL-LO,,,20,11,0.291342197500979,0.6891025641025641,0.5926039119804402
CROSS,SMALL-LO,,,30,0,0.29164387982338175,0.6991452991452992,0.6098207008964955
CROSS,SMALL-LO,,,30,1,0.29729517132133143,0.6550213675213676,0.5639771801140994
CROSS,SMALL-LO,,,30,2,0.29840271613698854,0.6715811965811966,0.5849225753871231
CROSS,SMALL-LO,,,30,3,0.2880012281739305,0.6810897435897435,0.6154849225753871
CROSS,SMALL-LO,,,30,4,0.282671807677535,0.7302350427350428,0.6136919315403423
CROSS,SMALL-LO,,,30,5,0.28101495735360454,0.7136752136752137,0.5998777506112469
CROSS,SMALL-LO,,,30,6,0.2878962142641648,0.7185897435897436,0.6143439282803587
CROSS,SMALL-LO,,,30,7,0.29338662585432806,0.7126068376068377,0.5959657701711492
CROSS,SMALL-LO,,,30,8,0.29764961874939694,0.6576923076923076,0.5725753871230644
CROSS,SMALL-LO,,,30,9,0.30341228775659884,0.6616452991452991,0.5926242868785656
CROSS,SMALL-LO,,,30,10,0.29756775948638414,0.7293803418803418,0.6089242053789731
CROSS,SMALL-LO,,,30,11,0.296186717329171,0.6598290598290598,0.573675631621842
CROSS,SMALL-HI,,,20,0,0.5435733505803688,0.463621794871795,0.4089242053789731
CROSS,SMALL-HI,,,20,1,0.48415386645553327,0.5155448717948719,0.4394865525672372
CROSS,SMALL-HI,,,20,2,0.5334934601977912,0.41506410256410253,0.4192542787286063
CROSS,SMALL-HI,,,20,3,0.5697359421806903,0.41698717948717956,0.39162591687041565
CROSS,SMALL-HI,,,20,4,0.6545215093023695,0.37307692307692303,0.36210268948655255
CROSS,SMALL-HI,,,20,5,0.5644561495359112,0.4355769230769231,0.3911369193154034
CROSS,SMALL-HI,,,20,6,0.5373005686507399,0.4467948717948718,0.4027506112469438
CROSS,SMALL-HI,,,20,7,0.5167332734342202,0.4950320512820513,0.4449877750611247
CROSS,SMALL-HI,,,20,8,0.4781826060212933,0.48125000000000007,0.42157701711491447
CROSS,SMALL-HI,,,20,9,0.5225876638138979,0.44615384615384623,0.41479217603911983
CROSS,SMALL-HI,,,20,10,0.5555794461182335,0.42532051282051286,0.4131418092909535
CROSS,SMALL-HI,,,20,11,0.4716403101660848,0.4926282051282051,0.4289119804400978
CROSS,SMALL-HI,,,30,0,0.55098670796814,0.4256410256410257,0.37734311328443354
CROSS,SMALL-HI,,,30,1,0.5809434243270293,0.42339743589743584,0.41165444172779136
CROSS,SMALL-HI,,,30,2,0.4834029469184349,0.4833333333333334,0.421678891605542
CROSS,SMALL-HI,,,30,3,0.5346042262706205,0.49017094017094015,0.44608801955990224
CROSS,SMALL-HI,,,30,4,0.48540987130292895,0.4894230769230769,0.45594947025264876
CROSS,SMALL-HI,,,30,5,0.5392245087521487,0.4254273504273504,0.4091687041564792
CROSS,SMALL-HI,,,30,6,0.6429017439150287,0.42574786324786323,0.3961287693561532
CROSS,SMALL-HI,,,30,7,0.557839302807507,0.45427350427350427,0.4374898125509372
CROSS,SMALL-HI,,,30,8,0.5125745980443585,0.44978632478632474,0.4180929095354523
CROSS,SMALL-HI,,,30,9,0.4878806482654941,0.46848290598290604,0.417318663406683
CROSS,SMALL-HI,,,30,10,0.6070915251283714,0.43290598290598287,0.4019967400162999
CROSS,SMALL-HI,,,30,11,0.5429306279936239,0.4737179487179487,0.4382640586797066
CROSS,BSTK-LO,,,20,0,0.19430413418501474,0.7916666666666667,0.7465770171149144
CROSS,BSTK-LO,,,20,1,0.20002579540859072,0.7501602564102565,0.7364914425427873
CROSS,BSTK-LO,,,20,2,0.19001543796809633,0.7931089743589744,0.742481662591687
CROSS,BSTK-LO,,,20,3,0.19946089737457445,0.7950320512820512,0.7386919315403423
CROSS,BSTK-LO,,,20,4,0.19805622380207194,0.7751602564102564,0.7232273838630807
CROSS,BSTK-LO,,,20,5,0.19696857805796866,0.7758012820512821,0.7291564792176038
CROSS,BSTK-LO,,,20,6,0.1937594487848892,0.797275641025641,0.7504889975550122
CROSS,BSTK-LO,,,20,7,0.19868771868442678,0.8225961538461537,0.746638141809291
CROSS,BSTK-LO,,,20,8,0.20218287150835157,0.7878205128205128,0.7312347188264059
CROSS,BSTK-LO,,,20,9,0.19780691945067522,0.7886217948717948,0.7287286063569682
CROSS,BSTK-LO,,,20,10,0.20125585644785216,0.7943910256410256,0.7396088019559902
CROSS,BSTK-LO,,,20,11,0.20037690198027347,0.7977564102564102,0.7518948655256723
CROSS,BSTK-LO,,,30,0,0.1989672227772696,0.7839743589743589,0.7189079054604727
CROSS,BSTK-LO,,,30,1,0.19567969639062294,0.7946581196581196,0.7409535452322739
CROSS,BSTK-LO,,,30,2,0.1939453444031934,0.785790598290598,0.737123064384678
CROSS,BSTK-LO,,,30,3,0.1985627198613736,0.7946581196581195,0.7309290953545233
CROSS,BSTK-LO,,,30,4,0.18971446393616428,0.798611111111111,0.7355745721271394
CROSS,BSTK-LO,,,30,5,0.19322106304140363,0.7804487179487178,0.7317848410757947
CROSS,BSTK-LO,,,30,6,0.195739572322349,0.7813034188034188,0.7330888345558272
CROSS,BSTK-LO,,,30,7,0.19637145616996834,0.7965811965811965,0.7374898125509373
CROSS,BSTK-LO,,,30,8,0.1944157133934635,0.7768162393162391,0.7394865525672372
CROSS,BSTK-LO,,,30,9,0.1983159921927596,0.7934829059829059,0.7346780766096169
CROSS,BSTK-LO,,,30,10,0.19505541819913963,0.7922008547008547,0.7468215158924205
CROSS,BSTK-LO,,,30,11,0.19176422524622083,0.8092948717948717,0.7374083129584351
CROSS,BSTK-HI,,,20,0,0.33275410785369586,0.690224358974359,0.6858190709046454
CROSS,BSTK-HI,,,20,1,0.3173583706841225,0.7009615384615384,0.6889364303178483
CROSS,BSTK-HI,,,20,2,0.3295827494987614,0.7120192307692307,0.6971271393643031
CROSS,BSTK-HI,,,20,3,0.3169453298575251,0.6991987179487179,0.6865525672371638
CROSS,BSTK-HI,,,20,4,0.29831270456077746,0.7206730769230768,0.7152200488997555
CROSS,BSTK-HI,,,20,5,0.3154429802231337,0.682852564102564,0.670721271393643
CROSS,BSTK-HI,,,20,6,0.32095692139553467,0.7036858974358974,0.6737163814180929
CROSS,BSTK-HI,,,20,7,0.31933049541312447,0.716826923076923,0.6931540342298288
CROSS,BSTK-HI,,,20,8,0.32829337885200455,0.6972756410256411,0.6949266503667482
CROSS,BSTK-HI,,,20,9,0.32072214491981466,0.6746794871794871,0.678239608801956
CROSS,BSTK-HI,,,20,10,0.3264672850133941,0.693429487179487,0.6965158924205379
CROSS,BSTK-HI,,,20,11,0.33957247388404865,0.6565705128205128,0.6485330073349633
CROSS,BSTK-HI,,,30,0,0.30971655061010345,0.7073717948717949,0.6944987775061124
CROSS,BSTK-HI,,,30,1,0.32031776500894493,0.6996794871794871,0.6830073349633251
CROSS,BSTK-HI,,,30,2,0.3327798226879973,0.6563034188034188,0.6691524042379788
CROSS,BSTK-HI,,,30,3,0.3093921087200423,0.6993589743589744,0.6943765281173594
CROSS,BSTK-HI,,,30,4,0.310467994613002,0.6945512820512821,0.6843113284433577
CROSS,BSTK-HI,,,30,5,0.3429812111101199,0.6754273504273504,0.6711491442542787
CROSS,BSTK-HI,,,30,6,0.3356317254085108,0.6856837606837606,0.6795843520782395
CROSS,BSTK-HI,,,30,7,0.32180990711779744,0.6823717948717949,0.6811735941320294
CROSS,BSTK-HI,,,30,8,0.3086355887304545,0.7100427350427351,0.7048492257538713
CROSS,BSTK-HI,,,30,9,0.3201778841592072,0.6909188034188034,0.69360228198859
CROSS,BSTK-HI,,,30,10,0.3041212904357326,0.7278846153846154,0.706519967400163
CROSS,BSTK-HI,,,30,11,0.3168082792817175,0.6789529914529913,0.676324368378158
CROSS,SMALL-LO,0.25,,20,0,0.27458830077620966,0.7272435897435897,0.6410146699266503
CROSS,SMALL-LO,0.25,,20,1,0.29815048895915036,0.7131410256410257,0.6058679706601466
CROSS,SMALL-LO,0.25,,20,2,0.2905774458760368,0.7006410256410256,0.5963325183374083
CROSS,SMALL-LO,0.25,,20,3,0.3021994115274541,0.6810897435897436,0.5921760391198043
CROSS,SMALL-LO,0.25,,20,4,0.295923077844665,0.6969551282051282,0.6046454767726162
CROSS,SMALL-LO,0.25,,20,5,0.2830472370496998,0.6801282051282053,0.5723105134474328
CROSS,SMALL-LO,0.25,,20,6,0.28955275286560667,0.6961538461538461,0.6070904645476773
CROSS,SMALL-LO,0.25,,20,7,0.2991518193774189,0.6881410256410257,0.600916870415648
CROSS,SMALL-LO,0.25,,20,8,0.2770567193608341,0.6818910256410255,0.6055012224938875
CROSS,SMALL-LO,0.25,,20,9,0.29285553372350226,0.7259615384615383,0.6096577017114915
CROSS,SMALL-LO,0.25,,20,10,0.28981410454071826,0.7330128205128206,0.6368581907090465
CROSS,SMALL-LO,0.25,,20,11,0.29096503021742437,0.6634615384615384,0.5714547677261613
CROSS,SMALL-LO,0.25,,30,0,0.29422087528297225,0.688568376068376,0.619356153219234
CROSS,SMALL-LO,0.25,,30,1,0.2897224044596157,0.6881410256410256,0.6015484922575387
CROSS,SMALL-LO,0.25,,30,2,0.28318672966583464,0.7251068376068376,0.6178484107579462
CROSS,SMALL-LO,0.25,,30,3,0.30169757747140585,0.6502136752136752,0.5625509372453138
CROSS,SMALL-LO,0.25,,30,4,0.27814454234810787,0.7055555555555557,0.6223308883455583
CROSS,SMALL-LO,0.25,,30,5,0.3004073882156319,0.6958333333333332,0.6051344743276285
CROSS,SMALL-LO,0.25,,30,6,0.28514974199024057,0.6952991452991454,0.626242868785656
CROSS,SMALL-LO,0.25,,30,7,0.2848535671540481,0.7107905982905984,0.6180521597392014
CROSS,SMALL-LO,0.25,,30,8,0.29699260668394134,0.6923076923076923,0.5982477587612062
CROSS,SMALL-LO,0.25,,30,9,0.28879145289902197,0.6833333333333332,0.5988182559087204
CROSS,SMALL-LO,0.25,,30,10,0.3103060513083073,0.7190170940170941,0.6165444172779135
CROSS,SMALL-LO,0.25,,30,11,0.2949449248078192,0.6870726495726494,0.6114506927465363
CROSS,SMALL-HI,0.25,,20,0,0.4254924491102322,0.6200320512820513,0.5095354523227383
CROSS,SMALL-HI,0.25,,20,1,0.4419090784166239,0.6190705128205127,0.5125916870415648
CROSS,SMALL-HI,0.25,,20,2,0.4293364591154344,0.6490384615384616,0.57059902200489
CROSS,SMALL-HI,0.25,,20,3,0.4431278062442853,0.6147435897435896,0.5091075794621027
CROSS,SMALL-HI,0.25,,20,4,0.43818453156171583,0.6238782051282051,0.530562347188264
CROSS,SMALL-HI,0.25,,20,5,0.4682656441074272,0.6112179487179488,0.5276894865525672
CROSS,SMALL-HI,0.25,,20,6,0.42979134449699846,0.621474358974359,0.4908312958435208
CROSS,SMALL-HI,0.25,,20,7,0.42338713500718805,0.6282051282051283,0.5475550122249389
CROSS,SMALL-HI,0.25,,20,8,0.4407301414374956,0.6163461538461538,0.511002444987775
CROSS,SMALL-HI,0.25,,20,9,0.44409024477087106,0.6181089743589743,0.5341075794621026
CROSS,SMALL-HI,0.25,,20,10,0.45216755131912595,0.6147435897435897,0.5137530562347188
CROSS,SMALL-HI,0.25,,20,11,0.43203822433413486,0.6278846153846154,0.5138141809290954
CROSS,SMALL-HI,0.25,,30,0,0.4424712387680778,0.5991452991452992,0.49755501222493886
CROSS,SMALL-HI,0.25,,30,1,0.44492417861854455,0.6050213675213674,0.508638956805216
CROSS,SMALL-HI,0.25,,30,2,0.4440169489327917,0.6215811965811967,0.5119396903015485
CROSS,SMALL-HI,0.25,,30,3,0.44517515608743036,0.6181623931623932,0.5308883455582722
CROSS,SMALL-HI,0.25,,30,4,0.45442037165282867,0.6139957264957263,0.5200488997555012
CROSS,SMALL-HI,0.25,,30,5,0.4534427840755623,0.6047008547008548,0.515158924205379
CROSS,SMALL-HI,0.25,,30,6,0.4477632667587635,0.626923076923077,0.530440097799511
CROSS,SMALL-HI,0.25,,30,7,0.44313611970021966,0.6201923076923077,0.5236348818255909
CROSS,SMALL-HI,0.25,,30,8,0.4448098464440143,0.6153846153846154,0.5179706601466992
CROSS,SMALL-HI,0.25,,30,9,0.45677567642355255,0.6147435897435898,0.5025672371638142
CROSS,SMALL-HI,0.25,,30,10,0.4428462121621912,0.623717948717949,0.530358598207009
CROSS,SMALL-HI,0.25,,30,11,0.461391438362433,0.6116452991452992,0.5220048899755502
CROSS,BSTK-LO,0.25,,20,0,0.19735490034692732,0.7748397435897436,0.7382640586797067
CROSS,BSTK-LO,0.25,,20,1,0.18946699242968018,0.7717948717948717,0.728117359413203
CROSS,BSTK-LO,0.25,,20,2,0.20234272634800102,0.7602564102564102,0.7119804400977995
CROSS,BSTK-LO,0.25,,20,3,0.20022978574900638,0.7501602564102564,0.718398533007335
CROSS,BSTK-LO,0.25,,20,4,0.19376427369737198,0.7721153846153846,0.7301344743276283
CROSS,BSTK-LO,0.25,,20,5,0.19951764601648433,0.7724358974358975,0.7279339853300734
CROSS,BSTK-LO,0.25,,20,6,0.20848984545816024,0.7637820512820512,0.7155867970660147
CROSS,BSTK-LO,0.25,,20,7,0.19616355394969542,0.7602564102564102,0.7245721271393644
CROSS,BSTK-LO,0.25,,20,8,0.2026474944593711,0.7740384615384615,0.7322738386308069
CROSS,BSTK-LO,0.25,,20,9,0.19258030558324807,0.7807692307692309,0.7388141809290953
CROSS,BSTK-LO,0.25,,20,10,0.19399464089637775,0.7626602564102564,0.7138753056234719
CROSS,BSTK-LO,0.25,,20,11,0.1870477489783588,0.7834935897435897,0.7336185819070905
CROSS,BSTK-LO,0.25,,30,0,0.1975021015878483,0.7755341880341879,0.7298696006519967
CROSS,BSTK-LO,0.25,,30,1,0.19584492998016811,0.7592948717948717,0.7297881010594947
CROSS,BSTK-LO,0.25,,30,2,0.19971450997896706,0.7602564102564102,0.7184189079054605
CROSS,BSTK-LO,0.25,,30,3,0.19281533185430877,0.7634615384615384,0.7306030969845151
CROSS,BSTK-LO,0.25,,30,4,0.19737934560547096,0.7668803418803418,0.7263243683781581
CROSS,BSTK-LO,0.25,,30,5,0.19786621862324488,0.7685897435897434,0.7275468622656887
CROSS,BSTK-LO,0.25,,30,6,0.19413790950331505,0.7597222222222223,0.7231866340668296
CROSS,BSTK-LO,0.25,,30,7,0.19191404612594087,0.7774572649572649,0.7267726161369193
CROSS,BSTK-LO,0.25,,30,8,0.1947173466707089,0.7647435897435896,0.7275876120619398
CROSS,BSTK-LO,0.25,,30,9,0.19420234281587243,0.7699786324786325,0.7279136104319478
CROSS,BSTK-LO,0.25,,30,10,0.1973002645529666,0.7712606837606837,0.728158109209454
CROSS,BSTK-LO,0.25,,30,11,0.19774891252046087,0.7675213675213673,0.726039119804401
CROSS,BSTK-HI,0.25,,20,0,0.33402207623013214,0.6985576923076923,0.685880195599022
CROSS,BSTK-HI,0.25,,20,1,0.2972254263824947,0.7185897435897435,0.6940709046454768
CROSS,BSTK-HI,0.25,,20,2,0.29884470180449424,0.7173076923076922,0.6900977995110025
CROSS,BSTK-HI,0.25,,20,3,0.2986175605778883,0.7192307692307693,0.6954767726161369
CROSS,BSTK-HI,0.25,,20,4,0.3043638579602457,0.7011217948717948,0.6927261613691932
CROSS,BSTK-HI,0.25,,20,5,0.3147817540289979,0.6669871794871794,0.6706601466992665
CROSS,BSTK-HI,0.25,,20,6,0.301891303614076,0.7014423076923076,0.6942542787286063
CROSS,BSTK-HI,0.25,,20,7,0.29780728868945683,0.7133012820512821,0.6963325183374083
CROSS,BSTK-HI,0.25,,20,8,0.31468632597084223,0.6817307692307693,0.6790953545232273
CROSS,BSTK-HI,0.25,,20,9,0.30933188040149723,0.6873397435897437,0.678361858190709
CROSS,BSTK-HI,0.25,,20,10,0.32060759486583007,0.6935897435897436,0.6803789731051345
CROSS,BSTK-HI,0.25,,20,11,0.3081471529471789,0.7142628205128204,0.7072738386308068
CROSS,BSTK-HI,0.25,,30,0,0.30529468871718474,0.695619658119658,0.6914017929910351
CROSS,BSTK-HI,0.25,,30,1,0.30655680015223213,0.7131410256410257,0.6946617766911165
CROSS,BSTK-HI,0.25,,30,2,0.3024805968011456,0.7145299145299144,0.6909942950285248
CROSS,BSTK-HI,0.25,,30,3,0.30323249278264897,0.7055555555555555,0.6903830480847596
CROSS,BSTK-HI,0.25,,30,4,0.3058050192633092,0.706196581196581,0.6905867970660147
CROSS,BSTK-HI,0.25,,30,5,0.3036783284685051,0.7215811965811965,0.6998777506112469
CROSS,BSTK-HI,0.25,,30,6,0.3110755880140269,0.7024572649572648,0.69119804400978
CROSS,BSTK-HI,0.25,,30,7,0.31093595576286304,0.6907051282051281,0.682559087204564
CROSS,BSTK-HI,0.25,,30,8,0.30745912210736803,0.7144230769230767,0.6843928280358598
CROSS,BSTK-HI,0.25,,30,9,0.2971706693268625,0.7083333333333333,0.697799511002445
CROSS,BSTK-HI,0.25,,30,10,0.3042434578618355,0.7161324786324784,0.6909942950285248
CROSS,BSTK-HI,0.25,,30,11,0.29978584392767554,0.7150641025641025,0.7075387123064385
CROSS,SMALL-LO,0.2,,20,0,0.29516904373887703,0.7189102564102565,0.6157090464547677
CROSS,SMALL-LO,0.2,,20,1,0.2996817453783848,0.7070512820512821,0.6104523227383863
CROSS,SMALL-LO,0.2,,20,2,0.28631544020668925,0.7274038461538461,0.6280562347188263
CROSS,SMALL-LO,0.2,,20,3,0.29641480961712385,0.6828525641025642,0.5639975550122249
CROSS,SMALL-LO,0.2,,20,4,0.2979422739294849,0.7011217948717949,0.5954156479217604
CROSS,SMALL-LO,0.2,,20,5,0.3042929840915947,0.6661858974358974,0.5863080684596577
CROSS,SMALL-LO,0.2,,20,6,0.2770335597143293,0.7249999999999999,0.6208435207823961
CROSS,SMALL-LO,0.2,,20,7,0.28924797311280503,0.7157051282051283,0.5968215158924205
CROSS,SMALL-LO,0.2,,20,8,0.28156112120884436,0.7290064102564103,0.6224327628361859
