panel,n_names,n_weeks,slope_biv,t_biv,slope_uni,t_uni,lowvol_IC,t_IC,window,start,ladder
smADV1,88,786,-0.0018904443042058307,-1.2885371286495464,-0.0016326782569581005,-1.1477038207775458,0.028178886543010342,3.780527372314714,common,2011-01-13,7
smDEC10,44,585,0.002531939672388404,1.090582519007744,0.0019207066220365099,0.8775214818939532,-0.008559183547173336,-0.7159406313696441,own,2011-01-13,-1
smDEC10,44,585,0.002531939672388404,1.090582519007744,0.0019207066220365099,0.8775214818939532,-0.008559183547173336,-0.7159406313696441,common,2011-01-13,-1
smDEC9,44,635,-0.0004976964083931105,-0.2454246995648503,0.0004358082316011951,0.24073417441934236,0.011309606070088699,1.0097759844575356,own,2011-01-13,-1
smDEC9,44,635,-0.0004976964083931105,-0.2454246995648503,0.0004358082316011951,0.24073417441934236,0.011309606070088699,1.0097759844575356,common,2011-01-13,-1
smDEC8,44,632,-0.00022552973237648978,-0.11505818787775401,-0.0004057712698607509,-0.22230027803099453,0.014619861461536425,1.3898513872955724,own,2011-01-13,-1
smDEC8,44,632,-0.00022552973237648978,-0.11505818787775401,-0.0004057712698607509,-0.22230027803099453,0.014619861461536425,1.3898513872955724,common,2011-01-13,-1
smDEC7,44,595,-0.002399897863215055,-1.1068501715642303,-0.0014193553274537269,-0.6985826608121908,-0.006468473826289061,-0.5568065545514861,own,2011-01-13,-1
smDEC7,44,595,-0.002399897863215055,-1.1068501715642303,-0.0014193553274537269,-0.6985826608121908,-0.006468473826289061,-0.5568065545514861,common,2011-01-13,-1
smDEC6,44,670,-0.0006120520009061548,-0.316440763076837,-0.000428206203787607,-0.24168880774195342,0.023857507294818527,2.236692823446124,own,2011-01-13,-1
smDEC6,44,670,-0.0006120520009061548,-0.316440763076837,-0.000428206203787607,-0.24168880774195342,0.023857507294818527,2.236692823446124,common,2011-01-13,-1
smDEC5,43,635,-0.0006634404878889953,-0.3143341969782114,-3.8383370617488684e-06,-0.0019298655264153853,0.024616430876142827,2.256213999435118,own,2011-01-13,-1
smDEC5,43,635,-0.0006634404878889953,-0.3143341969782114,-3.8383370617488684e-06,-0.0019298655264153853,0.024616430876142827,2.256213999435118,common,2011-01-13,-1
smDEC4,44,647,-0.0026420168403749984,-1.1060827337994414,-0.0037526763458883435,-1.738636711534347,0.03512169374878774,3.0476661510480976,own,2011-01-13,-1
smDEC4,44,647,-0.0026420168403749984,-1.1060827337994414,-0.0037526763458883435,-1.738636711534347,0.03512169374878774,3.0476661510480976,common,2011-01-13,-1
smDEC3,44,661,-0.0029990287210969265,-1.3847578195293238,-0.002142616971368422,-1.0349658800726689,0.03494049979530945,3.3162979645667376,own,2011-01-13,-1
smDEC3,44,661,-0.0029990287210969265,-1.3847578195293238,-0.002142616971368422,-1.0349658800726689,0.03494049979530945,3.3162979645667376,common,2011-01-13,-1
smDEC2,44,675,-0.004961345985024864,-2.5348237619562553,-0.004007086979185854,-2.133969701342915,0.02772904019977086,2.70309943426104,own,2011-01-13,-1
smDEC2,44,675,-0.004961345985024864,-2.5348237619562553,-0.004007086979185854,-2.133969701342915,0.02772904019977086,2.70309943426104,common,2011-01-13,-1
smDEC1,44,653,-0.003314980075207596,-1.2677243529975053,-0.0017338678751890808,-0.7604704883997724,0.023373190668979957,2.155934412467966,own,2011-01-13,-1
smDEC1,44,653,-0.003314980075207596,-1.2677243529975053,-0.0017338678751890808,-0.7604704883997724,0.023373190668979957,2.155934412467966,common,2011-01-13,-1
