panel,n_names,n_weeks,slope_biv,t_biv,slope_uni,t_uni,lowvol_IC,t_IC,window,start,ladder
u56,56,887,0.004501733601760043,3.8965603804499445,0.004991755376577971,4.633403732202159,-0.04276933234373521,-3.958935495246725,own,2009-01-13,-1
u56,56,795,0.004552359792747251,3.8084930083897657,0.005005435981566992,4.4756213288599325,-0.04579542098091441,-4.10060620102952,common,2011-01-13,-1
broad,136,910,0.0029448223007120427,3.191392527505591,0.003692248632264133,3.896064530487425,-0.03316137213544396,-3.778612871498622,own,2009-01-13,-1
broad,136,811,0.0027540276470650795,2.946551083696328,0.003541860468571728,3.710036630505301,-0.03175666981756968,-3.524658062895003,common,2011-01-13,-1
small,439,810,-0.0008376103868922094,-0.945663984829161,-0.0009253568524943357,-1.0291508852087672,0.019480886650373553,3.8421401837622704,own,2011-01-13,-1
small,439,810,-0.0008376103868922094,-0.945663984829161,-0.0009253568524943357,-1.0291508852087672,0.019480886650373553,3.8421401837622704,common,2011-01-13,-1
mega20,20,753,0.0025859430709637274,1.5747083838762959,0.004488044898339048,2.7174530093194056,-0.010933350512688345,-0.8914809021294118,own,2009-01-13,0
mega20,20,689,0.002201194963478947,1.2871800476122812,0.004069841214376092,2.3589674662715363,-0.012159776471994949,-0.9421753999241111,common,2011-01-13,0
broad98,100,904,0.002880734877924521,2.963649836697765,0.003778696568290576,3.7321777971585393,-0.02400087863482473,-2.672334749610113,own,2009-01-13,1
broad98,100,811,0.0025102988725882215,2.450886895173029,0.003430344582662784,3.2006313939273836,-0.021588999738429947,-2.2783849161258254,common,2011-01-13,1
broad78,80,901,0.0018666408616249731,1.9661899834378032,0.002627533708117811,2.6721477469289967,-0.020351536606321368,-2.215893806130983,own,2009-01-13,2
broad78,80,809,0.0015717751382602104,1.593403441269425,0.0022951121898624003,2.242983667126262,-0.017537556165923947,-1.834465396506453,common,2011-01-13,2
smADV5,88,764,-0.00025401170935277607,-0.16807701905314568,-0.000636128496571123,-0.43237099045799315,0.005895436204157872,0.6807249545190094,own,2011-01-13,3
smADV5,88,764,-0.00025401170935277607,-0.16807701905314568,-0.000636128496571123,-0.43237099045799315,0.005895436204157872,0.6807249545190094,common,2011-01-13,3
smADV4,88,758,-0.0012394504632499523,-0.7597630190133312,-0.0018089768803523304,-1.2226550157363236,0.008705353056420242,1.0506650089812077,own,2011-01-13,4
smADV4,88,758,-0.0012394504632499523,-0.7597630190133312,-0.0018089768803523304,-1.2226550157363236,0.008705353056420242,1.0506650089812077,common,2011-01-13,4
smADV3,87,771,-0.0021270181734805898,-1.383621219347582,-0.0015329532905356091,-1.0173322767895798,0.026525746886951702,3.1631523595737177,own,2011-01-13,5
smADV3,87,771,-0.0021270181734805898,-1.383621219347582,-0.0015329532905356091,-1.0173322767895798,0.026525746886951702,3.1631523595737177,common,2011-01-13,5
smADV2,88,781,-0.001572971966646429,-0.9627201942585978,-0.0017209398756778357,-1.1539056241960122,0.02980558125369255,3.535506904446068,own,2011-01-13,6
smADV2,88,781,-0.001572971966646429,-0.9627201942585978,-0.0017209398756778357,-1.1539056241960122,0.02980558125369255,3.535506904446068,common,2011-01-13,6
smADV1,88,786,-0.0018904443042058307,-1.2885371286495464,-0.0016326782569581005,-1.1477038207775458,0.028178886543010342,3.780527372314714,own,2011-01-13,7
