q,k,char,r2_on_others,vif_sd_ratio,rho_disp_evol
0.5,40,breadth,0.03306683308993652,1.0169550829654794,0.7223233390769925
0.5,40,disp,0.5986888871239207,1.5785538687077814,0.7223233390769925
0.5,40,corr,0.21862124891826307,1.1312776356783993,0.7223233390769925
0.5,40,evol,0.5339722601624761,1.464853239360439,0.7223233390769925
0.25,40,breadth,0.05650713598734525,1.0295102860665999,0.6848071172183907
0.25,40,disp,0.5959240445061889,1.5731440634247438,0.6848071172183907
0.25,40,corr,0.31457476368865034,1.2078693324916645,0.6848071172183907
0.25,40,evol,0.4865517296885723,1.3955700880350652,0.6848071172183907
