selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
S2LF IS-argmax (leak-free),REBASED/NEG,-0.12509889798145438,-0.02029728150386556,-0.3465746910164469,SMALLk40d03,SMALL,0.2,25.0,0.00890624226440953
RANDOM (same pool),MOM/POS,-0.14420647599700692,-0.022444145766028267,-0.34477452400066144,SMALLk40d03,SMALL,0.2,25.0,-0.010201335751143015
C-MOM/POS,MOM/POS,-0.14420647599700692,-0.022444145766028267,-0.34477452400066144,SMALLk40d03,SMALL,0.2,25.0,-0.010201335751143015
C-MOM/NEG,MOM/NEG,-0.13085950801540833,-0.020943003303384167,-0.34214155703125215,SMALLk40d03,SMALL,0.2,25.0,0.0031456322304555806
C-R3/POS,R3/POS,-0.14905357987474874,-0.022954530212865087,-0.3465637773445003,SMALLk40d03,SMALL,0.2,25.0,-0.01504843962888483
C-R3/NEG,R3/NEG,-0.1373680832740837,-0.02167379776383327,-0.34145642394622044,SMALLk40d03,SMALL,0.2,25.0,-0.0033629430282197947
C-REBASED/POS,REBASED/POS,-0.13672246797487697,-0.0215359313097353,-0.3432828255576107,SMALLk40d03,SMALL,0.2,25.0,-0.0027173277290130637
C-REBASED/NEG,REBASED/NEG,-0.12509889798145438,-0.02029728150386556,-0.3465746910164469,SMALLk40d03,SMALL,0.2,25.0,0.00890624226440953
ORACLE-OOS,REBASED/NEG,-0.12509889798145438,-0.02029728150386556,-0.3465746910164469,SMALLk40d03,SMALL,0.2,25.0,0.00890624226440953
S0 do-nothing,-,-0.03573423719760905,-0.010365598360566941,-0.3041704892674376,SMALLk40d03,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,-0.043340713232702895,-0.011204010648025897,-0.30443273315526986,SMALLk40d03,SMALL,0.5,10.0,-0.007606476035093845
RANDOM (same pool),R3/POS,-0.04833599649374897,-0.011750915177898613,-0.3040038664020689,SMALLk40d03,SMALL,0.5,10.0,-0.012601759296139922
C-MOM/POS,MOM/POS,-0.05518445399762855,-0.012540976736961196,-0.30043298611823466,SMALLk40d03,SMALL,0.5,10.0,-0.0194502168000195
C-MOM/NEG,MOM/NEG,-0.05634174196610668,-0.012588550373538787,-0.30630057581548176,SMALLk40d03,SMALL,0.5,10.0,-0.020607504768497632
C-R3/POS,R3/POS,-0.04833599649374897,-0.011750915177898613,-0.3040038664020689,SMALLk40d03,SMALL,0.5,10.0,-0.012601759296139922
C-R3/NEG,R3/NEG,-0.043340713232702895,-0.011204010648025897,-0.30443273315526986,SMALLk40d03,SMALL,0.5,10.0,-0.007606476035093845
C-REBASED/POS,REBASED/POS,-0.048634416542691045,-0.011796590934496809,-0.3013478388479509,SMALLk40d03,SMALL,0.5,10.0,-0.012900179345081995
C-REBASED/NEG,REBASED/NEG,-0.03317381219951535,-0.010061484149697875,-0.30134296374038894,SMALLk40d03,SMALL,0.5,10.0,0.0025604249980936966
ORACLE-OOS,REBASED/NEG,-0.03317381219951535,-0.010061484149697875,-0.30134296374038894,SMALLk40d03,SMALL,0.5,10.0,0.0025604249980936966
S0 do-nothing,-,-0.1340051402458639,-0.021292617636690436,-0.3433619590247461,SMALLk40d03,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,-0.14330282877280068,-0.02230594583882073,-0.3442092725434097,SMALLk40d03,SMALL,0.5,25.0,-0.00929768852693677
RANDOM (same pool),REBASED/POS,-0.14755306463293072,-0.022774702790473444,-0.3414433562845631,SMALLk40d03,SMALL,0.5,25.0,-0.013547924387066812
C-MOM/POS,MOM/POS,-0.15395153630320219,-0.023502235588051312,-0.3399231141363772,SMALLk40d03,SMALL,0.5,25.0,-0.019946396057338278
C-MOM/NEG,MOM/NEG,-0.15578515405727908,-0.023574852895220877,-0.3456554699805474,SMALLk40d03,SMALL,0.5,25.0,-0.021780013811415172
C-R3/POS,R3/POS,-0.14733503587549332,-0.02272618292585593,-0.34335195005661956,SMALLk40d03,SMALL,0.5,25.0,-0.013329895629629412
C-R3/NEG,R3/NEG,-0.14330282877280068,-0.02230594583882073,-0.3442092725434097,SMALLk40d03,SMALL,0.5,25.0,-0.00929768852693677
C-REBASED/POS,REBASED/POS,-0.14755306463293072,-0.022774702790473444,-0.3414433562845631,SMALLk40d03,SMALL,0.5,25.0,-0.013547924387066812
C-REBASED/NEG,REBASED/NEG,-0.13248988691673882,-0.021096489410879715,-0.3409886959919257,SMALLk40d03,SMALL,0.5,25.0,0.0015152533291250825
ORACLE-OOS,REBASED/NEG,-0.13248988691673882,-0.021096489410879715,-0.3409886959919257,SMALLk40d03,SMALL,0.5,25.0,0.0015152533291250825
S0 do-nothing,-,-0.03573423719760905,-0.010365598360566941,-0.3041704892674376,SMALLk40d03,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,-0.05126039084973745,-0.012044951005619753,-0.3133748386263079,SMALLk40d03,SMALL,1.0,10.0,-0.0155261536521284
RANDOM (same pool),MOM/POS,-0.057909931218237995,-0.012818013583143939,-0.30299523798384187,SMALLk40d03,SMALL,1.0,10.0,-0.022175694020628946
C-MOM/POS,MOM/POS,-0.057909931218237995,-0.012818013583143939,-0.30299523798384187,SMALLk40d03,SMALL,1.0,10.0,-0.022175694020628946
C-MOM/NEG,MOM/NEG,-0.10004065396217927,-0.01731788355767694,-0.31686210622910804,SMALLk40d03,SMALL,1.0,10.0,-0.06430641676457022
C-R3/POS,R3/POS,-0.051807782559699186,-0.012106355056924145,-0.3030095100193634,SMALLk40d03,SMALL,1.0,10.0,-0.016073545362090137
C-R3/NEG,R3/NEG,-0.05126039084973745,-0.012044951005619753,-0.3133748386263079,SMALLk40d03,SMALL,1.0,10.0,-0.0155261536521284
C-REBASED/POS,REBASED/POS,-0.06629056096230561,-0.013689713044337193,-0.30211665620760497,SMALLk40d03,SMALL,1.0,10.0,-0.03055632376469656
C-REBASED/NEG,REBASED/NEG,-0.029585136398914472,-0.00965823976412139,-0.30497532087753454,SMALLk40d03,SMALL,1.0,10.0,0.006149100798694577
ORACLE-OOS,REBASED/NEG,-0.029585136398914472,-0.00965823976412139,-0.30497532087753454,SMALLk40d03,SMALL,1.0,10.0,0.006149100798694577
S0 do-nothing,-,-0.1340051402458639,-0.021292617636690436,-0.3433619590247461,SMALLk40d03,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,-0.15257108549703952,-0.02325786016669462,-0.3532130562440259,SMALLk40d03,SMALL,1.0,25.0,-0.01856594525117561
RANDOM (same pool),MOM/POS,-0.15721551884994397,-0.023821007338949318,-0.34249103351148047,SMALLk40d03,SMALL,1.0,25.0,-0.023210378604080067
C-MOM/POS,MOM/POS,-0.15721551884994397,-0.023821007338949318,-0.34249103351148047,SMALLk40d03,SMALL,1.0,25.0,-0.023210378604080067
C-MOM/NEG,MOM/NEG,-0.20042894392018848,-0.028303786460732505,-0.35603773823691864,SMALLk40d03,SMALL,1.0,25.0,-0.06642380367432457
C-R3/POS,R3/POS,-0.15086425086215893,-0.02306614260124018,-0.34249098986669224,SMALLk40d03,SMALL,1.0,25.0,-0.016859110616295025
C-R3/NEG,R3/NEG,-0.15257108549703952,-0.02325786016669462,-0.3532130562440259,SMALLk40d03,SMALL,1.0,25.0,-0.01856594525117561
C-REBASED/POS,REBASED/POS,-0.16602969556800268,-0.024695648166955353,-0.342234377930296,SMALLk40d03,SMALL,1.0,25.0,-0.03202455532213877
C-REBASED/NEG,REBASED/NEG,-0.1292866476963377,-0.020739135683482846,-0.3446283504036819,SMALLk40d03,SMALL,1.0,25.0,0.004718492549526221
ORACLE-OOS,REBASED/NEG,-0.1292866476963377,-0.020739135683482846,-0.3446283504036819,SMALLk40d03,SMALL,1.0,25.0,0.004718492549526221
S0 do-nothing,-,0.2731141042693382,0.023889467433987344,-0.19156496736669282,SMALLk40d04,SMALL,0.2,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.26883122309022406,0.02337477052382897,-0.19230413964634752,SMALLk40d04,SMALL,0.2,10.0,-0.004282881179114129
RANDOM (same pool),MOM/NEG,0.2562845176611662,0.022030734160603416,-0.1917862929082561,SMALLk40d04,SMALL,0.2,10.0,-0.016829586608171965
C-MOM/POS,MOM/POS,0.25601447392977716,0.021970490345624816,-0.19156496736669237,SMALLk40d04,SMALL,0.2,10.0,-0.017099630339561023
C-MOM/NEG,MOM/NEG,0.2562845176611662,0.022030734160603416,-0.1917862929082561,SMALLk40d04,SMALL,0.2,10.0,-0.016829586608171965
C-R3/POS,R3/POS,0.2699492389920821,0.023538230893883405,-0.1919592317251837,SMALLk40d04,SMALL,0.2,10.0,-0.003164865277256068
C-R3/NEG,R3/NEG,0.2629147919507871,0.022784053898269097,-0.19230413964634707,SMALLk40d04,SMALL,0.2,10.0,-0.01019931231855109
C-REBASED/POS,REBASED/POS,0.26883122309022406,0.02337477052382897,-0.19230413964634752,SMALLk40d04,SMALL,0.2,10.0,-0.004282881179114129
C-REBASED/NEG,REBASED/NEG,0.2864211427345297,0.025373965763385575,-0.19093965193792006,SMALLk40d04,SMALL,0.2,10.0,0.01330703846519149
ORACLE-OOS,REBASED/NEG,0.2864211427345297,0.025373965763385575,-0.19093965193792006,SMALLk40d04,SMALL,0.2,10.0,0.01330703846519149
S0 do-nothing,-,0.17390327351724166,0.01301379665922009,-0.2038589452832008,SMALLk40d04,SMALL,0.2,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.16910368771621428,0.012474016529457899,-0.2045848084045646,SMALLk40d04,SMALL,0.2,25.0,-0.004799585801027378
RANDOM (same pool),R3/POS,0.17117478568747876,0.012715358715881031,-0.2041566720118878,SMALLk40d04,SMALL,0.2,25.0,-0.002728487829762899
C-MOM/POS,MOM/POS,0.15713418547187905,0.01117431304796046,-0.2038589452832038,SMALLk40d04,SMALL,0.2,25.0,-0.016769088045362618
C-MOM/NEG,MOM/NEG,0.15708560929108462,0.011179219643013827,-0.20398741892796868,SMALLk40d04,SMALL,0.2,25.0,-0.016817664226157047
C-R3/POS,R3/POS,0.17117478568747876,0.012715358715881031,-0.2041566720118878,SMALLk40d04,SMALL,0.2,25.0,-0.002728487829762899
C-R3/NEG,R3/NEG,0.16414080890910912,0.01195661731378106,-0.20458480840456417,SMALLk40d04,SMALL,0.2,25.0,-0.009762464608132543
C-REBASED/POS,REBASED/POS,0.16910368771621428,0.012474016529457899,-0.2045848084045646,SMALLk40d04,SMALL,0.2,25.0,-0.004799585801027378
C-REBASED/NEG,REBASED/NEG,0.1872775861085088,0.014481210734391237,-0.20324528310797485,SMALLk40d04,SMALL,0.2,25.0,0.013374312591267146
ORACLE-OOS,REBASED/NEG,0.1872775861085088,0.014481210734391237,-0.20324528310797485,SMALLk40d04,SMALL,0.2,25.0,0.013374312591267146
S0 do-nothing,-,0.2731141042693382,0.023889467433987344,-0.19156496736669282,SMALLk40d04,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),R3/POS,0.2775588547771675,0.02431696021048424,-0.19195923172518115,SMALLk40d04,SMALL,0.5,10.0,0.0044447505078293315
RANDOM (same pool),REBASED/NEG,0.25604732865585234,0.022058971184140796,-0.19093965193791873,SMALLk40d04,SMALL,0.5,10.0,-0.01706677561348585
C-MOM/POS,MOM/POS,0.24569700360872773,0.020853457302801193,-0.19156496736669304,SMALLk40d04,SMALL,0.5,10.0,-0.027417100660610455
C-MOM/NEG,MOM/NEG,0.2634581700217933,0.02278405687605889,-0.19178629290825533,SMALLk40d04,SMALL,0.5,10.0,-0.009655934247544906
C-R3/POS,R3/POS,0.2775588547771675,0.02431696021048424,-0.19195923172518115,SMALLk40d04,SMALL,0.5,10.0,0.0044447505078293315
C-R3/NEG,R3/NEG,0.27402701983495165,0.024007536394250018,-0.19167935643941592,SMALLk40d04,SMALL,0.5,10.0,0.0009129155656134591
C-REBASED/POS,REBASED/POS,0.2504251257826081,0.021369804173744678,-0.19364811071820376,SMALLk40d04,SMALL,0.5,10.0,-0.02268897848673007
C-REBASED/NEG,REBASED/NEG,0.25604732865585234,0.022058971184140796,-0.19093965193791873,SMALLk40d04,SMALL,0.5,10.0,-0.01706677561348585
ORACLE-OOS,R3/POS,0.2775588547771675,0.02431696021048424,-0.19195923172518115,SMALLk40d04,SMALL,0.5,10.0,0.0044447505078293315
S0 do-nothing,-,0.17390327351724166,0.01301379665922009,-0.2038589452832008,SMALLk40d04,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),R3/POS,0.17823784721249314,0.013460770951669643,-0.20415667201188836,SMALLk40d04,SMALL,0.5,25.0,0.004334573695251476
RANDOM (same pool),REBASED/NEG,0.15655388251899183,0.011140093384957028,-0.20324528310797485,SMALLk40d04,SMALL,0.5,25.0,-0.017349390998249836
C-MOM/POS,MOM/POS,0.14639662141940202,0.010012345116227284,-0.20385894528320303,SMALLk40d04,SMALL,0.5,25.0,-0.027506652097839646
C-MOM/NEG,MOM/NEG,0.16392933978171878,0.011911080094928028,-0.2039874189279678,SMALLk40d04,SMALL,0.5,25.0,-0.009973933735522883
C-R3/POS,R3/POS,0.17823784721249314,0.013460770951669643,-0.20415667201188836,SMALLk40d04,SMALL,0.5,25.0,0.004334573695251476
C-R3/NEG,R3/NEG,0.17369407454672364,0.012998532509149285,-0.20364304934986566,SMALLk40d04,SMALL,0.5,25.0,-0.00020919897051802083
C-REBASED/POS,REBASED/POS,0.1511284160747988,0.010525452034741756,-0.20581800201878853,SMALLk40d04,SMALL,0.5,25.0,-0.02277485744244287
C-REBASED/NEG,REBASED/NEG,0.15655388251899183,0.011140093384957028,-0.20324528310797485,SMALLk40d04,SMALL,0.5,25.0,-0.017349390998249836
ORACLE-OOS,R3/POS,0.17823784721249314,0.013460770951669643,-0.20415667201188836,SMALLk40d04,SMALL,0.5,25.0,0.004334573695251476
S0 do-nothing,-,0.2731141042693382,0.023889467433987344,-0.19156496736669282,SMALLk40d04,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),R3/POS,0.26620858584066065,0.023060782779963596,-0.19195923172518092,SMALLk40d04,SMALL,1.0,10.0,-0.006905518428677537
RANDOM (same pool),MOM/NEG,0.2256703575165801,0.018604323271577794,-0.1917862533938578,SMALLk40d04,SMALL,1.0,10.0,-0.04744374675275809
C-MOM/POS,MOM/POS,0.2576264509490657,0.022195012616053944,-0.1930243671235775,SMALLk40d04,SMALL,1.0,10.0,-0.015487653320272465
C-MOM/NEG,MOM/NEG,0.2256703575165801,0.018604323271577794,-0.1917862533938578,SMALLk40d04,SMALL,1.0,10.0,-0.04744374675275809
C-R3/POS,R3/POS,0.26620858584066065,0.023060782779963596,-0.19195923172518092,SMALLk40d04,SMALL,1.0,10.0,-0.006905518428677537
C-R3/NEG,R3/NEG,0.2667464155660765,0.02312334685613915,-0.19167935643941614,SMALLk40d04,SMALL,1.0,10.0,-0.006367688703261709
C-REBASED/POS,REBASED/POS,0.21588087114701096,0.017570846986017408,-0.19364811071820343,SMALLk40d04,SMALL,1.0,10.0,-0.057233233122327226
C-REBASED/NEG,REBASED/NEG,0.255471000144816,0.022002820744896345,-0.19093965193791973,SMALLk40d04,SMALL,1.0,10.0,-0.01764310412452219
ORACLE-OOS,R3/NEG,0.2667464155660765,0.02312334685613915,-0.19167935643941614,SMALLk40d04,SMALL,1.0,10.0,-0.006367688703261709
S0 do-nothing,-,0.17390327351724166,0.01301379665922009,-0.2038589452832008,SMALLk40d04,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),R3/POS,0.1665331023813399,0.012185100677656768,-0.20415667201188736,SMALLk40d04,SMALL,1.0,25.0,-0.007370171135901771
RANDOM (same pool),REBASED/POS,0.11611769839182734,0.006726754288266745,-0.20581800201878842,SMALLk40d04,SMALL,1.0,25.0,-0.057785575125414324
C-MOM/POS,MOM/POS,0.15796560865216086,0.011280567257379692,-0.20487770304589936,SMALLk40d04,SMALL,1.0,25.0,-0.015937664865080803
C-MOM/NEG,MOM/NEG,0.12405836906240482,0.007581320705275063,-0.203658769043776,SMALLk40d04,SMALL,1.0,25.0,-0.049844904454836844
C-R3/POS,R3/POS,0.1665331023813399,0.012185100677656768,-0.20415667201188736,SMALLk40d04,SMALL,1.0,25.0,-0.007370171135901771
C-R3/NEG,R3/NEG,0.16489893770382066,0.012009373856709304,-0.203643049349865,SMALLk40d04,SMALL,1.0,25.0,-0.009004335813421
C-REBASED/POS,REBASED/POS,0.11611769839182734,0.006726754288266745,-0.20581800201878842,SMALLk40d04,SMALL,1.0,25.0,-0.057785575125414324
C-REBASED/NEG,REBASED/NEG,0.15559016133935402,0.011037529958457748,-0.20324528310797418,SMALLk40d04,SMALL,1.0,25.0,-0.01831311217788764
ORACLE-OOS,R3/POS,0.1665331023813399,0.012185100677656768,-0.20415667201188736,SMALLk40d04,SMALL,1.0,25.0,-0.007370171135901771
S0 do-nothing,-,-0.00042686696480976407,-0.004976547561299394,-0.2675296957141363,SMALLk40d05,SMALL,0.2,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.00723057336897406,-0.004226118193836448,-0.2654805423516623,SMALLk40d05,SMALL,0.2,10.0,0.007657440333783824
RANDOM (same pool),MOM/NEG,0.0028920710060182523,-0.004629760093710744,-0.2565977063361886,SMALLk40d05,SMALL,0.2,10.0,0.003318937970828016
C-MOM/POS,MOM/POS,0.008883928898183598,-0.0040545540220303655,-0.2631700653016231,SMALLk40d05,SMALL,0.2,10.0,0.009310795862993363
C-MOM/NEG,MOM/NEG,0.0028920710060182523,-0.004629760093710744,-0.2565977063361886,SMALLk40d05,SMALL,0.2,10.0,0.003318937970828016
C-R3/POS,R3/POS,0.0075093092228993704,-0.004197598748690967,-0.2560030704828188,SMALLk40d05,SMALL,0.2,10.0,0.007936176187709134
C-R3/NEG,R3/NEG,0.00723057336897406,-0.004226118193836448,-0.2654805423516623,SMALLk40d05,SMALL,0.2,10.0,0.007657440333783824
C-REBASED/POS,REBASED/POS,0.002720752955152629,-0.004648039436346174,-0.2642303148394932,SMALLk40d05,SMALL,0.2,10.0,0.003147619919962393
C-REBASED/NEG,REBASED/NEG,0.009066755491390417,-0.004051699609136317,-0.26084126742943514,SMALLk40d05,SMALL,0.2,10.0,0.009493622456200182
ORACLE-OOS,REBASED/NEG,0.009066755491390417,-0.004051699609136317,-0.26084126742943514,SMALLk40d05,SMALL,0.2,10.0,0.009493622456200182
S0 do-nothing,-,-0.10568230392537459,-0.015325527984363152,-0.3059371758484949,SMALLk40d05,SMALL,0.2,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,-0.09771072069908147,-0.014561136394300456,-0.3039293650454955,SMALLk40d05,SMALL,0.2,25.0,0.007971583226293114
RANDOM (same pool),REBASED/NEG,-0.0953261748936434,-0.014343967909965616,-0.29921286503023536,SMALLk40d05,SMALL,0.2,25.0,0.010356129031731193
C-MOM/POS,MOM/POS,-0.09624727071012806,-0.014400737046880607,-0.3018752225655589,SMALLk40d05,SMALL,0.2,25.0,0.009435033215246524
C-MOM/NEG,MOM/NEG,-0.10160498373620681,-0.014889964775738562,-0.30027148393839653,SMALLk40d05,SMALL,0.2,25.0,0.004077320189167774
C-R3/POS,R3/POS,-0.09743153021706012,-0.014533226783775222,-0.29524015685117255,SMALLk40d05,SMALL,0.2,25.0,0.008250773708314466
C-R3/NEG,R3/NEG,-0.09771072069908147,-0.014561136394300456,-0.3039293650454955,SMALLk40d05,SMALL,0.2,25.0,0.007971583226293114
C-REBASED/POS,REBASED/POS,-0.10157147820447195,-0.014888788761796112,-0.3025011662253395,SMALLk40d05,SMALL,0.2,25.0,0.004110825720902642
C-REBASED/NEG,REBASED/NEG,-0.0953261748936434,-0.014343967909965616,-0.29921286503023536,SMALLk40d05,SMALL,0.2,25.0,0.010356129031731193
ORACLE-OOS,REBASED/NEG,-0.0953261748936434,-0.014343967909965616,-0.29921286503023536,SMALLk40d05,SMALL,0.2,25.0,0.010356129031731193
S0 do-nothing,-,-0.00042686696480976407,-0.004976547561299394,-0.2675296957141363,SMALLk40d05,SMALL,0.5,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/NEG,0.007519362927425141,-0.004205840338106448,-0.2598225475798124,SMALLk40d05,SMALL,0.5,10.0,0.007946229892234905
RANDOM (same pool),R3/NEG,0.042434554806673706,-0.0007424831470038695,-0.2574411883045369,SMALLk40d05,SMALL,0.5,10.0,0.04286142177148347
C-MOM/POS,MOM/POS,0.014514590083939289,-0.003512176118227628,-0.2678805362504163,SMALLk40d05,SMALL,0.5,10.0,0.014941457048749053
C-MOM/NEG,MOM/NEG,0.007854842250572626,-0.004099408842234253,-0.2557655899840394,SMALLk40d05,SMALL,0.5,10.0,0.00828170921538239
C-R3/POS,R3/POS,-0.008636487359511412,-0.005770200364566103,-0.2585662897398614,SMALLk40d05,SMALL,0.5,10.0,-0.008209620394701647
C-R3/NEG,R3/NEG,0.042434554806673706,-0.0007424831470038695,-0.2574411883045369,SMALLk40d05,SMALL,0.5,10.0,0.04286142177148347
C-REBASED/POS,REBASED/POS,0.012094677317530375,-0.0036959686547064496,-0.2549641955681604,SMALLk40d05,SMALL,0.5,10.0,0.01252154428234014
C-REBASED/NEG,REBASED/NEG,0.007519362927425141,-0.004205840338106448,-0.2598225475798124,SMALLk40d05,SMALL,0.5,10.0,0.007946229892234905
ORACLE-OOS,R3/NEG,0.042434554806673706,-0.0007424831470038695,-0.2574411883045369,SMALLk40d05,SMALL,0.5,10.0,0.04286142177148347
S0 do-nothing,-,-0.10568230392537459,-0.015325527984363152,-0.3059371758484949,SMALLk40d05,SMALL,0.5,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/NEG,-0.09631042190924749,-0.014441644693683697,-0.2969358510580643,SMALLk40d05,SMALL,0.5,25.0,0.009371882016127098
RANDOM (same pool),R3/NEG,-0.062352877304622654,-0.011119844212616803,-0.29522669350748254,SMALLk40d05,SMALL,0.5,25.0,0.04332942662075193
C-MOM/POS,MOM/POS,-0.0897446607044173,-0.013798434939709114,-0.3061074348300067,SMALLk40d05,SMALL,0.5,25.0,0.01593764322095728
C-MOM/NEG,MOM/NEG,-0.09637086312785711,-0.014292382155717709,-0.29659041820406995,SMALLk40d05,SMALL,0.5,25.0,0.009311440797517473
C-R3/POS,R3/POS,-0.11358010615731606,-0.01606532768513691,-0.30574357937772245,SMALLk40d05,SMALL,0.5,25.0,-0.007897802231941475
C-R3/NEG,R3/NEG,-0.062352877304622654,-0.011119844212616803,-0.29522669350748254,SMALLk40d05,SMALL,0.5,25.0,0.04332942662075193
C-REBASED/POS,REBASED/POS,-0.09177755969892286,-0.013875323914919191,-0.2936315695468473,SMALLk40d05,SMALL,0.5,25.0,0.013904744226451729
C-REBASED/NEG,REBASED/NEG,-0.09631042190924749,-0.014441644693683697,-0.2969358510580643,SMALLk40d05,SMALL,0.5,25.0,0.009371882016127098
ORACLE-OOS,R3/NEG,-0.062352877304622654,-0.011119844212616803,-0.29522669350748254,SMALLk40d05,SMALL,0.5,25.0,0.04332942662075193
S0 do-nothing,-,-0.00042686696480976407,-0.004976547561299394,-0.2675296957141363,SMALLk40d05,SMALL,1.0,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/NEG,0.006085798044801839,-0.0043106715268192985,-0.2669945497702556,SMALLk40d05,SMALL,1.0,10.0,0.006512665009611603
RANDOM (same pool),R3/NEG,0.024462806203069804,-0.002500746147808597,-0.26279803761632536,SMALLk40d05,SMALL,1.0,10.0,0.02488967316787957
C-MOM/POS,MOM/POS,0.014566494996027891,-0.003508741541321414,-0.2626011785960711,SMALLk40d05,SMALL,1.0,10.0,0.014993361960837656
C-MOM/NEG,MOM/NEG,-0.0009141329954234292,-0.004966036634381665,-0.2683391000173041,SMALLk40d05,SMALL,1.0,10.0,-0.0004872660306136652
C-R3/POS,R3/POS,0.005180289056023497,-0.004409975280658007,-0.2566754673680598,SMALLk40d05,SMALL,1.0,10.0,0.005607156020833261
C-R3/NEG,R3/NEG,0.024462806203069804,-0.002500746147808597,-0.26279803761632536,SMALLk40d05,SMALL,1.0,10.0,0.02488967316787957
C-REBASED/POS,REBASED/POS,-0.026541870740486643,-0.007473762537524631,-0.2621835645901057,SMALLk40d05,SMALL,1.0,10.0,-0.026115003775676878
C-REBASED/NEG,REBASED/NEG,0.006085798044801839,-0.0043106715268192985,-0.2669945497702556,SMALLk40d05,SMALL,1.0,10.0,0.006512665009611603
ORACLE-OOS,R3/NEG,0.024462806203069804,-0.002500746147808597,-0.26279803761632536,SMALLk40d05,SMALL,1.0,10.0,0.02488967316787957
S0 do-nothing,-,-0.10568230392537459,-0.015325527984363152,-0.3059371758484949,SMALLk40d05,SMALL,1.0,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/NEG,-0.09839379848364899,-0.014568441099148677,-0.30520062501291456,SMALLk40d05,SMALL,1.0,25.0,0.007288505441725601
RANDOM (same pool),REBASED/NEG,-0.09839379848364899,-0.014568441099148677,-0.30520062501291456,SMALLk40d05,SMALL,1.0,25.0,0.007288505441725601
C-MOM/POS,MOM/POS,-0.08922430085312107,-0.013750083816769232,-0.2998739611826804,SMALLk40d05,SMALL,1.0,25.0,0.01645800307225352
C-MOM/NEG,MOM/NEG,-0.10619764380839557,-0.015257580314179009,-0.306902106950531,SMALLk40d05,SMALL,1.0,25.0,-0.0005153398830209793
