tau,DV_closes_pct,VOL_closes_pct,liquidity_more,ROLL_closes_pct,vol_1073_committed_pct
0.45,9.63855421686748,192.9824561403509,False,-137.28813559322032,18.8
0.30,178.3132530120482,-135.08771929824553,True,-202.54237288135593,50.5
0.20,412.0481927710843,-31.578947368421062,True,-192.37288135593218,28.3
