panel,anchor,ladder,chooser,seed,P_pick,B_RESOLVED,GAPEX_50,GAPEX_75,GAPEX_90,GAPEX_95,GAPEX_97.5,GAPEX_99,gapq_50,gapq_75,gapq_90,gapq_95,gapq_97.5,gapq_99
U56,B,N,CH_ISSHARPE,0,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03220419761594473,0.05924496595080553,0.10191417775975299,0.12725784790979136,0.15844889732963785,0.18047206985546557
U56,B,N,CH_ISCAGR,0,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009696113537520423,0.018991622697986377,0.03019703573537485,0.03831898131861366,0.044199535120656754,0.05564215171936474
U56,B,N,CH_ISDD,0,0.889,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.007297599603924232,0.011557203815979522,0.017999100919717882,0.023005643767770017,0.02761412439152915,0.03232897428808518
U56,B,H,CH_ISSHARPE,0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06745156201434793,0.12141987842631483,0.1874343956323207,0.22374029202015405,0.2560812696768874,0.2756325063573965
U56,B,H,CH_ISCAGR,0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006427109114556351,0.012283979286160485,0.017653236980708864,0.021773111426688162,0.02507233502705859,0.02955896583545536
U56,B,H,CH_ISDD,0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059214348284126195,0.010141200250362026,0.016010351390240065,0.021295549208635665,0.025737045897648518,0.031082404229247865
U56,B,GROSS,CH_ISSHARPE,0,0.991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009697789070447493,0.0012516839233029653,0.0014964560063698395,0.001646677457252188,0.0018270121127363869,0.0019210238786686058
U56,B,GROSS,CH_ISCAGR,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010215458564949209,0.01221162329599329,0.01414437299566984,0.015446577264568039,0.01671846362962661,0.01793742395513559
U56,B,GROSS,CH_ISDD,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010946111195942854,0.012772514686768766,0.015114682068550345,0.016647100017893927,0.01788822160986698,0.019305984362073324
U56,B,CADENCE,CH_ISSHARPE,0,0.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07408269892776181,0.12764905875237184,0.1866403254931436,0.21741225214729018,0.24596127499173367,0.2780932804687939
U56,B,CADENCE,CH_ISCAGR,0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008211367273229908,0.0145550684725691,0.02067583325290341,0.02529674499963192,0.02880560775522352,0.03241706870971419
U56,B,CADENCE,CH_ISDD,0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070834957550316435,0.012670574060911516,0.017339711900790557,0.02158542758135923,0.026896115324157078,0.03128579193563614
B136,A,N,CH_ISSHARPE,0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032155838909579626,0.06502657976872661,0.11657627630173002,0.1458843920875192,0.1748674561852166,0.2120385698382286
B136,A,N,CH_ISCAGR,0,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020855488734504712,0.040484997676630885,0.05561462243657765,0.06562992513456309,0.07234549478769546,0.08701893242037442
B136,A,N,CH_ISDD,0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042626520503668,0.008365070016748521,0.014509587254663149,0.01848164484295483,0.022452855529541373,0.027113261434450905
B136,A,H,CH_ISSHARPE,0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04534214449996665,0.07929261972655616,0.11907637958344064,0.14240839997436797,0.1648506452121411,0.1915620947940819
B136,A,H,CH_ISCAGR,0,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00867290022472511,0.015294207219945344,0.0217215047523897,0.025277724793197717,0.028916189001473972,0.03212398819019021
B136,A,H,CH_ISDD,0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008266976609174137,0.014815191603838096,0.02279400224645889,0.02809133839211401,0.034692459163665444,0.04252260082415436
B136,A,GROSS,CH_ISSHARPE,0,0.945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000333485562458824,0.0004825024510050624,0.0006035616048942094,0.0006680301051977311,0.0007158839258642996,0.000783262698712066
B136,A,GROSS,CH_ISCAGR,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011470859127371225,0.013875041460126802,0.01585240224136819,0.017039499916687285,0.01835459454078603,0.019478316149247388
B136,A,GROSS,CH_ISDD,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011251512053774837,0.013636663627297568,0.01582756710384591,0.017172093723944803,0.018707544989644213,0.020054807344703905
B136,A,CADENCE,CH_ISSHARPE,0,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05356917605582734,0.10439613673461584,0.14850663688298432,0.18251083354860548,0.2093733435187808,0.23877516849328065
B136,A,CADENCE,CH_ISCAGR,0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010239290111077382,0.017349017460908556,0.026290163021290704,0.031014652101516802,0.03598985452637714,0.04108955781672913
B136,A,CADENCE,CH_ISDD,0,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008940437178200311,0.01717410475469372,0.027637731152942747,0.03455847654034827,0.04130576197214077,0.05509465302544918
B136,B,N,CH_ISSHARPE,0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034398652170745114,0.06791252159104683,0.12523238588425964,0.15831559128286213,0.18466859153822907,0.19985170809561126
B136,B,N,CH_ISCAGR,0,0.902,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022963239883279196,0.03510748807636932,0.045418443405543754,0.05050637793670727,0.055861376010656924,0.06191457072808315
B136,B,N,CH_ISDD,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003013293091481295,0.005937500729844558,0.009600860635725739,0.012881252791585586,0.0161277677761858,0.019919629155778305
B136,B,H,CH_ISSHARPE,0,0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07498572491003969,0.12883392683878006,0.17893740709882186,0.2207963353867529,0.2556046304300042,0.3043357785523769
B136,B,H,CH_ISCAGR,0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008784089553986907,0.016193264257751694,0.02270323866401376,0.027234967963292965,0.03116815321600984,0.03560877312485697
B136,B,H,CH_ISDD,0,0.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009274598420089153,0.017519484088261927,0.028414228149922477,0.03610820864237955,0.042872519138002316,0.04743569450316052
B136,B,GROSS,CH_ISSHARPE,0,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010180962847057273,0.0013774053911407846,0.0017114860365487928,0.0019549486451006294,0.00213115972840415,0.0023524542344044354
B136,B,GROSS,CH_ISCAGR,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014174832950777816,0.016576725292662187,0.018632858622164083,0.02038783745336792,0.021436152285493563,0.02333483382882681
B136,B,GROSS,CH_ISDD,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009780137040520387,0.01108973778636152,0.013034298938309596,0.014068108201947349,0.01532761010544622,0.01724875434239658
B136,B,CADENCE,CH_ISSHARPE,0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05088271060567884,0.09464613558195684,0.13689494322111134,0.17159473682020593,0.20497907682887115,0.24442992134236138
B136,B,CADENCE,CH_ISCAGR,0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006043463907236313,0.010839618212044322,0.016711219758210882,0.021014703996801526,0.024029767782759247,0.028680326975790454
B136,B,CADENCE,CH_ISDD,0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007567973098710379,0.014607429137078881,0.023604541231518197,0.029477784952564146,0.033196157235469106,0.04107378599551223
SMALL,A,N,CH_ISSHARPE,0,0.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05713569002344698,0.08818998188124405,0.1167606884207805,0.13477478509061425,0.15333431998531064,0.1771226597388093
SMALL,A,N,CH_ISCAGR,0,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011405338850175806,0.01761854591403922,0.025513047428805957,0.035365080908725005,0.05012080168499247,0.06807522370775458
SMALL,A,N,CH_ISDD,0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009892498674817451,0.01840210012514737,0.027096992385751775,0.03324711970151713,0.038428372428831396,0.0445532415444538
SMALL,A,H,CH_ISSHARPE,0,0.613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10861329144884246,0.20457140922818423,0.33328281770899715,0.39867482486620737,0.5083674038716877,0.6220423743678816
SMALL,A,H,CH_ISCAGR,0,0.718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025579722515172487,0.047244712945520906,0.06956548023000123,0.08307304676091383,0.09539557926021713,0.10796667244349549
SMALL,A,H,CH_ISDD,0,0.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013503619840856684,0.026342568252105097,0.04377435713792435,0.058482037758065694,0.07078155852404963,0.10037574067158432
SMALL,A,GROSS,CH_ISSHARPE,0,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031707492647270463,0.0005346053105461449,0.0007395928968260469,0.0008578290563280125,0.0009360395913855912,0.0010163425361142296
SMALL,A,GROSS,CH_ISCAGR,0,0.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005014607515669622,0.008315723425099175,0.011202054896611148,0.012908244127742663,0.014185822905507517,0.015737261153423387
SMALL,A,GROSS,CH_ISDD,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01653048520458278,0.02027968917746717,0.025154733935155448,0.02792604412074834,0.029957879871089693,0.033694340601028744
SMALL,A,CADENCE,CH_ISSHARPE,0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0852721817314667,0.15539107346275638,0.23260005426265845,0.281773303073757,0.3374016494365929,0.3806898203631694
SMALL,A,CADENCE,CH_ISCAGR,0,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01564957329643546,0.02801227888347052,0.04200001159735796,0.05093636227139321,0.059922596180028,0.07046593793377194
SMALL,A,CADENCE,CH_ISDD,0,0.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019148199522342813,0.03721662333573658,0.05459909524416518,0.07071213452116373,0.08106546641572349,0.09636988342342172
SMALL,B,N,CH_ISSHARPE,0,0.517,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06323657391715642,0.1144481259204673,0.16415572220876648,0.20121036896973474,0.23254130510380921,0.2599845012865867
SMALL,B,N,CH_ISCAGR,0,0.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011784611738261064,0.021409228371776,0.03256319089226441,0.038767599515070174,0.046146713287471955,0.06026081287268998
SMALL,B,N,CH_ISDD,0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006663995172985715,0.012885958267288139,0.020926208937417767,0.026280976623006134,0.03230614396644716,0.03716847675929049
SMALL,B,H,CH_ISSHARPE,0,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318193744172168,0.2223514384318344,0.3078029343734734,0.3655704372377208,0.4097528511644433,0.4639247912275344
SMALL,B,H,CH_ISCAGR,0,0.709,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018828786715935464,0.03239539856886031,0.04577554509464592,0.05542416390897152,0.06069821729293434,0.06748846396562247
SMALL,B,H,CH_ISDD,0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015196075688593047,0.026515884107391335,0.04454368380294787,0.05665173095675107,0.06634842349649972,0.0762000228766646
SMALL,B,GROSS,CH_ISSHARPE,0,0.882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009403485409804069,0.0013877885622798625,0.0017489458603631833,0.00203907685830908,0.0023162293025537984,0.002536736163043332
SMALL,B,GROSS,CH_ISCAGR,0,0.961,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007134464758668857,0.010228338343682197,0.01334579515046464,0.015180332741414804,0.01677035687461025,0.018205692352652427
SMALL,B,GROSS,CH_ISDD,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014850040630332406,0.01790267482148919,0.020936964237124676,0.023206474604324324,0.0258140206069012,0.027532942418587714
SMALL,B,CADENCE,CH_ISSHARPE,0,0.514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381395125274527,0.24194252107439296,0.3494422774787826,0.4245767774825479,0.4755876583358272,0.5471010346565407
SMALL,B,CADENCE,CH_ISCAGR,0,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019400428454215857,0.03494323748076017,0.04882949764083016,0.059192263272803865,0.06443039939776955,0.0761632730375062
SMALL,B,CADENCE,CH_ISDD,0,0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232139534690049,0.041461095411147564,0.06845816408127223,0.08386091394376516,0.10112968595409168,0.12530726263918704
U56,A,N,CH_ISSHARPE,1,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051582566447537226,0.09809871469936704,0.1440490095884681,0.17037326669806868,0.19585326677585763,0.2297510397883933
U56,A,N,CH_ISCAGR,1,0.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02359033816900813,0.041464171688409324,0.056863068563652065,0.06654448997212203,0.07246970430505655,0.08046829450078663
U56,A,N,CH_ISDD,1,0.936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01479165424781509,0.02039548574811162,0.0276929749652178,0.03319873802770097,0.03683449777478821,0.04113692917859368
U56,A,H,CH_ISSHARPE,1,0.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456037071162132,0.08923275917304653,0.1336188144410327,0.1656680414601281,0.18430262571590023,0.22124630433952994
U56,A,H,CH_ISCAGR,1,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005972191836729923,0.011226122326428944,0.0164851237003927,0.02006042279255354,0.023168560720314712,0.02613188868752798
U56,A,H,CH_ISDD,1,0.545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00899219929034506,0.01639836946390405,0.02536143697578397,0.030460792337569632,0.03755646556253436,0.04183547625139844
U56,A,GROSS,CH_ISSHARPE,1,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014203626591591245,0.0002653809383751926,0.00037412407850994094,0.0004411897987570356,0.0005040538182437243,0.0005786051142836968
U56,A,GROSS,CH_ISCAGR,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009477194257455634,0.011386103775227363,0.01296077613618687,0.01394882432004667,0.014800696222391212,0.015658134831347963
U56,A,GROSS,CH_ISDD,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010147586868339442,0.011973338308325226,0.01434171632599911,0.015792303627103658,0.01781335268543043,0.01888841550135767
U56,A,CADENCE,CH_ISSHARPE,1,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327122818485285,0.07594271668714575,0.12630534977300434,0.15687015800221105,0.18707918790054862,0.22305439858803078
U56,A,CADENCE,CH_ISCAGR,1,0.475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005893498133023423,0.010647426056518694,0.015584806375517027,0.01937040529482663,0.02186601775334576,0.024737653495155557
U56,A,CADENCE,CH_ISDD,1,0.338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0059460668998282395,0.011336114325942698,0.01836704532586029,0.02418252476878305,0.029574043658111636,0.03883346554480608
U56,B,N,CH_ISSHARPE,1,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03281074972683529,0.05980181379730484,0.09423193919041913,0.11916627840865227,0.15477011521386413,0.17608602514218785
U56,B,N,CH_ISCAGR,1,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010239463615847821,0.020026487121877545,0.030555827210424852,0.0377003740356416,0.04311578669974997,0.0509348892245601
U56,B,N,CH_ISDD,1,0.887,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.007554577326677914,0.011681754045313297,0.01831044612792782,0.023638085149429614,0.027607055148006862,0.03558430371159097
U56,B,H,CH_ISSHARPE,1,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600223382984277,0.12627667830732997,0.18600522874469858,0.2319158907508822,0.257871197356561,0.2992683085029682
U56,B,H,CH_ISCAGR,1,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007276459822841197,0.01304461054417494,0.018989476220638356,0.023082136932112085,0.026402980315671624,0.029357778752408983
U56,B,H,CH_ISDD,1,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006012339917552401,0.010444761666759783,0.016453572563617617,0.020580060082054593,0.025933699050113116,0.031535186780528975
U56,B,GROSS,CH_ISSHARPE,1,0.987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009426869982417929,0.0012103265295389798,0.0014411924840048163,0.001606736493250066,0.0017104954670981124,0.0019154105201876098
U56,B,GROSS,CH_ISCAGR,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010077868508129084,0.012181521574153031,0.014564773413553356,0.01562875211440007,0.016870305190605745,0.018343831424537126
U56,B,GROSS,CH_ISDD,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010910914598777355,0.012725415056252687,0.014893076967427522,0.016202309732071294,0.017881540260631632,0.020471235190771632
U56,B,CADENCE,CH_ISSHARPE,1,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074563726150908,0.12777542175948026,0.18767760738717862,0.2198195486346428,0.25101483449729806,0.3021295195297484
U56,B,CADENCE,CH_ISCAGR,1,0.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008557528353181798,0.014080792469306103,0.019732124040950507,0.023864559937727188,0.028656935016919495,0.032639986700296206
U56,B,CADENCE,CH_ISDD,1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006457458932539073,0.011899819936949246,0.018050093355915453,0.02247118114746059,0.027846257855796003,0.03161125079538209
B136,A,N,CH_ISSHARPE,1,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03563001429793422,0.07236089448501903,0.13255792688590592,0.1606138949115776,0.19471502546710784,0.24767982265535923
B136,A,N,CH_ISCAGR,1,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022143388540975528,0.03946396022310339,0.055554526276522936,0.06489620219867016,0.07702549063659289,0.0839801374035788
B136,A,N,CH_ISDD,1,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423035058699367,0.00802515488611541,0.013867023749272733,0.018639426824887565,0.022515296507865407,0.026634206755501807
B136,A,H,CH_ISSHARPE,1,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04724790231788667,0.08440161427158832,0.1216980236768968,0.14734513427115342,0.17551493479992364,0.19630005965117833
B136,A,H,CH_ISCAGR,1,0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008244644620538644,0.014815361289063689,0.020632264268440316,0.02470464980636787,0.027337414331081538,0.03169341921258912
B136,A,H,CH_ISDD,1,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008211323737978893,0.01458039753938234,0.02214489964893278,0.02743476869517538,0.032671987373712796,0.040677089380066256
B136,A,GROSS,CH_ISSHARPE,1,0.943,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00032767510045206283,0.0004665981605665448,0.0005868815978374187,0.0006670338987896038,0.0007185157555861409,0.0007834455185924494
B136,A,GROSS,CH_ISCAGR,1,0.998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011335678271977234,0.01403029548040069,0.016384284412510143,0.01738871233435364,0.018416763395754942,0.019841438351151413
B136,A,GROSS,CH_ISDD,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011116381395620711,0.013128865066631329,0.015173037783041177,0.016616517244248594,0.01790790196616782,0.018873889933366438
B136,A,CADENCE,CH_ISSHARPE,1,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055726346229341694,0.09484381602116537,0.13512485430541948,0.16575376050559645,0.18616333365111096,0.22264305559805198
B136,A,CADENCE,CH_ISCAGR,1,0.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009655384670636757,0.016130143599078273,0.02395583129528278,0.031083886899883336,0.03579459226085356,0.04160011048591559
B136,A,CADENCE,CH_ISDD,1,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009384441162880008,0.01732410524098435,0.027574461397678843,0.03544870780591285,0.04400452632488422,0.053767403658959746
B136,B,N,CH_ISSHARPE,1,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03451526403625049,0.07038465273056915,0.12320609552091936,0.1522014680583071,0.17680762820472673,0.2161798365437447
B136,B,N,CH_ISCAGR,1,0.897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022079638645015498,0.0333861984583399,0.0453813876847714,0.05153581345004039,0.055640257905368425,0.06227628808995089
B136,B,N,CH_ISDD,1,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029601678904978,0.005858905107294032,0.009755178075521988,0.013170839323885991,0.016408642241003336,0.022437973789372238
B136,B,H,CH_ISSHARPE,1,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07340957150709992,0.12640708256264532,0.18622973071803955,0.22859489856601617,0.2502254729812343,0.2882614435616015
B136,B,H,CH_ISCAGR,1,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009302645907497853,0.016250595773164178,0.02343381634225275,0.028174328143558233,0.03279758864813297,0.03900450961919303
B136,B,H,CH_ISDD,1,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008957089815963715,0.016642930630250213,0.027755965538223706,0.03370398252774764,0.04021009765662413,0.04616330487158921
B136,B,GROSS,CH_ISSHARPE,1,0.983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001075252339504229,0.0013998229151857555,0.0017007036501426765,0.001877279320936359,0.0020128168554031903,0.002275203818819098
B136,B,GROSS,CH_ISCAGR,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014126674314584586,0.016746811227844882,0.018843715282035125,0.020122253278571523,0.021106272777194516,0.02213210516054464
B136,B,GROSS,CH_ISDD,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009624865598628907,0.011067841048080895,0.01272877028555024,0.01389326645807124,0.015158582777370352,0.016487435716423363
B136,B,CADENCE,CH_ISSHARPE,1,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05104350100279431,0.09077871688898193,0.1410910238042905,0.16993114902920506,0.20958707683815575,0.2563204683845331
B136,B,CADENCE,CH_ISCAGR,1,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005930207348984418,0.010645354449781985,0.01691539017489301,0.020401406205957723,0.02498802781786629,0.029071092838847217
B136,B,CADENCE,CH_ISDD,1,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008614968405889323,0.015581010026583492,0.02481346568631009,0.02986796094877976,0.035218891679265556,0.04050461891012175
SMALL,A,N,CH_ISSHARPE,1,0.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05844817408448982,0.0878352846286414,0.11678728816275273,0.13336525456046625,0.14641905658877513,0.17670475574825042
SMALL,A,N,CH_ISCAGR,1,0.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011557560539806166,0.01848569158282698,0.028691690736262633,0.045990812731171796,0.06548589672227324,0.0849645552653746
SMALL,A,N,CH_ISDD,1,0.627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010126734544590787,0.018884802738293377,0.027170399349172137,0.03198940999628365,0.03711385006668513,0.045954062478772706
SMALL,A,H,CH_ISSHARPE,1,0.636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11637199453418229,0.21688174967443077,0.33451508873538344,0.4234650930555583,0.5163927438128065,0.5951693720509064
SMALL,A,H,CH_ISCAGR,1,0.744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.025624045395150508,0.04677547585202768,0.07112587496879257,0.08516058933423001,0.09801404775930908,0.10957123775664662
SMALL,A,H,CH_ISDD,1,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014839364826976953,0.028224493622633323,0.04626096361303104,0.06367465265838634,0.07447571744153829,0.09325687213023054
SMALL,A,GROSS,CH_ISSHARPE,1,0.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003152059561995768,0.0005243153324522298,0.0007354455639865725,0.0008582964920115649,0.0009553179286835327,0.0010551406917934513
SMALL,A,GROSS,CH_ISCAGR,1,0.886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004978969184507798,0.008166239994320923,0.011124263066983909,0.012807328568482733,0.014650223431376067,0.017041433288355633
