ladder,panel,from_freq,to_freq,cost_bps,book_from,book_to,book_dSharpe,null_d_median,null_d_p95,null_d_sd,book_pctl_in_null_DELTA,pctl_half,book_pctl_LEVEL_from,book_pctl_LEVEL_to,book_dCAGR,book_dTurn,n_draws
LADDER2,U56,W,M,0.0,1.1512760588609559,1.2506508307226851,0.09937477186172927,0.046640467782591455,0.15811253927292435,0.07069115038646426,76.4,78.0,83.2,98.4,0.018573249457985996,-5.8729338519550085,500
LADDER2,U56,W,M,10.0,1.0595867666452303,1.2120443328460044,0.1524575662007741,0.33342195483900394,0.44849987267486774,0.07061097710052233,1.2,1.2,100.0,99.8,0.025490583642661324,-5.8729338519550085,500
LADDER2,U56,W,M,25.0,0.9217003319373287,1.1537918658044903,0.23209153386716164,0.7623889948537188,0.8769769964011087,0.07047570364088851,0.0,0.0,100.0,100.0,0.03566283013339899,-5.8729338519550085,500
LADDER2,U56,W,M,50.0,0.6913793753395103,1.0559290735411964,0.36454969820168603,1.4501126016969723,1.5681509163858325,0.07017676742446476,0.0,0.0,100.0,100.0,0.05208387756914523,-5.8729338519550085,500
LADDER2,B136,W,M,0.0,1.0454260955081687,1.1472072527400103,0.10178115723184167,0.0049850246982854896,0.17031333108814786,0.09408357096737734,86.2,85.2,45.800000000000004,92.80000000000001,0.026534120876365863,-7.381904252532426,500
LADDER2,B136,W,M,10.0,0.9431869804604214,1.1034702279364665,0.16028324747604517,0.4343327605049666,0.5990877666056414,0.09382714727471646,0.0,0.0,100.0,99.6,0.035183010825787564,-7.381904252532426,500
LADDER2,B136,W,M,25.0,0.7895518917643998,1.0375057500832823,0.2479538583188825,1.0684328291786607,1.22878671478912,0.0933191625956643,0.0,0.0,100.0,100.0,0.04781838544626238,-7.381904252532426,500
LADDER2,B136,W,M,50.0,0.5332625006904443,0.9267961660280872,0.3935336653376429,2.038149501201217,2.190753889620611,0.09204310112724974,0.0,0.0,100.0,100.0,0.06799940999803455,-7.381904252532426,500
LADDER2,SMALL,W,M,0.0,0.6341536873915894,0.6053206835772954,-0.02883300381429399,0.07112570352552741,0.29334198577879433,0.13610472484947678,22.6,22.0,92.4,67.80000000000001,-0.0029145114040203257,-10.607716693238894,500
LADDER2,SMALL,W,M,10.0,0.5040654455644011,0.5452659480766194,0.041200502512218296,0.48434400720203763,0.7017756050202867,0.135652256814636,0.0,0.0,100.0,86.0,0.009259915735950308,-10.607716693238894,500
LADDER2,SMALL,W,M,25.0,0.3088238423747397,0.4549036279451269,0.1460797855703872,1.0901761847885827,1.3016662587594758,0.13472553542598897,0.0,0.0,100.0,98.4,0.026809703737643797,-10.607716693238894,500
LADDER2,SMALL,W,M,50.0,-0.015905620248076815,0.3040032199945493,0.3199088402426261,2.0116626247496674,2.22159161307346,0.13250076538523356,0.0,0.0,100.0,100.0,0.054235025306542894,-10.607716693238894,500
LADDER4,U56,D,W,0.0,1.1808303916542064,1.1512760588609559,-0.029554332793250593,-0.02466413556032332,0.09702432370893785,0.07505006635473392,48.6,46.0,84.6,83.2,-0.0014096774297891468,-15.217011873400299,500
