panel,spy_CAGR,spy_Sharpe,spy_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD
u56,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
broad,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
small,0.1412985547640384,0.8615352658239138,-0.3371723528339826,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
