pickset,n,statistic,rho_oos_vs_is_spread,rho_oos_vs_is_margin,rho_oos_vs_is_sd,mean_is_spread,mean_oos_spread,ratio
CORE5,15,Spearman,0.557142857142857,0.27499999999999997,0.5821428571428571,0.20124437330557696,0.18508280363671265,0.9196918184424268
EXT9,27,Spearman,0.5390720390720389,0.3113553113553113,0.5543345543345543,0.21298888226683482,0.2005770989492515,0.9417256751362556
