stat,nfiles,nrows,row_share,file_share,gap_pp,top_file_row_share,median_rows,max_rows
pass4b,751,1382157,0.12492502660696289,0.1932121272766491,6.828710066968621,0.13300080960411878,216.0,183828
pass4a,678,970891,0.07710649290188085,0.07180926902593812,0.5297223875942725,0.08701285726204075,216.0,84480
p4b,240,227840,0.14732268258426967,0.1798600765189202,3.253739393465052,0.11376404494382023,180.0,25920
p4a,227,243479,0.07017442982762374,0.059374182502405816,1.0800247325217929,0.10645681968465454,168.0,25920
keep4b,200,341731,0.07581987001471918,0.14814795310688367,7.232808309216448,0.14291943078035063,148.0,48840
keep4a,178,333185,0.00896498942029203,0.01619135595593643,0.7226366535644402,0.14658523042754026,164.0,48840
L_CAGR,156,76184,0.5945999159928594,0.6910116489096007,9.641173291674122,0.2028772445657881,92.0,15456
L_DD,156,76184,0.38737792712380553,0.34344302362212836,4.393490350167717,0.2028772445657881,92.0,15456
L_H2,155,74881,0.6092199623402466,0.6567603946169525,4.75404322767059,0.20640749989984108,90.0,15456
L_H1,155,74889,0.7696323892694521,0.7913872871237756,2.1754897854323496,0.2063854504666907,90.0,15456
pass_,154,1753,0.9737592698231603,0.9732855087306558,0.0473761092504521,0.015972618368511125,10.0,28
L_OOS,151,64139,0.6815977798219492,0.6970512434465717,1.545346362462241,0.24097662888414226,90.0,15456
pass_4a,150,61094,0.012210691720954594,0.007586307967114542,0.46243837538400523,0.1750090025207058,102.0,10692
pass4b_oos,133,48191,0.1874001369550331,0.20490406015880613,1.750392320377303,0.1743064057604117,98.0,8400
A_H1,119,35964,0.4844288733177622,0.5123342467021187,2.79053733843565,0.2972972972972973,81.0,10692
A_H2,118,35937,0.13679494671230208,0.050345226819651714,8.644971989265036,0.2975206611570248,81.5,10692
A_DD,118,35937,0.08932298188496536,0.06389607189107098,2.542690999389438,0.2975206611570248,81.5,10692
O_CAGR,112,22010,0.6151294865970014,0.7442510509686329,12.912156437163148,0.0793275783734666,81.0,1746
O_S,112,22010,0.6077691958200818,0.7352451640331059,12.747596821302409,0.0793275783734666,81.0,1746
O_DD,112,22010,0.3031349386642435,0.2973405135488063,0.5794425115437207,0.0793275783734666,81.0,1746
pass_4b_oos,111,19784,0.20122321067529317,0.19047666423106335,1.0746546444229814,0.1310149615851193,78.0,2592
passed,96,2882,0.44031922276197083,0.8314508420041671,39.113161924219625,0.63705759888966,9.0,1836
pass_4b_full,92,17474,0.19308687192400137,0.17448464647206574,1.8602225451935628,0.14833466865056655,81.0,2592
KEEP_4b,73,17509,0.19647038665829003,0.19696457442596926,0.04941877676792328,0.17271117710891543,93.0,3024
KEEP_4a,73,17407,0.0006893778365025565,0.0006345586519405522,0.005481918456200425,0.17372321479864422,93.0,3024
beats_spy,71,8277,0.2883895131086142,0.5378612704912915,24.94717573826773,0.4107768515162499,24.0,3400
pass_4b,63,45135,0.24860972637642628,0.17728542073190048,7.13243056445258,0.24956242383959235,255.0,11264
moved,62,233676,0.49939660042109585,0.45696887865702385,4.2427721764072,0.208493811944744,348.0,48720
KEEP_4b_OOS,59,12427,0.1938520962420536,0.21129489739243526,1.744280115038166,0.24334111209463266,96.0,3024
pass4a_v2,54,40858,0.032135689461060254,0.049939236040900295,1.7803546579840042,0.10338244652210093,553.5,4224
degenerate,49,36033,0.10651347376016429,0.12865903365222198,2.2145559892057687,0.38364832237115976,144.0,13824
OOS_4b,45,28555,0.07123095780073542,0.31562346848563383,24.439251068489842,0.7564349500963053,36.0,21600
beats_v2,43,6292,0.12921169739351557,0.2080244638995269,7.881276650601132,0.540368722186904,28.0,3400
IS_pass4b,42,197608,0.32744625723654913,0.2435359164035584,8.391034083299074,0.4275130561515728,900.0,84480
pass4a_v1,41,55720,0.37001076812634603,0.4468190215970507,7.680825347070469,0.13137114142139267,748.0,7320
beat_spy,35,7709,0.5786742768193022,0.6413884922469767,6.2714215427674525,0.11207679335841225,98.0,864
supported,35,193,0.46632124352331605,0.4909183673469388,2.459712382362272,0.046632124352331605,6.0,9
pass4b_full,32,11550,0.1947186147186147,0.2174190629166115,2.2700448197996796,0.2597402597402597,47.0,3000
published,30,13261,0.426438428474474,0.5314173971347386,10.497896866026457,0.09230073146821506,448.0,1224
OOS_4a,30,5302,0.012825348924933987,0.01697704101951414,0.4151692094580151,0.32591474915126367,42.0,1728
leg_H2,29,88914,0.5180623973727422,0.6321134356611021,11.405103828835994,0.15183210742965111,714.0,13500
p4a_v1,29,14113,0.30461276836958834,0.3436313421932261,3.9018573823637768,0.09374335718840784,432.0,1323
leg_H1,29,88914,0.6757203589985828,0.7117138793225499,3.5993520323967076,0.15183210742965111,714.0,13500
L2_H2,28,82141,0.6452563275343617,0.7755366153405807,13.028028780621902,0.39736550565491047,126.0,32640
L1_H1,28,82141,0.6722830255292729,0.7879084905766892,11.562546504741633,0.39736550565491047,126.0,32640
L3_OOS,27,49501,0.795155653421143,0.8130738584546456,1.791820503350261,0.3258115997656613,120.0,16128
full_4b,25,5125,0.14009756097560977,0.3242546732101006,18.415711223449083,0.655609756097561,24.0,3360
leg_CAGR,24,88725,0.5170808678500987,0.4129653631321048,10.411550471799385,0.1521555367709214,933.0,13500
keep4b_10,24,1511,0.18795499669093316,0.20063848188848188,1.268348519754872,0.11912640635340833,54.0,180
win,23,154908,0.4223022697342939,0.6157358115383494,19.34335418040555,0.3764815245177783,1944.0,58320
leg_DD,22,81024,0.26463763823064773,0.5672906973469524,30.265305911630463,0.16661729857819904,714.0,13500
leg_OOS,22,79611,0.5580761452563088,0.693464929369656,13.538878411334721,0.16957455627991105,714.0,13500
floor_only,22,20103,0.2103666119484654,0.2741029837374475,6.373637178898211,0.31965378301746006,387.0,6426
4b,22,7396,0.2248512709572742,0.26746158196440667,4.2610311007132475,0.25959978366684694,208.0,1920
keep4a_10,22,1442,0.0006934812760055479,0.0002525252525252525,0.04409560234802953,0.12482662968099861,54.0,180
OOS_pass4b,21,92124,0.13256046198601884,0.21240455876013223,7.984409677411339,0.9170248795102254,81.0,84480
resolved,21,24263,0.21056753080822652,0.2704477485951874,5.988021778696087,0.1979969500886123,378.0,4804
beats_anchor,21,6064,0.5559036939313984,0.6005062675973007,4.460257366590237,0.5606860158311345,102.0,3400
