panel,cell,h,s,gross,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,turnover_yr,IS_Sharpe,IS_Calmar,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,OFF,0,,0.75,0.0,0.12014999456189313,1.3078729412435244,-0.14765004422980443,0.8137484495086919,1.3431232040383605,1.2841509485625666,3.5063829420832278,1.228739013143088,1.188426875003423,0.13168913356431755,1.3693466954314062,-0.14765004422980454,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,0.75,10.0,0.1162295339930286,1.2686753146710161,-0.14809080759214643,0.7848531308785468,1.3027641647438848,1.245743566697983,3.5063829420832278,1.1871870518343108,1.105836634098696,0.12773946456006335,1.3318413815124672,-0.14809080759214632,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,0.75,25.0,0.11037345513700925,1.209765685566478,-0.14875179387181792,0.7419974728648989,1.2421037770489964,1.1880255426552884,3.5063829420832278,1.124749529084998,0.9835023596828143,0.12183969460699817,1.2754689637891052,-0.14875179387181792,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,0.75,50.0,0.10067860481310942,1.111339888951081,-0.1498530143263923,0.6718490466519617,1.140744704022228,1.0915969990562207,3.5063829420832278,1.0204653620097097,0.7785733423801019,0.1120723488705766,1.181260845927782,-0.14985301432639253,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,OFF,0,,1.0,0.0,0.1311471792024872,1.2578720128376348,-0.17219526991017187,0.7616189415127489,1.2854339862310473,1.2434023420162414,3.9918738682526254,1.1596341055522486,1.057947122602816,0.14757573417524883,1.333105459265909,-0.17219526991017198,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,1.0,10.0,0.12664176225459833,1.2186869420925572,-0.17276601457826812,0.7330247361654908,1.2452340153866832,1.204786328268981,3.9918738682526254,1.1184206858014545,0.9850903311368066,0.14292015051644635,1.2952683323978311,-0.17276601457826812,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,1.0,25.0,0.11991592170873511,1.159802830587867,-0.17362190598961025,0.690672764045748,1.184821614289832,1.146759863124971,3.9918738682526254,1.0565009759528643,0.8577992748092904,0.13597078538040042,1.238402726012863,-0.17362190598961047,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,OFF,0,,1.0,50.0,0.10879175377661077,1.0614330172323296,-0.1750477901440134,0.6214974418534893,1.0838958858860082,1.0498256360209468,3.9918738682526254,0.953101028201383,0.6827387453391249,0.12447863828467542,1.1433814467910008,-0.1750477901440134,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,0.75,0.0,0.11194003529980212,1.2626514003350686,-0.14856259868329036,0.7534873265002507,1.2632804954331445,1.2718134078244259,3.514107979053484,1.1403684200582713,0.9172967503200198,0.12829711647232434,1.3550862133158919,-0.1485625986832907,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,0.75,10.0,0.10804007080600098,1.2221657880942074,-0.1490105200087536,0.7250499548599266,1.2209321122099062,1.232527455970178,3.514107979053484,1.0971543129255332,0.8391185711014788,0.1242715745257359,1.3163998026374442,-0.1490105200087538,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,0.75,25.0,0.10221469544004558,1.1613198037053516,-0.1496822395733297,0.68287791344791,1.1573032880968113,1.1734744985978849,3.514107979053484,1.032247740333941,0.7351115252373753,0.11825912840286845,1.2582372376042747,-0.14968223957332938,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,h21/s0%,21,0.0,0.75,50.0,0.09257090803219215,1.059658721995478,-0.15080133907771054,0.6138599869095908,1.0510492732276435,1.0747748621697577,3.514107979053484,0.9239239588548604,0.5898902744807811,0.10830698403065253,1.1609961354099696,-0.15080133907771054,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,h21/s0%,21,0.0,1.0,0.0,0.1188369642111804,1.227433792700029,-0.17123299235287692,0.6940074023017784,1.219761355936603,1.2457920215468807,3.8548981958903656,1.0850254459140949,0.8170888171400477,0.13968974667318257,1.3334135150812974,-0.1712329923528767,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,1.0,10.0,0.11453380572028826,1.186921015390833,-0.17180142098007567,0.6666639022361235,1.1776074894595687,1.2061657717118346,3.8548981958903656,1.042110102796663,0.7490694982874015,0.13513923999747757,1.294342267753413,-0.1718014209800759,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,1.0,25.0,0.1081088610814176,1.1260322395974494,-0.17265383939729428,0.626159611965813,1.114272136377881,1.1465980651265484,3.8548981958903656,0.9776550324533531,0.6576757855113484,0.12834628230044132,1.2355978867482384,-0.17265383939729417,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,True,True,True,True,True,True
U56,h21/s0%,21,0.0,1.0,50.0,0.0974795982831489,1.024291214635421,-0.17407393807395566,0.5599896191337642,1.0085078653197825,1.047026828226302,3.8548981958903656,0.8700883948207756,0.528312454119884,0.11711161886105859,1.137372971574347,-0.17407393807395555,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
U56,h21/s1%,21,0.01,0.75,0.0,0.10573280388505313,1.265955266357459,-0.13679297739584662,0.7729402919499831,1.2405694241581986,1.3006600187057202,3.671977782734993,1.099594569500336,0.9320709592364345,0.1266905990432574,1.3881838421244581,-0.13679297739584684,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.08650071953758953,1.2051536091601132,-0.12054950773958328,False,False,True,True,True,True,False
