window,panel,book,grid,n_phases,n_reb_per_yr,win_RANGE_pp,full_RANGE_pp
3,U56,TOP05,K63,63,3.9999999999999987,2.2743314896250837,11.574841756970544
3,U56,TOP10,K63,63,3.9999999999999987,1.3566320448937574,7.047000094897314
3,U56,TOP20,K63,63,3.9999999999999987,0.8658759229017932,6.437731169015112
3,U56,EWELIG,K63,63,3.9999999999999987,0.5633987084364467,5.079399914448302
3,U56,BAND03,K63,63,3.9999999999999987,0.2624572240914631,3.75516873761339
3,B136,TOP05,W,5,52.3448275862069,2.2177158500186867,2.9069084275342494
3,B136,TOP10,W,5,52.3448275862069,1.6101742852502543,2.4741435699281666
3,B136,TOP20,W,5,52.3448275862069,0.8485854388206704,1.0448257795402593
3,B136,EWELIG,W,5,52.3448275862069,0.8245212281196022,1.1896185600104765
3,B136,BAND03,W,5,52.3448275862069,0.4564152098955443,0.4904707424489896
3,B136,TOP05,M,21,12.103448275862068,2.413013368316319,11.313464948602345
3,B136,TOP10,M,21,12.103448275862068,1.7571662358845543,5.674700345474683
3,B136,TOP20,M,21,12.103448275862068,0.7245084997000486,3.0683061862066374
3,B136,EWELIG,M,21,12.103448275862068,0.6441378189876872,1.7377868405466632
3,B136,BAND03,M,21,12.103448275862068,0.25343834415230226,0.8911140197817016
3,B136,TOP05,Q,63,4.03448275862069,2.0361186277455996,13.462367821602083
3,B136,TOP10,Q,63,4.03448275862069,1.6243914306738318,8.329407774880227
3,B136,TOP20,Q,63,4.03448275862069,0.9704883688898214,6.528207274987352
3,B136,EWELIG,Q,63,4.03448275862069,0.4400657159700607,3.6181783874701594
3,B136,BAND03,Q,63,4.03448275862069,0.31504807221516273,3.068964179057998
3,B136,TOP05,K05,5,50.4,3.391082245675971,4.450586128963831
3,B136,TOP10,K05,5,50.4,1.8008155154850538,1.9721525228566072
3,B136,TOP20,K05,5,50.4,1.39873992360633,1.46308815674956
3,B136,EWELIG,K05,5,50.4,0.38805955015475213,0.4995321804444508
3,B136,BAND03,K05,5,50.4,0.5887542104263019,0.6513798386449601
3,B136,TOP05,K10,10,25.2,3.149862437063531,8.628870862211734
3,B136,TOP10,K10,10,25.2,1.6540388139193558,2.909676484255952
3,B136,TOP20,K10,10,25.2,1.184238197401533,2.6225351904211713
3,B136,EWELIG,K10,10,25.2,0.4573683053745272,1.008594370248094
3,B136,BAND03,K10,10,25.2,0.42345147497184676,0.996672258399256
3,B136,TOP05,K21,21,12.0,3.558083162432066,10.517396544539935
3,B136,TOP10,K21,21,12.0,1.728656617694547,4.9806379917169075
3,B136,TOP20,K21,21,12.0,1.1531055605060736,3.321335697545935
3,B136,EWELIG,K21,21,12.0,0.5302882624353522,1.5639625388235157
3,B136,BAND03,K21,21,12.0,0.32152352423668784,1.0329782933211176
3,B136,TOP05,K42,42,6.0,2.280111738946676,11.507559804986922
3,B136,TOP10,K42,42,6.0,1.3708878684674284,6.251327221332993
3,B136,TOP20,K42,42,6.0,1.2272622282567092,3.6838849979278887
3,B136,EWELIG,K42,42,6.0,0.49723833268992035,2.3092090013256747
3,B136,BAND03,K42,42,6.0,0.33338632872808116,1.439003067952859
3,B136,TOP05,K63,63,4.000000000000002,2.6162753624407564,15.999867072237837
3,B136,TOP10,K63,63,4.000000000000002,1.6081758192456839,9.06405547633473
3,B136,TOP20,K63,63,4.000000000000002,1.0936671855582318,6.676515232278501
3,B136,EWELIG,K63,63,4.000000000000002,0.45386242539317934,4.019800023067942
3,B136,BAND03,K63,63,4.000000000000002,0.2607910989364637,3.4042622509421028
3,SMALL,TOP05,W,5,52.3448275862069,5.325014884497015,6.684019217230519
3,SMALL,TOP10,W,5,52.3448275862069,3.101934793482286,4.774203661073817
3,SMALL,TOP20,W,5,52.3448275862069,2.4295768810131513,3.895415128604496
3,SMALL,EWELIG,W,5,52.3448275862069,0.9350359471677283,0.9700251262440007
3,SMALL,BAND03,W,5,52.3448275862069,0.09510666832690529,0.1389724758698918
3,SMALL,TOP05,M,21,12.103448275862068,4.56565528640116,15.343226379444342
3,SMALL,TOP10,M,21,12.103448275862068,2.906820699835011,6.903642976688639
3,SMALL,TOP20,M,21,12.103448275862068,1.6660093137454979,4.87318157507497
3,SMALL,EWELIG,M,21,12.103448275862068,0.5698116991245783,3.087241444054234
3,SMALL,BAND03,M,21,12.103448275862068,0.353374485312119,1.4159147110104353
3,SMALL,TOP05,Q,63,4.03448275862069,6.172280944248353,25.493208862125382
3,SMALL,TOP10,Q,63,4.03448275862069,3.3357612100485277,15.690912424438107
3,SMALL,TOP20,Q,63,4.03448275862069,1.7798802119310952,12.269985562931263
3,SMALL,EWELIG,Q,63,4.03448275862069,0.5241125473745667,4.065610908882289
3,SMALL,BAND03,Q,63,4.03448275862069,0.278947050934808,2.516131995988413
3,SMALL,TOP05,K05,5,50.4,8.67504620817704,13.48103968710911
3,SMALL,TOP10,K05,5,50.4,4.8629136645507165,4.988832767971463
3,SMALL,TOP20,K05,5,50.4,2.9992581791144612,4.180524973664346
3,SMALL,EWELIG,K05,5,50.4,1.0165441712156387,1.1747603793301753
3,SMALL,BAND03,K05,5,50.4,0.32482668389532954,0.4660654643694029
3,SMALL,TOP05,K10,10,25.2,5.136568360364679,11.991630285233391
3,SMALL,TOP10,K10,10,25.2,4.490815929978864,9.67310728235158
3,SMALL,TOP20,K10,10,25.2,2.701226493651754,6.392271310191443
3,SMALL,EWELIG,K10,10,25.2,0.7204578929160932,2.0768742866630774
3,SMALL,BAND03,K10,10,25.2,0.2988035390462662,0.824318930373491
3,SMALL,TOP05,K21,21,12.0,5.881362188339212,20.04304673359569
3,SMALL,TOP10,K21,21,12.0,3.060903808622184,10.588295563717587
3,SMALL,TOP20,K21,21,12.0,2.084204220033281,6.198545671458611
3,SMALL,EWELIG,K21,21,12.0,0.8566267089770596,3.1572633491905755
3,SMALL,BAND03,K21,21,12.0,0.27110828321939007,1.0787507473292823
3,SMALL,TOP05,K42,42,6.0,7.059681589532897,21.810581196630153
3,SMALL,TOP10,K42,42,6.0,2.80780319796956,11.099162503169202
3,SMALL,TOP20,K42,42,6.0,1.8889586082984078,7.474695041320633
3,SMALL,EWELIG,K42,42,6.0,0.6721403494553746,3.2611681189032016
3,SMALL,BAND03,K42,42,6.0,0.24246626276475114,1.1095888582239422
3,SMALL,TOP05,K63,63,4.000000000000002,5.44079311160337,27.570269281899428
3,SMALL,TOP10,K63,63,4.000000000000002,3.563571753970596,16.05958015572445
3,SMALL,TOP20,K63,63,4.000000000000002,1.861076229133496,12.778392198768753
3,SMALL,EWELIG,K63,63,4.000000000000002,0.5587818796664035,3.7576742873492996
3,SMALL,BAND03,K63,63,4.000000000000002,0.23123824204971388,2.5547293019196227
5,U56,TOP05,W,5,52.426754205990974,4.495073923136324,4.495073923136324
5,U56,TOP10,W,5,52.426754205990974,1.93273132611289,1.93273132611289
5,U56,TOP20,W,5,52.426754205990974,1.7502029261416752,1.7502029261416752
5,U56,EWELIG,W,5,52.426754205990974,1.1475253886324754,1.1475253886324754
5,U56,BAND03,W,5,52.426754205990974,0.4056741290803707,0.4056741290803707
5,U56,TOP05,M,21,12.098481739844068,3.941920204538942,8.750528920919765
5,U56,TOP10,M,21,12.098481739844068,1.7693309344860566,3.1510161408411683
5,U56,TOP20,M,21,12.098481739844068,1.2847543656646216,2.647372594519794
5,U56,EWELIG,M,21,12.098481739844068,0.8252576996750527,1.7191699271327927
5,U56,BAND03,M,21,12.098481739844068,0.42182939631545224,0.6810542789466467
5,U56,TOP05,Q,63,4.03282724661469,3.9825640102520765,16.35406591410955
5,U56,TOP10,Q,63,4.03282724661469,2.457618779511961,8.892827263627812
5,U56,TOP20,Q,63,4.03282724661469,1.5844458955851053,5.874646714612863
5,U56,EWELIG,Q,63,4.03282724661469,1.1079887851524806,4.229339229006923
5,U56,BAND03,Q,63,4.03282724661469,0.5354976537992098,3.48833503710524
5,U56,TOP05,K05,5,50.4,4.005462327817401,4.005462327817401
5,U56,TOP10,K05,5,50.4,2.1499790876989398,2.1499790876989398
5,U56,TOP20,K05,5,50.4,1.8145992199954488,1.8145992199954488
5,U56,EWELIG,K05,5,50.4,1.1218846326253917,1.1218846326253917
5,U56,BAND03,K05,5,50.4,0.725176390091864,0.725176390091864
5,U56,TOP05,K10,10,25.2,4.187075715964671,6.260974026407794
5,U56,TOP10,K10,10,25.2,1.9575332058055182,2.9008664906579504
5,U56,TOP20,K10,10,25.2,1.5570276604138016,2.2372841721967056
5,U56,EWELIG,K10,10,25.2,1.2932620556847176,1.4176017508294336
5,U56,BAND03,K10,10,25.2,0.6677411442561176,0.9820050679406176
5,U56,TOP05,K21,21,11.999999999999996,3.7253395750493468,5.220226051973896
5,U56,TOP10,K21,21,11.999999999999996,1.8073985017970777,3.2326819052437727
5,U56,TOP20,K21,21,11.999999999999996,1.6381831444835644,2.7500052481717923
5,U56,EWELIG,K21,21,11.999999999999996,0.8271554952989035,2.6025599756003057
5,U56,BAND03,K21,21,11.999999999999996,0.4080630719522915,0.8890059891374129
5,U56,TOP05,K42,42,5.999999999999999,3.406348443216501,9.755077371985156
5,U56,TOP10,K42,42,5.999999999999999,2.3702963259974563,5.752983584307646
5,U56,TOP20,K42,42,5.999999999999999,1.4208240671125019,4.264167504477335
5,U56,EWELIG,K42,42,5.999999999999999,1.017689169429259,2.945323689082402
5,U56,BAND03,K42,42,5.999999999999999,0.5349371704445947,1.5152162489757046
5,U56,TOP05,K63,63,3.9999999999999987,2.9933095685787716,11.574841756970544
5,U56,TOP10,K63,63,3.9999999999999987,1.9903731868852432,7.047000094897314
5,U56,TOP20,K63,63,3.9999999999999987,1.415962977065032,6.437731169015112
5,U56,EWELIG,K63,63,3.9999999999999987,1.0150605126634673,5.079399914448302
5,U56,BAND03,K63,63,3.9999999999999987,0.5160862318295276,3.75516873761339
5,B136,TOP05,W,5,52.3448275862069,2.9069084275342494,2.9069084275342494
5,B136,TOP10,W,5,52.3448275862069,2.4741435699281666,2.4741435699281666
5,B136,TOP20,W,5,52.3448275862069,1.0448257795402593,1.0448257795402593
5,B136,EWELIG,W,5,52.3448275862069,1.1896185600104765,1.1896185600104765
5,B136,BAND03,W,5,52.3448275862069,0.4904707424489896,0.4904707424489896
5,B136,TOP05,M,21,12.103448275862068,4.276300957063217,11.313464948602345
5,B136,TOP10,M,21,12.103448275862068,3.383453262798362,5.674700345474683
5,B136,TOP20,M,21,12.103448275862068,1.5052353275786903,3.0683061862066374
5,B136,EWELIG,M,21,12.103448275862068,0.8956070400910168,1.7377868405466632
5,B136,BAND03,M,21,12.103448275862068,0.5002249006825332,0.8911140197817016
5,B136,TOP05,Q,63,4.03448275862069,2.8090298017589213,13.462367821602083
5,B136,TOP10,Q,63,4.03448275862069,2.777404214498791,8.329407774880227
5,B136,TOP20,Q,63,4.03448275862069,1.7763404739790083,6.528207274987352
5,B136,EWELIG,Q,63,4.03448275862069,0.6747735530722387,3.6181783874701594
5,B136,BAND03,Q,63,4.03448275862069,0.5320415586804064,3.068964179057998
5,B136,TOP05,K05,5,50.4,4.450586128963831,4.450586128963831
5,B136,TOP10,K05,5,50.4,1.9721525228566072,1.9721525228566072
5,B136,TOP20,K05,5,50.4,1.46308815674956,1.46308815674956
5,B136,EWELIG,K05,5,50.4,0.4995321804444508,0.4995321804444508
5,B136,BAND03,K05,5,50.4,0.6513798386449601,0.6513798386449601
5,B136,TOP05,K10,10,25.2,7.176479003217928,8.628870862211734
5,B136,TOP10,K10,10,25.2,2.0701016219250468,2.909676484255952
5,B136,TOP20,K10,10,25.2,1.8262720019753038,2.6225351904211713
5,B136,EWELIG,K10,10,25.2,0.6644741980282411,1.008594370248094
5,B136,BAND03,K10,10,25.2,0.6678977413167697,0.996672258399256
5,B136,TOP05,K21,21,12.0,5.312368014345449,10.517396544539935
5,B136,TOP10,K21,21,12.0,3.0306258381853866,4.9806379917169075
5,B136,TOP20,K21,21,12.0,1.9018888888538523,3.321335697545935
5,B136,EWELIG,K21,21,12.0,0.928804291556439,1.5639625388235157
5,B136,BAND03,K21,21,12.0,0.5238508568930156,1.0329782933211176
5,B136,TOP05,K42,42,6.0,3.8671066514684327,11.507559804986922
5,B136,TOP10,K42,42,6.0,2.2812895655075707,6.251327221332993
5,B136,TOP20,K42,42,6.0,1.8010836099481509,3.6838849979278887
5,B136,EWELIG,K42,42,6.0,0.8389087070415311,2.3092090013256747
5,B136,BAND03,K42,42,6.0,0.5360653365526833,1.439003067952859
5,B136,TOP05,K63,63,4.000000000000002,4.1259226915941944,15.999867072237837
5,B136,TOP10,K63,63,4.000000000000002,2.351965662238076,9.06405547633473
5,B136,TOP20,K63,63,4.000000000000002,1.5783748575517436,6.676515232278501
5,B136,EWELIG,K63,63,4.000000000000002,0.6694639605608455,4.019800023067942
5,B136,BAND03,K63,63,4.000000000000002,0.4823810846146248,3.4042622509421028
5,SMALL,TOP05,W,5,52.3448275862069,6.684019217230519,6.684019217230519
5,SMALL,TOP10,W,5,52.3448275862069,4.774203661073817,4.774203661073817
5,SMALL,TOP20,W,5,52.3448275862069,3.895415128604496,3.895415128604496
5,SMALL,EWELIG,W,5,52.3448275862069,0.9700251262440007,0.9700251262440007
5,SMALL,BAND03,W,5,52.3448275862069,0.1389724758698918,0.1389724758698918
5,SMALL,TOP05,M,21,12.103448275862068,8.305395447257657,15.343226379444342
5,SMALL,TOP10,M,21,12.103448275862068,4.427493619097956,6.903642976688639
5,SMALL,TOP20,M,21,12.103448275862068,2.312857233244836,4.87318157507497
5,SMALL,EWELIG,M,21,12.103448275862068,0.6515471994789523,3.087241444054234
5,SMALL,BAND03,M,21,12.103448275862068,0.5168145279165204,1.4159147110104353
5,SMALL,TOP05,Q,63,4.03448275862069,9.628475608204077,25.493208862125382
5,SMALL,TOP10,Q,63,4.03448275862069,4.496823523333361,15.690912424438107
5,SMALL,TOP20,Q,63,4.03448275862069,2.77235931242632,12.269985562931263
5,SMALL,EWELIG,Q,63,4.03448275862069,0.8389107907706084,4.065610908882289
5,SMALL,BAND03,Q,63,4.03448275862069,0.4445311716631428,2.516131995988413
5,SMALL,TOP05,K05,5,50.4,13.48103968710911,13.48103968710911
5,SMALL,TOP10,K05,5,50.4,4.988832767971463,4.988832767971463
5,SMALL,TOP20,K05,5,50.4,4.180524973664346,4.180524973664346
5,SMALL,EWELIG,K05,5,50.4,1.1747603793301753,1.1747603793301753
5,SMALL,BAND03,K05,5,50.4,0.4660654643694029,0.4660654643694029
5,SMALL,TOP05,K10,10,25.2,7.1279776450561725,11.991630285233391
5,SMALL,TOP10,K10,10,25.2,7.0454592679703,9.67310728235158
5,SMALL,TOP20,K10,10,25.2,4.543874180947437,6.392271310191443
5,SMALL,EWELIG,K10,10,25.2,1.645240455920871,2.0768742866630774
5,SMALL,BAND03,K10,10,25.2,0.5296681186167218,0.824318930373491
5,SMALL,TOP05,K21,21,12.0,11.282622211155257,20.04304673359569
5,SMALL,TOP10,K21,21,12.0,5.02842987443619,10.588295563717587
5,SMALL,TOP20,K21,21,12.0,4.208414049822662,6.198545671458611
5,SMALL,EWELIG,K21,21,12.0,1.0868150395682896,3.1572633491905755
5,SMALL,BAND03,K21,21,12.0,0.46010494213737374,1.0787507473292823
5,SMALL,TOP05,K42,42,6.0,11.249243131771756,21.810581196630153
5,SMALL,TOP10,K42,42,6.0,4.685499131986615,11.099162503169202
5,SMALL,TOP20,K42,42,6.0,3.124572864400954,7.474695041320633
5,SMALL,EWELIG,K42,42,6.0,1.0754651485706201,3.2611681189032016
5,SMALL,BAND03,K42,42,6.0,0.41505319248232864,1.1095888582239422
5,SMALL,TOP05,K63,63,4.000000000000002,8.828686186310808,27.570269281899428
5,SMALL,TOP10,K63,63,4.000000000000002,4.953417671318982,16.05958015572445
5,SMALL,TOP20,K63,63,4.000000000000002,2.8062668381719336,12.778392198768753
5,SMALL,EWELIG,K63,63,4.000000000000002,0.9111783371055893,3.7576742873492996
5,SMALL,BAND03,K63,63,4.000000000000002,0.39225439606926926,2.5547293019196227
