panel,gross,bps,N,CAGR,S,DD,H1,H2,IS_S,OOS_S,OOS_CAGR,OOS_DD,turn,p4a,p4b
U56,1.0,50.0,8,0.19217527546036495,0.9391847705781157,-0.2916345612062614,1.0797009798703396,0.8288790714635867,1.057874838423066,0.8586486139641336,0.18199465735477904,-0.29163456120626163,8.993244847690315,False,False
U56,0.65,10.0,10,0.1445521266158285,1.1242354466583542,-0.2043639166429616,1.2133927444463868,1.0582092375018355,1.1669577321189244,1.0986040122197716,0.14963116492242312,-0.20436391664296127,5.292821048659559,False,False
U56,0.65,25.0,10,0.13550641867168678,1.0619388005892754,-0.2050009829415569,1.1470510976437547,0.9987770387634562,1.1018360528609454,1.0380180522712852,0.14022404818747902,-0.20500098294155678,5.292821048659559,False,False
U56,0.65,50.0,10,0.12057367491956783,0.9573348304152343,-0.20606276010588265,1.0355780876734497,0.8990322158895004,0.9924694778963288,0.9362982103054791,0.12470036106329863,-0.20606276010588276,5.292821048659559,False,False
U56,1.0,10.0,10,0.22442184562182876,1.1298811546635397,-0.2979275564887721,1.219895365705731,1.063035424832663,1.173022092495978,1.1038185907088658,0.23155094462483095,-0.297927556488772,8.111964002738032,False,False
U56,1.0,25.0,10,0.20962525484543093,1.0679514679863054,-0.29877813277341025,1.153971454485694,1.00393769672125,1.1083289002542833,1.0435664464482688,0.21614937408251667,-0.29877813277341025,8.111964002738032,False,False
U56,1.0,50.0,10,0.18532276368339473,0.9639639299726758,-0.3001957599144732,1.0432000756041793,0.9047549303887262,0.9996820610535627,0.9424074479799198,0.1908672419508366,-0.30019575991447334,8.111964002738032,False,False
U56,0.65,10.0,12,0.13759430531170813,1.1206250951286616,-0.19705206273228015,1.129255573394725,1.1240085177014676,1.0779205285631446,1.1565428300586704,0.15268512642487098,-0.19705206273228026,4.9118550241490695,False,True
U56,0.65,25.0,12,0.12924970552129467,1.060223066745288,-0.1977168671386622,1.0621557591916724,1.0684713658327236,1.0123059150481257,1.0994299903366547,0.14410632223059894,-0.19771686713866232,4.9118550241490695,False,True
U56,0.65,50.0,12,0.11546507526678029,0.9588064377503067,-0.1988248744826323,0.9494708800652226,0.9752343552642946,0.9021842010841618,1.003511866145378,0.1299368432164827,-0.19882487448263209,4.9118550241490695,False,False
U56,1.0,10.0,12,0.21364694397826378,1.1257430101901171,-0.2887922888250265,1.1357736310632236,1.1280613088161524,1.0843238447276702,1.160773663552354,0.2372640351295796,-0.2887922888250265,7.527298487492096,False,False
U56,1.0,25.0,12,0.20003515162705,1.0657460766145492,-0.28968213766666695,1.069119873826518,1.0728962612637827,1.019163759317727,1.104036308106327,0.22318834081020666,-0.28968213766666695,7.527298487492096,False,False
U56,1.0,50.0,12,0.17765547806093007,0.9650109730532954,-0.29116521906940096,0.9571847234063383,0.9802856266282537,0.9098055117226551,1.0087504475179867,0.20005095587085475,-0.2911652190694006,7.527298487492096,False,False
U56,0.65,10.0,15,0.13422857014386214,1.1602929164734348,-0.191335904001523,1.1567256076729926,1.1731018384938938,1.0565600221621902,1.2390375396310305,0.15418653565784735,-0.19133590400152267,4.3969445477233755,False,True
U56,0.65,25.0,15,0.12677883690432812,1.1027657332424874,-0.19197212352679993,1.0939901889960362,1.1193514161010334,0.9942097888189839,1.184630725083472,0.14652513302726433,-0.19197212352679982,4.3969445477233755,False,True
U56,0.65,50.0,15,0.11446101528370423,1.0061604406655618,-0.1930324894022616,0.9886011821356219,1.02910956290096,0.8895748250765437,1.0932291390070428,0.13385855355284404,-0.19303248940226148,4.3969445477233755,False,True
U56,1.0,10.0,15,0.20871799916049594,1.1643648447785686,-0.2810818496645252,1.1619768495195555,1.1762200414637862,1.0620161214700734,1.2421530767667956,0.24049423961133232,-0.2810818496645253,6.736660572886136,False,False
U56,1.0,25.0,15,0.19658054693334814,1.1072373670504556,-0.2819405348993259,1.0996615947430781,1.1228570645381235,1.0000860493224928,1.1881400185682154,0.22791570871314826,-0.28194053489932625,6.736660572886136,False,False
U56,1.0,50.0,15,0.1765964036796306,1.0113055588849962,-0.28337167695732757,0.9949806377656145,1.0332679939927658,0.89615791729651,1.0974024453150757,0.20720820085325897,-0.2833716769573277,6.736660572886136,False,False
U56,0.65,10.0,20,0.1269174036663534,1.2019044341618108,-0.1710974497518325,1.2149148130184615,1.1982433281224982,1.0962297906015743,1.2824435367380915,0.14392585352513976,-0.1710974497518325,3.7535502647744106,False,True
U56,0.65,25.0,20,0.12059571610734543,1.147984637969358,-0.1718985046142668,1.157125515570495,1.1472520605634895,1.0379943935423712,1.2314899026056023,0.1375117873398113,-0.1718985046142668,3.7535502647744106,False,True
U56,0.65,50.0,20,0.11013090324787611,1.0574423265056159,-0.1732335960516571,1.0600731678319228,1.0616336558433033,0.9402930355012403,1.1458779849401992,0.12689399933802625,-0.17323359605165745,3.7535502647744106,False,True
U56,1.0,10.0,20,0.19758880187369554,1.2056865669802683,-0.2524989183564459,1.2195991166676057,1.2012052926660524,1.101145075677545,1.285436766699359,0.22467984269798502,-0.25249891835644567,5.750744539174705,False,False
U56,1.0,25.0,20,0.18731556198262478,1.152108706336449,-0.25360385630991966,1.1621911568512195,1.150529691763427,1.043297898477313,1.234801879381709,0.21418640872861827,-0.25360385630991966,5.750744539174705,False,False
U56,1.0,50.0,20,0.1703706667366962,1.0621428820866552,-0.25544541956570965,1.0657823746513722,1.065443114750894,0.9462505973671311,1.1497274155150692,0.19687805987281193,-0.25544541956570954,5.750744539174705,False,False
U56,0.65,10.0,25,0.11690981703756798,1.1967025330729835,-0.15820071764570753,1.2070085263122134,1.1926624082863897,1.0994385130248072,1.271708061875028,0.13010457222879301,-0.15820071764570753,3.2469620939593606,False,True
U56,0.65,25.0,25,0.11148804548878677,1.1464171073781995,-0.15904329590317778,1.1542662847572986,1.144299706607257,1.0467141371464557,1.223178420675027,0.1245797887705784,-0.15904329590317778,3.2469620939593606,False,True
U56,0.65,50.0,25,0.10250464462352205,1.0619982581246747,-0.1604475929989616,1.0657212609538327,1.0631087326937203,0.9582863972002381,1.1416503997380014,0.11542603170497912,-0.16044759299896116,3.2469620939593606,False,False
U56,1.0,10.0,25,0.18187110946067375,1.2005865613626763,-0.23397922346180688,1.2117720240337724,1.1956812951681688,1.1044583466717193,1.2747971032663037,0.20277903999232616,-0.23397922346180733,4.9766516330937085,False,False
U56,1.0,25.0,25,0.17309292334424997,1.1505763818544965,-0.23515868713336208,1.1593535079424864,1.1475590454878248,1.0520625051760757,1.2265108907056175,0.19378637120031472,-0.23515868713336208,4.9766516330937085,False,False
U56,1.0,50.0,25,0.1585935572545616,1.066621109651502,-0.23712445991928666,1.0713546192446546,1.0667724728128531,0.964188050688819,1.1453926410145752,0.17893348105827211,-0.23712445991928677,4.9766516330937085,False,False
U56,0.65,10.0,30,0.10882971871863911,1.1903571709331366,-0.14305213521749638,1.2018345894530147,1.183402381897777,1.095109895848654,1.264753203815253,0.11962273068500617,-0.14305213521749638,2.738352125998441,False,True
U56,0.65,25.0,30,0.1042884314896233,1.1451110169674288,-0.14379408228286628,1.1580725783749566,1.136698588568552,1.0519243288594322,1.2178885307950462,0.11472954591427276,-0.14379408228286572,2.738352125998441,False,False
U56,0.65,50.0,30,0.09675690350696864,1.0691903825257956,-0.14503066072514892,1.0846633217779547,1.0583183585172036,0.9795434573905205,1.1391860973048569,0.10661714190550953,-0.14503066072514914,2.738352125998441,False,False
U56,1.0,10.0,30,0.16915251359371553,1.1939203114506327,-0.21232363347480332,1.206266779296414,1.1860720465695498,1.0998385089088016,1.2675103230998612,0.1861943657105405,-0.21232363347480343,4.199568517161749,False,False
U56,1.0,25.0,30,0.16182015219229307,1.14888805320001,-0.21337681242221807,1.1627692389065005,1.1395386192349606,1.0569168225495065,1.220820661457806,0.17825651779231322,-0.21337681242221795,4.199568517161749,False,False
U56,1.0,50.0,30,0.14969167664713035,1.073326770568458,-0.21513211066790883,1.0898050912457364,1.0614439925436143,0.9849793655283895,1.1424118727397434,0.16513328308150843,-0.21513211066790872,4.199568517161749,False,False
U56,0.65,10.0,40,0.09348705053169781,1.188985360251751,-0.12044246736620612,1.1887484087968543,1.1907534574322136,1.061055313673558,1.2911655361902092,0.10360834380239581,-0.12044246736620623,2.0415604725638334,False,False
U56,0.65,25.0,40,0.09014656311830826,1.149916311028013,-0.12105777569495302,1.1515148619755593,1.149935287539068,1.024041086820508,1.2504635485639792,0.10004134990035807,-0.12105777569495291,2.0415604725638334,False,False
U56,0.65,50.0,40,0.08459946814266983,1.0843880336072789,-0.12208328957619674,1.0890784018602993,1.0814635833345496,0.9620204182359349,1.1821433269867994,0.0941194551558473,-0.12208328957619685,2.0415604725638334,False,False
U56,1.0,10.0,40,0.14514186050562272,1.1920165862459955,-0.1796122253738508,1.1921651111364617,1.1933371576782792,1.0648838409045625,1.293783863303996,0.16118739273887606,-0.17961222537385046,3.132862194836523,False,True
U56,1.0,25.0,40,0.1397803929607555,1.153099946423616,-0.18050370625744738,1.155135306012037,1.1526231677815548,1.0280771750142232,1.2531883027618456,0.15543457661359916,-0.1805037062574476,3.132862194836523,False,True
U56,1.0,50.0,40,0.13089472761906418,1.08782757311847,-0.18198950773010925,1.0930419063022068,1.0843254760977987,0.9664055328607006,1.1850459561474307,0.1459036187055085,-0.18198950773010936,3.132862194836523,False,True
B136,0.65,10.0,5,0.2104050306081111,1.1499605568407145,-0.27632545240354334,1.2254202555300897,1.103836780327052,1.1851558415215235,1.1360120396688862,0.22530422974995767,-0.2763254524035431,8.212358130713751,False,False
B136,0.65,25.0,5,0.1955962359536112,1.0816258071920535,-0.27718421338091714,1.1503411231945795,1.0399029248482243,1.1111599187868106,1.070815075447656,0.20971202977322245,-0.2771842133809175,8.212358130713751,False,False
B136,0.65,50.0,5,0.17127895281723338,0.9668221289288444,-0.27861548167654104,1.0242144439161323,0.9324899344553339,0.9869344385693695,0.9612387698656725,0.18412371170895914,-0.2786154816765405,8.212358130713751,False,False
B136,1.0,10.0,5,0.3279521741077551,1.1620051854718743,-0.3969539109926935,1.2332879109065524,1.1192683853770284,1.1912257993181565,1.1520047867237857,0.35166801189507657,-0.3969539109926935,12.568548187309375,False,False
B136,1.0,25.0,5,0.3031743747374833,1.0940343200225056,-0.398035229815597,1.1586293466819868,1.0556665318600407,1.117691081247883,1.0871271598337582,0.32545506753448494,-0.3980352298155969,12.568548187309375,False,False
B136,1.0,50.0,5,0.2628062447253283,0.9798352396137824,-0.3998374278537694,1.0332027911879695,0.9488042159937274,0.9942354757948929,0.9780791891003591,0.2827873985234486,-0.3998374278537695,12.568548187309375,False,False
B136,0.65,10.0,8,0.1731065053046541,1.0946697313462028,-0.25225765562809355,1.2858501196491725,0.9570633337598807,1.2449586214985529,1.0025388147091825,0.16931273356924836,-0.2522576556280933,7.1937769143267,False,False
B136,0.65,25.0,8,0.16052356129271672,1.0260436244401554,-0.25298945219924474,1.2097576785704445,0.8933844875555002,1.171016257444172,0.9368285076185741,0.1562507559420725,-0.25298945219924496,7.1937769143267,False,False
B136,0.65,50.0,8,0.13982359107845088,0.9108080798540639,-0.25420911315116457,1.081780008737487,0.7865671388329055,1.0467594217813259,0.8265399883931007,0.13477470929710256,-0.25420911315116435,7.1937769143267,False,False
B136,1.0,10.0,8,0.269296740074237,1.1049124546511309,-0.3666906653989638,1.2928795498262675,0.9706503703192627,1.25049691468936,1.0162884602187876,0.2621607393850003,-0.366690665398964,11.017528982250948,False,False
B136,1.0,25.0,8,0.24850964953627774,1.0368074938919314,-0.3676291923392524,1.21723400080403,0.9075263879370302,1.1770255314919051,0.9511277336015309,0.240648169261793,-0.3676291923392525,11.017528982250948,False,False
B136,1.0,50.0,8,0.21454900378344788,0.9224435938630113,-0.3691934039064,1.0900045007880281,0.8016356071838856,1.0535579976948708,0.841757077212728,0.20553186629951692,-0.3691934039063999,11.017528982250948,False,False
B136,0.65,10.0,10,0.1598116768638529,1.0721598783831074,-0.24490165899373506,1.2817636699788149,0.9149427125567763,1.206121553954906,0.9871524344688852,0.15620073933287548,-0.24490165899373495,6.757442479854729,False,False
B136,0.65,25.0,10,0.1481200991396523,1.0039293107212452,-0.24563039126507447,1.2090138701461237,0.8495460228751404,1.1352978336620474,0.9201844879167962,0.1438606899268755,-0.24563039126507402,6.757442479854729,False,False
B136,0.65,50.0,10,0.128871423464044,0.8894055530426773,-0.24684494505064003,1.0866925918027874,0.7399102673601663,1.0163320055869383,0.8078342016276997,0.12355981240259029,-0.24684494505064025,6.757442479854729,False,False
B136,1.0,10.0,10,0.24833006880445607,1.0814208458111576,-0.35792666087771485,1.2885135385643967,0.9272056473991181,1.2121948000526046,0.9990182787920102,0.24162589703390558,-0.35792666087771496,10.351554328019851,False,False
B136,1.0,25.0,10,0.22910774077468687,1.0137658905732319,-0.3588669955295084,1.2162712125381765,0.8624138094378416,1.1418957194807946,0.9326523865401268,0.22138637713875653,-0.3588669955295085,10.351554328019851,False,False
B136,1.0,50.0,10,0.19766597110082218,0.9002054416082217,-0.3604342199491647,1.0948008409333416,0.7537879098300259,1.023809031509013,0.8213084850544222,0.18831930420675436,-0.3604342199491648,10.351554328019851,False,False
B136,0.65,10.0,12,0.15589637452612415,1.0835399085324016,-0.23649464081324856,1.346525487945645,0.8812446530524217,1.2609444446863958,0.9673676551218384,0.1467445083879324,-0.2364946408132491,6.44122287839338,False,False
B136,0.65,25.0,12,0.14478742186123283,1.016069173110526,-0.2369954689556465,1.2748848731550833,0.8164460179099262,1.190385739489504,0.901593819219356,0.13519773899866983,-0.23699546895564694,6.44122287839338,False,False
B136,0.65,50.0,12,0.12648785345982727,0.9028243063837413,-0.23783018252630983,1.1543626125492383,0.7078630340509404,1.0717801099112114,0.7912996196698318,0.11618792854416338,-0.23783018252630983,6.44122287839338,False,False
B136,1.0,10.0,12,0.24240980538238976,1.0918750620332498,-0.3463780995347394,1.3524454962356194,0.8928182894572417,1.2663675798226741,0.9782995250249752,0.22671123886969213,-0.34637809953473897,9.865988505267369,False,False
B136,1.0,25.0,12,0.22417072039120178,1.0250096813214842,-0.34702904421955805,1.2813412401319355,0.8286512278621567,1.1963644389263057,0.9131518026322696,0.20783870269207916,-0.34702904421955805,9.865988505267369,False,False
B136,1.0,50.0,12,0.19431195082633645,0.9127806229513519,-0.34811395202758944,1.1617233124631707,0.721123607924087,1.0786948117856827,0.8039053611756444,0.1769703975074859,-0.3481139520275893,9.865988505267369,False,False
B136,0.65,10.0,15,0.14435155934552268,1.0607241223813768,-0.23058673955050113,1.2969437679028786,0.877939807352421,1.2131443441854568,0.9600881016263103,0.13770492069382323,-0.23058673955050157,6.079439018548409,False,False
B136,0.65,25.0,15,0.13396857611306978,0.99361706068809,-0.23117997969196613,1.2257274291685887,0.8135351704665842,1.1428349469080612,0.894812188572495,0.12694659970584143,-0.23117997969196602,6.079439018548409,False,False
B136,0.65,50.0,15,0.11685381339433087,0.8810062504906236,-0.23216871326107424,1.105971280092904,0.7056190534538687,1.0247124426688985,0.7853544121066528,0.10922172398588259,-0.23216871326107413,6.079439018548409,False,False
B136,1.0,10.0,15,0.2241719765175103,1.0683758710590736,-0.33830187857636773,1.304124268779957,0.8873255253793007,1.219976007178291,0.968947680826514,0.21250384873300487,-0.3383018785763676,9.312836320785618,False,False
B136,1.0,25.0,15,0.2072016535402641,1.001898918796304,-0.33907863757537415,1.2334625478579988,0.8235773477073107,1.1502356528701319,0.9043259863631056,0.1949787575330959,-0.33907863757537393,9.312836320785618,False,False
B136,1.0,50.0,15,0.17939245434070994,0.8903456737687008,-0.34037323590705115,1.1146402496921959,0.716759513283322,1.0330701479951656,0.7959645087729491,0.1662819590186846,-0.34037323590705115,9.312836320785618,False,False
B136,0.65,10.0,20,0.14008129405341818,1.0923479070569142,-0.22929588386559896,1.3306720774414436,0.9045705469749058,1.231892363619638,0.9982573464002874,0.13450833557697428,-0.22929588386559907,5.469160911348771,False,False
B136,0.65,25.0,20,0.13077049355967874,1.02797889814277,-0.2298207055429674,1.2620654902483466,0.8431743539089984,1.1648880667247266,0.9354490317124224,0.12488163133539842,-0.22982070554296774,5.469160911348771,False,False
B136,0.65,50.0,20,0.11540604085626849,0.9199725155864281,-0.23069540833858182,1.1466906396017629,0.740320052003562,1.052327188372927,0.8301404520720366,0.1090022940553852,-0.23069540833858193,5.469160911348771,False,False
B136,1.0,10.0,20,0.21790885109126057,1.0987446399152963,-0.3367517238642155,1.337675701627913,0.9120580888053026,1.2389729832119272,1.0049127553375174,0.208085983692732,-0.33675172386421526,8.375765768184792,False,False
B136,1.0,25.0,20,0.20271184159968936,1.0350140672702008,-0.3374408718425066,1.269592773984252,0.8513525953481909,1.1724883981431464,0.9428048053183308,0.192419663948862,-0.3374408718425067,8.375765768184792,False,False
B136,1.0,50.0,20,0.17776616001033707,0.9280806118654036,-0.3385894518063256,1.1551000482744829,0.7496555755392165,1.0608012420862005,0.8386721094694561,0.16671962771844306,-0.33858945180632594,8.375765768184792,False,False
B136,0.65,10.0,25,0.13188559909936437,1.0796957794681623,-0.2388458285916547,1.2836293755371129,0.919132099036779,1.180577692769886,1.011456744115746,0.12976856022717276,-0.23884582859165449,5.105790724543303,False,False
B136,0.65,25.0,25,0.12325389150866228,1.016738485664385,-0.23937791775358108,1.2167773194046418,0.8588878064436944,1.1154521994797955,0.9497838611868072,0.12081539780581751,-0.23937791775358108,5.105790724543303,False,False
B136,0.65,50.0,25,0.10900071903090303,0.9111174136691793,-0.24026473302345885,1.1044362147949738,0.7579403906624319,1.0061335909034101,0.8463560739517606,0.1060369315825973,-0.24026473302345874,5.105790724543303,False,False
B136,1.0,10.0,25,0.20475213797661063,1.0836609925184206,-0.35086162682419864,1.2892071881003515,0.9233268624666252,1.1865164323272126,1.0146967325941934,0.20056948299297805,-0.3508616268241985,7.821374419200198,False,False
B136,1.0,25.0,25,0.19070936651350445,1.0213830221640605,-0.35155552915150357,1.222883181918313,0.8638413447294266,1.1219130797239802,0.9537916589220172,0.1860261984502407,-0.35155552915150334,7.821374419200198,False,False
B136,1.0,50.0,25,0.1676352652082762,0.9169056802078086,-0.3527120330303447,1.111432779115173,0.7641684677112088,1.0134731077303836,0.851656292328109,0.16214337261281808,-0.3527120330303448,7.821374419200198,False,False
B136,0.65,10.0,30,0.12618570394979156,1.076696568385312,-0.22070648533909254,1.2468864614826904,0.939962885957831,1.1481144763528184,1.0274201749404015,0.12584198472189367,-0.2207064853390931,4.858323406385318,False,False
B136,0.65,25.0,30,0.11801253626975128,1.01431028160992,-0.2211634849455517,1.1814317646821786,0.8797644495824599,1.0844055363134342,0.9658106182910383,0.1173511007925796,-0.22116348494555182,4.858323406385318,False,False
B136,0.65,50.0,30,0.1045104591972188,0.9096454314804783,-0.22192515095631649,1.071456983340615,0.7788818429480597,0.9774786063277809,0.8624779923881113,0.10332917772885919,-0.22192515095631626,4.858323406385318,False,False
B136,1.0,10.0,30,0.19595386149896976,1.0812295679004598,-0.3249381874901802,1.2525763494985742,0.9446605512529609,1.154139042722943,1.0313083118266912,0.1948501471662838,-0.3249381874901802,7.441778740819455,False,False
B136,1.0,25.0,30,0.1826873312902706,1.0194892361861263,-0.32554403024676815,1.1876380210824133,0.8851842351544781,1.090941714713145,0.9704273186015121,0.18107681451614344,-0.32554403024676803,7.441778740819455,False,False
B136,1.0,50.0,30,0.16087366606914277,0.9159118844158554,-0.32655376817441417,1.0785342146749268,0.7855147032187138,0.9848758027769283,0.8683210828675488,0.15844226299977837,-0.32655376817441417,7.441778740819455,False,False
B136,0.65,10.0,40,0.12125288208349061,1.102643026517801,-0.20806311309535808,1.2296977918530747,0.9981409574015346,1.1125090751428817,1.0971039464114356,0.1255295384789521,-0.20806311309535785,4.232265444782892,False,False
B136,0.65,25.0,40,0.11416149734431968,1.044631362273988,-0.20866973965439384,1.1677218819889068,0.9432718364986121,1.0519460555230307,1.0408985847979262,0.1183398118294281,-0.20866973965439384,4.232265444782892,False,False
B136,0.65,50.0,40,0.10243313580150759,0.9473061011270792,-0.20968078391945377,1.0636190003860266,0.8513031601223352,0.9503385077170496,0.9466050889644253,0.1064498144071806,-0.20968078391945388,4.232265444782892,False,False
B136,1.0,10.0,40,0.1884093544220311,1.106810613501497,-0.3072834164762178,1.2353340935093675,1.001718232333519,1.1187682041653224,1.0998576846551134,0.19486352635854542,-0.3072834164762174,6.482339684341651,False,False
B136,1.0,25.0,40,0.176919659321906,1.04935086894514,-0.30809758507167595,1.1738307959774636,0.9474447047944755,1.0586664769879401,1.0442604075686988,0.18319905181821872,-0.30809758507167584,6.482339684341651,False,False
B136,1.0,50.0,40,0.15799446971533637,0.9529549935485768,-0.3094545327307724,1.0705253095650258,0.8564771167247263,0.9578349979654012,0.9509913098340939,0.1639884146620787,-0.3094545327307726,6.482339684341651,False,False
SMALL,0.65,10.0,5,0.05715311003232815,0.36465886578132917,-0.3679944060656981,0.267448842409597,0.4508673775840436,0.2707632918267657,0.41560054821366504,0.07143792597445353,-0.36799440606569833,11.437962359967145,False,False
SMALL,0.65,25.0,5,0.03915567813731502,0.2854910023060814,-0.38227087939010995,0.18609244185830082,0.37317015548139926,0.1901480026938196,0.33685198292007074,0.05228914434381249,-0.36873062771460074,11.437962359967145,False,False
SMALL,0.65,50.0,5,0.009779734777727533,0.15348151084357303,-0.4151679553008143,0.05026633757344481,0.24372838862100057,0.05575588771478451,0.2055231746248488,0.021067471925576786,-0.3699576637961054,11.437962359967145,False,False
SMALL,1.0,10.0,5,0.06938284999135513,0.3678227580928779,-0.5392308056218911,0.27726913387143254,0.4476420420717625,0.2805496909077707,0.41515079142595107,0.08805105966678073,-0.5392308056218909,17.589853741421003,False,False
SMALL,1.0,25.0,5,0.041495707130476456,0.2893339339043752,-0.5400513762547625,0.19604573207502904,0.3710344780601626,0.20023630658577019,0.33725847433456574,0.05828605189311209,-0.5400513762547625,17.589853741421003,False,False
SMALL,1.0,50.0,5,-0.003513106839514002,0.1584561272613212,-0.5908031166317126,0.06044001940842358,0.24340619458069396,0.06634800857287046,0.20735721135276197,0.010325025708464608,-0.5414189939762151,17.589853741421003,False,False
SMALL,0.65,10.0,8,0.07393132474009656,0.4732540556690371,-0.3631393558597106,0.4989831391299425,0.4555996310808782,0.5241951707817971,0.4482039447427051,0.07169030025011414,-0.3631393558597106,10.47004694158506,False,False
SMALL,0.65,25.0,8,0.05718630761695698,0.3897278415196767,-0.36376662064078813,0.4105379132662014,0.3755435452599307,0.43837990325296033,0.3655527434110457,0.05424830936461911,-0.363766620640788,10.47004694158506,False,False
SMALL,0.65,50.0,8,0.02980612151575568,0.25032703300433057,-0.3739368178215884,0.2626896997433457,0.24208165098505058,0.2951146780387729,0.22763399514315716,0.025753045693148957,-0.3648120619425842,10.47004694158506,False,False
SMALL,1.0,10.0,8,0.10155834107805539,0.47737026477845423,-0.53768318410023,0.5067108648648675,0.4578879738437649,0.5304046652651592,0.4519302555190967,0.09609548001592572,-0.5376831841002301,16.094015742783707,False,False
SMALL,1.0,25.0,8,0.07525426479320396,0.3950492023000579,-0.5383775010989862,0.41863039958245946,0.3795385914473712,0.44505337552245805,0.3708003769137545,0.06877988904261723,-0.5383775010989862,16.094015742783707,False,False
SMALL,1.0,50.0,8,0.03268366964598801,0.25765739366253465,-0.5679203019089335,0.2713926007957467,0.24891275848631286,0.3025660812947688,0.23541482431094524,0.02463089833608567,-0.5395346960969131,16.094015742783707,False,False
SMALL,0.65,10.0,10,0.08660382564699609,0.5605801447439422,-0.32605213285557455,0.6771531007578684,0.46708795486218546,0.6598372376315638,0.5090874276460687,0.0799118064467681,-0.32605213285557444,10.028968814685449,False,False
SMALL,0.65,25.0,10,0.0703717519052025,0.47487124753958027,-0.32683474394090883,0.5870051438288271,0.38455689331554005,0.5721623250067323,0.42412803619455486,0.06311869726330532,-0.32683474394090883,10.028968814685449,False,False
SMALL,0.65,50.0,10,0.04380936066421093,0.33171301866564307,-0.3281390957497997,0.4361144765615523,0.24691520159833302,0.4256906749808521,0.2822402586942379,0.0356595939689508,-0.3281390957497997,10.028968814685449,False,False
SMALL,1.0,10.0,10,0.12317345518899048,0.5628710105366489,-0.4837116410240284,0.6845329678345631,0.46659398278217645,0.6671714010928681,0.5092957370775926,0.11042755009963212,-0.48371164102402875,15.41109751759128,False,False
SMALL,1.0,25.0,10,0.09748391572426729,0.47807643846793446,-0.48462981795887095,0.5948748799038237,0.3852290569899489,0.5800334405419784,0.4254132266280156,0.08398737726583749,-0.48462981795887095,15.41109751759128,False,False
SMALL,1.0,50.0,10,0.05585698776157644,0.33644706354415316,-0.48616011285027483,0.4448053598906886,0.24953027187782198,0.4344604597223088,0.2853254896509571,0.04119568938500784,-0.48616011285027483,15.41109751759128,False,False
SMALL,0.65,10.0,12,0.09184986129715167,0.6140745459986062,-0.313025846220098,0.6997760335695349,0.5493024666317402,0.7136101133254084,0.5635757079978453,0.08655131203928512,-0.3130258462200979,9.619982450383224,False,False
SMALL,0.65,25.0,12,0.07619930232726468,0.5266647633322057,-0.3137035977429986,0.6080221881533545,0.46475593943488575,0.623807669779289,0.47709277753568413,0.07031134060554889,-0.31370359774299883,9.619982450383224,False,False
