ticker,sleeve,Sharpe_without,delta,solo
AAPL,SINGLE20,1.005672731831242,0.03269932024836142,1.6889852530290914
NFLX,SINGLE20,1.0083629880196752,0.030009064059928203,0.790329587237481
AMZN,SINGLE20,1.0101228121811832,0.02824923989842021,1.239334575849435
CRM,SINGLE20,1.012943376364685,0.02542867571491847,1.1904661404214787
SLV,NONEQ12,1.0159406483399418,0.02243140373966157,0.9117665011285292
GLD,NONEQ12,1.02137495303514,0.01699709904446345,1.029062257238231
TLT,NONEQ12,1.0228826490668306,0.015489403012772796,0.3480483665238962
V,SINGLE20,1.0240879146999262,0.014284137379677153,1.0437440471488804
COST,SINGLE20,1.0284172218981016,0.009954830181501784,1.0819095552959683
TIP,NONEQ12,1.0284190436526066,0.009953008426996757,1.2988777379105128
LQD,NONEQ12,1.0290904504681861,0.009281601611417223,1.3609235569309064
IEF,NONEQ12,1.029134153130774,0.009237898948829315,0.6715052006833419
UNH,SINGLE20,1.03037143487154,0.008000617208063332,0.7269495829422544
TSLA,SINGLE20,1.03078027042804,0.0075917816515633785,0.4273637062456491
GOOGL,SINGLE20,1.0318474419215526,0.006524610158050725,0.9146135236810763
AVGO,SINGLE20,1.0323065662237965,0.006065485855806907,0.6964443318622178
HYG,NONEQ12,1.0335112092052872,0.004860842874316207,1.1373932962805258
XLP,EQETF24,1.0343656725733614,0.004006379506241942,1.082272118049217
XLY,EQETF24,1.034927692709048,0.0034443593705553166,1.1015164278803808
QQQ,EQETF24,1.0352231376809309,0.0031489143986724866,1.114034577845002
LLY,SINGLE20,1.0360702324000015,0.0023018196796018575,0.7325026686090668
GDX,EQETF24,1.0361654794773842,0.0022065726022191257,0.49244022384892566
UUP,NONEQ12,1.0364582699377705,0.0019137821418329093,-0.3331251890482193
SHY,NONEQ12,1.0369011276826698,0.0014709243969335262,0.9624139173783745
XLV,EQETF24,1.0371317043317188,0.001240347747884618,0.9001170395776393
ORCL,SINGLE20,1.0376299582689705,0.0007420938106328379,0.7855713117593371
XLK,EQETF24,1.0381835385916587,0.00018851348794468592,0.9770121792926355
PLTR,SINGLE20,1.0383720520796034,0.0,
XLC,EQETF24,1.0383720520796034,0.0,
XLRE,EQETF24,1.0383720520796034,0.0,
XLU,EQETF24,1.039835684066202,-0.0014636319865986014,0.6559405438413636
RSP,EQETF24,1.0410790427823764,-0.0027069907027730267,0.9127194638904235
DIA,EQETF24,1.0410935419181402,-0.002721489838536817,0.8534834009193308
ITB,EQETF24,1.0412313342129569,-0.0028592821333535134,0.7539963568164242
XBI,EQETF24,1.0412622575377508,-0.0028902054581474435,0.6996109635930032
SMH,EQETF24,1.041916885185897,-0.003544833106293721,0.7556762541778138
VTI,EQETF24,1.0421876900934697,-0.003815638013866307,0.8603764772722273
SPY,EQETF24,1.0425038194525122,-0.004131767372908879,0.8377534152899397
DBC,NONEQ12,1.0432747154516695,-0.0049026633720661295,0.4674614746693314
MSFT,SINGLE20,1.043825264171319,-0.005453212091715676,0.5248701888178352
XLI,EQETF24,1.0439933390427134,-0.005621286963110039,0.7583717506388981
META,SINGLE20,1.0441292787258871,-0.005757226646283753,-0.13217508823028778
BRK-B,SINGLE20,1.0451456399658385,-0.006773587886235166,0.5062366653220052
XLB,EQETF24,1.0451812573079182,-0.006809205228314852,0.7299575933752911
EEM,EQETF24,1.0456655885078143,-0.007293536428210956,0.7355628350933199
IWM,EQETF24,1.0457354959472573,-0.007363443867653974,0.7549109909534183
NVDA,SINGLE20,1.046668773270784,-0.008296721191180634,0.5131399382716608
XLE,EQETF24,1.0485802303538811,-0.01020817827427778,0.6111401497495874
XOM,SINGLE20,1.0489447997405954,-0.010572747660992032,0.38390405537435324
JPM,SINGLE20,1.0494920607214475,-0.011120008641844148,0.5808702980321477
EFA,EQETF24,1.0510179838383311,-0.012645931758727746,0.5317550347578627
USO,NONEQ12,1.053031317276967,-0.014659265197363602,0.24462317369425798
XLF,EQETF24,1.05503704800074,-0.016664995921136683,0.5189185136304462
KRE,EQETF24,1.059932779074403,-0.021560726994799717,0.3654748519838989
AMD,SINGLE20,1.0605481383391335,-0.02217608625953016,0.31524657262888117
UNG,NONEQ12,1.0999570571126702,-0.06158500503306685,-1.0698073515770161
