chooser,w,G,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_CAGR,IS_MaxDD,k4b_oos
C_LIVE,1.0,0.75,0.09455179369762767,1.276620821629499,-0.12054956914840886,0.9596027208511244,0.060453335375650896,-0.07887209552613317,False
C_SHARPE,0.8,1.0,0.11085779839154752,1.1951735716513796,-0.1494437056661989,0.9655055718337545,0.07866484212847502,-0.1056798490199139,True
C_CALMAR,1.0,1.0,0.12669164118494414,1.2759272265148862,-0.1591100739598581,0.9605447366755991,0.08054775699726235,-0.10451957756523889,True
C_PREREG,1.0,0.75,0.09455179369762767,1.276620821629499,-0.12054956914840886,0.9596027208511244,0.060453335375650896,-0.07887209552613317,False
