stat,sel,qmax,raw,null,lift,p_nonempty,pub_raw,pub_lift,d_raw
A_immunity,K_Sharpe,0.25,0.7868611111111111,0.5718447712418301,0.21501633986928104,1.0,0.7885694444444444,0.2159901960784314,0.0017083333333333117
A_immunity,K_Calmar,0.25,0.7899583333333333,0.5718447712418301,0.21811356209150323,1.0,0.792611111111111,0.220031862745098,0.002652777777777726
A_immunity,K_CAGR,0.25,0.7211666666666666,0.5718447712418301,0.14932189542483654,1.0,0.7231666666666666,0.1505874183006535,0.0020000000000000018
A_immunity,K_MaxDD,0.25,0.4060972222222222,0.5718447712418301,-0.16574754901960786,1.0,0.40725,-0.165329248366013,0.0011527777777777803
A_immunity,K_RANDOM,0.25,0.5714583333333333,0.5718447712418301,-0.00038643790849679505,1.0,0.5728611111111112,0.0002818627450981,0.0014027777777778638
A_immunity,K_Sharpe,0.5,0.6742539414414415,0.34198131955484895,0.3322726218865925,0.9866666666666667,0.6736399319086676,0.3306749466433075,0.000614009532773907
A_immunity,K_Calmar,0.5,0.6578969594594595,0.34198131955484895,0.3159156399046105,0.9866666666666667,0.656603030345662,0.3136380450803019,0.001293929113797443
A_immunity,K_CAGR,0.5,0.5545045045045045,0.34198131955484895,0.21252318494965555,0.9866666666666667,0.5547051954812116,0.2117402102158515,0.00020069097670705194
A_immunity,K_MaxDD,0.5,0.23866835585585586,0.34198131955484895,-0.1033129636989931,0.9866666666666667,0.239149702452132,-0.103815282813228,0.0004813465962761332
A_immunity,K_RANDOM,0.5,0.3414836711711712,0.34198131955484895,-0.0004976483836777734,0.9866666666666667,0.3402174983469563,-0.0027474869184037,0.0012661728242148729
A_immunity,K_Sharpe,0.75,0.6336563717054614,0.21519470209966063,0.4184616696058008,0.7667361111111111,0.6342210699976432,0.4194099837581836,0.0005646982921817534
A_immunity,K_Calmar,0.75,0.6409202065030342,0.21519470209966063,0.42572550440337353,0.7667361111111111,0.6410014684820247,0.4261903822425651,8.126197899049892e-05
A_immunity,K_CAGR,0.75,0.5290281677384295,0.21519470209966063,0.3138334656387689,0.7667361111111111,0.5296687757210972,0.3148576894816376,0.0006406079826676292
A_immunity,K_MaxDD,0.75,0.19722851191015306,0.21519470209966063,-0.01796619018950757,0.7667361111111111,0.2011095197519897,-0.0137015664874698,0.003881007841836648
A_immunity,K_RANDOM,0.75,0.21715424327506566,0.21519470209966063,0.001959541175405033,0.7667361111111111,0.2138001051505647,-0.0010109810888948,0.0033541381245009716
A_immunity,K_Sharpe,1.0,0.6513440068100711,0.16193563173231182,0.48940837507775925,0.42420833333333335,0.6522834336561109,0.4906303400711239,0.0009394268460397592
A_immunity,K_Calmar,1.0,0.6772091804996235,0.16193563173231182,0.5152735487673117,0.42420833333333335,0.676131902643287,0.5144788090583001,0.0010772778563364893
A_immunity,K_CAGR,1.0,0.5109845136365124,0.16193563173231182,0.3490488819042006,0.42420833333333335,0.5115480240774666,0.3498949304924796,0.0005635104409541514
A_immunity,K_MaxDD,1.0,0.23445634024162657,0.16193563173231182,0.07252070850931475,0.42420833333333335,0.2326288929599581,0.0709757993749711,0.0018274472816684761
A_immunity,K_RANDOM,1.0,0.16203385391087974,0.16193563173231182,9.822217856791937e-05,0.42420833333333335,0.1632098926982465,0.0015567991132595,0.0011760387873667733
