construction,panel,anchor,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,full_Sharpe
C_1252,U56,A,1.1687759914997473,0.17042230856703666,-0.19127563591226404,1.1423044406701397
C_1252,U56,B,1.022059614468223,0.1187423494236457,-0.1926002722543556,1.048613015349016
C_1252,B136,A,1.0100346106764955,0.16023726571201902,-0.20740302267849475,1.0634318900924733
C_1252,B136,B,0.733247537950272,0.09355877958336878,-0.20972115836238392,0.9478901998343642
C_1252,SMALL,A,0.4365641231965053,0.06789910172554525,-0.3889221327844007,0.48349860486705115
C_1252,SMALL,B,0.6029553826800298,0.10568088397372644,-0.2626769793141105,0.6263596135224709
C_1246,U56,A,1.1687759914997473,0.17042230856703666,-0.19127563591226404,1.1423044406701397
C_1246,U56,B,1.022059614468223,0.1187423494236457,-0.1926002722543556,1.048613015349016
C_1246,B136,A,1.0100346106764955,0.16023726571201902,-0.20740302267849475,1.0634318900924733
C_1246,B136,B,0.733247537950272,0.09355877958336878,-0.20972115836238392,0.9478901998343642
C_1246,SMALL,A,0.4533371799039724,0.070860770065448,-0.3581405418032816,0.5053940736549353
C_1246,SMALL,B,0.366030306684292,0.04537974574087511,-0.2587045376515251,0.4865572131778994
C_1260,U56,A,1.1687759914997473,0.17042230856703666,-0.19127563591226404,1.1423044406701397
C_1260,U56,B,1.022059614468223,0.1187423494236457,-0.1926002722543556,1.048613015349016
C_1260,B136,A,1.0100346106764955,0.16023726571201902,-0.20740302267849475,1.0634318900924733
C_1260,B136,B,0.733247537950272,0.09355877958336878,-0.20972115836238392,0.9478901998343642
C_1260,SMALL,A,0.45333717990397243,0.070860770065448,-0.3581405418032817,0.5072342327234493
C_1260,SMALL,B,0.366030306684292,0.04537974574087511,-0.2587045376515249,0.4850543657015713
C_1252_VINTAGE,U56,A,1.1615300672127442,0.16919748260335998,-0.19127563591226404,1.1380791052167105
C_1252_VINTAGE,U56,B,1.0163020745248732,0.11799833034405238,-0.1926002722543556,1.0452315716855543
C_1252_VINTAGE,B136,A,1.0100346106764955,0.16023726571201902,-0.20740302267849475,1.0634318900924733
C_1252_VINTAGE,B136,B,0.733247537950272,0.09355877958336878,-0.20972115836238392,0.9478901998343642
C_1252_VINTAGE,SMALL,A,0.4365641231965053,0.06789910172554525,-0.3889221327844007,0.48349860486705115
C_1252_VINTAGE,SMALL,B,0.6029553826800298,0.10568088397372644,-0.2626769793141105,0.6263596135224709
